"Status","Year","Function_of_post","Parent_department","Profession_of_post","Region_london","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Commercial","Ministry of Justice","Human Resources","London","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Ministry of Justice","Knowledge and Information Management","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Ministry of Justice","Operational Delivery","London","25","25","36830","36800"
"In post","2021","Commercial","Ministry of Justice","Operational Delivery","Outside London","65","65","27860","21170"
"In post","2021","Commercial","Ministry of Justice","Policy","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Ministry of Justice","Project Delivery","London","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Ministry of Justice","Project Delivery","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Ministry of Justice","Property","Outside London","10","10","[c]","[c]"
"In post","2021","Commercial","National Crime Agency","Commercial","London","10","10","[c]","[c]"
"In post","2021","Commercial","National Crime Agency","Commercial","Outside London","10","10","44230","42240"
"In post","2021","Commercial","Office for Standards in Education","Commercial","Outside London","15","15","35070","32010"
"In post","2021","Commercial","Office of Qualifications and Examinations Regulation","Commercial","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Office of Rail and Road","Commercial","London","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Other Cabinet Office Agencies","Commercial","London","20","20","47540","40730"
"In post","2021","Commercial","Other Cabinet Office Agencies","Commercial","Outside London","355","340","33360","33270"
"In post","2021","Commercial","Scottish Government","Commercial","Outside London","105","100","31960","25870"
"In post","2021","Commercial","The National Archives","Commercial","London","40","40","32110","24510"
"In post","2021","Commercial","UK Export Finance","Operational Delivery","London","190","190","53960","49790"
"In post","2021","Commercial","United Kingdom Statistics Authority","Commercial","London","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","United Kingdom Statistics Authority","Commercial","Outside London","30","30","46660","49100"
"In post","2021","Commercial","Water Services Regulation Authority","Commercial","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Attorney General's Departments","Communications","London","60","60","43790","39750"
"In post","2021","Communications","Attorney General's Departments","Communications","Outside London","20","20","38420","39750"
"In post","2021","Communications","Attorney General's Departments","Operational Delivery","London","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Attorney General's Departments","Other","London","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Attorney General's Departments","Policy","London","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Cabinet Office","Communications","London","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Cabinet Office","Unknown","London","320","315","47830","43050"
"In post","2021","Communications","Cabinet Office","Unknown","Outside London","15","15","34070","35810"
"In post","2021","Communications","Cabinet Office","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Chancellor's other departments","Communications","London","10","10","47650","46760"
"In post","2021","Communications","Chancellor's other departments","Communications","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Chancellor's other departments","Other","London","5","5","[c]","[c]"
"In post","2021","Communications","Charity Commission","Communications","London","10","5","[c]","[c]"
"In post","2021","Communications","Charity Commission","Communications","Outside London","5","5","[c]","[c]"
"In post","2021","Communications","Charity Commission","International Trade","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Charity Commission","Operational Delivery","Outside London","5","5","[c]","[c]"
"In post","2021","Communications","Charity Commission","Other","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Charity Commission","Policy","London","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Charity Commission","Policy","Outside London","5","5","[c]","[c]"
"In post","2021","Communications","Charity Commission","Unknown","London","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Competition and Markets Authority","Communications","London","35","35","48650","42290"
"In post","2021","Communications","Competition and Markets Authority","Project Delivery","London","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Department for Business, Energy and Industrial Strategy","Communications","London","135","130","48480","45270"
"In post","2021","Communications","Department for Business, Energy and Industrial Strategy","Communications","Outside London","90","85","36960","36240"
"In post","2021","Communications","Department for Business, Energy and Industrial Strategy","Policy","London","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Department for Digital, Culture, Media and Sport","Communications","London","45","40","55590","52250"
"In post","2021","Communications","Department for Digital, Culture, Media and Sport","Project Delivery","London","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Department for Education","Communications","London","155","150","43480","41460"
"In post","2021","Communications","Department for Education","Communications","Outside London","175","165","35670","33190"
"In post","2021","Communications","Department for Environment, Food and Rural Affairs","Communications","London","130","130","44540","39910"
"In post","2021","Communications","Department for Environment, Food and Rural Affairs","Communications","Outside London","140","130","38420","36970"
"In post","2021","Communications","Department for Environment, Food and Rural Affairs","Operational Delivery","Outside London","105","95","28870","26030"
"In post","2021","Communications","Department for International Trade","Communications","London","85","85","42670","38540"
"In post","2021","Communications","Department for International Trade","Communications","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Department for International Trade","Economics","London","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Department for International Trade","Other","London","10","10","40700","35330"
"In post","2021","Communications","Department for International Trade","Project Delivery","London","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Department for Transport","Communications","London","110","110","47780","43360"
"In post","2021","Communications","Department for Transport","Communications","Outside London","180","170","31780","26780"
"In post","2021","Communications","Department for Transport","Corporate Finance","London","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Department for Transport","Operational Delivery","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Department for Transport","Other","London","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Department for Transport","Science and Engineering","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Department for Work and Pensions","Communications","London","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Department for Work and Pensions","Communications","Outside London","30","30","43530","39390"
"In post","2021","Communications","Department of Health and Social Care","Communications","London","265","255","42970","36070"
"In post","2021","Communications","Department of Health and Social Care","Communications","Outside London","50","50","49510","49530"
"In post","2021","Communications","ESTYN","Communications","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Food Standards Agency","Communications","London","20","20","46130","40960"
"In post","2021","Communications","Food Standards Agency","Communications","Outside London","15","15","39470","37910"
"In post","2021","Communications","Foreign, Commonwealth and Development Office","Communications","London","130","130","48730","45840"
"In post","2021","Communications","Foreign, Commonwealth and Development Office","Communications","Outside London","10","10","36540","39630"
"In post","2021","Communications","Foreign, Commonwealth and Development Office","Communications","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Foreign, Commonwealth and Development Office","Operational Delivery","London","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Foreign, Commonwealth and Development Office","Project Delivery","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Communications","HM Land Registry","Communications","London","20","20","41950","39690"
"In post","2021","Communications","HM Land Registry","Communications","Outside London","10","10","[c]","[c]"
"In post","2021","Communications","HM Revenue and Customs","Communications","London","110","105","50070","43180"
"In post","2021","Communications","HM Revenue and Customs","Communications","Outside London","140","135","39830","38630"
"In post","2021","Communications","HM Revenue and Customs","Operational Delivery","London","25","20","35720","32520"
"In post","2021","Communications","HM Revenue and Customs","Operational Delivery","Outside London","1330","1260","28990","25560"
"In post","2021","Communications","HM Revenue and Customs","Tax","London","[c]","[c]","[c]","[c]"
"In post","2021","Communications","HM Revenue and Customs","Tax","Outside London","2140","2070","27390","25560"
"In post","2021","Communications","HM Revenue and Customs","Unknown","London","30","30","52980","59160"
"In post","2021","Communications","HM Revenue and Customs","Unknown","Outside London","405","400","29060","25560"
"In post","2021","Communications","HM Treasury","Communications","London","35","35","49500","42900"
"In post","2021","Communications","HM Treasury","Communications","Outside London","[c]","[c]","[c]","[c]"
