"Status","Year","Organisation","Region_ITL3","Responsibility_level_grouped","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Forestry and Land Scotland","Scottish Borders","AA/AO","AO","10","10","24910","22920"
"In post","2021","Forestry and Land Scotland","Scottish Borders","EO","EO","5","5","[c]","[c]"
"In post","2021","Forestry and Land Scotland","Scottish Borders","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2021","Forestry and Land Scotland","Scottish Borders","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Forestry and Land Scotland","Scottish Borders","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Forestry and Land Scotland","South Ayrshire","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2021","Forestry and Land Scotland","South Ayrshire","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Forestry and Land Scotland","South Lanarkshire","EO","EO","[c]","[c]","[c]","[c]"
"In post","2021","Forestry and Land Scotland","South Lanarkshire","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2021","Forestry and Land Scotland","South Lanarkshire","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Forestry and Land Scotland","South Lanarkshire","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Forestry and Land Scotland","West Lothian","AA/AO","AO","30","25","25600","25830"
"In post","2021","Forestry and Land Scotland","West Lothian","EO","EO","20","20","32010","32750"
"In post","2021","Forestry and Land Scotland","West Lothian","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2021","Forestry and Land Scotland","West Lothian","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2021","Forestry and Land Scotland","West Lothian","SEO/HEO","HEO","5","5","[c]","[c]"
"In post","2021","Forestry and Land Scotland","West Lothian","SEO/HEO","SEO","5","5","[c]","[c]"
"In post","2021","Government Actuary's Department","Camden and City of London","AA/AO","AO","15","15","23140","23030"
"In post","2021","Government Actuary's Department","Camden and City of London","EO","EO","20","20","29810","28910"
"In post","2021","Government Actuary's Department","Camden and City of London","G6/G7","G6","90","80","92370","89720"
"In post","2021","Government Actuary's Department","Camden and City of London","G6/G7","G7","15","15","58240","57250"
"In post","2021","Government Actuary's Department","Camden and City of London","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Government Actuary's Department","Camden and City of London","SEO/HEO","HEO","30","30","36660","36590"
"In post","2021","Government Actuary's Department","Camden and City of London","SEO/HEO","SEO","30","30","48480","48800"
"In post","2021","Government Actuary's Department","City of Edinburgh","G6/G7","G6","5","5","[c]","[c]"
"In post","2021","Government Actuary's Department","City of Edinburgh","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2021","Government Internal Audit Agency","Barking & Dagenham and Havering","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2021","Government Internal Audit Agency","Barking & Dagenham and Havering","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Government Internal Audit Agency","Barnsley, Doncaster and Rotherham","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Government Internal Audit Agency","Bath and North East Somerset, North Somerset and South Gloucestershire","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2021","Government Internal Audit Agency","Bath and North East Somerset, North Somerset and South Gloucestershire","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Government Internal Audit Agency","Berkshire","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2021","Government Internal Audit Agency","Berkshire","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2021","Government Internal Audit Agency","Berkshire","SEO/HEO","HEO","5","5","[c]","[c]"
"In post","2021","Government Internal Audit Agency","Berkshire","SEO/HEO","SEO","5","5","[c]","[c]"
"In post","2021","Government Internal Audit Agency","Birmingham","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2021","Government Internal Audit Agency","Birmingham","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2021","Government Internal Audit Agency","Birmingham","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Government Internal Audit Agency","Birmingham","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Government Internal Audit Agency","Birmingham","SEO/HEO","SEO","10","10","[c]","[c]"
"In post","2021","Government Internal Audit Agency","Blackpool","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2021","Government Internal Audit Agency","Blackpool","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2021","Government Internal Audit Agency","Blackpool","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Government Internal Audit Agency","Blackpool","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Government Internal Audit Agency","Blackpool","SEO/HEO","SEO","10","5","[c]","[c]"
"In post","2021","Government Internal Audit Agency","Bristol, City of","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2021","Government Internal Audit Agency","Bristol, City of","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2021","Government Internal Audit Agency","Bristol, City of","SEO/HEO","SEO","5","5","[c]","[c]"
"In post","2021","Government Internal Audit Agency","Cambridgeshire CC","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2021","Government Internal Audit Agency","Cardiff and Vale of Glamorgan","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2021","Government Internal Audit Agency","Cardiff and Vale of Glamorgan","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Government Internal Audit Agency","Cardiff and Vale of Glamorgan","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Government Internal Audit Agency","Clackmannanshire and Fife","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Government Internal Audit Agency","Coventry","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2021","Government Internal Audit Agency","Coventry","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2021","Government Internal Audit Agency","Coventry","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Government Internal Audit Agency","Coventry","SEO/HEO","SEO","5","5","[c]","[c]"
"In post","2021","Government Internal Audit Agency","Croydon","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2021","Government Internal Audit Agency","Croydon","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2021","Government Internal Audit Agency","Croydon","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Government Internal Audit Agency","Croydon","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Government Internal Audit Agency","Darlington","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2021","Government Internal Audit Agency","Darlington","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Government Internal Audit Agency","Darlington","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Government Internal Audit Agency","East Merseyside","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2021","Government Internal Audit Agency","East Merseyside","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Government Internal Audit Agency","East Sussex CC","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2021","Government Internal Audit Agency","Essex Haven Gateway","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Government Internal Audit Agency","Falkirk","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Government Internal Audit Agency","Glasgow City","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2021","Government Internal Audit Agency","Glasgow City","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2021","Government Internal Audit Agency","Glasgow City","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Government Internal Audit Agency","Glasgow City","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Government Internal Audit Agency","Leeds","EO","EO","[c]","[c]","[c]","[c]"
"In post","2021","Government Internal Audit Agency","Leeds","G6/G7","G6","5","5","[c]","[c]"
"In post","2021","Government Internal Audit Agency","Leeds","G6/G7","G7","10","10","[c]","[c]"
"In post","2021","Government Internal Audit Agency","Leeds","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Government Internal Audit Agency","Leeds","SEO/HEO","HEO","15","10","31800","30730"
"In post","2021","Government Internal Audit Agency","Leeds","SEO/HEO","SEO","15","15","41080","39980"
"In post","2021","Government Internal Audit Agency","Liverpool","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2021","Government Internal Audit Agency","Liverpool","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2021","Government Internal Audit Agency","Liverpool","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2021","Government Internal Audit Agency","Liverpool","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Government Internal Audit Agency","Liverpool","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Government Internal Audit Agency","Manchester","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2021","Government Internal Audit Agency","Manchester","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2021","Government Internal Audit Agency","Manchester","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Government Internal Audit Agency","Manchester","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Government Internal Audit Agency","Norwich and East Norfolk","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Government Internal Audit Agency","Norwich and East Norfolk","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Government Internal Audit Agency","Nottingham","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2021","Government Internal Audit Agency","Nottingham","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2021","Government Internal Audit Agency","Nottingham","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Government Internal Audit Agency","Nottingham","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Government Internal Audit Agency","Plymouth","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2021","Government Internal Audit Agency","Plymouth","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Government Internal Audit Agency","Sefton","EO","EO","[c]","[c]","[c]","[c]"
"In post","2021","Government Internal Audit Agency","Sefton","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2021","Government Internal Audit Agency","Sefton","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2021","Government Internal Audit Agency","Sefton","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Government Internal Audit Agency","Sefton","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Government Internal Audit Agency","Sefton","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Government Internal Audit Agency","Sheffield","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2021","Government Internal Audit Agency","Sheffield","G6/G7","G7","5","5","[c]","[c]"
"In post","2021","Government Internal Audit Agency","Sheffield","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Government Internal Audit Agency","Sheffield","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Government Internal Audit Agency","Sheffield","SEO/HEO","SEO","5","5","[c]","[c]"
"In post","2021","Government Internal Audit Agency","Staffordshire CC","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2021","Government Internal Audit Agency","Staffordshire CC","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Government Internal Audit Agency","Staffordshire CC","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Government Internal Audit Agency","Swansea","EO","EO","[c]","[c]","[c]","[c]"
"In post","2021","Government Internal Audit Agency","Swansea","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2021","Government Internal Audit Agency","Swansea","G6/G7","G7","10","10","[c]","[c]"
"In post","2021","Government Internal Audit Agency","Swansea","SEO/HEO","SEO","5","5","[c]","[c]"
"In post","2021","Government Internal Audit Agency","Swindon","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2021","Government Internal Audit Agency","Swindon","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2021","Government Internal Audit Agency","Swindon","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Government Internal Audit Agency","Swindon","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Government Internal Audit Agency","Swindon","SEO/HEO","SEO","10","10","[c]","[c]"
"In post","2021","Government Internal Audit Agency","Tyneside","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2021","Government Internal Audit Agency","Tyneside","G6/G7","G7","5","5","[c]","[c]"
"In post","2021","Government Internal Audit Agency","Tyneside","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Government Internal Audit Agency","Tyneside","SEO/HEO","SEO","10","10","42840","43300"
"In post","2021","Government Internal Audit Agency","Westminster","AA/AO","AO","5","5","[c]","[c]"
"In post","2021","Government Internal Audit Agency","Westminster","EO","EO","10","10","[c]","[c]"
"In post","2021","Government Internal Audit Agency","Westminster","G6/G7","G6","20","20","67840","65360"
"In post","2021","Government Internal Audit Agency","Westminster","G6/G7","G7","45","40","56550","55230"
"In post","2021","Government Internal Audit Agency","Westminster","SCS level","SCS level","15","15","93950","88450"
"In post","2021","Government Internal Audit Agency","Westminster","SEO/HEO","HEO","30","30","36120","34830"
"In post","2021","Government Internal Audit Agency","Westminster","SEO/HEO","SEO","50","45","48560","49000"
"In post","2021","Government Internal Audit Agency","Wirral","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Government Internal Audit Agency","Wirral","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Government Internal Audit Agency","York","EO","EO","[c]","[c]","[c]","[c]"
"In post","2021","Government Internal Audit Agency","York","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2021","Government Internal Audit Agency","York","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2021","Government Internal Audit Agency","York","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Government Internal Audit Agency","York","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Government Legal Department","Aberdeen City and Aberdeenshire","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2021","Government Legal Department","Bath and North East Somerset, North Somerset and South Gloucestershire","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2021","Government Legal Department","Bath and North East Somerset, North Somerset and South Gloucestershire","G6/G7","G7","25","20","52780","50600"
"In post","2021","Government Legal Department","Bath and North East Somerset, North Somerset and South Gloucestershire","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Government Legal Department","Bath and North East Somerset, North Somerset and South Gloucestershire","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Government Legal Department","Bath and North East Somerset, North Somerset and South Gloucestershire","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Government Legal Department","Bristol, City of","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2021","Government Legal Department","Bristol, City of","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2021","Government Legal Department","Bristol, City of","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Government Legal Department","Camden and City of London","EO","EO","[c]","[c]","[c]","[c]"
"In post","2021","Government Legal Department","Camden and City of London","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
