"Status","Year","Organisation","Region_ITL3","Responsibility_level_grouped","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2021","Maritime and Coastguard Agency","East Riding of Yorkshire","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Maritime and Coastguard Agency","Essex Haven Gateway","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Maritime and Coastguard Agency","Essex Haven Gateway","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Maritime and Coastguard Agency","Gwynedd","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Maritime and Coastguard Agency","Inverclyde, East Renfrewshire and Renfrewshire","EO","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Maritime and Coastguard Agency","Inverclyde, East Renfrewshire and Renfrewshire","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Maritime and Coastguard Agency","Isle of Anglesey","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Maritime and Coastguard Agency","Isle of Anglesey","EO","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Maritime and Coastguard Agency","Lincolnshire","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Maritime and Coastguard Agency","Sefton","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Maritime and Coastguard Agency","Shetland Islands","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Maritime and Coastguard Agency","Shetland Islands","EO","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Maritime and Coastguard Agency","Shetland Islands","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Maritime and Coastguard Agency","South Hampshire","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Maritime and Coastguard Agency","South Hampshire","EO","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Maritime and Coastguard Agency","South Hampshire","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Maritime and Coastguard Agency","South Hampshire","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Maritime and Coastguard Agency","South West Wales","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Maritime and Coastguard Agency","Southampton","AA/AO","AO","5","[c]","[c]","[c]"
"Leaver CS","2021","Maritime and Coastguard Agency","Southampton","EO","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Maritime and Coastguard Agency","Southampton","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Maritime and Coastguard Agency","Southampton","G6/G7","G7","5","[c]","[c]","[c]"
"Leaver CS","2021","Maritime and Coastguard Agency","Southampton","SEO/HEO","HEO","5","[c]","[c]","[c]"
"Leaver CS","2021","Maritime and Coastguard Agency","Southampton","SEO/HEO","SEO","15","[c]","42780","39790"
"Leaver CS","2021","Maritime and Coastguard Agency","Swansea","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Maritime and Coastguard Agency","Swansea","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Maritime and Coastguard Agency","Torbay","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Maritime and Coastguard Agency","West Cumbria","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Medicines and Healthcare Products Regulatory Agency","Hertfordshire","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Medicines and Healthcare Products Regulatory Agency","Hertfordshire","EO","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Medicines and Healthcare Products Regulatory Agency","Hertfordshire","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Medicines and Healthcare Products Regulatory Agency","Hertfordshire","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Medicines and Healthcare Products Regulatory Agency","Hertfordshire","SEO/HEO","HEO","5","[c]","[c]","[c]"
"Leaver CS","2021","Medicines and Healthcare Products Regulatory Agency","Hertfordshire","SEO/HEO","SEO","5","[c]","[c]","[c]"
"Leaver CS","2021","Medicines and Healthcare Products Regulatory Agency","Tower Hamlets","AA/AO","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Medicines and Healthcare Products Regulatory Agency","Tower Hamlets","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Medicines and Healthcare Products Regulatory Agency","Tower Hamlets","EO","EO","15","[c]","27130","27400"
"Leaver CS","2021","Medicines and Healthcare Products Regulatory Agency","Tower Hamlets","G6/G7","G6","10","[c]","[c]","[c]"
"Leaver CS","2021","Medicines and Healthcare Products Regulatory Agency","Tower Hamlets","G6/G7","G7","10","[c]","[c]","[c]"
"Leaver CS","2021","Medicines and Healthcare Products Regulatory Agency","Tower Hamlets","SCS level","SCS level","10","[c]","84470","83640"
"Leaver CS","2021","Medicines and Healthcare Products Regulatory Agency","Tower Hamlets","SEO/HEO","HEO","10","[c]","34020","32800"
"Leaver CS","2021","Medicines and Healthcare Products Regulatory Agency","Tower Hamlets","SEO/HEO","SEO","20","[c]","40530","40450"
"Leaver CS","2021","Medicines and Healthcare Products Regulatory Agency","Tower Hamlets","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Met Office","Aberdeen City and Aberdeenshire","EO","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Met Office","City of Edinburgh","AA/AO","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Met Office","City of Edinburgh","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Met Office","Devon CC","AA/AO","AA","15","[c]","[c]","[c]"
"Leaver CS","2021","Met Office","Devon CC","AA/AO","AO","5","[c]","[c]","[c]"
"Leaver CS","2021","Met Office","Devon CC","EO","EO","15","[c]","[c]","[c]"
"Leaver CS","2021","Met Office","Devon CC","G6/G7","G6","15","[c]","[c]","[c]"
"Leaver CS","2021","Met Office","Devon CC","G6/G7","G7","10","[c]","[c]","[c]"
"Leaver CS","2021","Met Office","Devon CC","SEO/HEO","HEO","10","[c]","[c]","[c]"
"Leaver CS","2021","Met Office","Devon CC","SEO/HEO","SEO","15","[c]","[c]","[c]"
"Leaver CS","2021","Met Office","Hertfordshire","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Met Office","Inverness and Nairn and Moray, Badenoch and Strathspey","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Met Office","Lincolnshire","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Met Office","Overseas","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Met Office","Oxfordshire","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence (excl. agencies)","Aberdeen City and Aberdeenshire","AA/AO","AO","5","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence (excl. agencies)","Aberdeen City and Aberdeenshire","EO","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence (excl. agencies)","Aberdeen City and Aberdeenshire","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence (excl. agencies)","Angus and Dundee City","AA/AO","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence (excl. agencies)","Angus and Dundee City","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence (excl. agencies)","Angus and Dundee City","EO","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence (excl. agencies)","Angus and Dundee City","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence (excl. agencies)","Antrim and Newtownabbey","AA/AO","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence (excl. agencies)","Antrim and Newtownabbey","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence (excl. agencies)","Antrim and Newtownabbey","EO","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence (excl. agencies)","Antrim and Newtownabbey","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence (excl. agencies)","Ards and North Down","AA/AO","AA","5","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence (excl. agencies)","Ards and North Down","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence (excl. agencies)","Ards and North Down","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence (excl. agencies)","Ards and North Down","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence (excl. agencies)","Armagh City, Banbridge and Craigavon","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence (excl. agencies)","Barnet","AA/AO","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence (excl. agencies)","Barnsley, Doncaster and Rotherham","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence (excl. agencies)","Bath and North East Somerset, North Somerset and South Gloucestershire","AA/AO","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence (excl. agencies)","Bath and North East Somerset, North Somerset and South Gloucestershire","AA/AO","AO","5","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence (excl. agencies)","Bath and North East Somerset, North Somerset and South Gloucestershire","EO","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence (excl. agencies)","Bath and North East Somerset, North Somerset and South Gloucestershire","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence (excl. agencies)","Bath and North East Somerset, North Somerset and South Gloucestershire","G6/G7","G7","10","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence (excl. agencies)","Bath and North East Somerset, North Somerset and South Gloucestershire","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence (excl. agencies)","Bath and North East Somerset, North Somerset and South Gloucestershire","SEO/HEO","HEO","10","[c]","33390","33300"
"Leaver CS","2021","Ministry of Defence (excl. agencies)","Bath and North East Somerset, North Somerset and South Gloucestershire","SEO/HEO","SEO","30","[c]","42130","40760"
"Leaver CS","2021","Ministry of Defence (excl. agencies)","Bath and North East Somerset, North Somerset and South Gloucestershire","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence (excl. agencies)","Bedford","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence (excl. agencies)","Belfast","AA/AO","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence (excl. agencies)","Berkshire","AA/AO","AA","10","[c]","18920","18800"
"Leaver CS","2021","Ministry of Defence (excl. agencies)","Berkshire","AA/AO","AO","35","[c]","28460","26610"
"Leaver CS","2021","Ministry of Defence (excl. agencies)","Berkshire","EO","EO","5","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence (excl. agencies)","Berkshire","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence (excl. agencies)","Berkshire","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence (excl. agencies)","Berkshire","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence (excl. agencies)","Berkshire","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence (excl. agencies)","Bexley and Greenwich","AA/AO","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence (excl. agencies)","Bexley and Greenwich","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence (excl. agencies)","Bexley and Greenwich","EO","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence (excl. agencies)","Bexley and Greenwich","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence (excl. agencies)","Bexley and Greenwich","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence (excl. agencies)","Birmingham","AA/AO","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence (excl. agencies)","Birmingham","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence (excl. agencies)","Birmingham","EO","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence (excl. agencies)","Birmingham","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence (excl. agencies)","Birmingham","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence (excl. agencies)","Birmingham","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence (excl. agencies)","Birmingham","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence (excl. agencies)","Birmingham","SEO/HEO","SEO","5","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence (excl. agencies)","Bournemouth and Poole","AA/AO","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence (excl. agencies)","Breckland and South Norfolk","AA/AO","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence (excl. agencies)","Breckland and South Norfolk","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence (excl. agencies)","Bridgend and Neath Port Talbot","AA/AO","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence (excl. agencies)","Bristol, City of","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence (excl. agencies)","Buckinghamshire CC","AA/AO","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence (excl. agencies)","Buckinghamshire CC","AA/AO","AO","15","[c]","21960","22120"
"Leaver CS","2021","Ministry of Defence (excl. agencies)","Buckinghamshire CC","EO","EO","30","[c]","30440","29930"
"Leaver CS","2021","Ministry of Defence (excl. agencies)","Buckinghamshire CC","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence (excl. agencies)","Buckinghamshire CC","SEO/HEO","HEO","5","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence (excl. agencies)","Buckinghamshire CC","SEO/HEO","SEO","5","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence (excl. agencies)","Buckinghamshire CC","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence (excl. agencies)","Caithness and Sutherland and Ross and Cromarty","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence (excl. agencies)","Cambridgeshire CC","AA/AO","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence (excl. agencies)","Cambridgeshire CC","AA/AO","AO","10","[c]","25100","21410"
"Leaver CS","2021","Ministry of Defence (excl. agencies)","Cambridgeshire CC","EO","EO","15","[c]","27420","26670"
"Leaver CS","2021","Ministry of Defence (excl. agencies)","Cambridgeshire CC","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence (excl. agencies)","Cambridgeshire CC","SEO/HEO","HEO","15","[c]","33480","33300"
"Leaver CS","2021","Ministry of Defence (excl. agencies)","Cambridgeshire CC","SEO/HEO","SEO","5","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence (excl. agencies)","Camden and City of London","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence (excl. agencies)","Camden and City of London","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence (excl. agencies)","Cardiff and Vale of Glamorgan","AA/AO","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence (excl. agencies)","Cardiff and Vale of Glamorgan","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence (excl. agencies)","Cardiff and Vale of Glamorgan","EO","EO","5","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence (excl. agencies)","Cardiff and Vale of Glamorgan","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence (excl. agencies)","Cardiff and Vale of Glamorgan","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence (excl. agencies)","Causeway Coast and Glens","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence (excl. agencies)","Central Bedfordshire","AA/AO","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence (excl. agencies)","Central Bedfordshire","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence (excl. agencies)","Central Bedfordshire","EO","EO","5","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence (excl. agencies)","Central Bedfordshire","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence (excl. agencies)","Central Hampshire","AA/AO","AA","5","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence (excl. agencies)","Central Hampshire","AA/AO","AO","25","[c]","21860","21020"
"Leaver CS","2021","Ministry of Defence (excl. agencies)","Central Hampshire","EO","EO","20","[c]","25940","26670"
"Leaver CS","2021","Ministry of Defence (excl. agencies)","Central Hampshire","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence (excl. agencies)","Central Hampshire","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence (excl. agencies)","Central Hampshire","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence (excl. agencies)","Central Hampshire","SEO/HEO","HEO","25","[c]","34360","33300"
"Leaver CS","2021","Ministry of Defence (excl. agencies)","Central Hampshire","SEO/HEO","SEO","15","[c]","41180","40950"
"Leaver CS","2021","Ministry of Defence (excl. agencies)","Cheshire West and Chester","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence (excl. agencies)","Cheshire West and Chester","EO","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence (excl. agencies)","Cheshire West and Chester","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence (excl. agencies)","City of Edinburgh","AA/AO","AA","5","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence (excl. agencies)","City of Edinburgh","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence (excl. agencies)","City of Edinburgh","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence (excl. agencies)","City of Edinburgh","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence (excl. agencies)","City of Edinburgh","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence (excl. agencies)","Clackmannanshire and Fife","AA/AO","AA","10","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence (excl. agencies)","Clackmannanshire and Fife","AA/AO","AO","5","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence (excl. agencies)","Clackmannanshire and Fife","EO","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence (excl. agencies)","Clackmannanshire and Fife","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence (excl. agencies)","Clackmannanshire and Fife","SEO/HEO","HEO","5","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence (excl. agencies)","Clackmannanshire and Fife","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence (excl. agencies)","Conwy and Denbighshire","AA/AO","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence (excl. agencies)","Conwy and Denbighshire","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence (excl. agencies)","Cornwall and Isles of Scilly","AA/AO","AA","5","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence (excl. agencies)","Cornwall and Isles of Scilly","AA/AO","AO","15","[c]","21070","21020"
"Leaver CS","2021","Ministry of Defence (excl. agencies)","Cornwall and Isles of Scilly","EO","EO","15","[c]","26580","26670"
"Leaver CS","2021","Ministry of Defence (excl. agencies)","Cornwall and Isles of Scilly","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence (excl. agencies)","Cornwall and Isles of Scilly","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence (excl. agencies)","Cornwall and Isles of Scilly","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence (excl. agencies)","Derby","AA/AO","AO","5","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence (excl. agencies)","Devon CC","AA/AO","AA","15","[c]","19070","19180"
"Leaver CS","2021","Ministry of Defence (excl. agencies)","Devon CC","AA/AO","AO","20","[c]","21190","21020"
"Leaver CS","2021","Ministry of Defence (excl. agencies)","Devon CC","EO","EO","10","[c]","23420","22890"
"Leaver CS","2021","Ministry of Defence (excl. agencies)","Devon CC","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence (excl. agencies)","Dorset CC","AA/AO","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence (excl. agencies)","Dorset CC","AA/AO","AO","10","[c]","21320","21130"
"Leaver CS","2021","Ministry of Defence (excl. agencies)","Dorset CC","EO","EO","15","[c]","29200","28300"
"Leaver CS","2021","Ministry of Defence (excl. agencies)","Dorset CC","SEO/HEO","HEO","10","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence (excl. agencies)","Dorset CC","SEO/HEO","SEO","5","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence (excl. agencies)","Dorset CC","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence (excl. agencies)","Dudley","AA/AO","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence (excl. agencies)","East Ayrshire and North Ayrshire mainland","AA/AO","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence (excl. agencies)","East Ayrshire and North Ayrshire mainland","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence (excl. agencies)","East Cumbria","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence (excl. agencies)","East Dunbartonshire, West Dunbartonshire and Helensburgh and Lomond","AA/AO","AA","15","[c]","20010","19560"
"Leaver CS","2021","Ministry of Defence (excl. agencies)","East Dunbartonshire, West Dunbartonshire and Helensburgh and Lomond","AA/AO","AO","30","[c]","35760","39070"
"Leaver CS","2021","Ministry of Defence (excl. agencies)","East Dunbartonshire, West Dunbartonshire and Helensburgh and Lomond","EO","EO","10","[c]","33980","28740"
"Leaver CS","2021","Ministry of Defence (excl. agencies)","East Dunbartonshire, West Dunbartonshire and Helensburgh and Lomond","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence (excl. agencies)","East Dunbartonshire, West Dunbartonshire and Helensburgh and Lomond","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence (excl. agencies)","East Dunbartonshire, West Dunbartonshire and Helensburgh and Lomond","SEO/HEO","HEO","10","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence (excl. agencies)","East Dunbartonshire, West Dunbartonshire and Helensburgh and Lomond","SEO/HEO","SEO","5","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence (excl. agencies)","East Dunbartonshire, West Dunbartonshire and Helensburgh and Lomond","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence (excl. agencies)","East Kent","AA/AO","AA","5","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence (excl. agencies)","East Kent","AA/AO","AO","5","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence (excl. agencies)","East Kent","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence (excl. agencies)","East Riding of Yorkshire","AA/AO","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence (excl. agencies)","East Riding of Yorkshire","AA/AO","AO","10","[c]","31960","38600"
"Leaver CS","2021","Ministry of Defence (excl. agencies)","East Riding of Yorkshire","EO","EO","20","[c]","27440","26930"
"Leaver CS","2021","Ministry of Defence (excl. agencies)","East Riding of Yorkshire","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence (excl. agencies)","East Surrey","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence (excl. agencies)","East Surrey","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence (excl. agencies)","East Surrey","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence (excl. agencies)","East Sussex CC","AA/AO","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence (excl. agencies)","Essex Haven Gateway","AA/AO","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence (excl. agencies)","Essex Haven Gateway","AA/AO","AO","15","[c]","27100","21580"
"Leaver CS","2021","Ministry of Defence (excl. agencies)","Essex Haven Gateway","EO","EO","5","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence (excl. agencies)","Essex Haven Gateway","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence (excl. agencies)","Essex Haven Gateway","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence (excl. agencies)","Essex Haven Gateway","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence (excl. agencies)","Essex Haven Gateway","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence (excl. agencies)","Falkirk","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence (excl. agencies)","Flintshire and Wrexham","AA/AO","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence (excl. agencies)","Flintshire and Wrexham","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence (excl. agencies)","Glasgow City","AA/AO","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence (excl. agencies)","Glasgow City","AA/AO","AO","10","[c]","21190","21130"
"Leaver CS","2021","Ministry of Defence (excl. agencies)","Glasgow City","EO","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence (excl. agencies)","Glasgow City","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence (excl. agencies)","Glasgow City","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence (excl. agencies)","Glasgow City","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
