"Status","Year","Age","Ethnicity","Profession_of_post","Responsibility_level_grouped","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2021","30-39","Undeclared","Legal","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Undeclared","Medicine","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Undeclared","Medicine","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Undeclared","Operational Delivery","AA/AO","30","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Undeclared","Operational Delivery","EO","5","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Undeclared","Operational Delivery","G6/G7","5","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Undeclared","Operational Delivery","SEO/HEO","5","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Undeclared","Operational Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Undeclared","Operational Research","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Undeclared","Operational Research","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Undeclared","Other","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Undeclared","Other","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Undeclared","Other","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Undeclared","Policy","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Undeclared","Policy","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Undeclared","Project Delivery","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Undeclared","Project Delivery","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Undeclared","Property","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Undeclared","Science and Engineering","AA/AO","5","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Undeclared","Science and Engineering","SEO/HEO","10","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Undeclared","Science and Engineering","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Undeclared","Security","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Undeclared","Social Research","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Undeclared","Statistics","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Undeclared","Statistics","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Undeclared","Unknown","AA/AO","10","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Undeclared","Unknown","EO","5","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Undeclared","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Undeclared","Unknown","SEO/HEO","10","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Unknown","Commercial","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Unknown","Commercial","SEO/HEO","5","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Unknown","Communications","G6/G7","5","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Unknown","Communications","SEO/HEO","5","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Unknown","Counter Fraud","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Unknown","Digital, Data and Technology","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Unknown","Digital, Data and Technology","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Unknown","Digital, Data and Technology","G6/G7","10","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Unknown","Digital, Data and Technology","SEO/HEO","15","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Unknown","Economics","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Unknown","Finance","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Unknown","Finance","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Unknown","Finance","SEO/HEO","5","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Unknown","Human Resources","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Unknown","Human Resources","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Unknown","Human Resources","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Unknown","International Trade","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Unknown","International Trade","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Unknown","Knowledge and Information Management","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Unknown","Knowledge and Information Management","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Unknown","Legal","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Unknown","Legal","G6/G7","5","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Unknown","Legal","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Unknown","Legal","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Unknown","Medicine","AA/AO","10","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Unknown","Medicine","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Unknown","Medicine","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Unknown","Medicine","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Unknown","Medicine","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Unknown","Operational Delivery","AA/AO","315","[c]","21010","21050"
"Leaver CS","2021","30-39","Unknown","Operational Delivery","EO","55","[c]","27730","26320"
"Leaver CS","2021","30-39","Unknown","Operational Delivery","G6/G7","10","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Unknown","Operational Delivery","SEO/HEO","20","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Unknown","Operational Delivery","Unknown","25","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Unknown","Other","AA/AO","5","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Unknown","Other","EO","15","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Unknown","Other","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Unknown","Other","SEO/HEO","10","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Unknown","Other","Unknown","25","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Unknown","Planning","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Unknown","Policy","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Unknown","Policy","EO","5","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Unknown","Policy","G6/G7","30","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Unknown","Policy","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Unknown","Policy","SEO/HEO","30","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Unknown","Project Delivery","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Unknown","Project Delivery","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Unknown","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Unknown","Property","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Unknown","Property","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Unknown","Property","SEO/HEO","5","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Unknown","Psychology","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Unknown","Psychology","EO","5","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Unknown","Psychology","SEO/HEO","5","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Unknown","Science and Engineering","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Unknown","Science and Engineering","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Unknown","Science and Engineering","SEO/HEO","10","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Unknown","Science and Engineering","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Unknown","Security","AA/AO","20","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Unknown","Security","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Unknown","Social Research","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Unknown","Statistics","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Unknown","Unknown","AA/AO","175","[c]","21140","21010"
"Leaver CS","2021","30-39","Unknown","Unknown","EO","165","[c]","28730","27570"
"Leaver CS","2021","30-39","Unknown","Unknown","G6/G7","55","[c]","60040","57280"
"Leaver CS","2021","30-39","Unknown","Unknown","SCS level","10","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Unknown","Unknown","SEO/HEO","70","[c]","35220","34540"
"Leaver CS","2021","30-39","Unknown","Unknown","Unknown","70","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Unknown","Veterinarian","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Unknown","Veterinarian","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","White","Commercial","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","White","Commercial","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","White","Commercial","G6/G7","5","[c]","[c]","[c]"
"Leaver CS","2021","30-39","White","Commercial","SEO/HEO","20","[c]","[c]","[c]"
"Leaver CS","2021","30-39","White","Commercial","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","White","Communications","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","White","Communications","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","White","Communications","G6/G7","10","[c]","[c]","[c]"
"Leaver CS","2021","30-39","White","Communications","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","White","Communications","SEO/HEO","20","[c]","[c]","[c]"
"Leaver CS","2021","30-39","White","Counter Fraud","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","White","Counter Fraud","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","White","Counter Fraud","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","White","Digital, Data and Technology","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","White","Digital, Data and Technology","EO","10","[c]","[c]","[c]"
"Leaver CS","2021","30-39","White","Digital, Data and Technology","G6/G7","20","[c]","[c]","[c]"
"Leaver CS","2021","30-39","White","Digital, Data and Technology","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","White","Digital, Data and Technology","SEO/HEO","25","[c]","[c]","[c]"
"Leaver CS","2021","30-39","White","Economics","G6/G7","10","[c]","[c]","[c]"
"Leaver CS","2021","30-39","White","Economics","SEO/HEO","5","[c]","[c]","[c]"
"Leaver CS","2021","30-39","White","Finance","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","White","Finance","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","White","Finance","G6/G7","5","[c]","[c]","[c]"
"Leaver CS","2021","30-39","White","Finance","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","White","Finance","SEO/HEO","5","[c]","[c]","[c]"
"Leaver CS","2021","30-39","White","Human Resources","AA/AO","5","[c]","[c]","[c]"
"Leaver CS","2021","30-39","White","Human Resources","EO","10","[c]","[c]","[c]"
"Leaver CS","2021","30-39","White","Human Resources","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","White","Human Resources","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","White","Human Resources","SEO/HEO","15","[c]","[c]","[c]"
"Leaver CS","2021","30-39","White","Inspector of Education and Training","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","White","Intelligence Analysis","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","White","Intelligence Analysis","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","White","International Trade","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","White","International Trade","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","White","Knowledge and Information Management","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","White","Knowledge and Information Management","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","White","Knowledge and Information Management","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","White","Knowledge and Information Management","SEO/HEO","5","[c]","[c]","[c]"
"Leaver CS","2021","30-39","White","Legal","EO","5","[c]","[c]","[c]"
"Leaver CS","2021","30-39","White","Legal","G6/G7","30","[c]","54370","51250"
"Leaver CS","2021","30-39","White","Legal","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","White","Legal","SEO/HEO","10","[c]","[c]","[c]"
"Leaver CS","2021","30-39","White","Medicine","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","White","Medicine","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","White","Medicine","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","White","Medicine","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","White","Medicine","SEO/HEO","20","[c]","[c]","[c]"
"Leaver CS","2021","30-39","White","Operational Delivery","AA/AO","470","[c]","20740","20910"
"Leaver CS","2021","30-39","White","Operational Delivery","EO","120","[c]","26760","25880"
"Leaver CS","2021","30-39","White","Operational Delivery","G6/G7","30","[c]","[c]","[c]"
"Leaver CS","2021","30-39","White","Operational Delivery","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","White","Operational Delivery","SEO/HEO","70","[c]","37380","37100"
"Leaver CS","2021","30-39","White","Operational Delivery","Unknown","60","[c]","[c]","[c]"
"Leaver CS","2021","30-39","White","Operational Research","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","White","Operational Research","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","White","Other","AA/AO","35","[c]","20390","20370"
"Leaver CS","2021","30-39","White","Other","EO","40","[c]","27620","27760"
"Leaver CS","2021","30-39","White","Other","G6/G7","15","[c]","[c]","[c]"
"Leaver CS","2021","30-39","White","Other","SEO/HEO","25","[c]","[c]","[c]"
"Leaver CS","2021","30-39","White","Other","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","White","Planning","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","White","Planning Inspectors","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","White","Planning Inspectors","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","White","Policy","AA/AO","5","[c]","[c]","[c]"
"Leaver CS","2021","30-39","White","Policy","EO","5","[c]","[c]","[c]"
"Leaver CS","2021","30-39","White","Policy","G6/G7","50","[c]","57670","54160"
"Leaver CS","2021","30-39","White","Policy","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","White","Policy","SEO/HEO","40","[c]","36440","35180"
"Leaver CS","2021","30-39","White","Project Delivery","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","White","Project Delivery","EO","5","[c]","[c]","[c]"
"Leaver CS","2021","30-39","White","Project Delivery","G6/G7","15","[c]","[c]","[c]"
"Leaver CS","2021","30-39","White","Project Delivery","SEO/HEO","20","[c]","[c]","[c]"
"Leaver CS","2021","30-39","White","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","White","Property","AA/AO","10","[c]","[c]","[c]"
"Leaver CS","2021","30-39","White","Property","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","White","Property","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","White","Property","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","White","Property","SEO/HEO","5","[c]","[c]","[c]"
"Leaver CS","2021","30-39","White","Psychology","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","White","Psychology","EO","15","[c]","[c]","[c]"
"Leaver CS","2021","30-39","White","Psychology","SEO/HEO","15","[c]","[c]","[c]"
"Leaver CS","2021","30-39","White","Science and Engineering","AA/AO","15","[c]","[c]","[c]"
"Leaver CS","2021","30-39","White","Science and Engineering","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","White","Science and Engineering","G6/G7","10","[c]","[c]","[c]"
"Leaver CS","2021","30-39","White","Science and Engineering","SEO/HEO","55","[c]","35540","36690"
"Leaver CS","2021","30-39","White","Science and Engineering","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","White","Security","AA/AO","15","[c]","[c]","[c]"
"Leaver CS","2021","30-39","White","Security","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","White","Security","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","White","Security","SEO/HEO","5","[c]","[c]","[c]"
"Leaver CS","2021","30-39","White","Social Research","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","White","Social Research","SEO/HEO","5","[c]","[c]","[c]"
"Leaver CS","2021","30-39","White","Statistics","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","White","Statistics","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","White","Statistics","SEO/HEO","5","[c]","[c]","[c]"
"Leaver CS","2021","30-39","White","Unknown","AA/AO","310","[c]","21550","21010"
"Leaver CS","2021","30-39","White","Unknown","EO","170","[c]","27780","27570"
"Leaver CS","2021","30-39","White","Unknown","G6/G7","55","[c]","60150","57440"
"Leaver CS","2021","30-39","White","Unknown","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","White","Unknown","SEO/HEO","95","[c]","36630","36070"
"Leaver CS","2021","30-39","White","Unknown","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2021","30-39","White","Veterinarian","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","White","Veterinarian","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Asian","Commercial","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Asian","Commercial","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Asian","Commercial","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Asian","Communications","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Asian","Communications","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Asian","Communications","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Asian","Communications","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Asian","Communications","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Asian","Corporate Finance","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Asian","Corporate Finance","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Asian","Corporate Finance","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Asian","Counter Fraud","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Asian","Counter Fraud","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Asian","Digital, Data and Technology","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Asian","Digital, Data and Technology","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Asian","Digital, Data and Technology","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Asian","Digital, Data and Technology","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Asian","Digital, Data and Technology","SEO/HEO","5","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Asian","Economics","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Asian","Economics","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Asian","Finance","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Asian","Finance","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Asian","Finance","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Asian","Finance","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Asian","Finance","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Asian","Human Resources","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Asian","Human Resources","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Asian","Human Resources","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Asian","Human Resources","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Asian","Human Resources","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Asian","Inspector of Education and Training","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Asian","Inspector of Education and Training","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Asian","Intelligence Analysis","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Asian","Intelligence Analysis","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Asian","Intelligence Analysis","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Asian","Internal Audit","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Asian","Internal Audit","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Asian","International Trade","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Asian","International Trade","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Asian","International Trade","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Asian","Knowledge and Information Management","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Asian","Knowledge and Information Management","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Asian","Knowledge and Information Management","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Asian","Knowledge and Information Management","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Asian","Knowledge and Information Management","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Asian","Legal","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Asian","Legal","G6/G7","5","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Asian","Legal","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Asian","Legal","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Asian","Medicine","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Asian","Medicine","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Asian","Medicine","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Asian","Medicine","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Asian","Medicine","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Asian","Operational Delivery","AA/AO","25","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Asian","Operational Delivery","EO","5","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Asian","Operational Delivery","G6/G7","5","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Asian","Operational Delivery","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Asian","Operational Delivery","SEO/HEO","10","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Asian","Operational Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Asian","Operational Research","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Asian","Operational Research","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Asian","Other","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Asian","Other","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Asian","Other","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Asian","Other","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Asian","Other","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Asian","Other","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Asian","Planning","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Asian","Planning Inspectors","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Asian","Planning Inspectors","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Asian","Planning Inspectors","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Asian","Policy","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Asian","Policy","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Asian","Policy","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Asian","Policy","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Asian","Policy","SEO/HEO","5","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Asian","Project Delivery","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Asian","Project Delivery","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Asian","Project Delivery","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Asian","Project Delivery","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Asian","Project Delivery","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Asian","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Asian","Property","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Asian","Property","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Asian","Property","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Asian","Property","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Asian","Property","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Asian","Psychology","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Asian","Psychology","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Asian","Psychology","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Asian","Science and Engineering","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Asian","Science and Engineering","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Asian","Science and Engineering","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Asian","Science and Engineering","SCS level","[c]","[c]","[c]","[c]"
