"Status","Year","Profession_of_post","Region_london","Responsibility_level_grouped","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Veterinarian","Outside London","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Veterinarian","Outside London","G6/G7","Undeclared","20","20","[c]","[c]"
"In post","2021","Veterinarian","Outside London","G6/G7","Unknown","15","15","[c]","[c]"
"In post","2021","Veterinarian","Outside London","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Veterinarian","Outside London","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Veterinarian","Outside London","SEO/HEO","Heterosexual / straight","175","165","40490","37530"
"In post","2021","Veterinarian","Outside London","SEO/HEO","LGBO","10","10","[c]","[c]"
"In post","2021","Veterinarian","Outside London","SEO/HEO","Undeclared","45","40","41290","37910"
"In post","2021","Veterinarian","Outside London","SEO/HEO","Unknown","45","45","40220","37480"
"Leaver CS","2021","Commercial","London","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","London","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","London","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","London","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","London","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","London","G6/G7","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","London","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","London","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","London","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","London","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","London","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","London","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","London","SEO/HEO","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","London","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","London","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","London","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Outside London","AA/AO","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Outside London","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Outside London","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Outside London","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Outside London","EO","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Outside London","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Outside London","EO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Outside London","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Outside London","G6/G7","Heterosexual / straight","25","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Outside London","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Outside London","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Outside London","G6/G7","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Outside London","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Outside London","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Outside London","SEO/HEO","Heterosexual / straight","60","[c]","36510","36780"
"Leaver CS","2021","Commercial","Outside London","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Outside London","SEO/HEO","Undeclared","10","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Outside London","SEO/HEO","Unknown","20","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Outside London","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Outside London","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Outside London","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Overseas","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Overseas","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Overseas","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","London","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","London","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","London","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","London","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","London","EO","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2021","Communications","London","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","London","EO","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2021","Communications","London","G6/G7","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver CS","2021","Communications","London","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","London","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","London","G6/G7","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2021","Communications","London","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","London","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","London","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","London","SEO/HEO","Heterosexual / straight","45","[c]","37450","37330"
"Leaver CS","2021","Communications","London","SEO/HEO","LGBO","5","[c]","[c]","[c]"
"Leaver CS","2021","Communications","London","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","London","SEO/HEO","Unknown","20","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Outside London","AA/AO","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Outside London","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Outside London","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Outside London","AA/AO","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Outside London","EO","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Outside London","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Outside London","EO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Outside London","EO","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Outside London","G6/G7","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Outside London","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Outside London","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Outside London","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Outside London","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Outside London","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Outside London","SEO/HEO","Heterosexual / straight","25","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Outside London","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Outside London","SEO/HEO","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Outside London","SEO/HEO","Unknown","15","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Outside London","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Outside London","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Outside London","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Unknown","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Unknown","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Corporate Finance","London","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Corporate Finance","London","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Corporate Finance","London","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Corporate Finance","London","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Corporate Finance","London","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Corporate Finance","Outside London","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Corporate Finance","Outside London","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Corporate Finance","Outside London","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Corporate Finance","Outside London","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Corporate Finance","Outside London","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Corporate Finance","Outside London","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Corporate Finance","Outside London","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Corporate Finance","Outside London","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Corporate Finance","Outside London","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Corporate Finance","Outside London","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Corporate Finance","Outside London","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Counter Fraud","London","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Counter Fraud","London","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Counter Fraud","London","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Counter Fraud","London","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Counter Fraud","London","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Counter Fraud","London","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Counter Fraud","London","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Counter Fraud","London","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Counter Fraud","London","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Counter Fraud","London","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Counter Fraud","London","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Counter Fraud","London","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Counter Fraud","Outside London","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Counter Fraud","Outside London","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Counter Fraud","Outside London","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Counter Fraud","Outside London","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Counter Fraud","Outside London","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Counter Fraud","Outside London","SEO/HEO","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2021","Counter Fraud","Outside London","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Counter Fraud","Outside London","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Counter Fraud","Outside London","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data and Technology","London","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data and Technology","London","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data and Technology","London","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data and Technology","London","AA/AO","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data and Technology","London","EO","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data and Technology","London","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data and Technology","London","EO","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data and Technology","London","G6/G7","Heterosexual / straight","30","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data and Technology","London","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data and Technology","London","G6/G7","Undeclared","10","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data and Technology","London","G6/G7","Unknown","15","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data and Technology","London","SCS level","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data and Technology","London","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data and Technology","London","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data and Technology","London","SEO/HEO","Heterosexual / straight","30","[c]","39380","39910"
"Leaver CS","2021","Digital, Data and Technology","London","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data and Technology","London","SEO/HEO","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data and Technology","London","SEO/HEO","Unknown","15","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data and Technology","Outside London","AA/AO","Heterosexual / straight","20","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data and Technology","Outside London","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data and Technology","Outside London","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data and Technology","Outside London","AA/AO","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data and Technology","Outside London","EO","Heterosexual / straight","35","[c]","27230","26670"
"Leaver CS","2021","Digital, Data and Technology","Outside London","EO","LGBO","5","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data and Technology","Outside London","EO","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data and Technology","Outside London","EO","Unknown","25","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data and Technology","Outside London","G6/G7","Heterosexual / straight","25","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data and Technology","Outside London","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data and Technology","Outside London","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
