"Status","Year","Profession_of_post","Region_london","Responsibility_level_grouped","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2021","Operational Delivery","Outside London","AA/AO","Unknown","1590","[c]","20390","20240"
"Leaver CS","2021","Operational Delivery","Outside London","EO","Heterosexual / straight","580","[c]","26530","26380"
"Leaver CS","2021","Operational Delivery","Outside London","EO","LGBO","30","[c]","[c]","[c]"
"Leaver CS","2021","Operational Delivery","Outside London","EO","Undeclared","140","[c]","27080","26780"
"Leaver CS","2021","Operational Delivery","Outside London","EO","Unknown","270","[c]","27690","26370"
"Leaver CS","2021","Operational Delivery","Outside London","G6/G7","Heterosexual / straight","105","[c]","59570","56590"
"Leaver CS","2021","Operational Delivery","Outside London","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Operational Delivery","Outside London","G6/G7","Undeclared","20","[c]","[c]","[c]"
"Leaver CS","2021","Operational Delivery","Outside London","G6/G7","Unknown","50","[c]","56550","55110"
"Leaver CS","2021","Operational Delivery","Outside London","SCS level","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2021","Operational Delivery","Outside London","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Operational Delivery","Outside London","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Operational Delivery","Outside London","SCS level","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2021","Operational Delivery","Outside London","SEO/HEO","Heterosexual / straight","380","[c]","36910","34460"
"Leaver CS","2021","Operational Delivery","Outside London","SEO/HEO","LGBO","10","[c]","[c]","[c]"
"Leaver CS","2021","Operational Delivery","Outside London","SEO/HEO","Undeclared","85","[c]","38960","37180"
"Leaver CS","2021","Operational Delivery","Outside London","SEO/HEO","Unknown","130","[c]","36980","35340"
"Leaver CS","2021","Operational Delivery","Outside London","Unknown","Heterosexual / straight","355","[c]","[c]","[c]"
"Leaver CS","2021","Operational Delivery","Outside London","Unknown","LGBO","25","[c]","[c]","[c]"
"Leaver CS","2021","Operational Delivery","Outside London","Unknown","Undeclared","50","[c]","[c]","[c]"
"Leaver CS","2021","Operational Delivery","Outside London","Unknown","Unknown","90","[c]","[c]","[c]"
"Leaver CS","2021","Operational Delivery","Overseas","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Operational Delivery","Overseas","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Operational Delivery","Overseas","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Operational Delivery","Overseas","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Operational Delivery","Overseas","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Operational Delivery","Unknown","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Operational Delivery","Unknown","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Operational Delivery","Unknown","AA/AO","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2021","Operational Delivery","Unknown","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Operational Delivery","Unknown","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Operational Delivery","Unknown","EO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Operational Delivery","Unknown","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Operational Delivery","Unknown","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Operational Delivery","Unknown","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Operational Delivery","Unknown","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Operational Delivery","Unknown","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Operational Delivery","Unknown","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Operational Research","London","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Operational Research","London","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Operational Research","London","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Operational Research","London","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Operational Research","London","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Operational Research","London","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Operational Research","London","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Operational Research","Outside London","AA/AO","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2021","Operational Research","Outside London","AA/AO","LGBO","5","[c]","[c]","[c]"
"Leaver CS","2021","Operational Research","Outside London","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Operational Research","Outside London","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Operational Research","Outside London","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Operational Research","Outside London","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Operational Research","Outside London","EO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Operational Research","Outside London","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Operational Research","Outside London","G6/G7","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2021","Operational Research","Outside London","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Operational Research","Outside London","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Operational Research","Outside London","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Operational Research","Outside London","SEO/HEO","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2021","Operational Research","Outside London","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Operational Research","Outside London","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other","London","AA/AO","Heterosexual / straight","30","[c]","[c]","[c]"
"Leaver CS","2021","Other","London","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other","London","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other","London","AA/AO","Unknown","15","[c]","[c]","[c]"
"Leaver CS","2021","Other","London","EO","Heterosexual / straight","35","[c]","26730","27350"
"Leaver CS","2021","Other","London","EO","LGBO","5","[c]","[c]","[c]"
"Leaver CS","2021","Other","London","EO","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2021","Other","London","EO","Unknown","25","[c]","[c]","[c]"
"Leaver CS","2021","Other","London","G6/G7","Heterosexual / straight","20","[c]","[c]","[c]"
"Leaver CS","2021","Other","London","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other","London","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other","London","G6/G7","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2021","Other","London","SCS level","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2021","Other","London","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other","London","SCS level","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2021","Other","London","SEO/HEO","Heterosexual / straight","30","[c]","[c]","[c]"
"Leaver CS","2021","Other","London","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other","London","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other","London","SEO/HEO","Unknown","25","[c]","[c]","[c]"
"Leaver CS","2021","Other","Outside London","AA/AO","Heterosexual / straight","310","[c]","20450","20720"
"Leaver CS","2021","Other","Outside London","AA/AO","LGBO","10","[c]","[c]","[c]"
"Leaver CS","2021","Other","Outside London","AA/AO","Undeclared","55","[c]","20710","20860"
"Leaver CS","2021","Other","Outside London","AA/AO","Unknown","60","[c]","21410","20810"
"Leaver CS","2021","Other","Outside London","EO","Heterosexual / straight","255","[c]","27560","28760"
"Leaver CS","2021","Other","Outside London","EO","LGBO","5","[c]","[c]","[c]"
"Leaver CS","2021","Other","Outside London","EO","Undeclared","30","[c]","28270","27970"
"Leaver CS","2021","Other","Outside London","EO","Unknown","60","[c]","25570","26670"
"Leaver CS","2021","Other","Outside London","G6/G7","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2021","Other","Outside London","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other","Outside London","G6/G7","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2021","Other","Outside London","SCS level","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2021","Other","Outside London","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other","Outside London","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other","Outside London","SEO/HEO","Heterosexual / straight","140","[c]","36250","34840"
"Leaver CS","2021","Other","Outside London","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other","Outside London","SEO/HEO","Undeclared","25","[c]","[c]","[c]"
"Leaver CS","2021","Other","Outside London","SEO/HEO","Unknown","30","[c]","35750","35020"
"Leaver CS","2021","Other","Outside London","Unknown","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver CS","2021","Other","Outside London","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other","Outside London","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other","Outside London","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other","Overseas","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other","Overseas","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other","Overseas","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other","Overseas","SEO/HEO","Heterosexual / straight","30","[c]","35420","36960"
"Leaver CS","2021","Other","Overseas","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other","Overseas","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other","Overseas","SEO/HEO","Unknown","25","[c]","[c]","[c]"
"Leaver CS","2021","Other","Overseas","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other","Overseas","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other","Unknown","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other","Unknown","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other","Unknown","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other","Unknown","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other","Unknown","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other","Unknown","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other","Unknown","Unknown","Unknown","145","[c]","35020","32400"
"Leaver CS","2021","Planning","London","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Planning","London","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Planning","London","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Planning","London","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Planning","London","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Planning","London","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Planning","London","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Planning","Outside London","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Planning","Outside London","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Planning","Outside London","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Planning","Outside London","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Planning","Outside London","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Planning","Outside London","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Planning Inspectors","Outside London","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Planning Inspectors","Outside London","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Planning Inspectors","Outside London","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Planning Inspectors","Outside London","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Planning Inspectors","Outside London","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Planning Inspectors","Outside London","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Planning Inspectors","Outside London","G6/G7","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2021","Planning Inspectors","Outside London","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Planning Inspectors","Outside London","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Planning Inspectors","Outside London","G6/G7","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2021","Planning Inspectors","Outside London","SEO/HEO","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2021","Planning Inspectors","Outside London","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Planning Inspectors","Outside London","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Planning Inspectors","Outside London","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Policy","London","AA/AO","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver CS","2021","Policy","London","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Policy","London","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Policy","London","AA/AO","Unknown","30","[c]","[c]","[c]"
"Leaver CS","2021","Policy","London","EO","Heterosexual / straight","35","[c]","[c]","[c]"
"Leaver CS","2021","Policy","London","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Policy","London","EO","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2021","Policy","London","EO","Unknown","60","[c]","23120","21690"
"Leaver CS","2021","Policy","London","G6/G7","Heterosexual / straight","105","[c]","60330","57900"
"Leaver CS","2021","Policy","London","G6/G7","LGBO","15","[c]","[c]","[c]"
"Leaver CS","2021","Policy","London","G6/G7","Undeclared","20","[c]","[c]","[c]"
"Leaver CS","2021","Policy","London","G6/G7","Unknown","70","[c]","57790","55060"
"Leaver CS","2021","Policy","London","SCS level","Heterosexual / straight","35","[c]","87140","76940"
"Leaver CS","2021","Policy","London","SCS level","LGBO","10","[c]","[c]","[c]"
"Leaver CS","2021","Policy","London","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Policy","London","SCS level","Unknown","15","[c]","[c]","[c]"
"Leaver CS","2021","Policy","London","SEO/HEO","Heterosexual / straight","100","[c]","37510","37280"
"Leaver CS","2021","Policy","London","SEO/HEO","LGBO","20","[c]","[c]","[c]"
"Leaver CS","2021","Policy","London","SEO/HEO","Undeclared","15","[c]","[c]","[c]"
"Leaver CS","2021","Policy","London","SEO/HEO","Unknown","70","[c]","36580","35040"
"Leaver CS","2021","Policy","Outside London","AA/AO","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver CS","2021","Policy","Outside London","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Policy","Outside London","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Policy","Outside London","AA/AO","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2021","Policy","Outside London","EO","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver CS","2021","Policy","Outside London","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Policy","Outside London","EO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Policy","Outside London","EO","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2021","Policy","Outside London","G6/G7","Heterosexual / straight","25","[c]","[c]","[c]"
"Leaver CS","2021","Policy","Outside London","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Policy","Outside London","G6/G7","Undeclared","10","[c]","[c]","[c]"
"Leaver CS","2021","Policy","Outside London","G6/G7","Unknown","15","[c]","[c]","[c]"
"Leaver CS","2021","Policy","Outside London","SCS level","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2021","Policy","Outside London","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Policy","Outside London","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Policy","Outside London","SEO/HEO","Heterosexual / straight","60","[c]","37030","37410"
"Leaver CS","2021","Policy","Outside London","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Policy","Outside London","SEO/HEO","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2021","Policy","Outside London","SEO/HEO","Unknown","15","[c]","[c]","[c]"
"Leaver CS","2021","Policy","Overseas","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Policy","Overseas","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Policy","Overseas","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Policy","Overseas","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Policy","Overseas","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Policy","Overseas","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","London","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","London","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","London","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","London","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","London","EO","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","London","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","London","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","London","G6/G7","Heterosexual / straight","25","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","London","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","London","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","London","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","London","SCS level","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","London","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","London","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","London","SEO/HEO","Heterosexual / straight","20","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","London","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","London","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","London","SEO/HEO","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Outside London","AA/AO","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Outside London","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Outside London","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Outside London","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Outside London","EO","Heterosexual / straight","35","[c]","25220","25970"
"Leaver CS","2021","Project Delivery","Outside London","EO","LGBO","5","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Outside London","EO","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Outside London","EO","Unknown","20","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Outside London","G6/G7","Heterosexual / straight","45","[c]","56890","54540"
"Leaver CS","2021","Project Delivery","Outside London","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Outside London","G6/G7","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Outside London","G6/G7","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Outside London","SCS level","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Outside London","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Outside London","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Outside London","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Outside London","SEO/HEO","Heterosexual / straight","135","[c]","36130","35630"
"Leaver CS","2021","Project Delivery","Outside London","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Outside London","SEO/HEO","Undeclared","20","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Outside London","SEO/HEO","Unknown","25","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Outside London","Unknown","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Outside London","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Outside London","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Outside London","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Overseas","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Overseas","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Overseas","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Overseas","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","London","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","London","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","London","AA/AO","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2021","Property","London","EO","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2021","Property","London","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","London","EO","Unknown","15","[c]","[c]","[c]"
"Leaver CS","2021","Property","London","G6/G7","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2021","Property","London","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","London","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","London","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","London","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","London","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","London","SEO/HEO","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2021","Property","London","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","London","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","London","SEO/HEO","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2021","Property","Outside London","AA/AO","Heterosexual / straight","40","[c]","18620","18440"
"Leaver CS","2021","Property","Outside London","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","Outside London","AA/AO","Undeclared","10","[c]","[c]","[c]"
"Leaver CS","2021","Property","Outside London","AA/AO","Unknown","30","[c]","[c]","[c]"
"Leaver CS","2021","Property","Outside London","EO","Heterosexual / straight","65","[c]","26010","25970"
"Leaver CS","2021","Property","Outside London","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","Outside London","EO","Undeclared","10","[c]","[c]","[c]"
"Leaver CS","2021","Property","Outside London","EO","Unknown","45","[c]","24940","25100"
"Leaver CS","2021","Property","Outside London","G6/G7","Heterosexual / straight","20","[c]","[c]","[c]"
"Leaver CS","2021","Property","Outside London","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","Outside London","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","Outside London","G6/G7","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2021","Property","Outside London","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","Outside London","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","Outside London","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","Outside London","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","Outside London","SEO/HEO","Heterosexual / straight","80","[c]","37170","36100"
"Leaver CS","2021","Property","Outside London","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","Outside London","SEO/HEO","Undeclared","25","[c]","[c]","[c]"
"Leaver CS","2021","Property","Outside London","SEO/HEO","Unknown","20","[c]","[c]","[c]"
"Leaver CS","2021","Property","Outside London","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","Outside London","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","Overseas","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","Overseas","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","Overseas","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","Overseas","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","Overseas","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","Overseas","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","Overseas","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","Unknown","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","Unknown","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","Unknown","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Psychology","London","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Psychology","London","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Psychology","London","AA/AO","Unknown","[c]","[c]","[c]","[c]"
