"Status","Year","Function_of_post","Organisation","Parent_department","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","No function","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education","Unknown","85","80","41990","42850"
"In post","2021","No function","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","Heterosexual / straight","345","340","40270","35180"
"In post","2021","No function","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","LGBO","50","50","35260","31790"
"In post","2021","No function","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","Undeclared","35","35","34090","29710"
"In post","2021","No function","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","Unknown","425","420","44010","37100"
"In post","2021","No function","Office of Qualifications and Examinations Regulation","Office of Qualifications and Examinations Regulation","Heterosexual / straight","130","125","45700","40250"
"In post","2021","No function","Office of Qualifications and Examinations Regulation","Office of Qualifications and Examinations Regulation","LGBO","5","5","[c]","[c]"
"In post","2021","No function","Office of Qualifications and Examinations Regulation","Office of Qualifications and Examinations Regulation","Undeclared","15","15","[c]","[c]"
"In post","2021","No function","Office of Qualifications and Examinations Regulation","Office of Qualifications and Examinations Regulation","Unknown","45","45","50630","46930"
"In post","2021","No function","Office of Rail and Road","Office of Rail and Road","Heterosexual / straight","100","95","53140","51810"
"In post","2021","No function","Office of Rail and Road","Office of Rail and Road","LGBO","10","10","[c]","[c]"
"In post","2021","No function","Office of Rail and Road","Office of Rail and Road","Undeclared","15","15","[c]","[c]"
"In post","2021","No function","Office of Rail and Road","Office of Rail and Road","Unknown","100","95","59280","60020"
"In post","2021","No function","Office of the Public Guardian","Ministry of Justice","Heterosexual / straight","1015","940","21980","19930"
"In post","2021","No function","Office of the Public Guardian","Ministry of Justice","LGBO","50","50","22220","20110"
"In post","2021","No function","Office of the Public Guardian","Ministry of Justice","Undeclared","125","115","22370","19930"
"In post","2021","No function","Office of the Public Guardian","Ministry of Justice","Unknown","165","150","20410","19930"
"In post","2021","No function","Planning Inspectorate","Ministry of Housing, Communities and Local Government","Heterosexual / straight","500","460","46350","47660"
"In post","2021","No function","Planning Inspectorate","Ministry of Housing, Communities and Local Government","LGBO","20","20","[c]","[c]"
"In post","2021","No function","Planning Inspectorate","Ministry of Housing, Communities and Local Government","Undeclared","55","45","47080","47660"
"In post","2021","No function","Planning Inspectorate","Ministry of Housing, Communities and Local Government","Unknown","165","145","36210","27530"
"In post","2021","No function","Public Health England","Department of Health and Social Care","Heterosexual / straight","4275","3890","41990","36340"
"In post","2021","No function","Public Health England","Department of Health and Social Care","LGBO","260","245","40060","32650"
"In post","2021","No function","Public Health England","Department of Health and Social Care","Undeclared","705","615","44960","38890"
"In post","2021","No function","Public Health England","Department of Health and Social Care","Unknown","1135","1045","50860","44500"
"In post","2021","No function","Registers of Scotland","Scottish Government","Heterosexual / straight","470","455","31860","30080"
"In post","2021","No function","Registers of Scotland","Scottish Government","LGBO","25","25","[c]","[c]"
"In post","2021","No function","Registers of Scotland","Scottish Government","Undeclared","50","50","31820","30080"
"In post","2021","No function","Registers of Scotland","Scottish Government","Unknown","385","355","30640","30080"
"In post","2021","No function","Scottish Prison Service","Scottish Government","Heterosexual / straight","1300","1210","33410","33650"
"In post","2021","No function","Scottish Prison Service","Scottish Government","LGBO","80","80","32090","33650"
"In post","2021","No function","Scottish Prison Service","Scottish Government","Undeclared","55","55","33890","33650"
"In post","2021","No function","Scottish Prison Service","Scottish Government","Unknown","2445","2290","30560","33650"
"In post","2021","No function","Serious Fraud Office","Attorney General's Departments","Heterosexual / straight","55","55","42730","40000"
"In post","2021","No function","Serious Fraud Office","Attorney General's Departments","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","No function","Serious Fraud Office","Attorney General's Departments","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","No function","Serious Fraud Office","Attorney General's Departments","Unknown","20","15","[c]","[c]"
"In post","2021","No function","Standards and Testing Agency","Department for Education","Heterosexual / straight","100","95","42330","40330"
"In post","2021","No function","Standards and Testing Agency","Department for Education","LGBO","10","10","[c]","[c]"
"In post","2021","No function","Standards and Testing Agency","Department for Education","Undeclared","10","10","[c]","[c]"
"In post","2021","No function","Standards and Testing Agency","Department for Education","Unknown","10","10","[c]","[c]"
"In post","2021","No function","Teaching Regulation Agency","Department for Education","Heterosexual / straight","60","55","31710","29360"
"In post","2021","No function","Teaching Regulation Agency","Department for Education","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","No function","Teaching Regulation Agency","Department for Education","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","No function","Teaching Regulation Agency","Department for Education","Unknown","10","10","[c]","[c]"
"In post","2021","No function","The National Archives","The National Archives","Heterosexual / straight","125","120","34950","30930"
"In post","2021","No function","The National Archives","The National Archives","LGBO","15","15","[c]","[c]"
"In post","2021","No function","The National Archives","The National Archives","Undeclared","35","30","34830","30830"
"In post","2021","No function","The National Archives","The National Archives","Unknown","165","155","33980","30300"
"In post","2021","No function","UK Hydrographic Office","Ministry of Defence","Heterosexual / straight","365","345","32500","33290"
"In post","2021","No function","UK Hydrographic Office","Ministry of Defence","LGBO","10","10","[c]","[c]"
"In post","2021","No function","UK Hydrographic Office","Ministry of Defence","Undeclared","50","50","32850","33290"
"In post","2021","No function","UK Hydrographic Office","Ministry of Defence","Unknown","135","125","32710","33290"
"In post","2021","No function","UK Intellectual Property Office","Department for Business, Energy and Industrial Strategy","Heterosexual / straight","560","520","36870","30170"
"In post","2021","No function","UK Intellectual Property Office","Department for Business, Energy and Industrial Strategy","LGBO","45","45","37050","30170"
"In post","2021","No function","UK Intellectual Property Office","Department for Business, Energy and Industrial Strategy","Undeclared","50","45","39740","40030"
"In post","2021","No function","UK Intellectual Property Office","Department for Business, Energy and Industrial Strategy","Unknown","400","375","33930","26920"
"In post","2021","No function","United Kingdom Statistics Authority","United Kingdom Statistics Authority","Heterosexual / straight","1690","1365","26180","23050"
"In post","2021","No function","United Kingdom Statistics Authority","United Kingdom Statistics Authority","LGBO","65","60","25240","23050"
"In post","2021","No function","United Kingdom Statistics Authority","United Kingdom Statistics Authority","Undeclared","100","80","25590","19520"
"In post","2021","No function","United Kingdom Statistics Authority","United Kingdom Statistics Authority","Unknown","715","595","25280","22130"
"In post","2021","No function","Vehicle Certification Agency","Department for Transport","Heterosexual / straight","145","140","36330","34290"
"In post","2021","No function","Vehicle Certification Agency","Department for Transport","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","No function","Vehicle Certification Agency","Department for Transport","Undeclared","15","15","[c]","[c]"
"In post","2021","No function","Vehicle Certification Agency","Department for Transport","Unknown","15","10","[c]","[c]"
"In post","2021","No function","Wales Office","Wales Office","Heterosexual / straight","25","20","[c]","[c]"
"In post","2021","No function","Wales Office","Wales Office","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","No function","Wales Office","Wales Office","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","No function","Wales Office","Wales Office","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","No function","Water Services Regulation Authority","Water Services Regulation Authority","Heterosexual / straight","40","40","59720","56720"
"In post","2021","No function","Water Services Regulation Authority","Water Services Regulation Authority","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","No function","Water Services Regulation Authority","Water Services Regulation Authority","Unknown","75","70","56830","51630"
"In post","2021","Project Delivery","Advisory, Conciliation and Arbitration Service","Department for Business, Energy and Industrial Strategy","Heterosexual / straight","60","55","43070","39580"
"In post","2021","Project Delivery","Advisory, Conciliation and Arbitration Service","Department for Business, Energy and Industrial Strategy","LGBO","5","5","[c]","[c]"
