"Status","Year","Function_of_post","Organisation","Region_london","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Digital, Data & Technology","Cabinet Office (excl. agencies)","Unknown","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Cabinet Office (excl. agencies)","Unknown","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Cabinet Office (excl. agencies)","Unknown","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Centre for Environment, Fisheries and Aquaculture Science","Outside London","EO","5","5","[c]","[c]"
"In post","2021","Digital, Data & Technology","Centre for Environment, Fisheries and Aquaculture Science","Outside London","G7","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Centre for Environment, Fisheries and Aquaculture Science","Outside London","HEO","10","10","[c]","[c]"
"In post","2021","Digital, Data & Technology","Centre for Environment, Fisheries and Aquaculture Science","Outside London","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Charity Commission","London","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Charity Commission","Outside London","AO","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Charity Commission","Outside London","EO","5","5","[c]","[c]"
"In post","2021","Digital, Data & Technology","Charity Commission","Outside London","G7","5","5","[c]","[c]"
"In post","2021","Digital, Data & Technology","Charity Commission","Outside London","HEO","15","15","29610","29160"
"In post","2021","Digital, Data & Technology","Charity Commission","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Charity Commission","Outside London","SEO","20","20","39180","37910"
"In post","2021","Digital, Data & Technology","Companies House","Outside London","AO","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Companies House","Outside London","EO","80","80","32490","32900"
"In post","2021","Digital, Data & Technology","Companies House","Outside London","G6","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Companies House","Outside London","G7","10","10","57330","57800"
"In post","2021","Digital, Data & Technology","Companies House","Outside London","HEO","80","80","36390","37120"
"In post","2021","Digital, Data & Technology","Companies House","Outside London","SEO","75","75","44690","42990"
"In post","2021","Digital, Data & Technology","Competition and Markets Authority","London","EO","5","5","[c]","[c]"
"In post","2021","Digital, Data & Technology","Competition and Markets Authority","London","G6","10","10","78790","78090"
"In post","2021","Digital, Data & Technology","Competition and Markets Authority","London","G7","15","15","61110","59980"
"In post","2021","Digital, Data & Technology","Competition and Markets Authority","London","HEO","15","15","34460","33610"
"In post","2021","Digital, Data & Technology","Competition and Markets Authority","London","SCS level","5","5","[c]","[c]"
"In post","2021","Digital, Data & Technology","Competition and Markets Authority","London","SEO","10","10","44270","43490"
"In post","2021","Digital, Data & Technology","Competition and Markets Authority","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Competition and Markets Authority","Outside London","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Criminal Injuries Compensation Authority","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Criminal Injuries Compensation Authority","Outside London","G7","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Criminal Injuries Compensation Authority","Outside London","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Criminal Injuries Compensation Authority","Outside London","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Crown Commercial Service","London","EO","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Crown Commercial Service","London","G6","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Crown Commercial Service","London","G7","10","10","54880","55000"
"In post","2021","Digital, Data & Technology","Crown Commercial Service","London","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Crown Commercial Service","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Crown Commercial Service","London","SEO","5","5","[c]","[c]"
"In post","2021","Digital, Data & Technology","Crown Commercial Service","Outside London","EO","15","15","24150","22640"
"In post","2021","Digital, Data & Technology","Crown Commercial Service","Outside London","G6","10","10","[c]","[c]"
"In post","2021","Digital, Data & Technology","Crown Commercial Service","Outside London","G7","20","20","48640","47890"
"In post","2021","Digital, Data & Technology","Crown Commercial Service","Outside London","HEO","25","25","29220","28400"
"In post","2021","Digital, Data & Technology","Crown Commercial Service","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Crown Commercial Service","Outside London","SEO","20","20","36370","34800"
"In post","2021","Digital, Data & Technology","Crown Office and Procurator Fiscal Service","Outside London","AO","5","5","[c]","[c]"
"In post","2021","Digital, Data & Technology","Crown Office and Procurator Fiscal Service","Outside London","EO","10","10","31120","33040"
"In post","2021","Digital, Data & Technology","Crown Office and Procurator Fiscal Service","Outside London","G6","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Crown Office and Procurator Fiscal Service","Outside London","G7","5","5","[c]","[c]"
"In post","2021","Digital, Data & Technology","Crown Office and Procurator Fiscal Service","Outside London","HEO","15","15","36490","36930"
"In post","2021","Digital, Data & Technology","Crown Office and Procurator Fiscal Service","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Crown Office and Procurator Fiscal Service","Outside London","SEO","5","5","[c]","[c]"
"In post","2021","Digital, Data & Technology","Crown Prosecution Service","London","EO","10","10","[c]","[c]"
"In post","2021","Digital, Data & Technology","Crown Prosecution Service","London","G7","10","10","[c]","[c]"
"In post","2021","Digital, Data & Technology","Crown Prosecution Service","London","HEO","10","10","32930","32490"
"In post","2021","Digital, Data & Technology","Crown Prosecution Service","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Crown Prosecution Service","London","SEO","10","10","[c]","[c]"
"In post","2021","Digital, Data & Technology","Crown Prosecution Service","Outside London","EO","20","20","26540","25920"
"In post","2021","Digital, Data & Technology","Crown Prosecution Service","Outside London","G6","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Crown Prosecution Service","Outside London","G7","10","10","53040","50850"
"In post","2021","Digital, Data & Technology","Crown Prosecution Service","Outside London","HEO","20","20","31700","31810"
"In post","2021","Digital, Data & Technology","Crown Prosecution Service","Outside London","SEO","30","30","39740","38540"
"In post","2021","Digital, Data & Technology","Debt Management Office","London","EO","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Debt Management Office","London","G6","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Debt Management Office","London","G7","10","10","60000","59050"
"In post","2021","Digital, Data & Technology","Debt Management Office","London","HEO","5","5","[c]","[c]"
"In post","2021","Digital, Data & Technology","Debt Management Office","London","SEO","10","10","[c]","[c]"
"In post","2021","Digital, Data & Technology","Defence Electronics and Components Agency","Outside London","AO","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Defence Electronics and Components Agency","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Defence Electronics and Components Agency","Outside London","G6","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Defence Electronics and Components Agency","Outside London","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Defence Equipment and Support","Outside London","EO","15","10","21170","20520"
"In post","2021","Digital, Data & Technology","Defence Equipment and Support","Outside London","G6","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Defence Equipment and Support","Outside London","G7","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Defence Equipment and Support","Outside London","HEO","5","5","[c]","[c]"
"In post","2021","Digital, Data & Technology","Defence Equipment and Support","Outside London","SEO","15","15","38820","39180"
"In post","2021","Digital, Data & Technology","Defence Science and Technology Laboratory","Outside London","G6","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Department for Business, Energy and Industrial Strategy (excl. agencies)","London","AO","5","5","[c]","[c]"
"In post","2021","Digital, Data & Technology","Department for Business, Energy and Industrial Strategy (excl. agencies)","London","EO","15","15","30330","29320"
"In post","2021","Digital, Data & Technology","Department for Business, Energy and Industrial Strategy (excl. agencies)","London","G6","10","10","68690","70390"
"In post","2021","Digital, Data & Technology","Department for Business, Energy and Industrial Strategy (excl. agencies)","London","G7","30","30","57540","56220"
"In post","2021","Digital, Data & Technology","Department for Business, Energy and Industrial Strategy (excl. agencies)","London","HEO","25","25","35690","33640"
"In post","2021","Digital, Data & Technology","Department for Business, Energy and Industrial Strategy (excl. agencies)","London","SCS level","5","5","[c]","[c]"
"In post","2021","Digital, Data & Technology","Department for Business, Energy and Industrial Strategy (excl. agencies)","London","SEO","25","25","42450","40220"
"In post","2021","Digital, Data & Technology","Department for Business, Energy and Industrial Strategy (excl. agencies)","Outside London","AO","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Department for Business, Energy and Industrial Strategy (excl. agencies)","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Department for Business, Energy and Industrial Strategy (excl. agencies)","Outside London","G6","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Department for Business, Energy and Industrial Strategy (excl. agencies)","Outside London","G7","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Department for Business, Energy and Industrial Strategy (excl. agencies)","Outside London","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Department for Business, Energy and Industrial Strategy (excl. agencies)","Outside London","SEO","5","5","[c]","[c]"
"In post","2021","Digital, Data & Technology","Department for Digital, Culture, Media and Sport","London","AA","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Department for Digital, Culture, Media and Sport","London","EO","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Department for Digital, Culture, Media and Sport","London","G6","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Department for Digital, Culture, Media and Sport","London","G7","10","10","55630","54510"
"In post","2021","Digital, Data & Technology","Department for Digital, Culture, Media and Sport","London","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Department for Digital, Culture, Media and Sport","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Department for Education (excl. agencies)","London","EO","15","15","29570","29500"
"In post","2021","Digital, Data & Technology","Department for Education (excl. agencies)","London","G6","10","10","[c]","[c]"
"In post","2021","Digital, Data & Technology","Department for Education (excl. agencies)","London","G7","15","15","54630","53760"
"In post","2021","Digital, Data & Technology","Department for Education (excl. agencies)","London","HEO","20","20","34680","33740"
"In post","2021","Digital, Data & Technology","Department for Education (excl. agencies)","London","SEO","10","10","42360","40940"
"In post","2021","Digital, Data & Technology","Department for Education (excl. agencies)","Outside London","AO","5","5","[c]","[c]"
