"Status","Year","Function_of_post","Organisation","Region_london","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2021","Unknown","Transport Scotland","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Transport Scotland","Outside London","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Transport Scotland","Outside London","G7","5","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Transport Scotland","Outside London","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Transport Scotland","Outside London","SEO","5","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","UK Space Agency","London","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","UK Space Agency","London","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","UK Space Agency","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","UK Space Agency","Outside London","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","UK Space Agency","Outside London","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","UK Space Agency","Outside London","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","UK Space Agency","Outside London","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Veterinary Medicines Directorate","Outside London","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Veterinary Medicines Directorate","Outside London","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Veterinary Medicines Directorate","Outside London","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Veterinary Medicines Directorate","Outside London","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Welsh Government (excl. agencies)","Outside London","AO","30","[c]","22650","23250"
"Leaver CS","2021","Unknown","Welsh Government (excl. agencies)","Outside London","EO","25","[c]","28360","28850"
"Leaver CS","2021","Unknown","Welsh Government (excl. agencies)","Outside London","G6","10","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Welsh Government (excl. agencies)","Outside London","G7","20","[c]","58760","60830"
"Leaver CS","2021","Unknown","Welsh Government (excl. agencies)","Outside London","HEO","35","[c]","36400","37410"
"Leaver CS","2021","Unknown","Welsh Government (excl. agencies)","Outside London","SCS level","15","[c]","89640","81760"
"Leaver CS","2021","Unknown","Welsh Government (excl. agencies)","Outside London","SEO","10","[c]","45290","45850"
"Leaver CS","2021","Unknown","Welsh Revenue Authority","Outside London","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Advisory, Conciliation and Arbitration Service","London","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Cabinet Office (excl. agencies)","London","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Cabinet Office (excl. agencies)","Unknown","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Centre for Environment, Fisheries and Aquaculture Science","London","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Centre for Environment, Fisheries and Aquaculture Science","Outside London","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Centre for Environment, Fisheries and Aquaculture Science","Outside London","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Competition and Markets Authority","London","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Competition and Markets Authority","London","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Competition and Markets Authority","London","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Competition and Markets Authority","Outside London","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Crown Prosecution Service","London","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Defence Science and Technology Laboratory","Outside London","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Defence Science and Technology Laboratory","Outside London","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Defence Science and Technology Laboratory","Outside London","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Department for Business, Energy and Industrial Strategy (excl. agencies)","London","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Department for Business, Energy and Industrial Strategy (excl. agencies)","London","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Department for Business, Energy and Industrial Strategy (excl. agencies)","London","G7","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Department for Business, Energy and Industrial Strategy (excl. agencies)","London","HEO","20","[c]","30690","29510"
"Leaver Dept.","2021","Analysis","Department for Business, Energy and Industrial Strategy (excl. agencies)","London","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Department for Digital, Culture, Media and Sport","London","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Department for Digital, Culture, Media and Sport","London","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Department for Digital, Culture, Media and Sport","London","G7","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Department for Digital, Culture, Media and Sport","London","HEO","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Department for Education (excl. agencies)","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Department for Education (excl. agencies)","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Department for International Trade","London","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Department for International Trade","London","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Department for International Trade","London","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Department for International Trade","London","HEO","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Department for International Trade","London","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Department for International Trade","Outside London","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Department for International Trade","Outside London","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Department for Transport (excl. agencies)","London","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Driver and Vehicle Standards Agency","Outside London","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Food Standards Agency","London","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Food Standards Agency","London","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Food Standards Agency","London","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Government Actuary's Department","London","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Health and Safety Executive","Outside London","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Health and Safety Executive","Outside London","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Health and Safety Executive","Outside London","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","HM Courts and Tribunals Service","London","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","HM Courts and Tribunals Service","London","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","HM Treasury (excl. agencies)","London","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","HM Treasury (excl. agencies)","London","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","HM Treasury (excl. agencies)","London","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","HM Treasury (excl. agencies)","London","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Insolvency Service","London","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Insolvency Service","Outside London","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Ministry of Defence (excl. agencies)","London","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Ministry of Defence (excl. agencies)","London","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Ministry of Defence (excl. agencies)","London","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Ministry of Defence (excl. agencies)","Outside London","EO","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Ministry of Defence (excl. agencies)","Outside London","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Ministry of Defence (excl. agencies)","Outside London","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Ministry of Defence (excl. agencies)","Outside London","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Ministry of Housing, Communities and Local Government (excl. agencies)","London","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Ministry of Housing, Communities and Local Government (excl. agencies)","London","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Ministry of Housing, Communities and Local Government (excl. agencies)","London","G7","10","[c]","52630","52630"
"Leaver Dept.","2021","Analysis","Ministry of Housing, Communities and Local Government (excl. agencies)","London","HEO","20","[c]","33250","33990"
"Leaver Dept.","2021","Analysis","Ministry of Housing, Communities and Local Government (excl. agencies)","London","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Ministry of Justice (excl. agencies)","London","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Ministry of Justice (excl. agencies)","London","G7","15","[c]","61810","58130"
"Leaver Dept.","2021","Analysis","Ministry of Justice (excl. agencies)","London","HEO","10","[c]","33420","33930"
"Leaver Dept.","2021","Analysis","Ministry of Justice (excl. agencies)","London","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Ministry of Justice (excl. agencies)","London","SEO","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Ministry of Justice (excl. agencies)","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Ministry of Justice (excl. agencies)","Outside London","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Ministry of Justice (excl. agencies)","Outside London","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Ministry of Justice (excl. agencies)","Outside London","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","National Infrastructure Commission","London","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","National Infrastructure Commission","London","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Office for Budget Responsibility","London","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Office for Budget Responsibility","London","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Office for Budget Responsibility","London","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Office for Standards in Education, Children's Services and Skills","London","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Office for Standards in Education, Children's Services and Skills","London","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Office for Standards in Education, Children's Services and Skills","London","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Office for Standards in Education, Children's Services and Skills","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Office for Standards in Education, Children's Services and Skills","Outside London","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Office for Standards in Education, Children's Services and Skills","Outside London","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Office of Gas and Electricity Markets","London","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Office of Rail and Road","London","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Office of Rail and Road","London","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Registers of Scotland","Outside London","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Rural Payments Agency","Outside London","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","UK Export Finance","London","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","UK Export Finance","London","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","UK Intellectual Property Office","Outside London","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","United Kingdom Statistics Authority","London","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","United Kingdom Statistics Authority","London","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","United Kingdom Statistics Authority","London","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","United Kingdom Statistics Authority","London","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","United Kingdom Statistics Authority","Outside London","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","United Kingdom Statistics Authority","Outside London","G7","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","United Kingdom Statistics Authority","Outside London","HEO","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","United Kingdom Statistics Authority","Outside London","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","United Kingdom Statistics Authority","Outside London","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Valuation Office Agency","London","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Valuation Office Agency","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Valuation Office Agency","Outside London","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Wales Office","Outside London","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Water Services Regulation Authority","Outside London","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Welsh Revenue Authority","Outside London","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","Cabinet Office (excl. agencies)","London","EO","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","Cabinet Office (excl. agencies)","London","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","Cabinet Office (excl. agencies)","London","G7","10","[c]","53660","51910"
"Leaver Dept.","2021","Commercial","Cabinet Office (excl. agencies)","London","HEO","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","Cabinet Office (excl. agencies)","London","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","Cabinet Office (excl. agencies)","London","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","Cabinet Office (excl. agencies)","Outside London","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","Cabinet Office (excl. agencies)","Outside London","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","Cabinet Office (excl. agencies)","Unknown","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","Cabinet Office (excl. agencies)","Unknown","G7","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","Cabinet Office (excl. agencies)","Unknown","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","Cabinet Office (excl. agencies)","Unknown","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","Crown Commercial Service","London","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","Crown Commercial Service","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","Crown Commercial Service","Outside London","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","Crown Commercial Service","Outside London","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","Crown Commercial Service","Outside London","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","Crown Commercial Service","Outside London","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","Defence Equipment and Support","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","Defence Equipment and Support","Outside London","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","Defence Equipment and Support","Outside London","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","Defence Equipment and Support","Outside London","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","Defence Science and Technology Laboratory","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","Defence Science and Technology Laboratory","Outside London","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","Department for Business, Energy and Industrial Strategy (excl. agencies)","London","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","Department for Business, Energy and Industrial Strategy (excl. agencies)","London","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","Department for Business, Energy and Industrial Strategy (excl. agencies)","Unknown","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","Department for Digital, Culture, Media and Sport","London","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","Department for Education (excl. agencies)","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","Department for Environment, Food and Rural Affairs (excl. agencies)","Outside London","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","Department for Environment, Food and Rural Affairs (excl. agencies)","Outside London","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","Department for Environment, Food and Rural Affairs (excl. agencies)","Outside London","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","Department for International Development","Outside London","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","Department for International Development","Outside London","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","Department for International Trade","London","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","Department for International Trade","London","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","Department for International Trade","London","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","Driver and Vehicle Licensing Agency","Outside London","AA","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","Driver and Vehicle Licensing Agency","Outside London","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","Driver and Vehicle Licensing Agency","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","Driver and Vehicle Licensing Agency","Outside London","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","Driver and Vehicle Licensing Agency","Outside London","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","FCDO Services","Outside London","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","Foreign, Commonwealth and Development Office (excl. agencies)","Outside London","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","HM Prison and Probation Service","London","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","HM Prison and Probation Service","London","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","HM Prison and Probation Service","London","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","HM Prison and Probation Service","Outside London","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","HM Prison and Probation Service","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","HM Prison and Probation Service","Outside London","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","Insolvency Service","Outside London","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","Institute for Apprenticeships and Technical Education","London","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","Institute for Apprenticeships and Technical Education","Outside London","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","Legal Aid Agency","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","Legal Aid Agency","Outside London","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","Ministry of Defence (excl. agencies)","London","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","Ministry of Defence (excl. agencies)","London","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","Ministry of Defence (excl. agencies)","London","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","Ministry of Defence (excl. agencies)","Outside London","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","Ministry of Defence (excl. agencies)","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","Ministry of Defence (excl. agencies)","Outside London","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","Ministry of Defence (excl. agencies)","Outside London","HEO","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","Ministry of Defence (excl. agencies)","Outside London","SEO","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","Ministry of Defence (excl. agencies)","Overseas","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","Ministry of Defence (excl. agencies)","Overseas","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","Ministry of Housing, Communities and Local Government (excl. agencies)","London","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","Ministry of Justice (excl. agencies)","London","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","Ministry of Justice (excl. agencies)","London","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","Ministry of Justice (excl. agencies)","London","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","Ministry of Justice (excl. agencies)","London","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","Ministry of Justice (excl. agencies)","Outside London","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","Ministry of Justice (excl. agencies)","Outside London","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","Ministry of Justice (excl. agencies)","Outside London","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","National Crime Agency","London","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","Public Health England","Outside London","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","Serious Fraud Office","London","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","Submarine Delivery Agency","Outside London","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","The National Archives","London","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","UK Export Finance","London","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","UK Export Finance","London","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","UK Export Finance","London","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","UK Intellectual Property Office","Outside London","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Attorney General's Office","London","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Cabinet Office (excl. agencies)","London","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Cabinet Office (excl. agencies)","London","EO","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Cabinet Office (excl. agencies)","London","G7","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Cabinet Office (excl. agencies)","London","HEO","15","[c]","34880","34640"
"Leaver Dept.","2021","Communications","Cabinet Office (excl. agencies)","London","SEO","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Cabinet Office (excl. agencies)","Outside London","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Cabinet Office (excl. agencies)","Unknown","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Cabinet Office (excl. agencies)","Unknown","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Cabinet Office (excl. agencies)","Unknown","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Cabinet Office (excl. agencies)","Unknown","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Cabinet Office (excl. agencies)","Unknown","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Cabinet Office (excl. agencies)","Unknown","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Centre for Environment, Fisheries and Aquaculture Science","Outside London","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Companies House","Outside London","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Competition and Markets Authority","London","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Competition and Markets Authority","London","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Competition and Markets Authority","London","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Criminal Injuries Compensation Authority","Outside London","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Crown Commercial Service","Outside London","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Crown Prosecution Service","Outside London","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Defence Equipment and Support","London","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Defence Equipment and Support","London","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Defence Equipment and Support","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Defence Equipment and Support","Outside London","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Defence Equipment and Support","Outside London","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Department for Business, Energy and Industrial Strategy (excl. agencies)","London","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Department for Business, Energy and Industrial Strategy (excl. agencies)","London","G7","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Department for Business, Energy and Industrial Strategy (excl. agencies)","London","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Department for Business, Energy and Industrial Strategy (excl. agencies)","London","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Department for Business, Energy and Industrial Strategy (excl. agencies)","London","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Department for Digital, Culture, Media and Sport","London","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Department for Digital, Culture, Media and Sport","London","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Department for Digital, Culture, Media and Sport","London","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Department for Environment, Food and Rural Affairs (excl. agencies)","London","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Department for Environment, Food and Rural Affairs (excl. agencies)","London","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Department for Environment, Food and Rural Affairs (excl. agencies)","London","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Department for Environment, Food and Rural Affairs (excl. agencies)","London","HEO","5","[c]","[c]","[c]"
