"Status","Year","Organisation","Parent_department","Responsibility_level_ungrouped","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Public Health England","Department of Health and Social Care","SEO","Undeclared","160","145","40050","40070"
"In post","2021","Public Health England","Department of Health and Social Care","SEO","Unknown","250","235","41370","41030"
"In post","2021","Queen Elizabeth II Centre","Ministry of Housing, Communities and Local Government","AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Queen Elizabeth II Centre","Ministry of Housing, Communities and Local Government","AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Queen Elizabeth II Centre","Ministry of Housing, Communities and Local Government","AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Queen Elizabeth II Centre","Ministry of Housing, Communities and Local Government","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Queen Elizabeth II Centre","Ministry of Housing, Communities and Local Government","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Queen Elizabeth II Centre","Ministry of Housing, Communities and Local Government","EO","Unknown","10","10","[c]","[c]"
"In post","2021","Queen Elizabeth II Centre","Ministry of Housing, Communities and Local Government","G6","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Queen Elizabeth II Centre","Ministry of Housing, Communities and Local Government","G6","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Queen Elizabeth II Centre","Ministry of Housing, Communities and Local Government","G6","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Queen Elizabeth II Centre","Ministry of Housing, Communities and Local Government","HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Queen Elizabeth II Centre","Ministry of Housing, Communities and Local Government","HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Queen Elizabeth II Centre","Ministry of Housing, Communities and Local Government","HEO","Unknown","15","15","[c]","[c]"
"In post","2021","Queen Elizabeth II Centre","Ministry of Housing, Communities and Local Government","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Queen Elizabeth II Centre","Ministry of Housing, Communities and Local Government","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Queen Elizabeth II Centre","Ministry of Housing, Communities and Local Government","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Queen Elizabeth II Centre","Ministry of Housing, Communities and Local Government","SEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Queen Elizabeth II Centre","Ministry of Housing, Communities and Local Government","SEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Queen Elizabeth II Centre","Ministry of Housing, Communities and Local Government","SEO","Unknown","5","5","[c]","[c]"
"In post","2021","Registers of Scotland","Scottish Government","AA","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Registers of Scotland","Scottish Government","AA","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Registers of Scotland","Scottish Government","AA","Unknown","5","5","[c]","[c]"
"In post","2021","Registers of Scotland","Scottish Government","AO","Heterosexual / straight","170","165","24130","24130"
"In post","2021","Registers of Scotland","Scottish Government","AO","LGBO","15","15","[c]","[c]"
"In post","2021","Registers of Scotland","Scottish Government","AO","Undeclared","15","15","[c]","[c]"
"In post","2021","Registers of Scotland","Scottish Government","AO","Unknown","150","135","23990","24130"
"In post","2021","Registers of Scotland","Scottish Government","EO","Heterosexual / straight","195","190","30040","30080"
"In post","2021","Registers of Scotland","Scottish Government","EO","LGBO","10","10","[c]","[c]"
"In post","2021","Registers of Scotland","Scottish Government","EO","Undeclared","15","15","[c]","[c]"
"In post","2021","Registers of Scotland","Scottish Government","EO","Unknown","135","125","30070","30080"
"In post","2021","Registers of Scotland","Scottish Government","G6","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","Registers of Scotland","Scottish Government","G6","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Registers of Scotland","Scottish Government","G6","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Registers of Scotland","Scottish Government","G6","Unknown","5","5","[c]","[c]"
"In post","2021","Registers of Scotland","Scottish Government","G7","Heterosexual / straight","30","30","[c]","[c]"
"In post","2021","Registers of Scotland","Scottish Government","G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Registers of Scotland","Scottish Government","G7","Unknown","10","10","[c]","[c]"
"In post","2021","Registers of Scotland","Scottish Government","HEO","Heterosexual / straight","150","145","36000","36780"
"In post","2021","Registers of Scotland","Scottish Government","HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Registers of Scotland","Scottish Government","HEO","Undeclared","20","20","[c]","[c]"
"In post","2021","Registers of Scotland","Scottish Government","HEO","Unknown","90","85","36030","36780"
"In post","2021","Registers of Scotland","Scottish Government","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Registers of Scotland","Scottish Government","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Registers of Scotland","Scottish Government","SEO","Heterosexual / straight","70","70","45430","46440"
"In post","2021","Registers of Scotland","Scottish Government","SEO","LGBO","10","10","[c]","[c]"
"In post","2021","Registers of Scotland","Scottish Government","SEO","Undeclared","5","5","[c]","[c]"
"In post","2021","Registers of Scotland","Scottish Government","SEO","Unknown","45","45","44560","46440"
"In post","2021","Revenue Scotland","Scottish Government","AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Revenue Scotland","Scottish Government","AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Revenue Scotland","Scottish Government","EO","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","Revenue Scotland","Scottish Government","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Revenue Scotland","Scottish Government","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Revenue Scotland","Scottish Government","G6","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Revenue Scotland","Scottish Government","G6","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Revenue Scotland","Scottish Government","G6","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Revenue Scotland","Scottish Government","G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Revenue Scotland","Scottish Government","G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Revenue Scotland","Scottish Government","G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Revenue Scotland","Scottish Government","HEO","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","Revenue Scotland","Scottish Government","HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Revenue Scotland","Scottish Government","HEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Revenue Scotland","Scottish Government","HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Revenue Scotland","Scottish Government","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Revenue Scotland","Scottish Government","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Revenue Scotland","Scottish Government","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Revenue Scotland","Scottish Government","SEO","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","Revenue Scotland","Scottish Government","SEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Revenue Scotland","Scottish Government","SEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Royal Fleet Auxiliary","Ministry of Defence","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Royal Fleet Auxiliary","Ministry of Defence","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Royal Fleet Auxiliary","Ministry of Defence","Unknown","Unknown","1835","1835","37620","34460"
"In post","2021","Rural Payments Agency","Department for Environment, Food and Rural Affairs","AO","Heterosexual / straight","330","285","21000","21050"
"In post","2021","Rural Payments Agency","Department for Environment, Food and Rural Affairs","AO","LGBO","25","25","[c]","[c]"
"In post","2021","Rural Payments Agency","Department for Environment, Food and Rural Affairs","AO","Undeclared","25","25","[c]","[c]"
"In post","2021","Rural Payments Agency","Department for Environment, Food and Rural Affairs","AO","Unknown","595","545","21010","21050"
"In post","2021","Rural Payments Agency","Department for Environment, Food and Rural Affairs","EO","Heterosexual / straight","295","270","25680","25560"
"In post","2021","Rural Payments Agency","Department for Environment, Food and Rural Affairs","EO","LGBO","20","20","[c]","[c]"
"In post","2021","Rural Payments Agency","Department for Environment, Food and Rural Affairs","EO","Undeclared","20","20","[c]","[c]"
"In post","2021","Rural Payments Agency","Department for Environment, Food and Rural Affairs","EO","Unknown","285","265","25290","25190"
"In post","2021","Rural Payments Agency","Department for Environment, Food and Rural Affairs","G6","Heterosexual / straight","20","20","[c]","[c]"
"In post","2021","Rural Payments Agency","Department for Environment, Food and Rural Affairs","G6","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Rural Payments Agency","Department for Environment, Food and Rural Affairs","G6","Unknown","10","10","[c]","[c]"
"In post","2021","Rural Payments Agency","Department for Environment, Food and Rural Affairs","G7","Heterosexual / straight","40","40","49940","49370"
"In post","2021","Rural Payments Agency","Department for Environment, Food and Rural Affairs","G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Rural Payments Agency","Department for Environment, Food and Rural Affairs","G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Rural Payments Agency","Department for Environment, Food and Rural Affairs","G7","Unknown","30","30","[c]","[c]"
"In post","2021","Rural Payments Agency","Department for Environment, Food and Rural Affairs","HEO","Heterosexual / straight","175","160","30520","30360"
"In post","2021","Rural Payments Agency","Department for Environment, Food and Rural Affairs","HEO","LGBO","10","10","[c]","[c]"
"In post","2021","Rural Payments Agency","Department for Environment, Food and Rural Affairs","HEO","Undeclared","15","15","[c]","[c]"
"In post","2021","Rural Payments Agency","Department for Environment, Food and Rural Affairs","HEO","Unknown","105","95","30450","30040"
"In post","2021","Rural Payments Agency","Department for Environment, Food and Rural Affairs","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Rural Payments Agency","Department for Environment, Food and Rural Affairs","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Rural Payments Agency","Department for Environment, Food and Rural Affairs","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Rural Payments Agency","Department for Environment, Food and Rural Affairs","SEO","Heterosexual / straight","100","90","37790","37230"
"In post","2021","Rural Payments Agency","Department for Environment, Food and Rural Affairs","SEO","LGBO","5","5","[c]","[c]"
