"Status","Year","Function_of_post","Parent_department","Region_london","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Commercial","Food Standards Agency","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Food Standards Agency","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Foreign, Commonwealth and Development Office","London","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","Commercial","Foreign, Commonwealth and Development Office","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Foreign, Commonwealth and Development Office","London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Foreign, Commonwealth and Development Office","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Foreign, Commonwealth and Development Office","Outside London","Heterosexual / straight","130","125","39650","36390"
"In post","2021","Commercial","Foreign, Commonwealth and Development Office","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Foreign, Commonwealth and Development Office","Outside London","Undeclared","10","10","[c]","[c]"
"In post","2021","Commercial","Foreign, Commonwealth and Development Office","Outside London","Unknown","30","30","[c]","[c]"
"In post","2021","Commercial","Foreign, Commonwealth and Development Office","Overseas","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Foreign, Commonwealth and Development Office","Overseas","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Foreign, Commonwealth and Development Office","Overseas","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","HM Land Registry","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","HM Land Registry","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","HM Land Registry","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","HM Land Registry","Outside London","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","Commercial","HM Land Registry","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","HM Land Registry","Outside London","Unknown","5","5","[c]","[c]"
"In post","2021","Commercial","HM Revenue and Customs","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","HM Revenue and Customs","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","HM Revenue and Customs","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","HM Revenue and Customs","Outside London","Heterosexual / straight","80","70","37090","33860"
"In post","2021","Commercial","HM Revenue and Customs","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","HM Revenue and Customs","Outside London","Undeclared","10","10","[c]","[c]"
"In post","2021","Commercial","HM Revenue and Customs","Outside London","Unknown","50","50","36550","33510"
"In post","2021","Commercial","HM Treasury","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","HM Treasury","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","HM Treasury","London","Unknown","10","10","[c]","[c]"
"In post","2021","Commercial","HM Treasury","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","HM Treasury","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Ministry of Defence","London","Heterosexual / straight","110","110","38540","37000"
"In post","2021","Commercial","Ministry of Defence","London","LGBO","10","10","[c]","[c]"
"In post","2021","Commercial","Ministry of Defence","London","Undeclared","30","25","[c]","[c]"
"In post","2021","Commercial","Ministry of Defence","London","Unknown","15","15","[c]","[c]"
"In post","2021","Commercial","Ministry of Defence","Outside London","Heterosexual / straight","1435","1385","36280","33510"
"In post","2021","Commercial","Ministry of Defence","Outside London","LGBO","45","45","34840","32850"
"In post","2021","Commercial","Ministry of Defence","Outside London","Undeclared","260","250","37700","35300"
"In post","2021","Commercial","Ministry of Defence","Outside London","Unknown","120","120","35180","33140"
"In post","2021","Commercial","Ministry of Defence","Overseas","Heterosexual / straight","30","30","49330","42470"
"In post","2021","Commercial","Ministry of Defence","Overseas","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Ministry of Defence","Overseas","Undeclared","5","5","[c]","[c]"
"In post","2021","Commercial","Ministry of Defence","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Ministry of Defence","Unknown","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","Commercial","Ministry of Defence","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Ministry of Defence","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Ministry of Housing, Communities and Local Government","London","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","Commercial","Ministry of Housing, Communities and Local Government","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Ministry of Housing, Communities and Local Government","London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Ministry of Housing, Communities and Local Government","London","Unknown","10","10","[c]","[c]"
"In post","2021","Commercial","Ministry of Housing, Communities and Local Government","Outside London","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","Commercial","Ministry of Housing, Communities and Local Government","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Ministry of Housing, Communities and Local Government","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Ministry of Housing, Communities and Local Government","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Ministry of Justice","London","Heterosexual / straight","280","275","47480","44890"
"In post","2021","Commercial","Ministry of Justice","London","LGBO","10","10","[c]","[c]"
"In post","2021","Commercial","Ministry of Justice","London","Undeclared","25","25","[c]","[c]"
"In post","2021","Commercial","Ministry of Justice","London","Unknown","40","40","42200","37610"
"In post","2021","Commercial","Ministry of Justice","Outside London","Heterosexual / straight","545","530","43630","41090"
"In post","2021","Commercial","Ministry of Justice","Outside London","LGBO","35","35","35620","31670"
"In post","2021","Commercial","Ministry of Justice","Outside London","Undeclared","55","55","41930","40260"
"In post","2021","Commercial","Ministry of Justice","Outside London","Unknown","50","50","39540","38000"
"In post","2021","Commercial","National Crime Agency","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","National Crime Agency","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","National Crime Agency","London","Unknown","5","5","[c]","[c]"
"In post","2021","Commercial","National Crime Agency","Outside London","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","Commercial","National Crime Agency","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","National Crime Agency","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Office for Standards in Education","Outside London","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","Commercial","Office for Standards in Education","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Office for Standards in Education","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Office of Qualifications and Examinations Regulation","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Office of Qualifications and Examinations Regulation","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Office of Qualifications and Examinations Regulation","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Office of Rail and Road","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Office of Rail and Road","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Office of Rail and Road","London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Other Cabinet Office Agencies","London","Heterosexual / straight","15","15","[c]","[c]"
"In post","2021","Commercial","Other Cabinet Office Agencies","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Other Cabinet Office Agencies","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Other Cabinet Office Agencies","Outside London","Heterosexual / straight","235","225","33830","34800"
"In post","2021","Commercial","Other Cabinet Office Agencies","Outside London","LGBO","10","10","[c]","[c]"
"In post","2021","Commercial","Other Cabinet Office Agencies","Outside London","Undeclared","20","15","[c]","[c]"
"In post","2021","Commercial","Other Cabinet Office Agencies","Outside London","Unknown","90","85","31420","30060"
"In post","2021","Commercial","Scottish Government","Outside London","Heterosexual / straight","40","40","38040","36780"
"In post","2021","Commercial","Scottish Government","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Scottish Government","Outside London","Undeclared","10","10","[c]","[c]"
"In post","2021","Commercial","Scottish Government","Outside London","Unknown","55","50","27820","25870"
"In post","2021","Commercial","The National Archives","London","Heterosexual / straight","15","15","[c]","[c]"
"In post","2021","Commercial","The National Archives","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","The National Archives","London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","The National Archives","London","Unknown","20","20","[c]","[c]"
"In post","2021","Commercial","UK Export Finance","London","Heterosexual / straight","155","155","53920","50180"
"In post","2021","Commercial","UK Export Finance","London","LGBO","10","10","[c]","[c]"
"In post","2021","Commercial","UK Export Finance","London","Undeclared","10","10","[c]","[c]"
"In post","2021","Commercial","UK Export Finance","London","Unknown","15","15","[c]","[c]"
"In post","2021","Commercial","United Kingdom Statistics Authority","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","United Kingdom Statistics Authority","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","United Kingdom Statistics Authority","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","United Kingdom Statistics Authority","Outside London","Heterosexual / straight","25","25","[c]","[c]"
"In post","2021","Commercial","United Kingdom Statistics Authority","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","United Kingdom Statistics Authority","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","United Kingdom Statistics Authority","Outside London","Unknown","5","5","[c]","[c]"
"In post","2021","Commercial","Water Services Regulation Authority","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Water Services Regulation Authority","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Water Services Regulation Authority","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Attorney General's Departments","London","Heterosexual / straight","55","55","44510","39750"
"In post","2021","Communications","Attorney General's Departments","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Attorney General's Departments","London","Unknown","10","5","[c]","[c]"
