"Status","Year","Organisation","Responsibility_level_grouped","Responsibility_level_ungrouped","Sex","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2021","Government Legal Department","AA/AO","AO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Government Legal Department","AA/AO","AO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Government Legal Department","EO","EO","Female","15","[c]","[c]","[c]"
"Leaver Dept.","2021","Government Legal Department","EO","EO","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Government Legal Department","G6/G7","G6","Female","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Government Legal Department","G6/G7","G6","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Government Legal Department","G6/G7","G7","Female","20","[c]","[c]","[c]"
"Leaver Dept.","2021","Government Legal Department","G6/G7","G7","Male","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Government Legal Department","SCS level","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Government Legal Department","SCS level","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Government Legal Department","SEO/HEO","HEO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Government Legal Department","SEO/HEO","HEO","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Government Legal Department","SEO/HEO","SEO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Government Legal Department","SEO/HEO","SEO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Government Property Agency","EO","EO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Government Property Agency","EO","EO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Government Property Agency","G6/G7","G6","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Government Property Agency","G6/G7","G6","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Government Property Agency","G6/G7","G7","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Government Property Agency","G6/G7","G7","Male","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Government Property Agency","SCS level","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Government Property Agency","SCS level","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Government Property Agency","SEO/HEO","HEO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Government Property Agency","SEO/HEO","HEO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Government Property Agency","Unknown","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Government Property Agency","Unknown","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Health and Safety Executive","AA/AO","AO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Health and Safety Executive","AA/AO","AO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Health and Safety Executive","EO","EO","Female","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Health and Safety Executive","EO","EO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Health and Safety Executive","G6/G7","G6","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Health and Safety Executive","G6/G7","G6","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Health and Safety Executive","G6/G7","G7","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Health and Safety Executive","G6/G7","G7","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Health and Safety Executive","SCS level","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Health and Safety Executive","SCS level","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Health and Safety Executive","SEO/HEO","HEO","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Health and Safety Executive","SEO/HEO","HEO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Health and Safety Executive","SEO/HEO","SEO","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Health and Safety Executive","SEO/HEO","SEO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Courts and Tribunals Service","AA/AO","AA","Female","15","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Courts and Tribunals Service","AA/AO","AA","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Courts and Tribunals Service","AA/AO","AO","Female","130","[c]","20220","19930"
"Leaver Dept.","2021","HM Courts and Tribunals Service","AA/AO","AO","Male","55","[c]","20350","19930"
"Leaver Dept.","2021","HM Courts and Tribunals Service","EO","EO","Female","55","[c]","23460","22570"
"Leaver Dept.","2021","HM Courts and Tribunals Service","EO","EO","Male","25","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Courts and Tribunals Service","G6/G7","G7","Female","10","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Courts and Tribunals Service","G6/G7","G7","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Courts and Tribunals Service","SCS level","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Courts and Tribunals Service","SCS level","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Courts and Tribunals Service","SEO/HEO","HEO","Female","25","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Courts and Tribunals Service","SEO/HEO","HEO","Male","10","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Courts and Tribunals Service","SEO/HEO","SEO","Female","25","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Courts and Tribunals Service","SEO/HEO","SEO","Male","10","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Prison and Probation Service","AA/AO","AA","Female","10","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Prison and Probation Service","AA/AO","AA","Male","15","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Prison and Probation Service","AA/AO","AO","Female","80","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Prison and Probation Service","AA/AO","AO","Male","75","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Prison and Probation Service","EO","EO","Female","30","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Prison and Probation Service","EO","EO","Male","25","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Prison and Probation Service","G6/G7","G6","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Prison and Probation Service","G6/G7","G6","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Prison and Probation Service","G6/G7","G7","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Prison and Probation Service","G6/G7","G7","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Prison and Probation Service","SCS level","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Prison and Probation Service","SCS level","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Prison and Probation Service","SEO/HEO","HEO","Female","35","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Prison and Probation Service","SEO/HEO","HEO","Male","10","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Prison and Probation Service","SEO/HEO","SEO","Female","15","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Prison and Probation Service","SEO/HEO","SEO","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Prison and Probation Service","Unknown","Unknown","Female","55","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Prison and Probation Service","Unknown","Unknown","Male","25","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Revenue and Customs (excl. agencies)","AA/AO","AA","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Revenue and Customs (excl. agencies)","AA/AO","AA","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Revenue and Customs (excl. agencies)","AA/AO","AO","Female","380","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Revenue and Customs (excl. agencies)","AA/AO","AO","Male","315","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Revenue and Customs (excl. agencies)","EO","EO","Female","175","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Revenue and Customs (excl. agencies)","EO","EO","Male","140","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Revenue and Customs (excl. agencies)","G6/G7","G6","Female","25","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Revenue and Customs (excl. agencies)","G6/G7","G6","Male","30","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Revenue and Customs (excl. agencies)","G6/G7","G7","Female","60","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Revenue and Customs (excl. agencies)","G6/G7","G7","Male","50","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Revenue and Customs (excl. agencies)","SCS level","SCS level","Female","15","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Revenue and Customs (excl. agencies)","SCS level","SCS level","Male","10","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Revenue and Customs (excl. agencies)","SEO/HEO","HEO","Female","120","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Revenue and Customs (excl. agencies)","SEO/HEO","HEO","Male","110","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Revenue and Customs (excl. agencies)","SEO/HEO","SEO","Female","60","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Revenue and Customs (excl. agencies)","SEO/HEO","SEO","Male","45","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Revenue and Customs (excl. agencies)","Unknown","Unknown","Female","40","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Revenue and Customs (excl. agencies)","Unknown","Unknown","Male","40","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Treasury (excl. agencies)","AA/AO","AO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Treasury (excl. agencies)","AA/AO","AO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Treasury (excl. agencies)","EO","EO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Treasury (excl. agencies)","EO","EO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Treasury (excl. agencies)","G6/G7","G6","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Treasury (excl. agencies)","G6/G7","G6","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Treasury (excl. agencies)","G6/G7","G7","Female","15","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Treasury (excl. agencies)","G6/G7","G7","Male","20","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Treasury (excl. agencies)","SCS level","SCS level","Female","10","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Treasury (excl. agencies)","SCS level","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Treasury (excl. agencies)","SEO/HEO","HEO","Female","30","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Treasury (excl. agencies)","SEO/HEO","HEO","Male","30","[c]","[c]","[c]"
"Leaver Dept.","2021","Home Office (incl. agencies)","AA/AO","AA","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Home Office (incl. agencies)","AA/AO","AA","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Home Office (incl. agencies)","AA/AO","AO","Female","85","[c]","21720","21010"
"Leaver Dept.","2021","Home Office (incl. agencies)","AA/AO","AO","Male","70","[c]","22010","21010"
"Leaver Dept.","2021","Home Office (incl. agencies)","EO","EO","Female","210","[c]","26370","25160"
"Leaver Dept.","2021","Home Office (incl. agencies)","EO","EO","Male","135","[c]","26160","25130"
"Leaver Dept.","2021","Home Office (incl. agencies)","G6/G7","G6","Female","35","[c]","[c]","[c]"
"Leaver Dept.","2021","Home Office (incl. agencies)","G6/G7","G6","Male","15","[c]","[c]","[c]"
"Leaver Dept.","2021","Home Office (incl. agencies)","G6/G7","G7","Female","70","[c]","56770","57460"
"Leaver Dept.","2021","Home Office (incl. agencies)","G6/G7","G7","Male","50","[c]","56310","56150"
"Leaver Dept.","2021","Home Office (incl. agencies)","SCS level","SCS level","Female","20","[c]","[c]","[c]"
"Leaver Dept.","2021","Home Office (incl. agencies)","SCS level","SCS level","Male","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Home Office (incl. agencies)","SEO/HEO","HEO","Female","140","[c]","33270","33960"
"Leaver Dept.","2021","Home Office (incl. agencies)","SEO/HEO","HEO","Male","95","[c]","33770","33960"
"Leaver Dept.","2021","Home Office (incl. agencies)","SEO/HEO","SEO","Female","80","[c]","41830","41970"
"Leaver Dept.","2021","Home Office (incl. agencies)","SEO/HEO","SEO","Male","55","[c]","40840","40690"
"Leaver Dept.","2021","Home Office (incl. agencies)","Unknown","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Home Office (incl. agencies)","Unknown","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Insolvency Service","AA/AO","AA","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Insolvency Service","AA/AO","AA","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Insolvency Service","AA/AO","AO","Female","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Insolvency Service","AA/AO","AO","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Insolvency Service","EO","EO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Insolvency Service","EO","EO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Insolvency Service","G6/G7","G7","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Insolvency Service","G6/G7","G7","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Insolvency Service","SCS level","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Insolvency Service","SCS level","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Insolvency Service","SEO/HEO","HEO","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Insolvency Service","SEO/HEO","HEO","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Insolvency Service","SEO/HEO","SEO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Insolvency Service","SEO/HEO","SEO","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Institute for Apprenticeships and Technical Education","AA/AO","AO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Institute for Apprenticeships and Technical Education","AA/AO","AO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Institute for Apprenticeships and Technical Education","G6/G7","G7","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Institute for Apprenticeships and Technical Education","G6/G7","G7","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Institute for Apprenticeships and Technical Education","SCS level","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Institute for Apprenticeships and Technical Education","SCS level","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Institute for Apprenticeships and Technical Education","SEO/HEO","SEO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Institute for Apprenticeships and Technical Education","SEO/HEO","SEO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal Aid Agency","AA/AO","AO","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal Aid Agency","AA/AO","AO","Male","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal Aid Agency","EO","EO","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal Aid Agency","EO","EO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal Aid Agency","SEO/HEO","HEO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal Aid Agency","SEO/HEO","HEO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal Aid Agency","SEO/HEO","SEO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal Aid Agency","SEO/HEO","SEO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Maritime and Coastguard Agency","AA/AO","AO","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Maritime and Coastguard Agency","AA/AO","AO","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Maritime and Coastguard Agency","EO","EO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Maritime and Coastguard Agency","EO","EO","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Maritime and Coastguard Agency","G6/G7","G6","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Maritime and Coastguard Agency","G6/G7","G6","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Maritime and Coastguard Agency","G6/G7","G7","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Maritime and Coastguard Agency","G6/G7","G7","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Maritime and Coastguard Agency","SEO/HEO","HEO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Maritime and Coastguard Agency","SEO/HEO","HEO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Maritime and Coastguard Agency","SEO/HEO","SEO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Maritime and Coastguard Agency","SEO/HEO","SEO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Medicines and Healthcare Products Regulatory Agency","AA/AO","AO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Medicines and Healthcare Products Regulatory Agency","AA/AO","AO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Medicines and Healthcare Products Regulatory Agency","AA/AO","AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Medicines and Healthcare Products Regulatory Agency","EO","EO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Medicines and Healthcare Products Regulatory Agency","EO","EO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Medicines and Healthcare Products Regulatory Agency","EO","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Medicines and Healthcare Products Regulatory Agency","G6/G7","G6","Female","[c]","[c]","[c]","[c]"
