"Status","Year","Organisation","Responsibility_level_grouped","Responsibility_level_ungrouped","Sex","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2021","Defence Science and Technology Laboratory","SEO/HEO","HEO","Female","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Defence Science and Technology Laboratory","SEO/HEO","HEO","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Defence Science and Technology Laboratory","SEO/HEO","SEO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Defence Science and Technology Laboratory","SEO/HEO","SEO","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","AA/AO","AO","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","AA/AO","AO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","EO","EO","Female","15","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","EO","EO","Male","20","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","G6/G7","G6","Female","15","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","G6/G7","G6","Male","30","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","G6/G7","G7","Female","75","[c]","53290","53380"
"Leaver Dept.","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","G6/G7","G7","Male","70","[c]","53420","53380"
"Leaver Dept.","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","SCS level","SCS level","Female","15","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","SCS level","SCS level","Male","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","SEO/HEO","HEO","Female","65","[c]","32850","32830"
"Leaver Dept.","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","SEO/HEO","HEO","Male","55","[c]","32910","33570"
"Leaver Dept.","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","SEO/HEO","SEO","Female","35","[c]","39810","39250"
"Leaver Dept.","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","SEO/HEO","SEO","Male","45","[c]","39660","40050"
"Leaver Dept.","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","Unknown","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","Unknown","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Digital, Culture, Media and Sport","EO","EO","Female","20","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Digital, Culture, Media and Sport","EO","EO","Male","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Digital, Culture, Media and Sport","G6/G7","G6","Female","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Digital, Culture, Media and Sport","G6/G7","G6","Male","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Digital, Culture, Media and Sport","G6/G7","G7","Female","40","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Digital, Culture, Media and Sport","G6/G7","G7","Male","25","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Digital, Culture, Media and Sport","SCS level","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Digital, Culture, Media and Sport","SCS level","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Digital, Culture, Media and Sport","SEO/HEO","HEO","Female","40","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Digital, Culture, Media and Sport","SEO/HEO","HEO","Male","40","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Digital, Culture, Media and Sport","Unknown","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Digital, Culture, Media and Sport","Unknown","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Education (excl. agencies)","AA/AO","AO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Education (excl. agencies)","AA/AO","AO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Education (excl. agencies)","EO","EO","Female","15","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Education (excl. agencies)","EO","EO","Male","15","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Education (excl. agencies)","G6/G7","G6","Female","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Education (excl. agencies)","G6/G7","G6","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Education (excl. agencies)","G6/G7","G7","Female","25","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Education (excl. agencies)","G6/G7","G7","Male","20","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Education (excl. agencies)","SCS level","SCS level","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Education (excl. agencies)","SCS level","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Education (excl. agencies)","SEO/HEO","HEO","Female","30","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Education (excl. agencies)","SEO/HEO","HEO","Male","30","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Education (excl. agencies)","SEO/HEO","SEO","Female","30","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Education (excl. agencies)","SEO/HEO","SEO","Male","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Education (excl. agencies)","Unknown","Unknown","Female","15","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Education (excl. agencies)","Unknown","Unknown","Male","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","AA/AO","AO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","AA/AO","AO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","EO","EO","Female","30","[c]","29590","28170"
"Leaver Dept.","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","EO","EO","Male","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","G6/G7","G6","Female","15","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","G6/G7","G6","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","G6/G7","G7","Female","45","[c]","53290","53200"
"Leaver Dept.","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","G6/G7","G7","Male","40","[c]","53750","53700"
"Leaver Dept.","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","SCS level","SCS level","Female","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","SCS level","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","SEO/HEO","HEO","Female","90","[c]","33360","33120"
"Leaver Dept.","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","SEO/HEO","HEO","Male","75","[c]","33300","33120"
"Leaver Dept.","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","SEO/HEO","SEO","Female","50","[c]","39870","39120"
"Leaver Dept.","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","SEO/HEO","SEO","Male","30","[c]","40400","39420"
"Leaver Dept.","2021","Department for International Development","EO","EO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for International Development","EO","EO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for International Development","G6/G7","G6","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for International Development","G6/G7","G6","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for International Development","G6/G7","G7","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for International Development","G6/G7","G7","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for International Development","SCS level","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for International Development","SCS level","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for International Development","SEO/HEO","HEO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for International Development","SEO/HEO","HEO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for International Development","SEO/HEO","SEO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for International Development","SEO/HEO","SEO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for International Trade","AA/AO","AO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for International Trade","AA/AO","AO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for International Trade","EO","EO","Female","15","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for International Trade","EO","EO","Male","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for International Trade","G6/G7","G6","Female","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for International Trade","G6/G7","G6","Male","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for International Trade","G6/G7","G7","Female","35","[c]","52080","51340"
"Leaver Dept.","2021","Department for International Trade","G6/G7","G7","Male","40","[c]","52610","51970"
"Leaver Dept.","2021","Department for International Trade","SCS level","SCS level","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for International Trade","SCS level","SCS level","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for International Trade","SEO/HEO","HEO","Female","35","[c]","31710","31180"
"Leaver Dept.","2021","Department for International Trade","SEO/HEO","HEO","Male","40","[c]","31810","31460"
"Leaver Dept.","2021","Department for International Trade","SEO/HEO","SEO","Female","30","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for International Trade","SEO/HEO","SEO","Male","35","[c]","38880","38540"
"Leaver Dept.","2021","Department for Transport (excl. agencies)","AA/AO","AO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Transport (excl. agencies)","AA/AO","AO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Transport (excl. agencies)","EO","EO","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Transport (excl. agencies)","EO","EO","Male","15","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Transport (excl. agencies)","G6/G7","G6","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Transport (excl. agencies)","G6/G7","G6","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Transport (excl. agencies)","G6/G7","G7","Female","20","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Transport (excl. agencies)","G6/G7","G7","Male","25","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Transport (excl. agencies)","SCS level","SCS level","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Transport (excl. agencies)","SCS level","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Transport (excl. agencies)","SEO/HEO","HEO","Female","30","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Transport (excl. agencies)","SEO/HEO","HEO","Male","40","[c]","35130","34700"
"Leaver Dept.","2021","Department for Transport (excl. agencies)","SEO/HEO","SEO","Female","20","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Transport (excl. agencies)","SEO/HEO","SEO","Male","20","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Work and Pensions (excl. agencies)","AA/AO","AO","Female","200","[c]","21160","21010"
"Leaver Dept.","2021","Department for Work and Pensions (excl. agencies)","AA/AO","AO","Male","135","[c]","21220","21010"
"Leaver Dept.","2021","Department for Work and Pensions (excl. agencies)","EO","EO","Female","380","[c]","28080","27570"
"Leaver Dept.","2021","Department for Work and Pensions (excl. agencies)","EO","EO","Male","265","[c]","28100","27570"
"Leaver Dept.","2021","Department for Work and Pensions (excl. agencies)","G6/G7","G6","Female","15","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Work and Pensions (excl. agencies)","G6/G7","G6","Male","15","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Work and Pensions (excl. agencies)","G6/G7","G7","Female","35","[c]","53640","53410"
"Leaver Dept.","2021","Department for Work and Pensions (excl. agencies)","G6/G7","G7","Male","25","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Work and Pensions (excl. agencies)","SCS level","SCS level","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Work and Pensions (excl. agencies)","SCS level","SCS level","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Work and Pensions (excl. agencies)","SEO/HEO","HEO","Female","110","[c]","33180","31990"
"Leaver Dept.","2021","Department for Work and Pensions (excl. agencies)","SEO/HEO","HEO","Male","65","[c]","33170","31990"
"Leaver Dept.","2021","Department for Work and Pensions (excl. agencies)","SEO/HEO","SEO","Female","55","[c]","37040","35500"
"Leaver Dept.","2021","Department for Work and Pensions (excl. agencies)","SEO/HEO","SEO","Male","45","[c]","38830","38430"
"Leaver Dept.","2021","Department of Health and Social Care (excl. agencies)","EO","EO","Female","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Department of Health and Social Care (excl. agencies)","EO","EO","Male","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Department of Health and Social Care (excl. agencies)","G6/G7","G6","Female","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Department of Health and Social Care (excl. agencies)","G6/G7","G6","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department of Health and Social Care (excl. agencies)","G6/G7","G7","Female","20","[c]","[c]","[c]"
"Leaver Dept.","2021","Department of Health and Social Care (excl. agencies)","G6/G7","G7","Male","15","[c]","[c]","[c]"
"Leaver Dept.","2021","Department of Health and Social Care (excl. agencies)","SCS level","SCS level","Female","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Department of Health and Social Care (excl. agencies)","SCS level","SCS level","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Department of Health and Social Care (excl. agencies)","SEO/HEO","HEO","Female","30","[c]","[c]","[c]"
"Leaver Dept.","2021","Department of Health and Social Care (excl. agencies)","SEO/HEO","HEO","Male","15","[c]","[c]","[c]"
"Leaver Dept.","2021","Department of Health and Social Care (excl. agencies)","SEO/HEO","SEO","Female","15","[c]","[c]","[c]"
"Leaver Dept.","2021","Department of Health and Social Care (excl. agencies)","SEO/HEO","SEO","Male","15","[c]","[c]","[c]"
"Leaver Dept.","2021","Department of Health and Social Care (excl. agencies)","Unknown","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department of Health and Social Care (excl. agencies)","Unknown","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Driver and Vehicle Licensing Agency","AA/AO","AA","Female","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Driver and Vehicle Licensing Agency","AA/AO","AA","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Driver and Vehicle Licensing Agency","AA/AO","AO","Female","25","[c]","[c]","[c]"
"Leaver Dept.","2021","Driver and Vehicle Licensing Agency","AA/AO","AO","Male","15","[c]","[c]","[c]"
"Leaver Dept.","2021","Driver and Vehicle Licensing Agency","EO","EO","Female","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Driver and Vehicle Licensing Agency","EO","EO","Male","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Driver and Vehicle Licensing Agency","G6/G7","G6","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Driver and Vehicle Licensing Agency","G6/G7","G6","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Driver and Vehicle Licensing Agency","G6/G7","G7","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Driver and Vehicle Licensing Agency","G6/G7","G7","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Driver and Vehicle Licensing Agency","SEO/HEO","HEO","Female","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Driver and Vehicle Licensing Agency","SEO/HEO","HEO","Male","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Driver and Vehicle Licensing Agency","SEO/HEO","SEO","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Driver and Vehicle Licensing Agency","SEO/HEO","SEO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Driver and Vehicle Standards Agency","AA/AO","AO","Female","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Driver and Vehicle Standards Agency","AA/AO","AO","Male","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Driver and Vehicle Standards Agency","EO","EO","Female","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Driver and Vehicle Standards Agency","EO","EO","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Driver and Vehicle Standards Agency","G6/G7","G6","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Driver and Vehicle Standards Agency","G6/G7","G6","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Driver and Vehicle Standards Agency","G6/G7","G7","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Driver and Vehicle Standards Agency","G6/G7","G7","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Driver and Vehicle Standards Agency","SEO/HEO","HEO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Driver and Vehicle Standards Agency","SEO/HEO","HEO","Male","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Driver and Vehicle Standards Agency","SEO/HEO","SEO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Driver and Vehicle Standards Agency","SEO/HEO","SEO","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Education and Skills Funding Agency","AA/AO","AO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Education and Skills Funding Agency","AA/AO","AO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Education and Skills Funding Agency","EO","EO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Education and Skills Funding Agency","EO","EO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Education and Skills Funding Agency","G6/G7","G6","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Education and Skills Funding Agency","G6/G7","G6","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Education and Skills Funding Agency","G6/G7","G7","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Education and Skills Funding Agency","G6/G7","G7","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Education and Skills Funding Agency","SEO/HEO","HEO","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Education and Skills Funding Agency","SEO/HEO","HEO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Education and Skills Funding Agency","SEO/HEO","SEO","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Education and Skills Funding Agency","SEO/HEO","SEO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Education and Skills Funding Agency","Unknown","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Education and Skills Funding Agency","Unknown","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Education Scotland","SEO/HEO","HEO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Education Scotland","SEO/HEO","HEO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","ESTYN","EO","EO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","ESTYN","EO","EO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","FCDO Services","SEO/HEO","SEO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","FCDO Services","SEO/HEO","SEO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Food Standards Agency","EO","EO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Food Standards Agency","EO","EO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Food Standards Agency","G6/G7","G6","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Food Standards Agency","G6/G7","G6","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Food Standards Agency","G6/G7","G7","Female","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Food Standards Agency","G6/G7","G7","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Food Standards Agency","SCS level","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Food Standards Agency","SCS level","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Food Standards Agency","SEO/HEO","HEO","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Food Standards Agency","SEO/HEO","HEO","Male","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Food Standards Agency","SEO/HEO","SEO","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Food Standards Agency","SEO/HEO","SEO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Food Standards Scotland","EO","EO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Food Standards Scotland","EO","EO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Food Standards Scotland","SEO/HEO","HEO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Food Standards Scotland","SEO/HEO","HEO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Foreign and Commonwealth Office (excl. agencies)","AA/AO","AO","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Foreign and Commonwealth Office (excl. agencies)","AA/AO","AO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Foreign and Commonwealth Office (excl. agencies)","EO","EO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Foreign and Commonwealth Office (excl. agencies)","EO","EO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Foreign and Commonwealth Office (excl. agencies)","G6/G7","G6","Female","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Foreign and Commonwealth Office (excl. agencies)","G6/G7","G6","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Foreign and Commonwealth Office (excl. agencies)","G6/G7","G7","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Foreign and Commonwealth Office (excl. agencies)","G6/G7","G7","Male","15","[c]","[c]","[c]"
"Leaver Dept.","2021","Foreign and Commonwealth Office (excl. agencies)","SCS level","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Foreign and Commonwealth Office (excl. agencies)","SCS level","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Foreign and Commonwealth Office (excl. agencies)","SEO/HEO","HEO","Female","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Foreign and Commonwealth Office (excl. agencies)","SEO/HEO","HEO","Male","25","[c]","[c]","[c]"
"Leaver Dept.","2021","Foreign and Commonwealth Office (excl. agencies)","SEO/HEO","SEO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Foreign and Commonwealth Office (excl. agencies)","SEO/HEO","SEO","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Foreign, Commonwealth and Development Office (excl. agencies)","AA/AO","AO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Foreign, Commonwealth and Development Office (excl. agencies)","AA/AO","AO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Foreign, Commonwealth and Development Office (excl. agencies)","EO","EO","Female","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Foreign, Commonwealth and Development Office (excl. agencies)","EO","EO","Male","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Foreign, Commonwealth and Development Office (excl. agencies)","G6/G7","G6","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Foreign, Commonwealth and Development Office (excl. agencies)","G6/G7","G6","Male","15","[c]","[c]","[c]"
"Leaver Dept.","2021","Foreign, Commonwealth and Development Office (excl. agencies)","G6/G7","G7","Female","30","[c]","[c]","[c]"
"Leaver Dept.","2021","Foreign, Commonwealth and Development Office (excl. agencies)","G6/G7","G7","Male","30","[c]","[c]","[c]"
"Leaver Dept.","2021","Foreign, Commonwealth and Development Office (excl. agencies)","SCS level","SCS level","Female","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Foreign, Commonwealth and Development Office (excl. agencies)","SCS level","SCS level","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Foreign, Commonwealth and Development Office (excl. agencies)","SEO/HEO","HEO","Female","45","[c]","[c]","[c]"
"Leaver Dept.","2021","Foreign, Commonwealth and Development Office (excl. agencies)","SEO/HEO","HEO","Male","30","[c]","[c]","[c]"
"Leaver Dept.","2021","Foreign, Commonwealth and Development Office (excl. agencies)","SEO/HEO","SEO","Female","20","[c]","[c]","[c]"
"Leaver Dept.","2021","Foreign, Commonwealth and Development Office (excl. agencies)","SEO/HEO","SEO","Male","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Forestry and Land Scotland","AA/AO","AA","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Forestry and Land Scotland","AA/AO","AA","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Forestry and Land Scotland","AA/AO","AO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Forestry and Land Scotland","AA/AO","AO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Forestry and Land Scotland","EO","EO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Forestry and Land Scotland","EO","EO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Forestry and Land Scotland","SEO/HEO","HEO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Forestry and Land Scotland","SEO/HEO","HEO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Government Actuary's Department","EO","EO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Government Actuary's Department","EO","EO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Government Actuary's Department","G6/G7","G7","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Government Actuary's Department","G6/G7","G7","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Government Internal Audit Agency","G6/G7","G6","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Government Internal Audit Agency","G6/G7","G6","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Government Internal Audit Agency","G6/G7","G7","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Government Internal Audit Agency","G6/G7","G7","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Government Internal Audit Agency","SCS level","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Government Internal Audit Agency","SCS level","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Government Internal Audit Agency","SEO/HEO","HEO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Government Internal Audit Agency","SEO/HEO","HEO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Government Internal Audit Agency","SEO/HEO","SEO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Government Internal Audit Agency","SEO/HEO","SEO","Male","[c]","[c]","[c]","[c]"
