"Status","Year","Function_of_post","Parent_department","Region_london","Responsibility_level_grouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Digital, Data & Technology","Department for Transport","London","G6/G7","20","20","59560","59080"
"In post","2021","Digital, Data & Technology","Department for Transport","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Department for Transport","London","SEO/HEO","50","50","39120","37660"
"In post","2021","Digital, Data & Technology","Department for Transport","Outside London","AA/AO","55","55","21660","21590"
"In post","2021","Digital, Data & Technology","Department for Transport","Outside London","EO","265","260","26950","26470"
"In post","2021","Digital, Data & Technology","Department for Transport","Outside London","G6/G7","185","180","61500","58740"
"In post","2021","Digital, Data & Technology","Department for Transport","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Department for Transport","Outside London","SEO/HEO","585","575","38950","39040"
"In post","2021","Digital, Data & Technology","Department for Work and Pensions","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Department for Work and Pensions","Outside London","EO","20","15","27890","28210"
"In post","2021","Digital, Data & Technology","Department for Work and Pensions","Outside London","G6/G7","10","10","59010","56530"
"In post","2021","Digital, Data & Technology","Department for Work and Pensions","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Department for Work and Pensions","Outside London","SEO/HEO","25","20","37320","37170"
"In post","2021","Digital, Data & Technology","Department of Health and Social Care","London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Department of Health and Social Care","London","EO","15","15","28500","28120"
"In post","2021","Digital, Data & Technology","Department of Health and Social Care","London","G6/G7","90","85","58050","53830"
"In post","2021","Digital, Data & Technology","Department of Health and Social Care","London","SCS level","15","15","81540","77250"
"In post","2021","Digital, Data & Technology","Department of Health and Social Care","London","SEO/HEO","140","135","37580","37500"
"In post","2021","Digital, Data & Technology","Department of Health and Social Care","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Department of Health and Social Care","Outside London","EO","5","5","[c]","[c]"
"In post","2021","Digital, Data & Technology","Department of Health and Social Care","Outside London","G6/G7","25","25","56460","55200"
"In post","2021","Digital, Data & Technology","Department of Health and Social Care","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Department of Health and Social Care","Outside London","SEO/HEO","60","60","34620","35280"
"In post","2021","Digital, Data & Technology","Food Standards Agency","London","EO","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Food Standards Agency","London","G6/G7","10","10","[c]","[c]"
"In post","2021","Digital, Data & Technology","Food Standards Agency","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Food Standards Agency","London","SEO/HEO","15","15","37840","39190"
"In post","2021","Digital, Data & Technology","Food Standards Agency","Outside London","G6/G7","10","10","54140","52070"
"In post","2021","Digital, Data & Technology","Food Standards Agency","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Food Standards Agency","Outside London","SEO/HEO","25","25","35350","37910"
"In post","2021","Digital, Data & Technology","Foreign, Commonwealth and Development Office","London","EO","10","10","[c]","[c]"
"In post","2021","Digital, Data & Technology","Foreign, Commonwealth and Development Office","London","G6/G7","10","10","[c]","[c]"
"In post","2021","Digital, Data & Technology","Foreign, Commonwealth and Development Office","London","SEO/HEO","15","15","41070","40650"
"In post","2021","Digital, Data & Technology","Foreign, Commonwealth and Development Office","Outside London","AA/AO","5","5","[c]","[c]"
"In post","2021","Digital, Data & Technology","Foreign, Commonwealth and Development Office","Outside London","EO","70","65","28020","26120"
"In post","2021","Digital, Data & Technology","Foreign, Commonwealth and Development Office","Outside London","G6/G7","70","70","56880","54820"
"In post","2021","Digital, Data & Technology","Foreign, Commonwealth and Development Office","Outside London","SCS level","5","5","[c]","[c]"
"In post","2021","Digital, Data & Technology","Foreign, Commonwealth and Development Office","Outside London","SEO/HEO","180","175","38640","38500"
"In post","2021","Digital, Data & Technology","Foreign, Commonwealth and Development Office","Outside London","Unknown","5","5","[c]","[c]"
"In post","2021","Digital, Data & Technology","HM Land Registry","London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","HM Land Registry","London","EO","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","HM Land Registry","London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","HM Land Registry","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","HM Land Registry","London","SEO/HEO","20","20","42860","41900"
"In post","2021","Digital, Data & Technology","HM Land Registry","Outside London","AA/AO","55","55","21670","22350"
"In post","2021","Digital, Data & Technology","HM Land Registry","Outside London","EO","175","165","29790","31740"
"In post","2021","Digital, Data & Technology","HM Land Registry","Outside London","G6/G7","45","45","61370","57300"
"In post","2021","Digital, Data & Technology","HM Land Registry","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","HM Land Registry","Outside London","SEO/HEO","365","345","40850","38450"
"In post","2021","Digital, Data & Technology","HM Revenue and Customs","London","AA/AO","5","5","[c]","[c]"
"In post","2021","Digital, Data & Technology","HM Revenue and Customs","London","EO","50","45","30400","29570"
"In post","2021","Digital, Data & Technology","HM Revenue and Customs","London","G6/G7","75","75","62720","59160"
"In post","2021","Digital, Data & Technology","HM Revenue and Customs","London","SCS level","10","10","111740","105900"
"In post","2021","Digital, Data & Technology","HM Revenue and Customs","London","SEO/HEO","135","130","38880","38630"
"In post","2021","Digital, Data & Technology","HM Revenue and Customs","Outside London","AA/AO","55","50","20460","20140"
"In post","2021","Digital, Data & Technology","HM Revenue and Customs","Outside London","EO","360","340","25830","25560"
"In post","2021","Digital, Data & Technology","HM Revenue and Customs","Outside London","G6/G7","515","505","55020","52580"
"In post","2021","Digital, Data & Technology","HM Revenue and Customs","Outside London","SCS level","50","45","88120","83300"
"In post","2021","Digital, Data & Technology","HM Revenue and Customs","Outside London","SEO/HEO","1440","1380","34740","32100"
"In post","2021","Digital, Data & Technology","HM Treasury","London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","HM Treasury","London","EO","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","HM Treasury","London","G6/G7","25","25","66320","67210"
"In post","2021","Digital, Data & Technology","HM Treasury","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","HM Treasury","London","SEO/HEO","30","30","40780","39400"
"In post","2021","Digital, Data & Technology","HM Treasury","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","HM Treasury","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","HM Treasury","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Ministry of Defence","London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Ministry of Defence","London","EO","5","5","[c]","[c]"
"In post","2021","Digital, Data & Technology","Ministry of Defence","London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Ministry of Defence","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Ministry of Defence","London","SEO/HEO","10","10","38770","37640"
"In post","2021","Digital, Data & Technology","Ministry of Defence","Outside London","AA/AO","120","120","21350","20920"
"In post","2021","Digital, Data & Technology","Ministry of Defence","Outside London","EO","290","280","27340","26670"
"In post","2021","Digital, Data & Technology","Ministry of Defence","Outside London","G6/G7","45","45","58360","54540"
"In post","2021","Digital, Data & Technology","Ministry of Defence","Outside London","SCS level","5","5","[c]","[c]"
"In post","2021","Digital, Data & Technology","Ministry of Defence","Outside London","SEO/HEO","435","425","37290","35340"
"In post","2021","Digital, Data & Technology","Ministry of Defence","Outside London","Unknown","55","55","37870","36500"
"In post","2021","Digital, Data & Technology","Ministry of Defence","Overseas","EO","10","10","[c]","[c]"
"In post","2021","Digital, Data & Technology","Ministry of Defence","Overseas","SEO/HEO","10","10","[c]","[c]"
"In post","2021","Digital, Data & Technology","Ministry of Housing, Communities and Local Government","London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Ministry of Housing, Communities and Local Government","London","EO","5","5","[c]","[c]"
"In post","2021","Digital, Data & Technology","Ministry of Housing, Communities and Local Government","London","G6/G7","35","35","57380","53820"
"In post","2021","Digital, Data & Technology","Ministry of Housing, Communities and Local Government","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Ministry of Housing, Communities and Local Government","London","SEO/HEO","30","30","39830","39600"
"In post","2021","Digital, Data & Technology","Ministry of Housing, Communities and Local Government","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Ministry of Housing, Communities and Local Government","Outside London","EO","10","10","27040","27530"
"In post","2021","Digital, Data & Technology","Ministry of Housing, Communities and Local Government","Outside London","G6/G7","15","15","55490","54000"
"In post","2021","Digital, Data & Technology","Ministry of Housing, Communities and Local Government","Outside London","SEO/HEO","45","45","37560","38160"
"In post","2021","Digital, Data & Technology","Ministry of Justice","London","AA/AO","5","5","[c]","[c]"
"In post","2021","Digital, Data & Technology","Ministry of Justice","London","EO","40","40","26960","26410"
"In post","2021","Digital, Data & Technology","Ministry of Justice","London","G6/G7","285","280","63120","62000"
"In post","2021","Digital, Data & Technology","Ministry of Justice","London","SCS level","20","20","93690","91600"
"In post","2021","Digital, Data & Technology","Ministry of Justice","London","SEO/HEO","250","245","38930","37410"
"In post","2021","Digital, Data & Technology","Ministry of Justice","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Ministry of Justice","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Ministry of Justice","Outside London","EO","75","75","24850","23300"
"In post","2021","Digital, Data & Technology","Ministry of Justice","Outside London","G6/G7","155","155","56630","56000"
"In post","2021","Digital, Data & Technology","Ministry of Justice","Outside London","SCS level","[c]","[c]","[c]","[c]"
