"Status","Year","Age","Profession_of_post","Region_ITL1","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","16-19","Unknown","North West (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Scotland","Heterosexual / straight","60","55","21470","21150"
"In post","2021","16-19","Unknown","Scotland","LGBO","5","5","[c]","[c]"
"In post","2021","16-19","Unknown","Scotland","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Scotland","Unknown","25","25","[c]","[c]"
"In post","2021","16-19","Unknown","South East (England)","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","16-19","Unknown","South East (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","South East (England)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","South East (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","South West (England)","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","16-19","Unknown","South West (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","South West (England)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","South West (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Wales","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","16-19","Unknown","Wales","LGBO","5","5","[c]","[c]"
"In post","2021","16-19","Unknown","Wales","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","West Midlands (England)","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","16-19","Unknown","West Midlands (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","West Midlands (England)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","West Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Yorkshire and The Humber","Heterosexual / straight","25","25","[c]","[c]"
"In post","2021","16-19","Unknown","Yorkshire and The Humber","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Yorkshire and The Humber","Unknown","10","10","[c]","[c]"
"In post","2021","20-29","Commercial","East Midlands (England)","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","20-29","Commercial","East Midlands (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Commercial","East Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Commercial","East of England","Heterosexual / straight","15","15","[c]","[c]"
"In post","2021","20-29","Commercial","East of England","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Commercial","East of England","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Commercial","East of England","Unknown","5","5","[c]","[c]"
"In post","2021","20-29","Commercial","London","Heterosexual / straight","70","70","35470","34710"
"In post","2021","20-29","Commercial","London","LGBO","10","10","[c]","[c]"
"In post","2021","20-29","Commercial","London","Undeclared","5","5","[c]","[c]"
"In post","2021","20-29","Commercial","London","Unknown","50","50","41700","40650"
"In post","2021","20-29","Commercial","North East (England)","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","20-29","Commercial","North East (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Commercial","North West (England)","Heterosexual / straight","50","50","32650","31400"
"In post","2021","20-29","Commercial","North West (England)","LGBO","5","5","[c]","[c]"
"In post","2021","20-29","Commercial","North West (England)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Commercial","North West (England)","Unknown","20","20","[c]","[c]"
"In post","2021","20-29","Commercial","Overseas","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Commercial","Overseas","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Commercial","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Commercial","Scotland","Heterosexual / straight","20","20","[c]","[c]"
"In post","2021","20-29","Commercial","Scotland","LGBO","5","5","[c]","[c]"
"In post","2021","20-29","Commercial","Scotland","Undeclared","5","5","[c]","[c]"
"In post","2021","20-29","Commercial","Scotland","Unknown","20","20","[c]","[c]"
"In post","2021","20-29","Commercial","South East (England)","Heterosexual / straight","55","55","28830","26670"
"In post","2021","20-29","Commercial","South East (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Commercial","South East (England)","Undeclared","5","5","[c]","[c]"
"In post","2021","20-29","Commercial","South East (England)","Unknown","5","5","[c]","[c]"
"In post","2021","20-29","Commercial","South West (England)","Heterosexual / straight","265","265","28820","28170"
"In post","2021","20-29","Commercial","South West (England)","LGBO","15","15","[c]","[c]"
"In post","2021","20-29","Commercial","South West (England)","Undeclared","15","15","[c]","[c]"
"In post","2021","20-29","Commercial","South West (England)","Unknown","55","55","30770","30450"
"In post","2021","20-29","Commercial","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Commercial","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Commercial","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Commercial","Wales","Heterosexual / straight","15","15","[c]","[c]"
"In post","2021","20-29","Commercial","Wales","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Commercial","Wales","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Commercial","Wales","Unknown","5","5","[c]","[c]"
"In post","2021","20-29","Commercial","West Midlands (England)","Heterosexual / straight","25","25","[c]","[c]"
"In post","2021","20-29","Commercial","West Midlands (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Commercial","West Midlands (England)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Commercial","West Midlands (England)","Unknown","5","5","[c]","[c]"
"In post","2021","20-29","Commercial","Yorkshire and The Humber","Heterosexual / straight","25","25","[c]","[c]"
"In post","2021","20-29","Commercial","Yorkshire and The Humber","LGBO","5","5","[c]","[c]"
"In post","2021","20-29","Commercial","Yorkshire and The Humber","Undeclared","5","5","[c]","[c]"
"In post","2021","20-29","Commercial","Yorkshire and The Humber","Unknown","15","15","[c]","[c]"
"In post","2021","20-29","Communications","East Midlands (England)","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","20-29","Communications","East Midlands (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Communications","East Midlands (England)","Unknown","5","5","[c]","[c]"
"In post","2021","20-29","Communications","East of England","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","20-29","Communications","East of England","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Communications","East of England","Unknown","5","5","[c]","[c]"
"In post","2021","20-29","Communications","London","Heterosexual / straight","330","330","37130","36160"
"In post","2021","20-29","Communications","London","LGBO","40","40","38900","37530"
"In post","2021","20-29","Communications","London","Undeclared","30","30","35160","35030"
"In post","2021","20-29","Communications","London","Unknown","190","190","35480","33740"
"In post","2021","20-29","Communications","North East (England)","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","20-29","Communications","North East (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Communications","North East (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Communications","North West (England)","Heterosexual / straight","25","25","[c]","[c]"
"In post","2021","20-29","Communications","North West (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Communications","North West (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Communications","Northern Ireland","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Communications","Northern Ireland","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Communications","Overseas","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Communications","Overseas","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Communications","Scotland","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","20-29","Communications","Scotland","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Communications","Scotland","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Communications","South East (England)","Heterosexual / straight","25","25","[c]","[c]"
"In post","2021","20-29","Communications","South East (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Communications","South East (England)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Communications","South East (England)","Unknown","10","10","[c]","[c]"
"In post","2021","20-29","Communications","South West (England)","Heterosexual / straight","25","25","[c]","[c]"
"In post","2021","20-29","Communications","South West (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Communications","South West (England)","Unknown","10","10","[c]","[c]"
"In post","2021","20-29","Communications","Wales","Heterosexual / straight","40","40","29090","29200"
"In post","2021","20-29","Communications","Wales","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Communications","Wales","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Communications","Wales","Unknown","10","10","[c]","[c]"
"In post","2021","20-29","Communications","West Midlands (England)","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","20-29","Communications","West Midlands (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Communications","West Midlands (England)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Communications","West Midlands (England)","Unknown","5","5","[c]","[c]"
"In post","2021","20-29","Communications","Yorkshire and The Humber","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","20-29","Communications","Yorkshire and The Humber","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Communications","Yorkshire and The Humber","Unknown","5","5","[c]","[c]"
"In post","2021","20-29","Corporate Finance","East of England","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Corporate Finance","East of England","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Corporate Finance","East of England","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Corporate Finance","London","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","20-29","Corporate Finance","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Corporate Finance","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Corporate Finance","Scotland","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Corporate Finance","Scotland","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Corporate Finance","Scotland","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Corporate Finance","South East (England)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Corporate Finance","South East (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Corporate Finance","South West (England)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Corporate Finance","South West (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Corporate Finance","West Midlands (England)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Corporate Finance","West Midlands (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Corporate Finance","West Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Counter Fraud","East Midlands (England)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Counter Fraud","East Midlands (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Counter Fraud","East of England","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Counter Fraud","East of England","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Counter Fraud","East of England","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Counter Fraud","London","Heterosexual / straight","30","30","32420","33100"
"In post","2021","20-29","Counter Fraud","London","LGBO","5","5","[c]","[c]"
"In post","2021","20-29","Counter Fraud","London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Counter Fraud","London","Unknown","15","15","[c]","[c]"
"In post","2021","20-29","Counter Fraud","North East (England)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Counter Fraud","North East (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Counter Fraud","North West (England)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Counter Fraud","North West (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Counter Fraud","North West (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Counter Fraud","Northern Ireland","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Counter Fraud","Northern Ireland","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Counter Fraud","Northern Ireland","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Counter Fraud","Scotland","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Counter Fraud","Scotland","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Counter Fraud","Scotland","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Counter Fraud","South West (England)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Counter Fraud","South West (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Counter Fraud","South West (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Counter Fraud","Wales","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Counter Fraud","Wales","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Counter Fraud","West Midlands (England)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Counter Fraud","West Midlands (England)","LGBO","[c]","[c]","[c]","[c]"
