"Status","Year","Region_ITL3","Responsibility_level_grouped","Sex","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Milton Keynes","AA/AO","Male","465","460","26080","24750"
"In post","2021","Milton Keynes","EO","Female","300","275","27800","27570"
"In post","2021","Milton Keynes","EO","Male","270","270","28910","27570"
"In post","2021","Milton Keynes","G6/G7","Female","55","50","62780","58620"
"In post","2021","Milton Keynes","G6/G7","Male","120","105","61110","57760"
"In post","2021","Milton Keynes","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2021","Milton Keynes","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2021","Milton Keynes","SEO/HEO","Female","205","195","37130","34980"
"In post","2021","Milton Keynes","SEO/HEO","Male","325","315","40770","40330"
"In post","2021","Milton Keynes","Unknown","Female","25","25","[c]","[c]"
"In post","2021","Milton Keynes","Unknown","Male","35","35","21670","21600"
"In post","2021","Monmouthshire and Newport","AA/AO","Female","700","590","20420","20100"
"In post","2021","Monmouthshire and Newport","AA/AO","Male","400","375","21830","21010"
"In post","2021","Monmouthshire and Newport","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Monmouthshire and Newport","EO","Female","830","750","25290","24380"
"In post","2021","Monmouthshire and Newport","EO","Male","525","510","26150","26780"
"In post","2021","Monmouthshire and Newport","EO","Unknown","5","5","[c]","[c]"
"In post","2021","Monmouthshire and Newport","G6/G7","Female","410","385","53800","51640"
"In post","2021","Monmouthshire and Newport","G6/G7","Male","555","540","56010","57720"
"In post","2021","Monmouthshire and Newport","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Monmouthshire and Newport","SCS level","Female","20","20","[c]","[c]"
"In post","2021","Monmouthshire and Newport","SCS level","Male","45","45","80690","73770"
"In post","2021","Monmouthshire and Newport","SEO/HEO","Female","1060","1000","34160","33020"
"In post","2021","Monmouthshire and Newport","SEO/HEO","Male","955","935","35670","36030"
"In post","2021","Monmouthshire and Newport","SEO/HEO","Unknown","15","15","[c]","[c]"
"In post","2021","Monmouthshire and Newport","Unknown","Female","75","65","27630","28200"
"In post","2021","Monmouthshire and Newport","Unknown","Male","15","15","[c]","[c]"
"In post","2021","Na h-Eileanan Siar","AA/AO","Female","65","55","21550","21010"
"In post","2021","Na h-Eileanan Siar","AA/AO","Male","35","35","21480","21010"
"In post","2021","Na h-Eileanan Siar","EO","Female","25","25","[c]","[c]"
"In post","2021","Na h-Eileanan Siar","EO","Male","20","20","[c]","[c]"
"In post","2021","Na h-Eileanan Siar","SEO/HEO","Female","5","5","[c]","[c]"
"In post","2021","Na h-Eileanan Siar","SEO/HEO","Male","20","20","[c]","[c]"
"In post","2021","Newry, Mourne and Down","AA/AO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Newry, Mourne and Down","AA/AO","Male","55","55","20380","20310"
"In post","2021","Newry, Mourne and Down","EO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Newry, Mourne and Down","EO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Newry, Mourne and Down","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Newry, Mourne and Down","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"In post","2021","North and North East Lincolnshire","AA/AO","Female","220","175","20790","21010"
"In post","2021","North and North East Lincolnshire","AA/AO","Male","80","80","21100","21010"
"In post","2021","North and North East Lincolnshire","EO","Female","225","195","27210","27570"
"In post","2021","North and North East Lincolnshire","EO","Male","125","120","26980","27570"
"In post","2021","North and North East Lincolnshire","G6/G7","Female","5","5","[c]","[c]"
"In post","2021","North and North East Lincolnshire","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2021","North and North East Lincolnshire","SEO/HEO","Female","40","35","33340","32570"
"In post","2021","North and North East Lincolnshire","SEO/HEO","Male","30","30","34260","34090"
"In post","2021","North and North East Lincolnshire","Unknown","Female","70","65","29040","28200"
"In post","2021","North and North East Lincolnshire","Unknown","Male","20","20","[c]","[c]"
"In post","2021","North and West Norfolk","AA/AO","Female","215","190","22410","20920"
"In post","2021","North and West Norfolk","AA/AO","Male","285","275","25540","22850"
"In post","2021","North and West Norfolk","EO","Female","110","95","27590","27570"
"In post","2021","North and West Norfolk","EO","Male","100","95","29370","27570"
"In post","2021","North and West Norfolk","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2021","North and West Norfolk","G6/G7","Male","10","5","[c]","[c]"
"In post","2021","North and West Norfolk","SEO/HEO","Female","60","55","34890","33000"
"In post","2021","North and West Norfolk","SEO/HEO","Male","120","115","36020","34540"
"In post","2021","North and West Norfolk","Unknown","Female","25","20","[c]","[c]"
"In post","2021","North and West Norfolk","Unknown","Male","10","10","[c]","[c]"
"In post","2021","North Hampshire","AA/AO","Female","200","180","20910","20920"
"In post","2021","North Hampshire","AA/AO","Male","100","100","22050","20520"
"In post","2021","North Hampshire","EO","Female","165","150","27150","27570"
"In post","2021","North Hampshire","EO","Male","105","105","27330","27570"
"In post","2021","North Hampshire","G6/G7","Female","30","30","[c]","[c]"
"In post","2021","North Hampshire","G6/G7","Male","65","65","74620","78000"
"In post","2021","North Hampshire","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2021","North Hampshire","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2021","North Hampshire","SEO/HEO","Female","155","150","36180","33840"
"In post","2021","North Hampshire","SEO/HEO","Male","130","130","37180","34500"
"In post","2021","North Hampshire","Unknown","Female","50","45","28710","23380"
"In post","2021","North Hampshire","Unknown","Male","10","10","[c]","[c]"
"In post","2021","North Lanarkshire","AA/AO","Female","1010","795","20850","20810"
"In post","2021","North Lanarkshire","AA/AO","Male","450","420","21060","20140"
"In post","2021","North Lanarkshire","EO","Female","465","415","27310","27570"
"In post","2021","North Lanarkshire","EO","Male","380","355","29080","27570"
"In post","2021","North Lanarkshire","G6/G7","Female","40","40","55730","52840"
"In post","2021","North Lanarkshire","G6/G7","Male","20","20","[c]","[c]"
"In post","2021","North Lanarkshire","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2021","North Lanarkshire","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2021","North Lanarkshire","SEO/HEO","Female","230","215","34770","31990"
"In post","2021","North Lanarkshire","SEO/HEO","Male","195","180","35490","33370"
"In post","2021","North Northamptonshire","AA/AO","Female","155","120","20960","21010"
"In post","2021","North Northamptonshire","AA/AO","Male","50","45","22050","21010"
"In post","2021","North Northamptonshire","EO","Female","160","145","27490","27570"
"In post","2021","North Northamptonshire","EO","Male","90","85","27900","27570"
"In post","2021","North Northamptonshire","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2021","North Northamptonshire","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2021","North Northamptonshire","SEO/HEO","Female","20","15","[c]","[c]"
"In post","2021","North Northamptonshire","SEO/HEO","Male","10","10","[c]","[c]"
"In post","2021","North Northamptonshire","Unknown","Female","25","20","[c]","[c]"
"In post","2021","North Northamptonshire","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2021","North Nottinghamshire","AA/AO","Female","170","155","22770","21900"
"In post","2021","North Nottinghamshire","AA/AO","Male","250","240","25040","25300"
"In post","2021","North Nottinghamshire","EO","Female","195","175","27470","27570"
"In post","2021","North Nottinghamshire","EO","Male","130","120","28300","27570"
"In post","2021","North Nottinghamshire","G6/G7","Female","15","15","[c]","[c]"
"In post","2021","North Nottinghamshire","G6/G7","Male","5","5","[c]","[c]"
"In post","2021","North Nottinghamshire","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2021","North Nottinghamshire","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2021","North Nottinghamshire","SEO/HEO","Female","70","70","39110","37240"
"In post","2021","North Nottinghamshire","SEO/HEO","Male","65","60","38910","37280"
"In post","2021","North Nottinghamshire","Unknown","Female","70","65","29770","30210"
"In post","2021","North Nottinghamshire","Unknown","Male","25","25","[c]","[c]"
"In post","2021","North Yorkshire CC","AA/AO","Female","340","305","21450","20920"
"In post","2021","North Yorkshire CC","AA/AO","Male","470","460","24290","20720"
"In post","2021","North Yorkshire CC","EO","Female","260","235","27540","27570"
"In post","2021","North Yorkshire CC","EO","Male","275","265","28480","27570"
"In post","2021","North Yorkshire CC","G6/G7","Female","45","40","63630","56380"
"In post","2021","North Yorkshire CC","G6/G7","Male","50","50","59830","55080"
"In post","2021","North Yorkshire CC","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2021","North Yorkshire CC","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2021","North Yorkshire CC","SEO/HEO","Female","180","175","35460","33630"
"In post","2021","North Yorkshire CC","SEO/HEO","Male","215","210","37340","35910"
"In post","2021","North Yorkshire CC","Unknown","Female","75","70","28410","24800"
"In post","2021","North Yorkshire CC","Unknown","Male","20","20","[c]","[c]"
"In post","2021","Northumberland","AA/AO","Female","50","45","20640","20970"
"In post","2021","Northumberland","AA/AO","Male","40","40","20210","20520"
"In post","2021","Northumberland","EO","Female","135","115","27330","27570"
"In post","2021","Northumberland","EO","Male","55","55","27060","27570"
"In post","2021","Northumberland","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2021","Northumberland","G6/G7","Male","5","5","[c]","[c]"
"In post","2021","Northumberland","SEO/HEO","Female","40","35","34210","33300"
"In post","2021","Northumberland","SEO/HEO","Male","30","30","37280","37130"
"In post","2021","Northumberland","Unknown","Female","25","25","[c]","[c]"
"In post","2021","Northumberland","Unknown","Male","10","10","[c]","[c]"
"In post","2021","Norwich and East Norfolk","AA/AO","Female","330","270","21220","21010"
"In post","2021","Norwich and East Norfolk","AA/AO","Male","305","295","23250","21830"
"In post","2021","Norwich and East Norfolk","EO","Female","310","260","26880","27570"
"In post","2021","Norwich and East Norfolk","EO","Male","245","230","27680","27570"
"In post","2021","Norwich and East Norfolk","G6/G7","Female","65","60","53610","52050"
"In post","2021","Norwich and East Norfolk","G6/G7","Male","60","60","58100","56340"
"In post","2021","Norwich and East Norfolk","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2021","Norwich and East Norfolk","SCS level","Male","10","10","[c]","[c]"
"In post","2021","Norwich and East Norfolk","SEO/HEO","Female","160","150","34350","33170"
"In post","2021","Norwich and East Norfolk","SEO/HEO","Male","185","180","36550","34290"
"In post","2021","Norwich and East Norfolk","Unknown","Female","80","70","29200","29750"
"In post","2021","Norwich and East Norfolk","Unknown","Male","35","35","30420","28710"
"In post","2021","Nottingham","AA/AO","Female","1170","1025","20830","20420"
"In post","2021","Nottingham","AA/AO","Male","915","870","21650","20660"
"In post","2021","Nottingham","EO","Female","1230","1105","26060","26120"
"In post","2021","Nottingham","EO","Male","915","890","26150","25560"
"In post","2021","Nottingham","G6/G7","Female","475","450","55850","52580"
"In post","2021","Nottingham","G6/G7","Male","480","465","56550","52580"
"In post","2021","Nottingham","SCS level","Female","35","35","88390","79070"
"In post","2021","Nottingham","SCS level","Male","30","30","92980","87580"
"In post","2021","Nottingham","SEO/HEO","Female","1385","1290","34910","32310"
"In post","2021","Nottingham","SEO/HEO","Male","1150","1120","34840","32100"
"In post","2021","Nottingham","Unknown","Female","135","120","27600","28200"
"In post","2021","Nottingham","Unknown","Male","40","35","29830","30210"
"In post","2021","Orkney Islands","AA/AO","Female","5","5","[c]","[c]"
"In post","2021","Orkney Islands","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Orkney Islands","EO","Female","10","10","[c]","[c]"
"In post","2021","Orkney Islands","EO","Male","10","10","[c]","[c]"
"In post","2021","Orkney Islands","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2021","Orkney Islands","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2021","Orkney Islands","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Orkney Islands","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Overseas","AA/AO","Female","25","25","[c]","[c]"
"In post","2021","Overseas","AA/AO","Male","25","25","[c]","[c]"
"In post","2021","Overseas","EO","Female","125","125","27990","27160"
"In post","2021","Overseas","EO","Male","150","150","28040","27370"
"In post","2021","Overseas","G6/G7","Female","555","550","59480","58030"
"In post","2021","Overseas","G6/G7","Male","785","780","60220","58030"
"In post","2021","Overseas","SCS level","Female","110","110","84260","75880"
"In post","2021","Overseas","SCS level","Male","175","175","87050","78410"
"In post","2021","Overseas","SEO/HEO","Female","580","580","38720","36960"
"In post","2021","Overseas","SEO/HEO","Male","965","960","40640","36920"
"In post","2021","Overseas","Unknown","Female","100","100","[c]","[c]"
"In post","2021","Overseas","Unknown","Male","155","155","[c]","[c]"
"In post","2021","Oxfordshire","AA/AO","Female","555","500","22920","21500"
"In post","2021","Oxfordshire","AA/AO","Male","595","585","25470","21580"
"In post","2021","Oxfordshire","EO","Female","310","285","27260","27570"
"In post","2021","Oxfordshire","EO","Male","245","240","29730","27570"
"In post","2021","Oxfordshire","G6/G7","Female","125","115","60500","57120"
"In post","2021","Oxfordshire","G6/G7","Male","95","90","62120","57120"
"In post","2021","Oxfordshire","SCS level","Female","10","10","[c]","[c]"
"In post","2021","Oxfordshire","SCS level","Male","10","10","[c]","[c]"
"In post","2021","Oxfordshire","SEO/HEO","Female","335","315","36610","35780"
"In post","2021","Oxfordshire","SEO/HEO","Male","320","310","38290","37890"
"In post","2021","Oxfordshire","Unknown","Female","105","90","30340","32040"
"In post","2021","Oxfordshire","Unknown","Male","40","40","30150","31400"
"In post","2021","Perth and Kinross and Stirling","AA/AO","Female","225","205","22760","22230"
"In post","2021","Perth and Kinross and Stirling","AA/AO","Male","235","230","24160","25870"
"In post","2021","Perth and Kinross and Stirling","EO","Female","255","235","29660","28410"
"In post","2021","Perth and Kinross and Stirling","EO","Male","310","295","31450","33650"
"In post","2021","Perth and Kinross and Stirling","G6/G7","Female","25","20","[c]","[c]"
"In post","2021","Perth and Kinross and Stirling","G6/G7","Male","35","30","60090","56800"
"In post","2021","Perth and Kinross and Stirling","SEO/HEO","Female","100","90","39190","39230"
"In post","2021","Perth and Kinross and Stirling","SEO/HEO","Male","165","155","39010","39500"
"In post","2021","Peterborough","AA/AO","Female","450","375","20900","21430"
"In post","2021","Peterborough","AA/AO","Male","240","225","21160","21430"
