"Status","Year","Ethnicity","Profession_of_post","Responsibility_level_ungrouped","Sex","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Asian","Legal","SEO","Female","80","70","41240","41000"
"In post","2021","Asian","Legal","SEO","Male","45","40","42440","42060"
"In post","2021","Asian","Legal","SEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Legal","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Legal","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Legal","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Medicine","AA","Female","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Medicine","AA","Male","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Medicine","AA","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Medicine","AO","Female","30","30","[c]","[c]"
"In post","2021","Asian","Medicine","AO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Medicine","AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Medicine","EO","Female","10","10","[c]","[c]"
"In post","2021","Asian","Medicine","EO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Medicine","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Medicine","G6","Female","10","5","[c]","[c]"
"In post","2021","Asian","Medicine","G6","Male","15","10","[c]","[c]"
"In post","2021","Asian","Medicine","G6","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Medicine","G7","Female","15","15","[c]","[c]"
"In post","2021","Asian","Medicine","G7","Male","20","20","[c]","[c]"
"In post","2021","Asian","Medicine","G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Medicine","HEO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Medicine","HEO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Medicine","HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Medicine","SCS level","Female","55","45","108710","103400"
"In post","2021","Asian","Medicine","SCS level","Male","25","25","[c]","[c]"
"In post","2021","Asian","Medicine","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Medicine","SEO","Female","5","5","[c]","[c]"
"In post","2021","Asian","Medicine","SEO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Medicine","SEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Medicine","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Medicine","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Medicine","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Operational Delivery","AA","Female","215","180","20430","20600"
"In post","2021","Asian","Operational Delivery","AA","Male","200","185","21340","21500"
"In post","2021","Asian","Operational Delivery","AA","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Operational Delivery","AO","Female","2340","1975","22360","21430"
"In post","2021","Asian","Operational Delivery","AO","Male","1705","1610","23040","21430"
"In post","2021","Asian","Operational Delivery","AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Operational Delivery","EO","Female","1740","1565","27550","28130"
"In post","2021","Asian","Operational Delivery","EO","Male","1295","1255","27540","27370"
"In post","2021","Asian","Operational Delivery","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Operational Delivery","G6","Female","20","20","[c]","[c]"
"In post","2021","Asian","Operational Delivery","G6","Male","15","15","[c]","[c]"
"In post","2021","Asian","Operational Delivery","G6","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Operational Delivery","G7","Female","120","115","54470","53600"
"In post","2021","Asian","Operational Delivery","G7","Male","105","105","57140","55930"
"In post","2021","Asian","Operational Delivery","G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Operational Delivery","HEO","Female","625","595","33400","33300"
"In post","2021","Asian","Operational Delivery","HEO","Male","615","580","34060","32830"
"In post","2021","Asian","Operational Delivery","HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Operational Delivery","SCS level","Female","5","5","[c]","[c]"
"In post","2021","Asian","Operational Delivery","SCS level","Male","15","15","[c]","[c]"
"In post","2021","Asian","Operational Delivery","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Operational Delivery","SEO","Female","280","270","41330","40950"
"In post","2021","Asian","Operational Delivery","SEO","Male","255","255","45690","42000"
"In post","2021","Asian","Operational Delivery","SEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Operational Delivery","Unknown","Female","380","345","28920","28200"
"In post","2021","Asian","Operational Delivery","Unknown","Male","140","135","29810","28200"
"In post","2021","Asian","Operational Delivery","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Operational Research","AA","Female","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Operational Research","AA","Male","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Operational Research","AA","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Operational Research","AO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Operational Research","AO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Operational Research","AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Operational Research","EO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Operational Research","EO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Operational Research","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Operational Research","G6","Female","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Operational Research","G6","Male","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Operational Research","G6","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Operational Research","G7","Female","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Operational Research","G7","Male","5","5","[c]","[c]"
"In post","2021","Asian","Operational Research","G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Operational Research","HEO","Female","10","10","[c]","[c]"
"In post","2021","Asian","Operational Research","HEO","Male","10","10","[c]","[c]"
"In post","2021","Asian","Operational Research","HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Operational Research","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Operational Research","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Operational Research","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Operational Research","SEO","Female","5","5","[c]","[c]"
"In post","2021","Asian","Operational Research","SEO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Operational Research","SEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Operational Research","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Operational Research","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Operational Research","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Other","AA","Female","20","20","[c]","[c]"
"In post","2021","Asian","Other","AA","Male","35","35","20060","18800"
"In post","2021","Asian","Other","AA","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Other","AO","Female","105","95","23110","23090"
"In post","2021","Asian","Other","AO","Male","65","60","23170","21870"
"In post","2021","Asian","Other","AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Other","EO","Female","145","135","27230","27580"
"In post","2021","Asian","Other","EO","Male","120","115","25890","26670"
"In post","2021","Asian","Other","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Other","G6","Female","15","15","[c]","[c]"
"In post","2021","Asian","Other","G6","Male","10","10","[c]","[c]"
"In post","2021","Asian","Other","G6","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Other","G7","Female","30","30","55240","54190"
"In post","2021","Asian","Other","G7","Male","30","30","58000","57440"
"In post","2021","Asian","Other","G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Other","HEO","Female","90","85","33670","34550"
"In post","2021","Asian","Other","HEO","Male","60","60","33540","33300"
"In post","2021","Asian","Other","HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Other","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Other","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Other","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Other","SEO","Female","60","60","41720","41970"
"In post","2021","Asian","Other","SEO","Male","45","45","42160","41970"
"In post","2021","Asian","Other","SEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Other","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Other","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Other","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Planning","AO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Planning","AO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Planning","AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Planning","EO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Planning","EO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Planning","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Planning","G6","Female","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Planning","G6","Male","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Planning","G6","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Planning","G7","Female","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Planning","G7","Male","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Planning","G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Planning","HEO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Planning","HEO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Planning","HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Planning","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Planning","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Planning","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Planning","SEO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Planning","SEO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Planning","SEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Planning Inspectors","G6","Female","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Planning Inspectors","G6","Male","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Planning Inspectors","G6","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Planning Inspectors","G7","Female","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Planning Inspectors","G7","Male","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Planning Inspectors","G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Planning Inspectors","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Planning Inspectors","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Planning Inspectors","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Policy","AA","Female","10","10","[c]","[c]"
"In post","2021","Asian","Policy","AA","Male","10","5","[c]","[c]"
"In post","2021","Asian","Policy","AA","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Policy","AO","Female","40","35","24790","23830"
"In post","2021","Asian","Policy","AO","Male","20","20","[c]","[c]"
"In post","2021","Asian","Policy","AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Policy","EO","Female","175","170","28730","28670"
"In post","2021","Asian","Policy","EO","Male","110","105","28830","28670"
"In post","2021","Asian","Policy","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Policy","G6","Female","75","70","66930","66200"
"In post","2021","Asian","Policy","G6","Male","60","60","67120","65470"
"In post","2021","Asian","Policy","G6","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Policy","G7","Female","270","260","55040","54160"
"In post","2021","Asian","Policy","G7","Male","165","165","55080","53760"
"In post","2021","Asian","Policy","G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Policy","HEO","Female","330","320","34250","33740"
"In post","2021","Asian","Policy","HEO","Male","245","240","34420","34020"
"In post","2021","Asian","Policy","HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Policy","SCS level","Female","35","35","80230","77000"
"In post","2021","Asian","Policy","SCS level","Male","35","35","82660","75030"
"In post","2021","Asian","Policy","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Policy","SEO","Female","220","215","41190","41300"
"In post","2021","Asian","Policy","SEO","Male","125","125","41510","40510"
"In post","2021","Asian","Policy","SEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Policy","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Policy","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Policy","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Project Delivery","AA","Female","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Project Delivery","AA","Male","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Project Delivery","AA","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Project Delivery","AO","Female","10","10","[c]","[c]"
"In post","2021","Asian","Project Delivery","AO","Male","5","5","[c]","[c]"
"In post","2021","Asian","Project Delivery","AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Project Delivery","EO","Female","80","80","27430","27680"
"In post","2021","Asian","Project Delivery","EO","Male","50","50","27150","26740"
"In post","2021","Asian","Project Delivery","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Project Delivery","G6","Female","15","15","[c]","[c]"
"In post","2021","Asian","Project Delivery","G6","Male","20","20","[c]","[c]"
"In post","2021","Asian","Project Delivery","G6","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Project Delivery","G7","Female","75","70","55180","54760"
"In post","2021","Asian","Project Delivery","G7","Male","70","70","54580","54760"
"In post","2021","Asian","Project Delivery","G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Project Delivery","HEO","Female","140","130","34030","34870"
"In post","2021","Asian","Project Delivery","HEO","Male","110","110","33590","33300"
"In post","2021","Asian","Project Delivery","HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Project Delivery","SCS level","Female","5","5","[c]","[c]"
"In post","2021","Asian","Project Delivery","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Project Delivery","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Project Delivery","SEO","Female","110","110","41240","41850"
"In post","2021","Asian","Project Delivery","SEO","Male","110","110","41050","41550"
"In post","2021","Asian","Project Delivery","SEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Project Delivery","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Project Delivery","Unknown","Male","5","5","[c]","[c]"
"In post","2021","Asian","Project Delivery","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Property","AA","Female","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Property","AA","Male","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Property","AA","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Property","AO","Female","10","10","[c]","[c]"
"In post","2021","Asian","Property","AO","Male","5","5","[c]","[c]"
"In post","2021","Asian","Property","AO","Unknown","[c]","[c]","[c]","[c]"
