"Status","Year","Function_of_post","Profession_of_post","Region_london","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2021","Project Delivery","Other","London","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","Other","London","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","Other","Outside London","Heterosexual / straight","105","[c]","28560","25000"
"New entrant CS","2021","Project Delivery","Other","Outside London","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","Other","Outside London","Undeclared","5","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","Other","Outside London","Unknown","35","[c]","23990","18000"
"New entrant CS","2021","Project Delivery","Policy","London","Heterosexual / straight","20","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","Policy","London","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","Policy","London","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","Policy","London","Unknown","10","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","Policy","Outside London","Heterosexual / straight","10","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","Policy","Outside London","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","Policy","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","Policy","Outside London","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","Project Delivery","London","Heterosexual / straight","150","[c]","41700","35540"
"New entrant CS","2021","Project Delivery","Project Delivery","London","LGBO","20","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","Project Delivery","London","Undeclared","10","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","Project Delivery","London","Unknown","50","[c]","42380","36800"
"New entrant CS","2021","Project Delivery","Project Delivery","Outside London","Heterosexual / straight","555","[c]","36420","33300"
"New entrant CS","2021","Project Delivery","Project Delivery","Outside London","LGBO","45","[c]","31020","29000"
"New entrant CS","2021","Project Delivery","Project Delivery","Outside London","Undeclared","30","[c]","40970","37870"
"New entrant CS","2021","Project Delivery","Project Delivery","Outside London","Unknown","175","[c]","34580","31810"
"New entrant CS","2021","Project Delivery","Property","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","Property","London","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","Property","London","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","Property","Outside London","Heterosexual / straight","15","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","Property","Outside London","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","Property","Outside London","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","Science and Engineering","Outside London","Heterosexual / straight","170","[c]","34520","32150"
"New entrant CS","2021","Project Delivery","Science and Engineering","Outside London","LGBO","5","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","Science and Engineering","Outside London","Undeclared","15","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","Science and Engineering","Outside London","Unknown","85","[c]","22710","16780"
"New entrant CS","2021","Project Delivery","Security","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","Security","Outside London","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","Tax","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","Tax","Outside London","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","Tax","Outside London","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","Unknown","London","Heterosexual / straight","30","[c]","60810","54700"
"New entrant CS","2021","Project Delivery","Unknown","London","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","Unknown","London","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","Unknown","London","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","Unknown","Outside London","Heterosexual / straight","5","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","Unknown","Outside London","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","Unknown","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","Unknown","Outside London","Unknown","20","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","Unknown","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","Commercial","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","Commercial","Outside London","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","Commercial","Outside London","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","Digital, Data and Technology","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","Digital, Data and Technology","Outside London","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","Digital, Data and Technology","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","Knowledge and Information Management","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","Knowledge and Information Management","Outside London","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","Knowledge and Information Management","Outside London","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","Operational Delivery","London","Heterosexual / straight","10","[c]","[c]","[c]"
"New entrant CS","2021","Property","Operational Delivery","London","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","Operational Delivery","London","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","Operational Delivery","Outside London","Heterosexual / straight","75","[c]","23210","20880"
"New entrant CS","2021","Property","Operational Delivery","Outside London","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","Operational Delivery","Outside London","Undeclared","5","[c]","[c]","[c]"
"New entrant CS","2021","Property","Operational Delivery","Outside London","Unknown","65","[c]","22040","20880"
"New entrant CS","2021","Property","Operational Delivery","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","Operational Delivery","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","Other","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","Other","London","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","Other","Outside London","Heterosexual / straight","5","[c]","[c]","[c]"
"New entrant CS","2021","Property","Other","Outside London","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","Other","Outside London","Unknown","25","[c]","[c]","[c]"
"New entrant CS","2021","Property","Planning","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","Planning","Outside London","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","Planning","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","Project Delivery","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","Project Delivery","London","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","Project Delivery","London","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","Project Delivery","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","Project Delivery","Outside London","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","Project Delivery","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","Project Delivery","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","Project Delivery","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","Property","London","Heterosexual / straight","35","[c]","39740","35520"
"New entrant CS","2021","Property","Property","London","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","Property","London","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","Property","London","Unknown","15","[c]","[c]","[c]"
"New entrant CS","2021","Property","Property","Outside London","Heterosexual / straight","270","[c]","32670","30000"
"New entrant CS","2021","Property","Property","Outside London","LGBO","15","[c]","[c]","[c]"
"New entrant CS","2021","Property","Property","Outside London","Undeclared","15","[c]","[c]","[c]"
"New entrant CS","2021","Property","Property","Outside London","Unknown","90","[c]","31580","24660"
"New entrant CS","2021","Property","Property","Overseas","Heterosexual / straight","5","[c]","[c]","[c]"
"New entrant CS","2021","Property","Property","Overseas","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","Property","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","Property","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","Property","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","Security","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","Security","Outside London","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","Unknown","London","Heterosexual / straight","5","[c]","[c]","[c]"
"New entrant CS","2021","Property","Unknown","London","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","Unknown","London","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","Unknown","Outside London","Heterosexual / straight","10","[c]","[c]","[c]"
"New entrant CS","2021","Property","Unknown","Outside London","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","Unknown","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","Unknown","Outside London","Unknown","50","[c]","26480","25140"
"New entrant CS","2021","Security","Knowledge and Information Management","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Security","Knowledge and Information Management","London","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Security","Knowledge and Information Management","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Security","Knowledge and Information Management","Outside London","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Security","Knowledge and Information Management","Outside London","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Security","Security","London","Heterosexual / straight","40","[c]","30780","29370"
"New entrant CS","2021","Security","Security","London","LGBO","5","[c]","[c]","[c]"
"New entrant CS","2021","Security","Security","London","Undeclared","5","[c]","[c]","[c]"
"New entrant CS","2021","Security","Security","London","Unknown","30","[c]","33930","30120"
"New entrant CS","2021","Security","Security","Outside London","Heterosexual / straight","380","[c]","25670","23540"
"New entrant CS","2021","Security","Security","Outside London","LGBO","25","[c]","[c]","[c]"
"New entrant CS","2021","Security","Security","Outside London","Undeclared","20","[c]","[c]","[c]"
"New entrant CS","2021","Security","Security","Outside London","Unknown","210","[c]","27930","25390"
"New entrant CS","2021","Security","Security","Overseas","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Security","Security","Overseas","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Security","Security","Overseas","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Security","Unknown","London","Heterosexual / straight","20","[c]","[c]","[c]"
"New entrant CS","2021","Security","Unknown","London","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Security","Unknown","London","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Security","Unknown","London","Unknown","15","[c]","[c]","[c]"
"New entrant CS","2021","Security","Unknown","Outside London","Heterosexual / straight","10","[c]","[c]","[c]"
"New entrant CS","2021","Security","Unknown","Outside London","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Security","Unknown","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Security","Unknown","Outside London","Unknown","35","[c]","20700","20800"
"New entrant CS","2021","Security","Unknown","Unknown","Heterosexual / straight","10","[c]","[c]","[c]"
