"Status","Year","Age","Disability","Organisation","Parent_department","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","50-59","Declared non-disabled","Royal Fleet Auxiliary","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Declared non-disabled","Rural Payments Agency","Department for Environment, Food and Rural Affairs","485","455","29000","26010"
"In post","2021","50-59","Declared non-disabled","Scotland Office (incl. Office of the Advocate General for Scotland)","Scotland Office","10","10","[c]","[c]"
"In post","2021","50-59","Declared non-disabled","Scottish Courts and Tribunals Service","Scottish Government","30","30","35230","22820"
"In post","2021","50-59","Declared non-disabled","Scottish Fiscal Commission","Scottish Government","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Declared non-disabled","Scottish Forestry","Scottish Government","60","55","38170","36610"
"In post","2021","50-59","Declared non-disabled","Scottish Government (excl. agencies)","Scottish Government","1200","1165","49070","46600"
"In post","2021","50-59","Declared non-disabled","Scottish Housing Regulator","Scottish Government","15","15","[c]","[c]"
"In post","2021","50-59","Declared non-disabled","Scottish Prison Service","Scottish Government","30","25","[c]","[c]"
"In post","2021","50-59","Declared non-disabled","Scottish Public Pensions Agency","Scottish Government","35","35","29960","27150"
"In post","2021","50-59","Declared non-disabled","Serious Fraud Office","Attorney General's Departments","85","85","50030","43640"
"In post","2021","50-59","Declared non-disabled","Social Security Scotland","Scottish Government","135","130","35730","30650"
"In post","2021","50-59","Declared non-disabled","Standards and Testing Agency","Department for Education","15","15","[c]","[c]"
"In post","2021","50-59","Declared non-disabled","Student Awards Agency for Scotland","Scottish Government","20","20","[c]","[c]"
"In post","2021","50-59","Declared non-disabled","Submarine Delivery Agency","Ministry of Defence","300","295","50760","46010"
"In post","2021","50-59","Declared non-disabled","Teaching Regulation Agency","Department for Education","10","10","[c]","[c]"
"In post","2021","50-59","Declared non-disabled","The National Archives","The National Archives","75","70","39090","34770"
"In post","2021","50-59","Declared non-disabled","Transport Scotland","Scottish Government","75","70","49420","46600"
"In post","2021","50-59","Declared non-disabled","UK Export Finance","UK Export Finance","100","95","61030","51850"
"In post","2021","50-59","Declared non-disabled","UK Hydrographic Office","Ministry of Defence","125","120","36770","33290"
"In post","2021","50-59","Declared non-disabled","UK Intellectual Property Office","Department for Business, Energy and Industrial Strategy","245","235","43380","40720"
"In post","2021","50-59","Declared non-disabled","UK Space Agency","Department for Business, Energy and Industrial Strategy","25","25","[c]","[c]"
"In post","2021","50-59","Declared non-disabled","UK Supreme Court","UK Supreme Court","15","15","[c]","[c]"
"In post","2021","50-59","Declared non-disabled","United Kingdom Statistics Authority","United Kingdom Statistics Authority","705","615","33830","30130"
"In post","2021","50-59","Declared non-disabled","Valuation Office Agency","HM Revenue and Customs","835","790","37370","33250"
"In post","2021","50-59","Declared non-disabled","Vehicle Certification Agency","Department for Transport","30","30","42460","42490"
"In post","2021","50-59","Declared non-disabled","Veterinary Medicines Directorate","Department for Environment, Food and Rural Affairs","40","40","45400","39330"
"In post","2021","50-59","Declared non-disabled","Wales Office","Wales Office","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Declared non-disabled","Water Services Regulation Authority","Water Services Regulation Authority","35","35","57780","54220"
"In post","2021","50-59","Declared non-disabled","Welsh Government (excl. agencies)","Welsh Government","1435","1385","44970","43760"
"In post","2021","50-59","Declared non-disabled","Welsh Revenue Authority","Welsh Government","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Declared non-disabled","Wilton Park","Foreign, Commonwealth and Development Office","20","20","[c]","[c]"
"In post","2021","50-59","Undeclared","Accountant in Bankruptcy","Scottish Government","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Undeclared","Advisory, Conciliation and Arbitration Service","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Undeclared","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","55","55","31700","28960"
"In post","2021","50-59","Undeclared","Cabinet Office (excl. agencies)","Cabinet Office","70","70","45760","39580"
"In post","2021","50-59","Undeclared","Centre for Environment, Fisheries and Aquaculture Science","Department for Environment, Food and Rural Affairs","5","5","[c]","[c]"
"In post","2021","50-59","Undeclared","Companies House","Department for Business, Energy and Industrial Strategy","20","20","[c]","[c]"
"In post","2021","50-59","Undeclared","Competition and Markets Authority","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Undeclared","Criminal Injuries Compensation Authority","Ministry of Justice","25","25","[c]","[c]"
"In post","2021","50-59","Undeclared","Crown Commercial Service","Other Cabinet Office Agencies","5","5","[c]","[c]"
"In post","2021","50-59","Undeclared","Crown Office and Procurator Fiscal Service","Scottish Government","30","30","41150","34150"
"In post","2021","50-59","Undeclared","Crown Prosecution Service","Attorney General's Departments","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Undeclared","Defence Electronics and Components Agency","Ministry of Defence","90","90","29200","28750"
"In post","2021","50-59","Undeclared","Defence Equipment and Support","Ministry of Defence","265","260","40690","39840"
"In post","2021","50-59","Undeclared","Defence Science and Technology Laboratory","Ministry of Defence","115","115","45680","46170"
"In post","2021","50-59","Undeclared","Department for Business, Energy and Industrial Strategy (excl. agencies)","Department for Business, Energy and Industrial Strategy","50","45","52620","53600"
"In post","2021","50-59","Undeclared","Department for Digital, Culture, Media and Sport","Department for Digital, Culture, Media and Sport","10","10","[c]","[c]"
"In post","2021","50-59","Undeclared","Department for Education (excl. agencies)","Department for Education","65","65","45530","44540"
"In post","2021","50-59","Undeclared","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","70","70","40950","36970"
"In post","2021","50-59","Undeclared","Department for International Trade","Department for International Trade","15","15","[c]","[c]"
"In post","2021","50-59","Undeclared","Department for Transport (excl. agencies)","Department for Transport","100","95","43980","35640"
"In post","2021","50-59","Undeclared","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","1180","1095","27780","27570"
"In post","2021","50-59","Undeclared","Driver and Vehicle Licensing Agency","Department for Transport","125","110","28190","21590"
"In post","2021","50-59","Undeclared","Driver and Vehicle Standards Agency","Department for Transport","100","95","29540","27680"
"In post","2021","50-59","Undeclared","Education and Skills Funding Agency","Department for Education","20","20","[c]","[c]"
"In post","2021","50-59","Undeclared","Education Scotland","Scottish Government","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Undeclared","ESTYN","ESTYN","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Undeclared","FCDO Services","Foreign, Commonwealth and Development Office","20","20","[c]","[c]"
"In post","2021","50-59","Undeclared","Food Standards Agency","Food Standards Agency","95","95","41180","37910"
"In post","2021","50-59","Undeclared","Food Standards Scotland","Scottish Government","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Undeclared","Foreign, Commonwealth and Development Office (excl. agencies)","Foreign, Commonwealth and Development Office","100","100","53170","54470"
"In post","2021","50-59","Undeclared","Government Internal Audit Agency","HM Treasury","15","15","[c]","[c]"
"In post","2021","50-59","Undeclared","Government Legal Department","Attorney General's Departments","30","30","62130","69650"
"In post","2021","50-59","Undeclared","Government Property Agency","Other Cabinet Office Agencies","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Undeclared","Health and Safety Executive","Department for Work and Pensions","75","75","48870","46320"
"In post","2021","50-59","Undeclared","HM Courts and Tribunals Service","Ministry of Justice","420","390","25690","21180"
"In post","2021","50-59","Undeclared","HM Land Registry","HM Land Registry","120","110","33520","33840"
"In post","2021","50-59","Undeclared","HM Prison and Probation Service","Ministry of Justice","2965","2800","32420","31650"
"In post","2021","50-59","Undeclared","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","1150","1065","34140","31810"
"In post","2021","50-59","Undeclared","HM Treasury (excl. agencies)","HM Treasury","15","15","[c]","[c]"
"In post","2021","50-59","Undeclared","Home Office (incl. agencies)","Home Office","715","670","32700","29020"
"In post","2021","50-59","Undeclared","Insolvency Service","Department for Business, Energy and Industrial Strategy","15","15","[c]","[c]"
"In post","2021","50-59","Undeclared","Institute for Apprenticeships and Technical Education","Department for Education","5","5","[c]","[c]"
"In post","2021","50-59","Undeclared","Legal Aid Agency","Ministry of Justice","15","15","[c]","[c]"
"In post","2021","50-59","Undeclared","Maritime and Coastguard Agency","Department for Transport","25","25","[c]","[c]"
"In post","2021","50-59","Undeclared","Medicines and Healthcare Products Regulatory Agency","Department of Health and Social Care","10","10","[c]","[c]"
"In post","2021","50-59","Undeclared","Ministry of Defence (excl. agencies)","Ministry of Defence","1225","1205","32030","29200"
"In post","2021","50-59","Undeclared","Ministry of Housing, Communities and Local Government (excl. agencies)","Ministry of Housing, Communities and Local Government","25","25","[c]","[c]"
