"Status","Year","Disability","Organisation","Profession_of_post","Region_london","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Unknown","United Kingdom Statistics Authority","Policy","Outside London","20","20","[c]","[c]"
"In post","2021","Unknown","United Kingdom Statistics Authority","Project Delivery","London","5","5","[c]","[c]"
"In post","2021","Unknown","United Kingdom Statistics Authority","Project Delivery","Outside London","75","70","38140","36030"
"In post","2021","Unknown","United Kingdom Statistics Authority","Property","London","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","United Kingdom Statistics Authority","Property","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","United Kingdom Statistics Authority","Security","Outside London","20","20","[c]","[c]"
"In post","2021","Unknown","United Kingdom Statistics Authority","Social Research","London","25","25","[c]","[c]"
"In post","2021","Unknown","United Kingdom Statistics Authority","Social Research","Outside London","200","195","34030","30130"
"In post","2021","Unknown","United Kingdom Statistics Authority","Statistics","London","50","45","42520","32540"
"In post","2021","Unknown","United Kingdom Statistics Authority","Statistics","Outside London","170","170","37270","36200"
"In post","2021","Unknown","Valuation Office Agency","Communications","London","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Valuation Office Agency","Communications","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Valuation Office Agency","Finance","London","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Valuation Office Agency","Finance","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Valuation Office Agency","Human Resources","London","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Valuation Office Agency","Human Resources","Outside London","10","10","[c]","[c]"
"In post","2021","Unknown","Valuation Office Agency","Knowledge and Information Management","London","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Valuation Office Agency","Knowledge and Information Management","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Valuation Office Agency","Operational Delivery","London","5","5","[c]","[c]"
"In post","2021","Unknown","Valuation Office Agency","Operational Delivery","Outside London","325","305","23400","21100"
"In post","2021","Unknown","Valuation Office Agency","Policy","London","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Valuation Office Agency","Project Delivery","London","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Valuation Office Agency","Project Delivery","Outside London","15","15","[c]","[c]"
"In post","2021","Unknown","Valuation Office Agency","Property","London","75","75","36260","35100"
"In post","2021","Unknown","Valuation Office Agency","Property","Outside London","240","225","30450","26500"
"In post","2021","Unknown","Valuation Office Agency","Statistics","London","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Valuation Office Agency","Statistics","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Vehicle Certification Agency","Finance","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Vehicle Certification Agency","Operational Delivery","Outside London","10","10","[c]","[c]"
"In post","2021","Unknown","Vehicle Certification Agency","Science and Engineering","Outside London","5","5","[c]","[c]"
"In post","2021","Unknown","Veterinary Medicines Directorate","Digital, Data and Technology","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Veterinary Medicines Directorate","Operational Delivery","Outside London","5","5","[c]","[c]"
"In post","2021","Unknown","Veterinary Medicines Directorate","Other","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Veterinary Medicines Directorate","Unknown","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Veterinary Medicines Directorate","Veterinarian","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Wales Office","Communications","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Wales Office","Policy","London","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Water Services Regulation Authority","Commercial","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Water Services Regulation Authority","Communications","London","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Water Services Regulation Authority","Communications","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Water Services Regulation Authority","Corporate Finance","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Water Services Regulation Authority","Digital, Data and Technology","London","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Water Services Regulation Authority","Digital, Data and Technology","Outside London","10","10","[c]","[c]"
"In post","2021","Unknown","Water Services Regulation Authority","Economics","London","10","10","[c]","[c]"
"In post","2021","Unknown","Water Services Regulation Authority","Economics","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Water Services Regulation Authority","Finance","London","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Water Services Regulation Authority","Finance","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Water Services Regulation Authority","Human Resources","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Water Services Regulation Authority","Knowledge and Information Management","London","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Water Services Regulation Authority","Legal","London","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Water Services Regulation Authority","Legal","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Water Services Regulation Authority","Operational Delivery","London","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Water Services Regulation Authority","Operational Delivery","Outside London","5","5","[c]","[c]"
"In post","2021","Unknown","Water Services Regulation Authority","Policy","London","10","10","[c]","[c]"
"In post","2021","Unknown","Water Services Regulation Authority","Policy","Outside London","10","10","[c]","[c]"
"In post","2021","Unknown","Water Services Regulation Authority","Project Delivery","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Water Services Regulation Authority","Science and Engineering","London","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Water Services Regulation Authority","Science and Engineering","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Water Services Regulation Authority","Security","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Welsh Government (excl. agencies)","Communications","Outside London","10","10","[c]","[c]"
"In post","2021","Unknown","Welsh Government (excl. agencies)","Digital, Data and Technology","Outside London","15","15","[c]","[c]"
"In post","2021","Unknown","Welsh Government (excl. agencies)","Economics","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Welsh Government (excl. agencies)","Finance","Outside London","10","10","[c]","[c]"
"In post","2021","Unknown","Welsh Government (excl. agencies)","Human Resources","Outside London","15","15","[c]","[c]"
"In post","2021","Unknown","Welsh Government (excl. agencies)","Knowledge and Information Management","Outside London","10","10","[c]","[c]"
"In post","2021","Unknown","Welsh Government (excl. agencies)","Legal","Outside London","10","10","[c]","[c]"
"In post","2021","Unknown","Welsh Government (excl. agencies)","Medicine","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Welsh Government (excl. agencies)","Operational Delivery","Outside London","95","85","32650","28850"
"In post","2021","Unknown","Welsh Government (excl. agencies)","Operational Delivery","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Welsh Government (excl. agencies)","Other","Outside London","30","30","39130","37410"
"In post","2021","Unknown","Welsh Government (excl. agencies)","Policy","Outside London","60","55","40680","37410"
"In post","2021","Unknown","Welsh Government (excl. agencies)","Project Delivery","Outside London","5","5","[c]","[c]"
"In post","2021","Unknown","Welsh Government (excl. agencies)","Property","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Welsh Government (excl. agencies)","Science and Engineering","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Welsh Government (excl. agencies)","Social Research","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Welsh Government (excl. agencies)","Statistics","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Welsh Revenue Authority","Communications","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Welsh Revenue Authority","Digital, Data and Technology","Outside London","10","10","[c]","[c]"
"In post","2021","Unknown","Welsh Revenue Authority","Finance","Outside London","10","10","[c]","[c]"
"In post","2021","Unknown","Welsh Revenue Authority","Human Resources","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Welsh Revenue Authority","Legal","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Welsh Revenue Authority","Operational Delivery","Outside London","15","15","[c]","[c]"
"In post","2021","Unknown","Welsh Revenue Authority","Policy","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Welsh Revenue Authority","Tax","Outside London","5","5","[c]","[c]"
"In post","2021","Unknown","Welsh Revenue Authority","Unknown","Outside London","20","20","[c]","[c]"
"In post","2021","Unknown","Wilton Park","Commercial","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Wilton Park","Communications","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Wilton Park","Digital, Data and Technology","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Wilton Park","Finance","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Wilton Park","Human Resources","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Wilton Park","Operational Delivery","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Wilton Park","Policy","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Wilton Park","Project Delivery","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Wilton Park","Property","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Accountant in Bankruptcy","Unknown","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Advisory, Conciliation and Arbitration Service","Digital, Data and Technology","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Advisory, Conciliation and Arbitration Service","Operational Delivery","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Advisory, Conciliation and Arbitration Service","Operational Delivery","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Advisory, Conciliation and Arbitration Service","Project Delivery","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Animal and Plant Health Agency","Operational Delivery","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Animal and Plant Health Agency","Operational Delivery","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Animal and Plant Health Agency","Other","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Animal and Plant Health Agency","Project Delivery","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Animal and Plant Health Agency","Science and Engineering","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Animal and Plant Health Agency","Science and Engineering","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Animal and Plant Health Agency","Veterinarian","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Animal and Plant Health Agency","Veterinarian","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Attorney General's Office","Communications","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Attorney General's Office","Legal","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Attorney General's Office","Other","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Cabinet Office (excl. agencies)","Digital, Data and Technology","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Cabinet Office (excl. agencies)","Operational Delivery","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Cabinet Office (excl. agencies)","Other","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Cabinet Office (excl. agencies)","Other","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Cabinet Office (excl. agencies)","Policy","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Cabinet Office (excl. agencies)","Unknown","London","10","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Cabinet Office (excl. agencies)","Unknown","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Cabinet Office (excl. agencies)","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Centre for Environment, Fisheries and Aquaculture Science","Commercial","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Centre for Environment, Fisheries and Aquaculture Science","Communications","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Centre for Environment, Fisheries and Aquaculture Science","Corporate Finance","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Centre for Environment, Fisheries and Aquaculture Science","Operational Delivery","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Centre for Environment, Fisheries and Aquaculture Science","Other","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Centre for Environment, Fisheries and Aquaculture Science","Science and Engineering","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Charity Commission","Finance","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Charity Commission","Intelligence Analysis","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Charity Commission","Operational Delivery","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Charity Commission","Unknown","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Charity Commission","Unknown","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Companies House","Commercial","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Companies House","Communications","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Companies House","Digital, Data and Technology","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Companies House","Finance","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Companies House","Human Resources","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Companies House","Knowledge and Information Management","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Companies House","Operational Delivery","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Companies House","Other","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Companies House","Security","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Competition and Markets Authority","Commercial","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Competition and Markets Authority","Communications","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Competition and Markets Authority","Corporate Finance","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Competition and Markets Authority","Digital, Data and Technology","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Competition and Markets Authority","Economics","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Competition and Markets Authority","Economics","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Competition and Markets Authority","Human Resources","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Competition and Markets Authority","Intelligence Analysis","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Competition and Markets Authority","Legal","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Competition and Markets Authority","Policy","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Competition and Markets Authority","Project Delivery","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Competition and Markets Authority","Project Delivery","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Competition and Markets Authority","Property","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Competition and Markets Authority","Security","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Criminal Injuries Compensation Authority","Operational Delivery","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Crown Commercial Service","Commercial","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Crown Commercial Service","Commercial","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Crown Commercial Service","Communications","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Crown Commercial Service","Digital, Data and Technology","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Crown Commercial Service","Digital, Data and Technology","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Crown Commercial Service","Finance","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Crown Commercial Service","Human Resources","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Crown Commercial Service","Operational Delivery","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Crown Commercial Service","Unknown","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Crown Office and Procurator Fiscal Service","Digital, Data and Technology","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Crown Office and Procurator Fiscal Service","Knowledge and Information Management","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Crown Office and Procurator Fiscal Service","Legal","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Crown Office and Procurator Fiscal Service","Operational Delivery","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Crown Prosecution Service","Communications","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Crown Prosecution Service","Communications","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Crown Prosecution Service","Digital, Data and Technology","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Crown Prosecution Service","Finance","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Crown Prosecution Service","Human Resources","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Crown Prosecution Service","Human Resources","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Crown Prosecution Service","Legal","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Crown Prosecution Service","Legal","Outside London","10","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Crown Prosecution Service","Operational Delivery","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Crown Prosecution Service","Operational Delivery","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Crown Prosecution Service","Security","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Crown Prosecution Service Inspectorate","Legal","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Crown Prosecution Service Inspectorate","Legal","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Crown Prosecution Service Inspectorate","Other","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Debt Management Office","Digital, Data and Technology","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Debt Management Office","Finance","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Debt Management Office","Human Resources","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Debt Management Office","Operational Delivery","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Debt Management Office","Policy","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Defence Electronics and Components Agency","Digital, Data and Technology","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Defence Electronics and Components Agency","Other","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Defence Electronics and Components Agency","Science and Engineering","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Defence Electronics and Components Agency","Unknown","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Defence Equipment and Support","Commercial","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Defence Equipment and Support","Commercial","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Defence Equipment and Support","Communications","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Defence Equipment and Support","Digital, Data and Technology","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Defence Equipment and Support","Finance","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Defence Equipment and Support","Human Resources","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Defence Equipment and Support","Knowledge and Information Management","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Defence Equipment and Support","Knowledge and Information Management","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Defence Equipment and Support","Other","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Defence Equipment and Support","Other","Outside London","25","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Defence Equipment and Support","Policy","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Defence Equipment and Support","Project Delivery","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Defence Equipment and Support","Property","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Defence Equipment and Support","Science and Engineering","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Defence Equipment and Support","Science and Engineering","Outside London","10","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Defence Equipment and Support","Science and Engineering","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Defence Equipment and Support","Security","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Defence Science and Technology Laboratory","Commercial","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Defence Science and Technology Laboratory","Communications","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Defence Science and Technology Laboratory","Corporate Finance","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Defence Science and Technology Laboratory","Digital, Data and Technology","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Defence Science and Technology Laboratory","Finance","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Defence Science and Technology Laboratory","Human Resources","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Defence Science and Technology Laboratory","Knowledge and Information Management","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Defence Science and Technology Laboratory","Legal","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Defence Science and Technology Laboratory","Operational Delivery","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Defence Science and Technology Laboratory","Operational Research","Outside London","10","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Defence Science and Technology Laboratory","Project Delivery","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Defence Science and Technology Laboratory","Psychology","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Defence Science and Technology Laboratory","Science and Engineering","Outside London","15","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Defence Science and Technology Laboratory","Security","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Department for Business, Energy and Industrial Strategy (excl. agencies)","Communications","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Department for Business, Energy and Industrial Strategy (excl. agencies)","Digital, Data and Technology","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Department for Business, Energy and Industrial Strategy (excl. agencies)","Digital, Data and Technology","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Department for Business, Energy and Industrial Strategy (excl. agencies)","Economics","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Department for Business, Energy and Industrial Strategy (excl. agencies)","Finance","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Department for Business, Energy and Industrial Strategy (excl. agencies)","Human Resources","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Department for Business, Energy and Industrial Strategy (excl. agencies)","Human Resources","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Department for Business, Energy and Industrial Strategy (excl. agencies)","Knowledge and Information Management","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Department for Business, Energy and Industrial Strategy (excl. agencies)","Operational Delivery","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Department for Business, Energy and Industrial Strategy (excl. agencies)","Operational Delivery","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Department for Business, Energy and Industrial Strategy (excl. agencies)","Policy","London","5","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Department for Business, Energy and Industrial Strategy (excl. agencies)","Policy","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Department for Business, Energy and Industrial Strategy (excl. agencies)","Project Delivery","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Department for Business, Energy and Industrial Strategy (excl. agencies)","Project Delivery","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Department for Business, Energy and Industrial Strategy (excl. agencies)","Science and Engineering","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Department for Business, Energy and Industrial Strategy (excl. agencies)","Security","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Department for Business, Energy and Industrial Strategy (excl. agencies)","Statistics","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Department for Digital, Culture, Media and Sport","Communications","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Department for Digital, Culture, Media and Sport","Finance","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Department for Digital, Culture, Media and Sport","Human Resources","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Department for Digital, Culture, Media and Sport","Operational Research","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Department for Digital, Culture, Media and Sport","Other","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Department for Digital, Culture, Media and Sport","Policy","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Department for Digital, Culture, Media and Sport","Project Delivery","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Department for Digital, Culture, Media and Sport","Property","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Department for Education (excl. agencies)","Commercial","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Department for Education (excl. agencies)","Communications","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Department for Education (excl. agencies)","Communications","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Department for Education (excl. agencies)","Digital, Data and Technology","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Department for Education (excl. agencies)","Digital, Data and Technology","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Department for Education (excl. agencies)","Finance","London","[c]","[c]","[c]","[c]"
