"Status","Year","Disability","Organisation","Profession_of_post","Region_london","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2021","Declared non-disabled","Ministry of Defence (excl. agencies)","Security","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Ministry of Defence (excl. agencies)","Statistics","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Ministry of Defence (excl. agencies)","Statistics","Outside London","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Ministry of Defence (excl. agencies)","Unknown","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Ministry of Defence (excl. agencies)","Unknown","Outside London","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Ministry of Defence (excl. agencies)","Unknown","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Ministry of Housing, Communities and Local Government (excl. agencies)","Commercial","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Ministry of Housing, Communities and Local Government (excl. agencies)","Communications","London","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Ministry of Housing, Communities and Local Government (excl. agencies)","Communications","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Ministry of Housing, Communities and Local Government (excl. agencies)","Digital, Data and Technology","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Ministry of Housing, Communities and Local Government (excl. agencies)","Digital, Data and Technology","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Ministry of Housing, Communities and Local Government (excl. agencies)","Economics","London","15","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Ministry of Housing, Communities and Local Government (excl. agencies)","Finance","London","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Ministry of Housing, Communities and Local Government (excl. agencies)","Finance","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Ministry of Housing, Communities and Local Government (excl. agencies)","Human Resources","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Ministry of Housing, Communities and Local Government (excl. agencies)","Human Resources","Outside London","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Ministry of Housing, Communities and Local Government (excl. agencies)","Knowledge and Information Management","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Ministry of Housing, Communities and Local Government (excl. agencies)","Knowledge and Information Management","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Ministry of Housing, Communities and Local Government (excl. agencies)","Operational Delivery","London","15","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Ministry of Housing, Communities and Local Government (excl. agencies)","Operational Delivery","Outside London","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Ministry of Housing, Communities and Local Government (excl. agencies)","Planning","London","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Ministry of Housing, Communities and Local Government (excl. agencies)","Policy","London","145","[c]","42090","38820"
"Leaver Dept.","2021","Declared non-disabled","Ministry of Housing, Communities and Local Government (excl. agencies)","Policy","Outside London","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Ministry of Housing, Communities and Local Government (excl. agencies)","Project Delivery","London","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Ministry of Housing, Communities and Local Government (excl. agencies)","Project Delivery","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Ministry of Housing, Communities and Local Government (excl. agencies)","Social Research","London","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Ministry of Housing, Communities and Local Government (excl. agencies)","Statistics","London","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Ministry of Justice (excl. agencies)","Commercial","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Ministry of Justice (excl. agencies)","Commercial","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Ministry of Justice (excl. agencies)","Communications","London","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Ministry of Justice (excl. agencies)","Communications","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Ministry of Justice (excl. agencies)","Digital, Data and Technology","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Ministry of Justice (excl. agencies)","Digital, Data and Technology","Outside London","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Ministry of Justice (excl. agencies)","Economics","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Ministry of Justice (excl. agencies)","Economics","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Ministry of Justice (excl. agencies)","Finance","London","20","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Ministry of Justice (excl. agencies)","Finance","Outside London","20","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Ministry of Justice (excl. agencies)","Human Resources","London","20","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Ministry of Justice (excl. agencies)","Human Resources","Outside London","25","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Ministry of Justice (excl. agencies)","Knowledge and Information Management","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Ministry of Justice (excl. agencies)","Knowledge and Information Management","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Ministry of Justice (excl. agencies)","Legal","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Ministry of Justice (excl. agencies)","Operational Delivery","London","50","[c]","36110","30850"
"Leaver Dept.","2021","Declared non-disabled","Ministry of Justice (excl. agencies)","Operational Delivery","Outside London","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Ministry of Justice (excl. agencies)","Operational Research","London","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Ministry of Justice (excl. agencies)","Operational Research","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Ministry of Justice (excl. agencies)","Other","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Ministry of Justice (excl. agencies)","Policy","London","50","[c]","44910","40440"
"Leaver Dept.","2021","Declared non-disabled","Ministry of Justice (excl. agencies)","Policy","Outside London","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Ministry of Justice (excl. agencies)","Project Delivery","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Ministry of Justice (excl. agencies)","Project Delivery","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Ministry of Justice (excl. agencies)","Property","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Ministry of Justice (excl. agencies)","Property","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Ministry of Justice (excl. agencies)","Social Research","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Ministry of Justice (excl. agencies)","Statistics","London","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Ministry of Justice (excl. agencies)","Unknown","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Ministry of Justice (excl. agencies)","Unknown","Outside London","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","National Crime Agency","Commercial","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","National Crime Agency","Communications","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","National Crime Agency","Digital, Data and Technology","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","National Crime Agency","Digital, Data and Technology","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","National Crime Agency","Finance","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","National Crime Agency","Human Resources","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","National Crime Agency","Human Resources","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","National Crime Agency","Legal","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","National Crime Agency","Operational Delivery","London","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","National Crime Agency","Operational Delivery","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","National Crime Agency","Security","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","National Infrastructure Commission","Economics","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","National Infrastructure Commission","Policy","London","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","National Records of Scotland","Unknown","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","National Savings and Investments","Communications","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","National Savings and Investments","Finance","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","National Savings and Investments","Other","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Northern Ireland Office","Communications","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Northern Ireland Office","Economics","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Northern Ireland Office","Knowledge and Information Management","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Northern Ireland Office","Operational Delivery","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Northern Ireland Office","Operational Delivery","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Northern Ireland Office","Other","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Northern Ireland Office","Policy","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Northern Ireland Office","Policy","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Northern Ireland Office","Project Delivery","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Northern Ireland Office","Project Delivery","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Northern Ireland Office","Security","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Northern Ireland Office","Security","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Northern Ireland Office","Unknown","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Office for Budget Responsibility","Economics","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Office for Standards in Education, Children's Services and Skills","Communications","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Office for Standards in Education, Children's Services and Skills","Communications","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Office for Standards in Education, Children's Services and Skills","Digital, Data and Technology","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Office for Standards in Education, Children's Services and Skills","Digital, Data and Technology","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Office for Standards in Education, Children's Services and Skills","Finance","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Office for Standards in Education, Children's Services and Skills","Human Resources","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Office for Standards in Education, Children's Services and Skills","Inspector of Education and Training","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Office for Standards in Education, Children's Services and Skills","Legal","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Office for Standards in Education, Children's Services and Skills","Operational Delivery","Outside London","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Office for Standards in Education, Children's Services and Skills","Other","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Office for Standards in Education, Children's Services and Skills","Other","Outside London","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Office for Standards in Education, Children's Services and Skills","Policy","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Office for Standards in Education, Children's Services and Skills","Project Delivery","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Office for Standards in Education, Children's Services and Skills","Social Research","London","[c]","[c]","[c]","[c]"
