"Status","Year","Age","Organisation","Profession_of_post","Region_london","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2021","20-29","Rural Payments Agency","Operational Delivery","Outside London","25","[c]","21810","21050"
"Leaver CS","2021","20-29","Scotland Office (incl. Office of the Advocate General for Scotland)","Operational Delivery","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Scotland Office (incl. Office of the Advocate General for Scotland)","Unknown","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Scottish Courts and Tribunals Service","Operational Delivery","Outside London","15","[c]","23920","22820"
"Leaver CS","2021","20-29","Scottish Fiscal Commission","Unknown","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Scottish Forestry","Unknown","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Scottish Government (excl. agencies)","Unknown","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Scottish Government (excl. agencies)","Unknown","Outside London","45","[c]","26250","26160"
"Leaver CS","2021","20-29","Scottish Government (excl. agencies)","Unknown","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Scottish Prison Service","Human Resources","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Scottish Prison Service","Operational Delivery","Outside London","25","[c]","23640","22120"
"Leaver CS","2021","20-29","Scottish Prison Service","Other","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Serious Fraud Office","Counter Fraud","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Serious Fraud Office","Digital, Data and Technology","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Social Security Scotland","Unknown","Outside London","10","[c]","25910","22230"
"Leaver CS","2021","20-29","Standards and Testing Agency","Operational Delivery","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Student Awards Agency for Scotland","Unknown","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Submarine Delivery Agency","Commercial","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Submarine Delivery Agency","Human Resources","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Submarine Delivery Agency","Operational Delivery","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Submarine Delivery Agency","Project Delivery","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Submarine Delivery Agency","Science and Engineering","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","The National Archives","Communications","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","The National Archives","Digital, Data and Technology","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","The National Archives","Operational Delivery","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Transport Scotland","Unknown","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","UK Export Finance","Legal","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","UK Export Finance","Operational Delivery","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","UK Hydrographic Office","Digital, Data and Technology","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2021","20-29","UK Hydrographic Office","Human Resources","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","UK Hydrographic Office","Operational Delivery","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2021","20-29","UK Intellectual Property Office","Digital, Data and Technology","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","UK Intellectual Property Office","Operational Delivery","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","UK Intellectual Property Office","Other","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","UK Intellectual Property Office","Science and Engineering","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","UK Supreme Court","Commercial","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","UK Supreme Court","Legal","London","5","[c]","[c]","[c]"
"Leaver CS","2021","20-29","UK Supreme Court","Operational Delivery","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","United Kingdom Statistics Authority","Commercial","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","United Kingdom Statistics Authority","Communications","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","United Kingdom Statistics Authority","Digital, Data and Technology","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","United Kingdom Statistics Authority","Digital, Data and Technology","Outside London","10","[c]","27980","24250"
"Leaver CS","2021","20-29","United Kingdom Statistics Authority","Economics","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","United Kingdom Statistics Authority","Economics","Outside London","25","[c]","19550","19130"
"Leaver CS","2021","20-29","United Kingdom Statistics Authority","Internal Audit","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","United Kingdom Statistics Authority","Operational Delivery","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","United Kingdom Statistics Authority","Operational Delivery","Outside London","30","[c]","21760","19130"
"Leaver CS","2021","20-29","United Kingdom Statistics Authority","Project Delivery","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","United Kingdom Statistics Authority","Social Research","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","United Kingdom Statistics Authority","Social Research","Outside London","10","[c]","25900","29540"
"Leaver CS","2021","20-29","United Kingdom Statistics Authority","Statistics","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Valuation Office Agency","Operational Delivery","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Valuation Office Agency","Operational Delivery","Outside London","15","[c]","19990","19850"
"Leaver CS","2021","20-29","Valuation Office Agency","Project Delivery","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Valuation Office Agency","Property","London","15","[c]","29760","28950"
"Leaver CS","2021","20-29","Valuation Office Agency","Property","Outside London","55","[c]","25080","24500"
"Leaver CS","2021","20-29","Vehicle Certification Agency","Operational Delivery","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Vehicle Certification Agency","Science and Engineering","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Veterinary Medicines Directorate","Operational Delivery","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Wales Office","Communications","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Water Services Regulation Authority","Communications","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Water Services Regulation Authority","Economics","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Water Services Regulation Authority","Science and Engineering","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Welsh Government (excl. agencies)","Communications","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Welsh Government (excl. agencies)","Economics","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Welsh Government (excl. agencies)","Human Resources","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Welsh Government (excl. agencies)","Operational Delivery","Outside London","10","[c]","23720","21330"
"Leaver CS","2021","20-29","Welsh Government (excl. agencies)","Policy","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Welsh Government (excl. agencies)","Project Delivery","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Welsh Government (excl. agencies)","Statistics","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Accountant in Bankruptcy","Unknown","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Advisory, Conciliation and Arbitration Service","Operational Delivery","Outside London","10","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Animal and Plant Health Agency","Operational Delivery","Outside London","10","[c]","28100","24920"
"Leaver CS","2021","30-39","Animal and Plant Health Agency","Science and Engineering","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Animal and Plant Health Agency","Veterinarian","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Animal and Plant Health Agency","Veterinarian","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Attorney General's Office","Legal","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Cabinet Office (excl. agencies)","Unknown","London","55","[c]","53050","55290"
"Leaver CS","2021","30-39","Cabinet Office (excl. agencies)","Unknown","Outside London","10","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Cabinet Office (excl. agencies)","Unknown","Unknown","30","[c]","52520","55370"
"Leaver CS","2021","30-39","Centre for Environment, Fisheries and Aquaculture Science","Science and Engineering","Outside London","10","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Charity Commission","Unknown","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Companies House","Digital, Data and Technology","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Companies House","Human Resources","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Companies House","Operational Delivery","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Competition and Markets Authority","Commercial","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Competition and Markets Authority","Communications","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Competition and Markets Authority","Digital, Data and Technology","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Competition and Markets Authority","Economics","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Competition and Markets Authority","Economics","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Competition and Markets Authority","Human Resources","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Competition and Markets Authority","Intelligence Analysis","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Competition and Markets Authority","Legal","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Competition and Markets Authority","Policy","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Competition and Markets Authority","Project Delivery","London","10","[c]","59010","63150"
"Leaver CS","2021","30-39","Competition and Markets Authority","Project Delivery","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Crown Commercial Service","Commercial","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Crown Commercial Service","Digital, Data and Technology","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Crown Commercial Service","Digital, Data and Technology","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Crown Commercial Service","Human Resources","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Crown Commercial Service","Operational Delivery","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Crown Office and Procurator Fiscal Service","Legal","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Crown Office and Procurator Fiscal Service","Operational Delivery","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Crown Prosecution Service","Human Resources","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Crown Prosecution Service","Legal","London","10","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Crown Prosecution Service","Legal","Outside London","15","[c]","49250","51470"
"Leaver CS","2021","30-39","Crown Prosecution Service","Operational Delivery","Outside London","10","[c]","24180","23470"
"Leaver CS","2021","30-39","Debt Management Office","Digital, Data and Technology","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Debt Management Office","Finance","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Debt Management Office","Operational Delivery","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Defence Equipment and Support","Commercial","Outside London","10","[c]","37920","38620"
"Leaver CS","2021","30-39","Defence Equipment and Support","Communications","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Defence Equipment and Support","Finance","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Defence Equipment and Support","Human Resources","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Defence Equipment and Support","Knowledge and Information Management","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Defence Equipment and Support","Other","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Defence Equipment and Support","Other","Outside London","15","[c]","22300","19040"
"Leaver CS","2021","30-39","Defence Equipment and Support","Policy","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Defence Equipment and Support","Project Delivery","Outside London","20","[c]","35570","37920"
"Leaver CS","2021","30-39","Defence Equipment and Support","Science and Engineering","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Defence Equipment and Support","Science and Engineering","Outside London","15","[c]","35900","33630"
"Leaver CS","2021","30-39","Defence Equipment and Support","Security","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Defence Science and Technology Laboratory","Commercial","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Defence Science and Technology Laboratory","Operational Delivery","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Defence Science and Technology Laboratory","Operational Research","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Defence Science and Technology Laboratory","Project Delivery","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Defence Science and Technology Laboratory","Science and Engineering","Outside London","10","[c]","37340","37320"
