"Status","Year","Age","Organisation","Parent_department","Responsibility_level_grouped","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2021","50-59","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","SCS level","10","[c]","95110","86500"
"New entrant CS","2021","50-59","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","SEO/HEO","60","[c]","34470","32790"
"New entrant CS","2021","50-59","Disclosure Scotland","Scottish Government","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Driver and Vehicle Licensing Agency","Department for Transport","AA/AO","25","[c]","20290","21590"
"New entrant CS","2021","50-59","Driver and Vehicle Licensing Agency","Department for Transport","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Driver and Vehicle Licensing Agency","Department for Transport","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Driver and Vehicle Licensing Agency","Department for Transport","SEO/HEO","5","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Driver and Vehicle Standards Agency","Department for Transport","AA/AO","35","[c]","24580","26580"
"New entrant CS","2021","50-59","Driver and Vehicle Standards Agency","Department for Transport","EO","20","[c]","26930","26130"
"New entrant CS","2021","50-59","Driver and Vehicle Standards Agency","Department for Transport","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Driver and Vehicle Standards Agency","Department for Transport","SEO/HEO","10","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Education and Skills Funding Agency","Department for Education","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Education and Skills Funding Agency","Department for Education","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Education Scotland","Scottish Government","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Education Scotland","Scottish Government","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","ESTYN","ESTYN","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Food Standards Agency","Food Standards Agency","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Food Standards Agency","Food Standards Agency","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Food Standards Agency","Food Standards Agency","SEO/HEO","15","[c]","35150","32350"
"New entrant CS","2021","50-59","Food Standards Scotland","Scottish Government","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Food Standards Scotland","Scottish Government","SEO/HEO","10","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Forestry and Land Scotland","Scottish Government","AA/AO","5","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Forestry and Land Scotland","Scottish Government","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Forestry and Land Scotland","Scottish Government","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Forestry and Land Scotland","Scottish Government","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Government Actuary's Department","Chancellor's other departments","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Government Actuary's Department","Chancellor's other departments","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Government Internal Audit Agency","HM Treasury","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Government Internal Audit Agency","HM Treasury","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Government Legal Department","Attorney General's Departments","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Government Legal Department","Attorney General's Departments","G6/G7","20","[c]","58950","55760"
"New entrant CS","2021","50-59","Government Legal Department","Attorney General's Departments","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Government Property Agency","Other Cabinet Office Agencies","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Government Property Agency","Other Cabinet Office Agencies","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Government Property Agency","Other Cabinet Office Agencies","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Health and Safety Executive","Department for Work and Pensions","AA/AO","5","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Health and Safety Executive","Department for Work and Pensions","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Health and Safety Executive","Department for Work and Pensions","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Health and Safety Executive","Department for Work and Pensions","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","HM Courts and Tribunals Service","Ministry of Justice","AA/AO","265","[c]","19270","18880"
"New entrant CS","2021","50-59","HM Courts and Tribunals Service","Ministry of Justice","EO","30","[c]","23330","22570"
"New entrant CS","2021","50-59","HM Courts and Tribunals Service","Ministry of Justice","G6/G7","5","[c]","[c]","[c]"
"New entrant CS","2021","50-59","HM Courts and Tribunals Service","Ministry of Justice","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","HM Courts and Tribunals Service","Ministry of Justice","SEO/HEO","20","[c]","32220","30850"
"New entrant CS","2021","50-59","HM Land Registry","HM Land Registry","AA/AO","65","[c]","22560","22350"
"New entrant CS","2021","50-59","HM Land Registry","HM Land Registry","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","HM Land Registry","HM Land Registry","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","HM Land Registry","HM Land Registry","SEO/HEO","10","[c]","[c]","[c]"
"New entrant CS","2021","50-59","HM Prison and Probation Service","Ministry of Justice","AA/AO","355","[c]","22360","20600"
"New entrant CS","2021","50-59","HM Prison and Probation Service","Ministry of Justice","EO","30","[c]","26680","24620"
"New entrant CS","2021","50-59","HM Prison and Probation Service","Ministry of Justice","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","HM Prison and Probation Service","Ministry of Justice","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","HM Prison and Probation Service","Ministry of Justice","SEO/HEO","35","[c]","35530","32410"
"New entrant CS","2021","50-59","HM Prison and Probation Service","Ministry of Justice","Unknown","160","[c]","22420","19980"
"New entrant CS","2021","50-59","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","AA/AO","305","[c]","20270","20140"
"New entrant CS","2021","50-59","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","EO","70","[c]","25520","25560"
"New entrant CS","2021","50-59","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","G6/G7","40","[c]","60250","59160"
"New entrant CS","2021","50-59","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","SEO/HEO","70","[c]","34370","31810"
"New entrant CS","2021","50-59","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","Unknown","65","[c]","[c]","[c]"
"New entrant CS","2021","50-59","HM Treasury (excl. agencies)","HM Treasury","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","HM Treasury (excl. agencies)","HM Treasury","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","HM Treasury (excl. agencies)","HM Treasury","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","HM Treasury (excl. agencies)","HM Treasury","SEO/HEO","5","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Home Office (incl. agencies)","Home Office","AA/AO","45","[c]","21560","21430"
"New entrant CS","2021","50-59","Home Office (incl. agencies)","Home Office","EO","135","[c]","26510","24880"
"New entrant CS","2021","50-59","Home Office (incl. agencies)","Home Office","G6/G7","40","[c]","60540","57430"
"New entrant CS","2021","50-59","Home Office (incl. agencies)","Home Office","SCS level","5","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Home Office (incl. agencies)","Home Office","SEO/HEO","45","[c]","39400","38490"
"New entrant CS","2021","50-59","Insolvency Service","Department for Business, Energy and Industrial Strategy","AA/AO","10","[c]","21160","20880"
"New entrant CS","2021","50-59","Insolvency Service","Department for Business, Energy and Industrial Strategy","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Insolvency Service","Department for Business, Energy and Industrial Strategy","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Insolvency Service","Department for Business, Energy and Industrial Strategy","SEO/HEO","5","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Institute for Apprenticeships and Technical Education","Department for Education","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Institute for Apprenticeships and Technical Education","Department for Education","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Institute for Apprenticeships and Technical Education","Department for Education","SEO/HEO","5","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Legal Aid Agency","Ministry of Justice","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Legal Aid Agency","Ministry of Justice","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Maritime and Coastguard Agency","Department for Transport","AA/AO","10","[c]","22950","21590"
"New entrant CS","2021","50-59","Maritime and Coastguard Agency","Department for Transport","EO","5","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Maritime and Coastguard Agency","Department for Transport","G6/G7","5","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Maritime and Coastguard Agency","Department for Transport","SEO/HEO","10","[c]","37420","38650"
"New entrant CS","2021","50-59","Medicines and Healthcare Products Regulatory Agency","Department of Health and Social Care","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Medicines and Healthcare Products Regulatory Agency","Department of Health and Social Care","G6/G7","10","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Medicines and Healthcare Products Regulatory Agency","Department of Health and Social Care","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Medicines and Healthcare Products Regulatory Agency","Department of Health and Social Care","SEO/HEO","5","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Met Office","Department for Business, Energy and Industrial Strategy","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Met Office","Department for Business, Energy and Industrial Strategy","G6/G7","5","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Met Office","Department for Business, Energy and Industrial Strategy","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Met Office","Department for Business, Energy and Industrial Strategy","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Ministry of Defence (excl. agencies)","Ministry of Defence","AA/AO","320","[c]","22080","20920"
"New entrant CS","2021","50-59","Ministry of Defence (excl. agencies)","Ministry of Defence","EO","140","[c]","28200","26350"
"New entrant CS","2021","50-59","Ministry of Defence (excl. agencies)","Ministry of Defence","G6/G7","40","[c]","65380","55540"
"New entrant CS","2021","50-59","Ministry of Defence (excl. agencies)","Ministry of Defence","SCS level","5","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Ministry of Defence (excl. agencies)","Ministry of Defence","SEO/HEO","175","[c]","36920","36000"
"New entrant CS","2021","50-59","Ministry of Defence (excl. agencies)","Ministry of Defence","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Ministry of Housing, Communities and Local Government (excl. agencies)","Ministry of Housing, Communities and Local Government","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Ministry of Housing, Communities and Local Government (excl. agencies)","Ministry of Housing, Communities and Local Government","G6/G7","15","[c]","52530","53130"
"New entrant CS","2021","50-59","Ministry of Housing, Communities and Local Government (excl. agencies)","Ministry of Housing, Communities and Local Government","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Ministry of Housing, Communities and Local Government (excl. agencies)","Ministry of Housing, Communities and Local Government","SEO/HEO","5","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Ministry of Justice (excl. agencies)","Ministry of Justice","AA/AO","5","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Ministry of Justice (excl. agencies)","Ministry of Justice","EO","10","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Ministry of Justice (excl. agencies)","Ministry of Justice","G6/G7","25","[c]","58970","58130"
"New entrant CS","2021","50-59","Ministry of Justice (excl. agencies)","Ministry of Justice","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Ministry of Justice (excl. agencies)","Ministry of Justice","SEO/HEO","30","[c]","34930","35290"
"New entrant CS","2021","50-59","Ministry of Justice (excl. agencies)","Ministry of Justice","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","National Crime Agency","National Crime Agency","AA/AO","10","[c]","20960","20800"
"New entrant CS","2021","50-59","National Crime Agency","National Crime Agency","EO","100","[c]","33820","34140"
"New entrant CS","2021","50-59","National Crime Agency","National Crime Agency","G6/G7","10","[c]","65320","61340"
"New entrant CS","2021","50-59","National Crime Agency","National Crime Agency","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","National Crime Agency","National Crime Agency","SEO/HEO","70","[c]","42510","40210"
"New entrant CS","2021","50-59","National Infrastructure Commission","HM Treasury","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","National Infrastructure Commission","HM Treasury","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","National Records of Scotland","Scottish Government","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","National Records of Scotland","Scottish Government","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","National Records of Scotland","Scottish Government","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","National Savings and Investments","Chancellor's other departments","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","National Savings and Investments","Chancellor's other departments","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Northern Ireland Office","Northern Ireland Office","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Northern Ireland Office","Northern Ireland Office","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education","G6/G7","15","[c]","72360","73550"
"New entrant CS","2021","50-59","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education","SEO/HEO","10","[c]","43960","46360"
"New entrant CS","2021","50-59","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","EO","10","[c]","25500","25000"
"New entrant CS","2021","50-59","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","G6/G7","10","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Office of Qualifications and Examinations Regulation","Office of Qualifications and Examinations Regulation","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Office of Qualifications and Examinations Regulation","Office of Qualifications and Examinations Regulation","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Office of Qualifications and Examinations Regulation","Office of Qualifications and Examinations Regulation","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Office of Rail and Road","Office of Rail and Road","G6/G7","5","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Office of Rail and Road","Office of Rail and Road","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Office of the Public Guardian","Ministry of Justice","AA/AO","5","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Office of the Public Guardian","Ministry of Justice","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Office of the Public Guardian","Ministry of Justice","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Planning Inspectorate","Ministry of Housing, Communities and Local Government","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Planning Inspectorate","Ministry of Housing, Communities and Local Government","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Planning Inspectorate","Ministry of Housing, Communities and Local Government","G6/G7","5","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Planning Inspectorate","Ministry of Housing, Communities and Local Government","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Public Health England","Department of Health and Social Care","AA/AO","30","[c]","20240","19630"
"New entrant CS","2021","50-59","Public Health England","Department of Health and Social Care","EO","35","[c]","24920","25010"
"New entrant CS","2021","50-59","Public Health England","Department of Health and Social Care","G6/G7","55","[c]","58280","56410"
"New entrant CS","2021","50-59","Public Health England","Department of Health and Social Care","SCS level","20","[c]","100900","105000"
"New entrant CS","2021","50-59","Public Health England","Department of Health and Social Care","SEO/HEO","155","[c]","35750","36330"
"New entrant CS","2021","50-59","Registers of Scotland","Scottish Government","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Registers of Scotland","Scottish Government","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Revenue Scotland","Scottish Government","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Rural Payments Agency","Department for Environment, Food and Rural Affairs","AA/AO","5","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Rural Payments Agency","Department for Environment, Food and Rural Affairs","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Rural Payments Agency","Department for Environment, Food and Rural Affairs","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Scotland Office (incl. Office of the Advocate General for Scotland)","Scotland Office","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Scottish Courts and Tribunals Service","Scottish Government","AA/AO","15","[c]","20590","20070"
"New entrant CS","2021","50-59","Scottish Courts and Tribunals Service","Scottish Government","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Scottish Forestry","Scottish Government","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Scottish Government (excl. agencies)","Scottish Government","AA/AO","10","[c]","24670","23340"
"New entrant CS","2021","50-59","Scottish Government (excl. agencies)","Scottish Government","EO","20","[c]","26530","26160"
"New entrant CS","2021","50-59","Scottish Government (excl. agencies)","Scottish Government","G6/G7","30","[c]","61520","61010"
"New entrant CS","2021","50-59","Scottish Government (excl. agencies)","Scottish Government","SCS level","10","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Scottish Government (excl. agencies)","Scottish Government","SEO/HEO","35","[c]","37300","38540"
"New entrant CS","2021","50-59","Scottish Prison Service","Scottish Government","AA/AO","20","[c]","21430","20810"
"New entrant CS","2021","50-59","Scottish Prison Service","Scottish Government","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Scottish Prison Service","Scottish Government","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Scottish Public Pensions Agency","Scottish Government","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Serious Fraud Office","Attorney General's Departments","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Serious Fraud Office","Attorney General's Departments","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Serious Fraud Office","Attorney General's Departments","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Social Security Scotland","Scottish Government","AA/AO","40","[c]","20250","20060"
"New entrant CS","2021","50-59","Social Security Scotland","Scottish Government","EO","10","[c]","26660","26160"
"New entrant CS","2021","50-59","Social Security Scotland","Scottish Government","G6/G7","5","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Social Security Scotland","Scottish Government","SEO/HEO","15","[c]","33330","30650"
"New entrant CS","2021","50-59","Standards and Testing Agency","Department for Education","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Standards and Testing Agency","Department for Education","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Student Awards Agency for Scotland","Scottish Government","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Student Awards Agency for Scotland","Scottish Government","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Submarine Delivery Agency","Ministry of Defence","Unknown","25","[c]","45150","41500"
"New entrant CS","2021","50-59","Teaching Regulation Agency","Department for Education","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","The National Archives","The National Archives","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","The National Archives","The National Archives","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","The National Archives","The National Archives","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Transport Scotland","Scottish Government","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Transport Scotland","Scottish Government","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","UK Export Finance","UK Export Finance","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","UK Export Finance","UK Export Finance","G6/G7","5","[c]","[c]","[c]"
"New entrant CS","2021","50-59","UK Export Finance","UK Export Finance","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","UK Export Finance","UK Export Finance","SEO/HEO","10","[c]","[c]","[c]"
"New entrant CS","2021","50-59","UK Hydrographic Office","Ministry of Defence","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","UK Hydrographic Office","Ministry of Defence","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","UK Intellectual Property Office","Department for Business, Energy and Industrial Strategy","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","UK Intellectual Property Office","Department for Business, Energy and Industrial Strategy","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","UK Intellectual Property Office","Department for Business, Energy and Industrial Strategy","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","UK Intellectual Property Office","Department for Business, Energy and Industrial Strategy","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","UK Space Agency","Department for Business, Energy and Industrial Strategy","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","UK Space Agency","Department for Business, Energy and Industrial Strategy","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","UK Supreme Court","UK Supreme Court","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","United Kingdom Statistics Authority","United Kingdom Statistics Authority","AA/AO","20","[c]","19310","19130"
"New entrant CS","2021","50-59","United Kingdom Statistics Authority","United Kingdom Statistics Authority","EO","10","[c]","24240","23980"
"New entrant CS","2021","50-59","United Kingdom Statistics Authority","United Kingdom Statistics Authority","G6/G7","15","[c]","52750","52100"
"New entrant CS","2021","50-59","United Kingdom Statistics Authority","United Kingdom Statistics Authority","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","United Kingdom Statistics Authority","United Kingdom Statistics Authority","SEO/HEO","45","[c]","33750","36030"
"New entrant CS","2021","50-59","Valuation Office Agency","HM Revenue and Customs","AA/AO","20","[c]","20880","20880"
"New entrant CS","2021","50-59","Valuation Office Agency","HM Revenue and Customs","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Valuation Office Agency","HM Revenue and Customs","SEO/HEO","10","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Vehicle Certification Agency","Department for Transport","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Vehicle Certification Agency","Department for Transport","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Veterinary Medicines Directorate","Department for Environment, Food and Rural Affairs","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Wales Office","Wales Office","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Water Services Regulation Authority","Water Services Regulation Authority","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Water Services Regulation Authority","Water Services Regulation Authority","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Welsh Government (excl. agencies)","Welsh Government","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Welsh Government (excl. agencies)","Welsh Government","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Welsh Government (excl. agencies)","Welsh Government","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Welsh Government (excl. agencies)","Welsh Government","SEO/HEO","5","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Welsh Revenue Authority","Welsh Government","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","60-64","Advisory, Conciliation and Arbitration Service","Department for Business, Energy and Industrial Strategy","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","60-64","Advisory, Conciliation and Arbitration Service","Department for Business, Energy and Industrial Strategy","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","60-64","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","AA/AO","5","[c]","[c]","[c]"
"New entrant CS","2021","60-64","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","EO","5","[c]","[c]","[c]"
"New entrant CS","2021","60-64","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","60-64","Cabinet Office (excl. agencies)","Cabinet Office","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","60-64","Cabinet Office (excl. agencies)","Cabinet Office","G6/G7","10","[c]","[c]","[c]"
"New entrant CS","2021","60-64","Cabinet Office (excl. agencies)","Cabinet Office","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","60-64","Cabinet Office (excl. agencies)","Cabinet Office","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","60-64","Companies House","Department for Business, Energy and Industrial Strategy","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","60-64","Criminal Injuries Compensation Authority","Ministry of Justice","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","60-64","Criminal Injuries Compensation Authority","Ministry of Justice","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","60-64","Crown Commercial Service","Other Cabinet Office Agencies","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","60-64","Crown Commercial Service","Other Cabinet Office Agencies","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","60-64","Crown Commercial Service","Other Cabinet Office Agencies","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","60-64","Crown Prosecution Service","Attorney General's Departments","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","60-64","Crown Prosecution Service","Attorney General's Departments","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","60-64","Crown Prosecution Service","Attorney General's Departments","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","60-64","Debt Management Office","HM Treasury","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","60-64","Debt Management Office","HM Treasury","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","60-64","Defence Equipment and Support","Ministry of Defence","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","60-64","Defence Equipment and Support","Ministry of Defence","G6/G7","[c]","[c]","[c]","[c]"
