"Status","Year","Disability","Function_of_post","Parent_department","Region_london","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2021","Declared disabled","Human Resources","Office of Rail and Road","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Human Resources","Scottish Government","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Human Resources","UK Export Finance","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Human Resources","United Kingdom Statistics Authority","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Human Resources","United Kingdom Statistics Authority","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Human Resources","Welsh Government","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Internal Audit","HM Treasury","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Internal Audit","HM Treasury","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Internal Audit","Ministry of Defence","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Legal","Attorney General's Departments","London","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Legal","Attorney General's Departments","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Legal","Cabinet Office","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Legal","Charity Commission","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Legal","Competition and Markets Authority","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Legal","Department for Business, Energy and Industrial Strategy","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Legal","Department for Work and Pensions","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Legal","Food Standards Agency","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Legal","Foreign, Commonwealth and Development Office","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Legal","Ministry of Defence","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Legal","Ministry of Justice","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Legal","Ministry of Justice","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Legal","National Crime Agency","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Legal","Office for Standards in Education","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Legal","Office of Gas and Electricity Markets","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Legal","Office of Rail and Road","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Legal","Scottish Government","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","No function","Attorney General's Departments","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","No function","Cabinet Office","London","40","[c]","46710","47160"
"Leaver Dept.","2021","Declared disabled","No function","Cabinet Office","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","No function","Cabinet Office","Unknown","40","[c]","32740","32000"
"Leaver Dept.","2021","Declared disabled","No function","Chancellor's other departments","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","No function","Department for Business, Energy and Industrial Strategy","London","20","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","No function","Department for Business, Energy and Industrial Strategy","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","No function","Department for Business, Energy and Industrial Strategy","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","No function","Department for Digital, Culture, Media and Sport","London","15","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","No function","Department for Education","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","No function","Department for Education","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","No function","Department for Environment, Food and Rural Affairs","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","No function","Department for Environment, Food and Rural Affairs","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","No function","Department for International Trade","London","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","No function","Department for International Trade","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","No function","Department for International Trade","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","No function","Department for Transport","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","No function","Department for Transport","Outside London","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","No function","Department for Work and Pensions","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","No function","Department for Work and Pensions","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","No function","Department of Health and Social Care","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","No function","Department of Health and Social Care","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","No function","Food Standards Agency","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","No function","Food Standards Agency","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","No function","Foreign, Commonwealth and Development Office","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","No function","Foreign, Commonwealth and Development Office","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","No function","HM Treasury","London","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","No function","Ministry of Defence","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","No function","Ministry of Housing, Communities and Local Government","London","20","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","No function","Ministry of Housing, Communities and Local Government","Outside London","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","No function","Ministry of Justice","London","30","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","No function","Ministry of Justice","Outside London","75","[c]","21370","20500"
"Leaver Dept.","2021","Declared disabled","No function","National Crime Agency","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","No function","National Crime Agency","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","No function","Northern Ireland Office","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","No function","Northern Ireland Office","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","No function","Office for Standards in Education","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","No function","Office for Standards in Education","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","No function","Office of Gas and Electricity Markets","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","No function","Office of Gas and Electricity Markets","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","No function","Office of Qualifications and Examinations Regulation","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","No function","Office of Rail and Road","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","No function","Office of Rail and Road","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","No function","Other Cabinet Office Agencies","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","No function","Other Cabinet Office Agencies","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","No function","Scottish Government","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","No function","The National Archives","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","No function","United Kingdom Statistics Authority","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","No function","United Kingdom Statistics Authority","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","No function","Wales Office","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","No function","Wales Office","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Project Delivery","Attorney General's Departments","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Project Delivery","Cabinet Office","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Project Delivery","Cabinet Office","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Project Delivery","Chancellor's other departments","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Project Delivery","Charity Commission","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Project Delivery","Competition and Markets Authority","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Project Delivery","Competition and Markets Authority","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Project Delivery","Department for Business, Energy and Industrial Strategy","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Project Delivery","Department for Business, Energy and Industrial Strategy","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Project Delivery","Department for Business, Energy and Industrial Strategy","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Project Delivery","Department for Digital, Culture, Media and Sport","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Project Delivery","Department for Environment, Food and Rural Affairs","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Project Delivery","Department for International Trade","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Project Delivery","Department for Transport","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Project Delivery","Department for Transport","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Project Delivery","Foreign, Commonwealth and Development Office","London","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Project Delivery","Foreign, Commonwealth and Development Office","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Project Delivery","Foreign, Commonwealth and Development Office","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Project Delivery","HM Revenue and Customs","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Project Delivery","HM Treasury","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Project Delivery","Ministry of Defence","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Project Delivery","Ministry of Defence","Outside London","30","[c]","35420","33120"
"Leaver Dept.","2021","Declared disabled","Project Delivery","Ministry of Defence","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Project Delivery","Ministry of Defence","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Project Delivery","Ministry of Housing, Communities and Local Government","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Project Delivery","Ministry of Housing, Communities and Local Government","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Project Delivery","Ministry of Justice","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Project Delivery","Ministry of Justice","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Project Delivery","Northern Ireland Office","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Project Delivery","Northern Ireland Office","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Project Delivery","Office for Standards in Education","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Project Delivery","Office of Gas and Electricity Markets","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Project Delivery","Other Cabinet Office Agencies","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Project Delivery","Other Cabinet Office Agencies","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Project Delivery","Scotland Office","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Project Delivery","Scottish Government","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Project Delivery","UK Export Finance","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Project Delivery","United Kingdom Statistics Authority","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Property","Cabinet Office","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Property","Cabinet Office","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Property","Cabinet Office","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Property","Competition and Markets Authority","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Property","Department for Business, Energy and Industrial Strategy","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Property","Department for Digital, Culture, Media and Sport","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Property","Department for Environment, Food and Rural Affairs","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Property","Department for Environment, Food and Rural Affairs","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Property","Department for Transport","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Property","Foreign, Commonwealth and Development Office","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Property","HM Revenue and Customs","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Property","HM Revenue and Customs","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Property","Ministry of Defence","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Property","Ministry of Justice","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Property","Ministry of Justice","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Property","Scottish Government","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Property","United Kingdom Statistics Authority","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Security","Attorney General's Departments","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Security","Cabinet Office","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Security","Cabinet Office","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Security","Cabinet Office","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Security","Department for Transport","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Security","Foreign, Commonwealth and Development Office","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Security","Ministry of Defence","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Security","Ministry of Defence","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Security","Ministry of Defence","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Security","Ministry of Justice","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Security","Ministry of Justice","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Security","National Crime Agency","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Security","Northern Ireland Office","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Security","Northern Ireland Office","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Security","United Kingdom Statistics Authority","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Unknown","Attorney General's Departments","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Unknown","Cabinet Office","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Unknown","Charity Commission","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Unknown","Charity Commission","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Unknown","Department for Business, Energy and Industrial Strategy","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Unknown","Department for Business, Energy and Industrial Strategy","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Unknown","Department for Education","London","15","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Unknown","Department for Education","Outside London","20","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Unknown","Department for Education","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Unknown","Department for Transport","London","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Unknown","Department for Transport","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Unknown","Department for Work and Pensions","London","20","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Unknown","Department for Work and Pensions","Outside London","115","[c]","28870","27570"
"Leaver Dept.","2021","Declared disabled","Unknown","Department for Work and Pensions","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Unknown","Department of Health and Social Care","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Unknown","Department of Health and Social Care","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Unknown","Food Standards Agency","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Unknown","Food Standards Agency","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Unknown","Foreign, Commonwealth and Development Office","London","15","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Unknown","Foreign, Commonwealth and Development Office","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Unknown","Foreign, Commonwealth and Development Office","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Unknown","HM Revenue and Customs","London","20","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Unknown","HM Revenue and Customs","Outside London","85","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Unknown","HM Revenue and Customs","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Unknown","Home Office","London","40","[c]","45280","41480"
"Leaver Dept.","2021","Declared disabled","Unknown","Home Office","Outside London","45","[c]","26920","24890"
"Leaver Dept.","2021","Declared disabled","Unknown","Ministry of Defence","London","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Unknown","Ministry of Defence","Outside London","20","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Unknown","Ministry of Defence","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Unknown","Ministry of Defence","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Unknown","Ministry of Housing, Communities and Local Government","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Unknown","Other Cabinet Office Agencies","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Unknown","Other Cabinet Office Agencies","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Unknown","Other Cabinet Office Agencies","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Unknown","Scotland Office","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Unknown","Scotland Office","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Unknown","Scottish Government","Outside London","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Unknown","Scottish Government","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Unknown","Welsh Government","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Unknown","Welsh Government","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Analysis","Attorney General's Departments","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Analysis","Cabinet Office","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Analysis","Cabinet Office","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Analysis","Chancellor's other departments","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Analysis","Competition and Markets Authority","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Analysis","Competition and Markets Authority","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Analysis","Department for Business, Energy and Industrial Strategy","London","20","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Analysis","Department for Business, Energy and Industrial Strategy","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Analysis","Department for Digital, Culture, Media and Sport","London","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Analysis","Department for Education","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Analysis","Department for Education","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Analysis","Department for Environment, Food and Rural Affairs","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Analysis","Department for Environment, Food and Rural Affairs","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Analysis","Department for International Trade","London","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Analysis","Department for International Trade","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Analysis","Department for Transport","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Analysis","Department for Transport","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Analysis","Department for Work and Pensions","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Analysis","Food Standards Agency","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Analysis","HM Revenue and Customs","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Analysis","HM Revenue and Customs","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Analysis","HM Treasury","London","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Analysis","Ministry of Defence","London","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Analysis","Ministry of Defence","Outside London","15","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Analysis","Ministry of Housing, Communities and Local Government","London","30","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Analysis","Ministry of Justice","London","25","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Analysis","Ministry of Justice","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Analysis","Office for Standards in Education","London","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Analysis","Office for Standards in Education","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Analysis","Office of Gas and Electricity Markets","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Analysis","Office of Rail and Road","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Analysis","Scottish Government","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Analysis","UK Export Finance","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Analysis","United Kingdom Statistics Authority","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Analysis","United Kingdom Statistics Authority","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Analysis","Wales Office","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Analysis","Water Services Regulation Authority","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Analysis","Welsh Government","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Commercial","Attorney General's Departments","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Commercial","Cabinet Office","London","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Commercial","Cabinet Office","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Commercial","Cabinet Office","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Commercial","Department for Business, Energy and Industrial Strategy","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Commercial","Department for Business, Energy and Industrial Strategy","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Commercial","Department for Business, Energy and Industrial Strategy","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Commercial","Department for Digital, Culture, Media and Sport","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Commercial","Department for Education","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Commercial","Department for Education","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Commercial","Department for Environment, Food and Rural Affairs","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Commercial","Department for International Trade","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Commercial","Department for Transport","Outside London","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Commercial","Department of Health and Social Care","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Commercial","Foreign, Commonwealth and Development Office","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Commercial","Ministry of Defence","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Commercial","Ministry of Defence","Outside London","20","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Commercial","Ministry of Defence","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Commercial","Ministry of Housing, Communities and Local Government","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Commercial","Ministry of Justice","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Commercial","Ministry of Justice","Outside London","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Commercial","National Crime Agency","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Commercial","Other Cabinet Office Agencies","London","[c]","[c]","[c]","[c]"
