"Status","Year","Function_of_post","Region_ITL3","Responsibility_level_grouped","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2021","Legal","Heart of Essex","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","Heart of Essex","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","Heart of Essex","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","Hertfordshire","AA/AO","AO","5","[c]","[c]","[c]"
"Leaver CS","2021","Legal","Hertfordshire","EO","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","Hertfordshire","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","Hertfordshire","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","Inverclyde, East Renfrewshire and Renfrewshire","AA/AO","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","Inverclyde, East Renfrewshire and Renfrewshire","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","Inverclyde, East Renfrewshire and Renfrewshire","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","Inverness and Nairn and Moray, Badenoch and Strathspey","AA/AO","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","Inverness and Nairn and Moray, Badenoch and Strathspey","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","Inverness and Nairn and Moray, Badenoch and Strathspey","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","Inverness and Nairn and Moray, Badenoch and Strathspey","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","Kingston upon Hull, City of","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","Lambeth","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","Leeds","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","Leeds","EO","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","Leeds","G6/G7","G7","10","[c]","[c]","[c]"
"Leaver CS","2021","Legal","Leeds","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","Leeds","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","Leicester","AA/AO","AO","5","[c]","[c]","[c]"
"Leaver CS","2021","Legal","Leicester","G6/G7","G7","5","[c]","[c]","[c]"
"Leaver CS","2021","Legal","Leicester","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","Leicester","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","Lewisham and Southwark","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","Lewisham and Southwark","EO","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","Lewisham and Southwark","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","Lincolnshire","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","Liverpool","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","Liverpool","EO","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","Liverpool","G6/G7","G7","5","[c]","[c]","[c]"
"Leaver CS","2021","Legal","Liverpool","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","Lochaber, Skye and Lochalsh, Arran and Cumbrae and Argyll and Bute","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","Luton","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","Manchester","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","Manchester","EO","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","Manchester","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","Manchester","G6/G7","G7","5","[c]","[c]","[c]"
"Leaver CS","2021","Legal","Medway","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","Mid Kent","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","Mid Lancashire","EO","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","Mid Lancashire","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","Mid Lancashire","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","Mid Lancashire","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","Milton Keynes","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","Milton Keynes","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","North Hampshire","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","North Lanarkshire","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","North Lanarkshire","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","North Nottinghamshire","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","Norwich and East Norfolk","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","Nottingham","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","Nottingham","EO","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","Nottingham","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","Nottingham","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","Nottingham","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","Orkney Islands","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","Perth and Kinross and Stirling","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","Plymouth","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","Plymouth","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","Portsmouth","EO","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","Portsmouth","G6/G7","G7","5","[c]","[c]","[c]"
"Leaver CS","2021","Legal","Portsmouth","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","Redbridge and Waltham Forest","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","Scottish Borders","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","Sheffield","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","Sheffield","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","Sheffield","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","Shetland Islands","EO","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","South Ayrshire","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","South Hampshire","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","South Hampshire","EO","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","South Hampshire","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","South Lanarkshire","AA/AO","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","South Lanarkshire","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","South Teesside","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","Southampton","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","Staffordshire CC","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","Stoke-on-Trent","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","Stoke-on-Trent","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","Stoke-on-Trent","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","Swansea","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","Swansea","G6/G7","G7","5","[c]","[c]","[c]"
"Leaver CS","2021","Legal","Telford and Wrekin","EO","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","Telford and Wrekin","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","Tower Hamlets","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","Tower Hamlets","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","Tower Hamlets","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","Tower Hamlets","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","Tower Hamlets","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","Tyneside","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","Tyneside","EO","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","Tyneside","G6/G7","G7","5","[c]","[c]","[c]"
"Leaver CS","2021","Legal","Tyneside","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","Walsall","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","Warrington","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","West Lothian","AA/AO","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","West Surrey","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","West Surrey","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","West Surrey","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","West Sussex (South West)","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","Westminster","AA/AO","AO","20","[c]","23050","23520"
"Leaver CS","2021","Legal","Westminster","EO","EO","40","[c]","27200","26680"
"Leaver CS","2021","Legal","Westminster","G6/G7","G6","30","[c]","70570","71910"
"Leaver CS","2021","Legal","Westminster","G6/G7","G7","70","[c]","54160","53030"
"Leaver CS","2021","Legal","Westminster","SCS level","SCS level","20","[c]","96320","87760"
"Leaver CS","2021","Legal","Westminster","SEO/HEO","HEO","15","[c]","34830","31300"
"Leaver CS","2021","Legal","Westminster","SEO/HEO","SEO","15","[c]","39730","36500"
"Leaver CS","2021","Legal","Wiltshire","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","Wirral","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","Wirral","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","Worcestershire","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","Worcestershire","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","York","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","York","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","York","G6/G7","G7","10","[c]","[c]","[c]"
"Leaver CS","2021","Legal","York","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Aberdeen City and Aberdeenshire","AA/AO","AO","15","[c]","22350","21810"
"Leaver CS","2021","No function","Aberdeen City and Aberdeenshire","EO","EO","10","[c]","[c]","[c]"
"Leaver CS","2021","No function","Aberdeen City and Aberdeenshire","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Aberdeen City and Aberdeenshire","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Aberdeen City and Aberdeenshire","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Aberdeen City and Aberdeenshire","SEO/HEO","SEO","5","[c]","[c]","[c]"
"Leaver CS","2021","No function","Ards and North Down","EO","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Ards and North Down","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Barking & Dagenham and Havering","AA/AO","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Barking & Dagenham and Havering","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Barking & Dagenham and Havering","EO","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Barking & Dagenham and Havering","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Barnet","AA/AO","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Barnet","AA/AO","AO","25","[c]","23530","23530"
"Leaver CS","2021","No function","Barnet","EO","EO","15","[c]","27760","27150"
"Leaver CS","2021","No function","Barnet","G6/G7","G6","5","[c]","[c]","[c]"
"Leaver CS","2021","No function","Barnet","G6/G7","G7","10","[c]","56030","54400"
"Leaver CS","2021","No function","Barnet","SCS level","SCS level","5","[c]","[c]","[c]"
"Leaver CS","2021","No function","Barnet","SEO/HEO","HEO","20","[c]","32350","32330"
"Leaver CS","2021","No function","Barnet","SEO/HEO","SEO","20","[c]","40490","40470"
"Leaver CS","2021","No function","Barnet","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Barnsley, Doncaster and Rotherham","AA/AO","AA","35","[c]","[c]","[c]"
"Leaver CS","2021","No function","Barnsley, Doncaster and Rotherham","AA/AO","AO","55","[c]","[c]","[c]"
"Leaver CS","2021","No function","Barnsley, Doncaster and Rotherham","EO","EO","10","[c]","[c]","[c]"
"Leaver CS","2021","No function","Barnsley, Doncaster and Rotherham","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Barnsley, Doncaster and Rotherham","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Barnsley, Doncaster and Rotherham","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Barnsley, Doncaster and Rotherham","SEO/HEO","SEO","5","[c]","[c]","[c]"
"Leaver CS","2021","No function","Barnsley, Doncaster and Rotherham","Unknown","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2021","No function","Bath and North East Somerset, North Somerset and South Gloucestershire","AA/AO","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Bath and North East Somerset, North Somerset and South Gloucestershire","AA/AO","AO","20","[c]","[c]","[c]"
"Leaver CS","2021","No function","Bath and North East Somerset, North Somerset and South Gloucestershire","EO","EO","10","[c]","[c]","[c]"
"Leaver CS","2021","No function","Bath and North East Somerset, North Somerset and South Gloucestershire","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Bath and North East Somerset, North Somerset and South Gloucestershire","SEO/HEO","HEO","5","[c]","[c]","[c]"
"Leaver CS","2021","No function","Bath and North East Somerset, North Somerset and South Gloucestershire","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Bath and North East Somerset, North Somerset and South Gloucestershire","Unknown","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2021","No function","Bedford","AA/AO","AA","20","[c]","[c]","[c]"
"Leaver CS","2021","No function","Bedford","AA/AO","AO","35","[c]","[c]","[c]"
"Leaver CS","2021","No function","Bedford","EO","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Bedford","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Bedford","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Bedford","Unknown","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2021","No function","Belfast","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Belfast","EO","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Belfast","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Berkshire","AA/AO","AA","5","[c]","[c]","[c]"
"Leaver CS","2021","No function","Berkshire","AA/AO","AO","10","[c]","22520","22080"
"Leaver CS","2021","No function","Berkshire","EO","EO","5","[c]","[c]","[c]"
"Leaver CS","2021","No function","Berkshire","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Berkshire","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Berkshire","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Berkshire","Unknown","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2021","No function","Bexley and Greenwich","AA/AO","AA","20","[c]","[c]","[c]"
"Leaver CS","2021","No function","Bexley and Greenwich","AA/AO","AO","55","[c]","[c]","[c]"
"Leaver CS","2021","No function","Bexley and Greenwich","EO","EO","10","[c]","[c]","[c]"
"Leaver CS","2021","No function","Bexley and Greenwich","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Bexley and Greenwich","SEO/HEO","SEO","5","[c]","[c]","[c]"
"Leaver CS","2021","No function","Bexley and Greenwich","Unknown","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2021","No function","Birmingham","AA/AO","AA","10","[c]","[c]","[c]"
"Leaver CS","2021","No function","Birmingham","AA/AO","AO","125","[c]","20390","19930"
"Leaver CS","2021","No function","Birmingham","EO","EO","30","[c]","24880","23860"
"Leaver CS","2021","No function","Birmingham","G6/G7","G6","5","[c]","[c]","[c]"
"Leaver CS","2021","No function","Birmingham","G6/G7","G7","25","[c]","58250","56950"
"Leaver CS","2021","No function","Birmingham","SCS level","SCS level","5","[c]","[c]","[c]"
"Leaver CS","2021","No function","Birmingham","SEO/HEO","HEO","20","[c]","32870","33440"
"Leaver CS","2021","No function","Birmingham","SEO/HEO","SEO","20","[c]","43880","44240"
"Leaver CS","2021","No function","Birmingham","Unknown","Unknown","15","[c]","[c]","[c]"
"Leaver CS","2021","No function","Blackburn with Darwen","AA/AO","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Blackburn with Darwen","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Blackburn with Darwen","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Blackburn with Darwen","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Blackpool","AA/AO","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Blackpool","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Blackpool","EO","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Blackpool","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Blackpool","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Bournemouth and Poole","AA/AO","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Bournemouth and Poole","AA/AO","AO","5","[c]","[c]","[c]"
"Leaver CS","2021","No function","Bournemouth and Poole","EO","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Bournemouth and Poole","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Bournemouth and Poole","Unknown","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2021","No function","Bradford","AA/AO","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Bradford","AA/AO","AO","10","[c]","19560","19840"
"Leaver CS","2021","No function","Bradford","EO","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Bradford","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Breckland and South Norfolk","AA/AO","AA","5","[c]","[c]","[c]"
"Leaver CS","2021","No function","Breckland and South Norfolk","AA/AO","AO","40","[c]","[c]","[c]"
"Leaver CS","2021","No function","Breckland and South Norfolk","EO","EO","5","[c]","[c]","[c]"
"Leaver CS","2021","No function","Breckland and South Norfolk","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Breckland and South Norfolk","SEO/HEO","HEO","5","[c]","[c]","[c]"
"Leaver CS","2021","No function","Breckland and South Norfolk","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Brent","AA/AO","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Brent","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Brent","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Bridgend and Neath Port Talbot","AA/AO","AO","10","[c]","[c]","[c]"
"Leaver CS","2021","No function","Bridgend and Neath Port Talbot","EO","EO","5","[c]","[c]","[c]"
"Leaver CS","2021","No function","Bridgend and Neath Port Talbot","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Bridgend and Neath Port Talbot","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Brighton and Hove","AA/AO","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Brighton and Hove","AA/AO","AO","5","[c]","[c]","[c]"
"Leaver CS","2021","No function","Brighton and Hove","EO","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Brighton and Hove","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Brighton and Hove","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Bristol, City of","AA/AO","AA","15","[c]","17880","18220"
"Leaver CS","2021","No function","Bristol, City of","AA/AO","AO","80","[c]","20480","19930"
"Leaver CS","2021","No function","Bristol, City of","EO","EO","15","[c]","24770","24430"
"Leaver CS","2021","No function","Bristol, City of","G6/G7","G6","20","[c]","65700","61120"
"Leaver CS","2021","No function","Bristol, City of","G6/G7","G7","15","[c]","52690","49270"
"Leaver CS","2021","No function","Bristol, City of","SCS level","SCS level","5","[c]","[c]","[c]"
"Leaver CS","2021","No function","Bristol, City of","SEO/HEO","HEO","25","[c]","32130","32000"
"Leaver CS","2021","No function","Bristol, City of","SEO/HEO","SEO","15","[c]","43440","43740"
"Leaver CS","2021","No function","Bristol, City of","Unknown","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2021","No function","Bromley","AA/AO","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Bromley","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Bromley","EO","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Bromley","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Bromley","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Buckinghamshire CC","AA/AO","AA","10","[c]","[c]","[c]"
"Leaver CS","2021","No function","Buckinghamshire CC","AA/AO","AO","45","[c]","[c]","[c]"
"Leaver CS","2021","No function","Buckinghamshire CC","EO","EO","10","[c]","[c]","[c]"
"Leaver CS","2021","No function","Buckinghamshire CC","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Buckinghamshire CC","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Buckinghamshire CC","Unknown","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2021","No function","Calderdale and Kirklees","AA/AO","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Calderdale and Kirklees","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Calderdale and Kirklees","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Calderdale and Kirklees","Unknown","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2021","No function","Cambridgeshire CC","AA/AO","AA","10","[c]","[c]","[c]"
"Leaver CS","2021","No function","Cambridgeshire CC","AA/AO","AO","55","[c]","22960","21570"
"Leaver CS","2021","No function","Cambridgeshire CC","EO","EO","10","[c]","[c]","[c]"
"Leaver CS","2021","No function","Cambridgeshire CC","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Cambridgeshire CC","G6/G7","G7","10","[c]","60240","55380"
"Leaver CS","2021","No function","Cambridgeshire CC","SCS level","SCS level","5","[c]","[c]","[c]"
"Leaver CS","2021","No function","Cambridgeshire CC","SEO/HEO","HEO","10","[c]","[c]","[c]"
"Leaver CS","2021","No function","Cambridgeshire CC","SEO/HEO","SEO","5","[c]","[c]","[c]"
"Leaver CS","2021","No function","Cambridgeshire CC","Unknown","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2021","No function","Camden and City of London","AA/AO","AA","5","[c]","[c]","[c]"
"Leaver CS","2021","No function","Camden and City of London","AA/AO","AO","60","[c]","23230","22680"
"Leaver CS","2021","No function","Camden and City of London","EO","EO","15","[c]","26270","26410"
"Leaver CS","2021","No function","Camden and City of London","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Camden and City of London","G6/G7","G7","10","[c]","[c]","[c]"
"Leaver CS","2021","No function","Camden and City of London","SCS level","SCS level","5","[c]","[c]","[c]"
"Leaver CS","2021","No function","Camden and City of London","SEO/HEO","HEO","10","[c]","32780","32650"
"Leaver CS","2021","No function","Camden and City of London","SEO/HEO","SEO","5","[c]","[c]","[c]"
"Leaver CS","2021","No function","Camden and City of London","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Cardiff and Vale of Glamorgan","AA/AO","AA","15","[c]","[c]","[c]"
"Leaver CS","2021","No function","Cardiff and Vale of Glamorgan","AA/AO","AO","65","[c]","20350","20100"
"Leaver CS","2021","No function","Cardiff and Vale of Glamorgan","EO","EO","20","[c]","26010","26260"
"Leaver CS","2021","No function","Cardiff and Vale of Glamorgan","G6/G7","G6","5","[c]","[c]","[c]"
"Leaver CS","2021","No function","Cardiff and Vale of Glamorgan","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Cardiff and Vale of Glamorgan","SEO/HEO","HEO","5","[c]","[c]","[c]"
"Leaver CS","2021","No function","Cardiff and Vale of Glamorgan","SEO/HEO","SEO","10","[c]","[c]","[c]"
"Leaver CS","2021","No function","Cardiff and Vale of Glamorgan","Unknown","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2021","No function","Central Hampshire","AA/AO","AA","20","[c]","17160","17180"
"Leaver CS","2021","No function","Central Hampshire","AA/AO","AO","25","[c]","[c]","[c]"
"Leaver CS","2021","No function","Central Hampshire","EO","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Central Hampshire","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Central Hampshire","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Central Hampshire","SEO/HEO","HEO","15","[c]","29060","28650"
"Leaver CS","2021","No function","Central Hampshire","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Central Hampshire","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Central Valleys","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Central Valleys","EO","EO","[c]","[c]","[c]","[c]"
