"Status","Year","Function_of_post","Region_ITL3","Responsibility_level_grouped","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Project Delivery","Glasgow City","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Glasgow City","EO","EO","15","15","25020","25560"
"In post","2021","Project Delivery","Glasgow City","G6/G7","G6","10","10","67010","65760"
"In post","2021","Project Delivery","Glasgow City","G6/G7","G7","30","30","51540","52580"
"In post","2021","Project Delivery","Glasgow City","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Glasgow City","SEO/HEO","HEO","55","50","32290","31970"
"In post","2021","Project Delivery","Glasgow City","SEO/HEO","SEO","45","45","39290","40000"
"In post","2021","Project Delivery","Gloucestershire","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Gloucestershire","EO","EO","15","15","25510","26670"
"In post","2021","Project Delivery","Gloucestershire","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Gloucestershire","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Gloucestershire","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Gloucestershire","SEO/HEO","HEO","15","15","33000","33300"
"In post","2021","Project Delivery","Gloucestershire","SEO/HEO","SEO","10","10","39320","40580"
"In post","2021","Project Delivery","Greater Manchester North East","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Greater Manchester North West","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Greater Manchester South East","EO","EO","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Greater Manchester South East","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Greater Manchester South East","SEO/HEO","HEO","10","10","33590","33300"
"In post","2021","Project Delivery","Greater Manchester South East","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Greater Manchester South West","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Greater Manchester South West","EO","EO","25","20","26170","25560"
"In post","2021","Project Delivery","Greater Manchester South West","G6/G7","G6","15","15","63270","64670"
"In post","2021","Project Delivery","Greater Manchester South West","G6/G7","G7","55","50","50590","52580"
"In post","2021","Project Delivery","Greater Manchester South West","SCS level","SCS level","5","5","[c]","[c]"
"In post","2021","Project Delivery","Greater Manchester South West","SEO/HEO","HEO","55","50","31700","31810"
"In post","2021","Project Delivery","Greater Manchester South West","SEO/HEO","SEO","70","65","38920","38630"
"In post","2021","Project Delivery","Gwent Valleys","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Hackney and Newham","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Hackney and Newham","EO","EO","15","15","31630","32430"
"In post","2021","Project Delivery","Hackney and Newham","G6/G7","G6","20","20","74090","71860"
"In post","2021","Project Delivery","Hackney and Newham","G6/G7","G7","30","30","58780","59160"
"In post","2021","Project Delivery","Hackney and Newham","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Hackney and Newham","SEO/HEO","HEO","25","25","36420","36160"
"In post","2021","Project Delivery","Hackney and Newham","SEO/HEO","SEO","20","20","41980","41780"
"In post","2021","Project Delivery","Haringey and Islington","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Haringey and Islington","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Harrow and Hillingdon","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Harrow and Hillingdon","EO","EO","5","5","[c]","[c]"
"In post","2021","Project Delivery","Harrow and Hillingdon","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Harrow and Hillingdon","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Harrow and Hillingdon","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Harrow and Hillingdon","SEO/HEO","HEO","10","10","36950","37890"
"In post","2021","Project Delivery","Harrow and Hillingdon","SEO/HEO","SEO","5","5","[c]","[c]"
"In post","2021","Project Delivery","Heart of Essex","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Heart of Essex","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Herefordshire, County of","EO","EO","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Hertfordshire","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Hertfordshire","EO","EO","20","15","30960","30750"
"In post","2021","Project Delivery","Hertfordshire","G6/G7","G6","5","5","[c]","[c]"
"In post","2021","Project Delivery","Hertfordshire","G6/G7","G7","15","15","59140","59730"
"In post","2021","Project Delivery","Hertfordshire","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Hertfordshire","SEO/HEO","HEO","30","30","37070","37640"
"In post","2021","Project Delivery","Hertfordshire","SEO/HEO","SEO","40","40","44530","45200"
"In post","2021","Project Delivery","Hounslow and Richmond upon Thames","EO","EO","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Hounslow and Richmond upon Thames","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Hounslow and Richmond upon Thames","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Hounslow and Richmond upon Thames","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Inverclyde, East Renfrewshire and Renfrewshire","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Inverness and Nairn and Moray, Badenoch and Strathspey","AA/AO","AO","30","30","23410","22920"
"In post","2021","Project Delivery","Inverness and Nairn and Moray, Badenoch and Strathspey","EO","EO","10","10","[c]","[c]"
"In post","2021","Project Delivery","Inverness and Nairn and Moray, Badenoch and Strathspey","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Inverness and Nairn and Moray, Badenoch and Strathspey","SEO/HEO","HEO","20","15","37570","37530"
"In post","2021","Project Delivery","Inverness and Nairn and Moray, Badenoch and Strathspey","SEO/HEO","SEO","10","10","43710","44820"
"In post","2021","Project Delivery","Isle of Anglesey","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Isle of Anglesey","EO","EO","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Isle of Anglesey","SEO/HEO","HEO","5","5","[c]","[c]"
"In post","2021","Project Delivery","Isle of Anglesey","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Kensington & Chelsea and Hammersmith & Fulham","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Kent Thames Gateway","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Kingston upon Hull, City of","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Kingston upon Hull, City of","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Lambeth","EO","EO","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Lambeth","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Lambeth","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Lambeth","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Lambeth","SEO/HEO","HEO","5","5","[c]","[c]"
"In post","2021","Project Delivery","Lambeth","SEO/HEO","SEO","10","10","[c]","[c]"
"In post","2021","Project Delivery","Lancaster and Wyre","AA/AO","AA","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Lancaster and Wyre","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Lancaster and Wyre","EO","EO","15","15","26660","26670"
"In post","2021","Project Delivery","Lancaster and Wyre","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Lancaster and Wyre","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Lancaster and Wyre","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Lancaster and Wyre","SEO/HEO","HEO","15","15","33350","33300"
"In post","2021","Project Delivery","Lancaster and Wyre","SEO/HEO","SEO","10","10","[c]","[c]"
"In post","2021","Project Delivery","Leeds","AA/AO","AO","10","5","[c]","[c]"
"In post","2021","Project Delivery","Leeds","EO","EO","35","35","23590","22090"
"In post","2021","Project Delivery","Leeds","G6/G7","G6","15","15","62900","61960"
"In post","2021","Project Delivery","Leeds","G6/G7","G7","50","50","51640","49940"
"In post","2021","Project Delivery","Leeds","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Leeds","SEO/HEO","HEO","50","50","29800","28900"
"In post","2021","Project Delivery","Leeds","SEO/HEO","SEO","50","50","36270","35320"
"In post","2021","Project Delivery","Leicester","EO","EO","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Leicester","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Leicester","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Leicester","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Leicester","SEO/HEO","SEO","10","10","38360","38550"
"In post","2021","Project Delivery","Leicestershire CC and Rutland","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Leicestershire CC and Rutland","EO","EO","5","5","[c]","[c]"
"In post","2021","Project Delivery","Leicestershire CC and Rutland","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Leicestershire CC and Rutland","SEO/HEO","HEO","5","5","[c]","[c]"
"In post","2021","Project Delivery","Leicestershire CC and Rutland","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Lewisham and Southwark","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Lewisham and Southwark","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Lincolnshire","AA/AO","AO","15","10","20990","20920"
"In post","2021","Project Delivery","Lincolnshire","EO","EO","50","50","26550","26670"
"In post","2021","Project Delivery","Lincolnshire","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Lincolnshire","G6/G7","G7","25","20","52040","51280"
"In post","2021","Project Delivery","Lincolnshire","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Lincolnshire","SEO/HEO","HEO","125","125","32020","33000"
"In post","2021","Project Delivery","Lincolnshire","SEO/HEO","SEO","90","90","40590","41000"
"In post","2021","Project Delivery","Lincolnshire","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Lisburn and Castlereagh","EO","EO","5","5","[c]","[c]"
"In post","2021","Project Delivery","Lisburn and Castlereagh","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Lisburn and Castlereagh","SEO/HEO","HEO","5","5","[c]","[c]"
"In post","2021","Project Delivery","Lisburn and Castlereagh","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Liverpool","AA/AO","AO","10","10","[c]","[c]"
"In post","2021","Project Delivery","Liverpool","EO","EO","60","55","25800","25560"
"In post","2021","Project Delivery","Liverpool","G6/G7","G6","40","40","62730","64670"
"In post","2021","Project Delivery","Liverpool","G6/G7","G7","100","100","50510","52580"
"In post","2021","Project Delivery","Liverpool","SCS level","SCS level","5","5","[c]","[c]"
"In post","2021","Project Delivery","Liverpool","SEO/HEO","HEO","115","110","31330","31810"
"In post","2021","Project Delivery","Liverpool","SEO/HEO","SEO","125","125","37810","38630"
"In post","2021","Project Delivery","Lochaber, Skye and Lochalsh, Arran and Cumbrae and Argyll and Bute","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Lochaber, Skye and Lochalsh, Arran and Cumbrae and Argyll and Bute","EO","EO","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Lochaber, Skye and Lochalsh, Arran and Cumbrae and Argyll and Bute","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Lochaber, Skye and Lochalsh, Arran and Cumbrae and Argyll and Bute","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Luton","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Manchester","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Manchester","EO","EO","45","45","25720","26000"
"In post","2021","Project Delivery","Manchester","G6/G7","G6","35","35","64640","64670"
"In post","2021","Project Delivery","Manchester","G6/G7","G7","75","75","51620","51730"
"In post","2021","Project Delivery","Manchester","SCS level","SCS level","10","10","[c]","[c]"
"In post","2021","Project Delivery","Manchester","SEO/HEO","HEO","75","70","31870","31920"
"In post","2021","Project Delivery","Manchester","SEO/HEO","SEO","80","80","38660","38630"
"In post","2021","Project Delivery","Medway","EO","EO","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Medway","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Medway","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Merton, Kingston upon Thames and Sutton","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Merton, Kingston upon Thames and Sutton","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Mid Kent","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Mid Kent","EO","EO","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Mid Kent","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Mid Kent","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Mid Lancashire","AA/AO","AO","30","25","21200","21050"
"In post","2021","Project Delivery","Mid Lancashire","EO","EO","65","55","25850","25560"
"In post","2021","Project Delivery","Mid Lancashire","G6/G7","G6","20","20","61340","64670"
"In post","2021","Project Delivery","Mid Lancashire","G6/G7","G7","65","65","51130","52580"
"In post","2021","Project Delivery","Mid Lancashire","SCS level","SCS level","5","5","[c]","[c]"
"In post","2021","Project Delivery","Mid Lancashire","SEO/HEO","HEO","105","95","32110","31810"
"In post","2021","Project Delivery","Mid Lancashire","SEO/HEO","SEO","105","105","38340","38630"
"In post","2021","Project Delivery","Milton Keynes","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Milton Keynes","EO","EO","15","15","26540","26590"
"In post","2021","Project Delivery","Milton Keynes","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Milton Keynes","G6/G7","G7","10","10","[c]","[c]"
"In post","2021","Project Delivery","Milton Keynes","SEO/HEO","HEO","15","15","32670","31450"
"In post","2021","Project Delivery","Milton Keynes","SEO/HEO","SEO","15","15","42480","41420"
"In post","2021","Project Delivery","Monmouthshire and Newport","EO","EO","10","10","23460","23050"
"In post","2021","Project Delivery","Monmouthshire and Newport","G6/G7","G6","20","20","61450","60700"
"In post","2021","Project Delivery","Monmouthshire and Newport","G6/G7","G7","55","55","50850","49100"
"In post","2021","Project Delivery","Monmouthshire and Newport","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Monmouthshire and Newport","SEO/HEO","HEO","25","20","30390","29540"
"In post","2021","Project Delivery","Monmouthshire and Newport","SEO/HEO","SEO","40","40","37730","36840"
"In post","2021","Project Delivery","North and West Norfolk","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","North and West Norfolk","EO","EO","10","10","[c]","[c]"
