"Status","Year","Disability","Function_of_post","Parent_department","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2021","Declared non-disabled","Human Resources","Ministry of Housing, Communities and Local Government","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Human Resources","Ministry of Housing, Communities and Local Government","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Human Resources","Ministry of Housing, Communities and Local Government","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Human Resources","Ministry of Housing, Communities and Local Government","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Human Resources","Ministry of Justice","Heterosexual / straight","20","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Human Resources","Ministry of Justice","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Human Resources","Ministry of Justice","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Human Resources","Ministry of Justice","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Human Resources","National Crime Agency","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Human Resources","National Crime Agency","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Human Resources","National Crime Agency","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Human Resources","National Crime Agency","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Human Resources","Northern Ireland Office","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Human Resources","Northern Ireland Office","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Human Resources","Northern Ireland Office","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Human Resources","Northern Ireland Office","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Human Resources","Office for Standards in Education","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Human Resources","Office for Standards in Education","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Human Resources","Office for Standards in Education","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Human Resources","Office for Standards in Education","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Human Resources","Office of Gas and Electricity Markets","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Human Resources","Office of Gas and Electricity Markets","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Human Resources","Office of Gas and Electricity Markets","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Human Resources","Office of Gas and Electricity Markets","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Human Resources","Office of Qualifications and Examinations Regulation","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Human Resources","Office of Qualifications and Examinations Regulation","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Human Resources","Office of Qualifications and Examinations Regulation","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Human Resources","Office of Qualifications and Examinations Regulation","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Human Resources","Office of Rail and Road","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Human Resources","Office of Rail and Road","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Human Resources","Office of Rail and Road","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Human Resources","Office of Rail and Road","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Human Resources","Other Cabinet Office Agencies","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Human Resources","Other Cabinet Office Agencies","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Human Resources","Other Cabinet Office Agencies","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Human Resources","Other Cabinet Office Agencies","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Human Resources","Scottish Government","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Human Resources","Scottish Government","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Human Resources","Scottish Government","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Human Resources","Scottish Government","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Human Resources","UK Export Finance","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Human Resources","UK Export Finance","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Human Resources","UK Export Finance","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Human Resources","UK Export Finance","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Human Resources","United Kingdom Statistics Authority","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Human Resources","United Kingdom Statistics Authority","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Human Resources","United Kingdom Statistics Authority","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Human Resources","United Kingdom Statistics Authority","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Human Resources","Water Services Regulation Authority","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Human Resources","Water Services Regulation Authority","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Human Resources","Water Services Regulation Authority","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Human Resources","Water Services Regulation Authority","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Internal Audit","Department for Transport","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Internal Audit","Department for Transport","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Internal Audit","Department for Transport","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Internal Audit","Department for Transport","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Internal Audit","Foreign, Commonwealth and Development Office","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Internal Audit","Foreign, Commonwealth and Development Office","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Internal Audit","Foreign, Commonwealth and Development Office","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Internal Audit","Foreign, Commonwealth and Development Office","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Internal Audit","HM Treasury","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Internal Audit","HM Treasury","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Internal Audit","HM Treasury","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Internal Audit","HM Treasury","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Internal Audit","Ministry of Defence","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Internal Audit","Ministry of Defence","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Internal Audit","Ministry of Defence","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Internal Audit","Ministry of Defence","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Internal Audit","Ministry of Justice","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Internal Audit","Ministry of Justice","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Internal Audit","Ministry of Justice","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Internal Audit","Ministry of Justice","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Internal Audit","Scottish Government","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Internal Audit","Scottish Government","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Internal Audit","Scottish Government","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Internal Audit","Scottish Government","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Internal Audit","UK Export Finance","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Internal Audit","UK Export Finance","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Internal Audit","UK Export Finance","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Internal Audit","UK Export Finance","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Internal Audit","United Kingdom Statistics Authority","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Internal Audit","United Kingdom Statistics Authority","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Internal Audit","United Kingdom Statistics Authority","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Internal Audit","United Kingdom Statistics Authority","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Legal","Attorney General's Departments","Heterosexual / straight","175","[c]","47680","51250"
"Leaver CS","2021","Declared non-disabled","Legal","Attorney General's Departments","LGBO","10","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Legal","Attorney General's Departments","Undeclared","10","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Legal","Attorney General's Departments","Unknown","40","[c]","49730","55610"
"Leaver CS","2021","Declared non-disabled","Legal","Cabinet Office","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Legal","Cabinet Office","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Legal","Cabinet Office","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Legal","Cabinet Office","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Legal","Competition and Markets Authority","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Legal","Competition and Markets Authority","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Legal","Competition and Markets Authority","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Legal","Competition and Markets Authority","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Legal","Foreign, Commonwealth and Development Office","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Legal","Foreign, Commonwealth and Development Office","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Legal","Foreign, Commonwealth and Development Office","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Legal","Foreign, Commonwealth and Development Office","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Legal","HM Land Registry","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Legal","HM Land Registry","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Legal","HM Land Registry","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Legal","HM Land Registry","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Legal","Ministry of Defence","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Legal","Ministry of Defence","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Legal","Ministry of Defence","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Legal","Ministry of Defence","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Legal","Ministry of Justice","Heterosexual / straight","50","[c]","41480","43460"
"Leaver CS","2021","Declared non-disabled","Legal","Ministry of Justice","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Legal","Ministry of Justice","Undeclared","10","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Legal","Ministry of Justice","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Legal","National Crime Agency","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Legal","National Crime Agency","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Legal","National Crime Agency","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Legal","National Crime Agency","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Legal","Office for Standards in Education","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Legal","Office for Standards in Education","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Legal","Office for Standards in Education","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Legal","Office for Standards in Education","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Legal","Office of Gas and Electricity Markets","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Legal","Office of Gas and Electricity Markets","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Legal","Office of Gas and Electricity Markets","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Legal","Office of Gas and Electricity Markets","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Legal","Scottish Government","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Legal","Scottish Government","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Legal","Scottish Government","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Legal","Scottish Government","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Legal","UK Export Finance","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Legal","UK Export Finance","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Legal","UK Export Finance","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Legal","UK Export Finance","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Legal","UK Supreme Court","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Legal","UK Supreme Court","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Legal","UK Supreme Court","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Legal","UK Supreme Court","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Legal","Water Services Regulation Authority","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Legal","Water Services Regulation Authority","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Legal","Water Services Regulation Authority","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Legal","Water Services Regulation Authority","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Legal","Welsh Government","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Legal","Welsh Government","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Legal","Welsh Government","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Legal","Welsh Government","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","No function","Attorney General's Departments","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","No function","Attorney General's Departments","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","No function","Attorney General's Departments","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","No function","Attorney General's Departments","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","No function","Cabinet Office","Heterosexual / straight","35","[c]","52820","35360"
"Leaver CS","2021","Declared non-disabled","No function","Cabinet Office","LGBO","5","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","No function","Cabinet Office","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","No function","Cabinet Office","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","No function","Chancellor's other departments","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","No function","Chancellor's other departments","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","No function","Chancellor's other departments","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","No function","Chancellor's other departments","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","No function","Charity Commission","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","No function","Charity Commission","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","No function","Charity Commission","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","No function","Charity Commission","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","No function","Department for Business, Energy and Industrial Strategy","Heterosexual / straight","110","[c]","45740","40050"
"Leaver CS","2021","Declared non-disabled","No function","Department for Business, Energy and Industrial Strategy","LGBO","10","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","No function","Department for Business, Energy and Industrial Strategy","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","No function","Department for Business, Energy and Industrial Strategy","Unknown","15","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","No function","Department for Digital, Culture, Media and Sport","Heterosexual / straight","25","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","No function","Department for Digital, Culture, Media and Sport","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","No function","Department for Digital, Culture, Media and Sport","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","No function","Department for Digital, Culture, Media and Sport","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","No function","Department for Education","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","No function","Department for Education","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","No function","Department for Education","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","No function","Department for Education","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","No function","Department for Environment, Food and Rural Affairs","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","No function","Department for Environment, Food and Rural Affairs","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","No function","Department for Environment, Food and Rural Affairs","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","No function","Department for Environment, Food and Rural Affairs","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","No function","Department for International Trade","Heterosexual / straight","20","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","No function","Department for International Trade","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","No function","Department for International Trade","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","No function","Department for International Trade","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","No function","Department for Transport","Heterosexual / straight","220","[c]","27800","25770"
"Leaver CS","2021","Declared non-disabled","No function","Department for Transport","LGBO","5","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","No function","Department for Transport","Undeclared","80","[c]","26250","26380"
"Leaver CS","2021","Declared non-disabled","No function","Department for Transport","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","No function","Department for Work and Pensions","Heterosexual / straight","50","[c]","44590","44380"
"Leaver CS","2021","Declared non-disabled","No function","Department for Work and Pensions","LGBO","5","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","No function","Department for Work and Pensions","Undeclared","20","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","No function","Department for Work and Pensions","Unknown","15","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","No function","Department of Health and Social Care","Heterosexual / straight","395","[c]","39400","32560"
"Leaver CS","2021","Declared non-disabled","No function","Department of Health and Social Care","LGBO","15","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","No function","Department of Health and Social Care","Undeclared","45","[c]","43840","40030"
"Leaver CS","2021","Declared non-disabled","No function","Department of Health and Social Care","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","No function","ESTYN","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","No function","ESTYN","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","No function","ESTYN","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","No function","ESTYN","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","No function","Food Standards Agency","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","No function","Food Standards Agency","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","No function","Food Standards Agency","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","No function","Food Standards Agency","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","No function","Foreign, Commonwealth and Development Office","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","No function","Foreign, Commonwealth and Development Office","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","No function","Foreign, Commonwealth and Development Office","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","No function","Foreign, Commonwealth and Development Office","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","No function","HM Land Registry","Heterosexual / straight","70","[c]","29130","27130"
"Leaver CS","2021","Declared non-disabled","No function","HM Land Registry","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","No function","HM Land Registry","Undeclared","15","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","No function","HM Land Registry","Unknown","20","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","No function","HM Treasury","Heterosexual / straight","25","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","No function","HM Treasury","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","No function","HM Treasury","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","No function","HM Treasury","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","No function","Ministry of Defence","Heterosexual / straight","90","[c]","30720","28470"
"Leaver CS","2021","Declared non-disabled","No function","Ministry of Defence","LGBO","10","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","No function","Ministry of Defence","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","No function","Ministry of Defence","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","No function","Ministry of Housing, Communities and Local Government","Heterosexual / straight","50","[c]","44330","41020"
"Leaver CS","2021","Declared non-disabled","No function","Ministry of Housing, Communities and Local Government","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","No function","Ministry of Housing, Communities and Local Government","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","No function","Ministry of Housing, Communities and Local Government","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","No function","Ministry of Justice","Heterosexual / straight","2385","[c]","22980","20100"
"Leaver CS","2021","Declared non-disabled","No function","Ministry of Justice","LGBO","150","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","No function","Ministry of Justice","Undeclared","220","[c]","22750","20100"
"Leaver CS","2021","Declared non-disabled","No function","Ministry of Justice","Unknown","310","[c]","23940","20690"
"Leaver CS","2021","Declared non-disabled","No function","National Crime Agency","Heterosexual / straight","35","[c]","44080","42370"
"Leaver CS","2021","Declared non-disabled","No function","National Crime Agency","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","No function","National Crime Agency","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","No function","National Crime Agency","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","No function","Northern Ireland Office","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","No function","Northern Ireland Office","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","No function","Northern Ireland Office","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","No function","Northern Ireland Office","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","No function","Office for Standards in Education","Heterosexual / straight","70","[c]","56260","51360"
"Leaver CS","2021","Declared non-disabled","No function","Office for Standards in Education","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","No function","Office for Standards in Education","Undeclared","10","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","No function","Office for Standards in Education","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","No function","Office of Gas and Electricity Markets","Heterosexual / straight","20","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","No function","Office of Gas and Electricity Markets","LGBO","5","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","No function","Office of Gas and Electricity Markets","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","No function","Office of Gas and Electricity Markets","Unknown","35","[c]","41600","27500"
