"Status","Year","Disability","Parent_department","Profession_of_post","Region_london","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Declared disabled","Department for International Trade","International Trade","Overseas","10","10","[c]","[c]"
"In post","2021","Declared disabled","Department for International Trade","Knowledge and Information Management","London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department for International Trade","Legal","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department for International Trade","Operational Delivery","London","15","15","[c]","[c]"
"In post","2021","Declared disabled","Department for International Trade","Operational Delivery","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department for International Trade","Operational Research","London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department for International Trade","Other","London","15","15","[c]","[c]"
"In post","2021","Declared disabled","Department for International Trade","Other","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department for International Trade","Planning","London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department for International Trade","Planning","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department for International Trade","Policy","London","15","15","[c]","[c]"
"In post","2021","Declared disabled","Department for International Trade","Policy","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department for International Trade","Project Delivery","London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department for International Trade","Project Delivery","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department for International Trade","Property","London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department for International Trade","Property","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department for International Trade","Science and Engineering","London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department for International Trade","Security","London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department for International Trade","Social Research","London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department for International Trade","Statistics","London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department for International Trade","Statistics","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department for Transport","Commercial","London","5","5","[c]","[c]"
"In post","2021","Declared disabled","Department for Transport","Commercial","Outside London","20","20","[c]","[c]"
"In post","2021","Declared disabled","Department for Transport","Communications","London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department for Transport","Communications","Outside London","20","20","[c]","[c]"
"In post","2021","Declared disabled","Department for Transport","Corporate Finance","London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department for Transport","Corporate Finance","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department for Transport","Counter Fraud","London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department for Transport","Counter Fraud","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department for Transport","Digital, Data and Technology","London","5","5","[c]","[c]"
"In post","2021","Declared disabled","Department for Transport","Digital, Data and Technology","Outside London","70","65","36840","31940"
"In post","2021","Declared disabled","Department for Transport","Economics","London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department for Transport","Economics","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department for Transport","Finance","London","10","10","[c]","[c]"
"In post","2021","Declared disabled","Department for Transport","Finance","Outside London","30","30","34350","32180"
"In post","2021","Declared disabled","Department for Transport","Human Resources","London","10","10","[c]","[c]"
"In post","2021","Declared disabled","Department for Transport","Human Resources","Outside London","35","30","31690","31380"
"In post","2021","Declared disabled","Department for Transport","Intelligence Analysis","London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department for Transport","Intelligence Analysis","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department for Transport","Internal Audit","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department for Transport","International Trade","London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department for Transport","Knowledge and Information Management","London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department for Transport","Knowledge and Information Management","Outside London","10","10","[c]","[c]"
"In post","2021","Declared disabled","Department for Transport","Legal","London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department for Transport","Legal","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department for Transport","Medicine","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department for Transport","Operational Delivery","London","55","50","32010","30780"
"In post","2021","Declared disabled","Department for Transport","Operational Delivery","Outside London","865","725","23900","21590"
"In post","2021","Declared disabled","Department for Transport","Operational Delivery","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department for Transport","Operational Research","London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department for Transport","Operational Research","Outside London","10","10","[c]","[c]"
"In post","2021","Declared disabled","Department for Transport","Other","London","15","10","[c]","[c]"
"In post","2021","Declared disabled","Department for Transport","Other","Outside London","15","15","[c]","[c]"
"In post","2021","Declared disabled","Department for Transport","Policy","London","60","60","47500","46710"
"In post","2021","Declared disabled","Department for Transport","Policy","Outside London","35","35","32720","30730"
"In post","2021","Declared disabled","Department for Transport","Project Delivery","London","20","20","[c]","[c]"
"In post","2021","Declared disabled","Department for Transport","Project Delivery","Outside London","15","15","[c]","[c]"
"In post","2021","Declared disabled","Department for Transport","Property","London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department for Transport","Property","Outside London","15","15","[c]","[c]"
"In post","2021","Declared disabled","Department for Transport","Science and Engineering","London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department for Transport","Science and Engineering","Outside London","5","5","[c]","[c]"
"In post","2021","Declared disabled","Department for Transport","Science and Engineering","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department for Transport","Security","London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department for Transport","Security","Outside London","10","10","[c]","[c]"
"In post","2021","Declared disabled","Department for Transport","Social Research","London","5","5","[c]","[c]"
"In post","2021","Declared disabled","Department for Transport","Social Research","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department for Transport","Statistics","London","5","5","[c]","[c]"
"In post","2021","Declared disabled","Department for Transport","Statistics","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department for Transport","Unknown","London","10","10","[c]","[c]"
"In post","2021","Declared disabled","Department for Transport","Unknown","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department for Work and Pensions","Commercial","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department for Work and Pensions","Communications","London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department for Work and Pensions","Communications","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department for Work and Pensions","Digital, Data and Technology","Outside London","5","5","[c]","[c]"
"In post","2021","Declared disabled","Department for Work and Pensions","Economics","London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department for Work and Pensions","Economics","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department for Work and Pensions","Finance","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department for Work and Pensions","Human Resources","London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department for Work and Pensions","Human Resources","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department for Work and Pensions","Knowledge and Information Management","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department for Work and Pensions","Legal","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department for Work and Pensions","Operational Delivery","London","15","15","[c]","[c]"
"In post","2021","Declared disabled","Department for Work and Pensions","Operational Delivery","Outside London","205","190","38830","35910"
