"Status","Year","Age","Organisation","Region_ITL1","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2021","65+","Government Legal Department","London","10","[c]","[c]","[c]"
"Leaver CS","2021","65+","Health and Safety Executive","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Health and Safety Executive","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Health and Safety Executive","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Health and Safety Executive","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Health and Safety Executive","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Health and Safety Executive","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Health and Safety Executive","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","HM Courts and Tribunals Service","East Midlands (England)","30","[c]","20150","19830"
"Leaver CS","2021","65+","HM Courts and Tribunals Service","East of England","25","[c]","20600","19570"
"Leaver CS","2021","65+","HM Courts and Tribunals Service","London","45","[c]","23930","22680"
"Leaver CS","2021","65+","HM Courts and Tribunals Service","North East (England)","15","[c]","19050","19700"
"Leaver CS","2021","65+","HM Courts and Tribunals Service","North West (England)","40","[c]","20260","17430"
"Leaver CS","2021","65+","HM Courts and Tribunals Service","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","HM Courts and Tribunals Service","South East (England)","25","[c]","20060","19170"
"Leaver CS","2021","65+","HM Courts and Tribunals Service","South West (England)","20","[c]","20690","20010"
"Leaver CS","2021","65+","HM Courts and Tribunals Service","Wales","15","[c]","20530","20100"
"Leaver CS","2021","65+","HM Courts and Tribunals Service","West Midlands (England)","25","[c]","20140","20020"
"Leaver CS","2021","65+","HM Courts and Tribunals Service","Yorkshire and The Humber","25","[c]","19020","19940"
"Leaver CS","2021","65+","HM Land Registry","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","HM Land Registry","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","HM Land Registry","North East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","HM Land Registry","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","HM Land Registry","South West (England)","15","[c]","31170","33180"
"Leaver CS","2021","65+","HM Land Registry","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","HM Land Registry","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","HM Land Registry","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","HM Prison and Probation Service","East Midlands (England)","35","[c]","[c]","[c]"
"Leaver CS","2021","65+","HM Prison and Probation Service","East of England","55","[c]","[c]","[c]"
"Leaver CS","2021","65+","HM Prison and Probation Service","London","40","[c]","[c]","[c]"
"Leaver CS","2021","65+","HM Prison and Probation Service","North East (England)","20","[c]","[c]","[c]"
"Leaver CS","2021","65+","HM Prison and Probation Service","North West (England)","70","[c]","[c]","[c]"
"Leaver CS","2021","65+","HM Prison and Probation Service","South East (England)","55","[c]","[c]","[c]"
"Leaver CS","2021","65+","HM Prison and Probation Service","South West (England)","35","[c]","[c]","[c]"
"Leaver CS","2021","65+","HM Prison and Probation Service","Wales","20","[c]","[c]","[c]"
"Leaver CS","2021","65+","HM Prison and Probation Service","West Midlands (England)","30","[c]","[c]","[c]"
"Leaver CS","2021","65+","HM Prison and Probation Service","Yorkshire and The Humber","40","[c]","[c]","[c]"
"Leaver CS","2021","65+","HM Revenue and Customs (excl. agencies)","East Midlands (England)","35","[c]","[c]","[c]"
"Leaver CS","2021","65+","HM Revenue and Customs (excl. agencies)","East of England","45","[c]","[c]","[c]"
"Leaver CS","2021","65+","HM Revenue and Customs (excl. agencies)","London","105","[c]","[c]","[c]"
"Leaver CS","2021","65+","HM Revenue and Customs (excl. agencies)","North East (England)","125","[c]","[c]","[c]"
"Leaver CS","2021","65+","HM Revenue and Customs (excl. agencies)","North West (England)","85","[c]","[c]","[c]"
"Leaver CS","2021","65+","HM Revenue and Customs (excl. agencies)","Northern Ireland","10","[c]","[c]","[c]"
"Leaver CS","2021","65+","HM Revenue and Customs (excl. agencies)","Scotland","80","[c]","[c]","[c]"
"Leaver CS","2021","65+","HM Revenue and Customs (excl. agencies)","South East (England)","30","[c]","[c]","[c]"
"Leaver CS","2021","65+","HM Revenue and Customs (excl. agencies)","South West (England)","15","[c]","[c]","[c]"
"Leaver CS","2021","65+","HM Revenue and Customs (excl. agencies)","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2021","65+","HM Revenue and Customs (excl. agencies)","Wales","55","[c]","[c]","[c]"
"Leaver CS","2021","65+","HM Revenue and Customs (excl. agencies)","West Midlands (England)","45","[c]","[c]","[c]"
"Leaver CS","2021","65+","HM Revenue and Customs (excl. agencies)","Yorkshire and The Humber","60","[c]","[c]","[c]"
"Leaver CS","2021","65+","HM Treasury (excl. agencies)","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Home Office (incl. agencies)","East of England","10","[c]","22830","21430"
"Leaver CS","2021","65+","Home Office (incl. agencies)","London","70","[c]","31810","28680"
"Leaver CS","2021","65+","Home Office (incl. agencies)","North East (England)","5","[c]","[c]","[c]"
"Leaver CS","2021","65+","Home Office (incl. agencies)","North West (England)","30","[c]","22320","21430"
"Leaver CS","2021","65+","Home Office (incl. agencies)","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Home Office (incl. agencies)","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Home Office (incl. agencies)","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Home Office (incl. agencies)","South East (England)","10","[c]","[c]","[c]"
"Leaver CS","2021","65+","Home Office (incl. agencies)","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Home Office (incl. agencies)","Wales","5","[c]","[c]","[c]"
"Leaver CS","2021","65+","Home Office (incl. agencies)","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Home Office (incl. agencies)","Yorkshire and The Humber","15","[c]","25220","21430"
"Leaver CS","2021","65+","Insolvency Service","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Insolvency Service","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Insolvency Service","North West (England)","10","[c]","[c]","[c]"
"Leaver CS","2021","65+","Insolvency Service","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Insolvency Service","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Insolvency Service","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Insolvency Service","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Institute for Apprenticeships and Technical Education","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Legal Aid Agency","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Legal Aid Agency","North East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Legal Aid Agency","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Legal Aid Agency","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Legal Aid Agency","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Maritime and Coastguard Agency","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Maritime and Coastguard Agency","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Maritime and Coastguard Agency","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Maritime and Coastguard Agency","South East (England)","5","[c]","[c]","[c]"
"Leaver CS","2021","65+","Medicines and Healthcare Products Regulatory Agency","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Medicines and Healthcare Products Regulatory Agency","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Met Office","South West (England)","5","[c]","[c]","[c]"
"Leaver CS","2021","65+","Ministry of Defence (excl. agencies)","East Midlands (England)","25","[c]","24840","21580"
"Leaver CS","2021","65+","Ministry of Defence (excl. agencies)","East of England","35","[c]","24870","21830"
"Leaver CS","2021","65+","Ministry of Defence (excl. agencies)","London","20","[c]","35380","26340"
"Leaver CS","2021","65+","Ministry of Defence (excl. agencies)","North East (England)","10","[c]","25040","19300"
"Leaver CS","2021","65+","Ministry of Defence (excl. agencies)","North West (England)","20","[c]","28980","21580"
"Leaver CS","2021","65+","Ministry of Defence (excl. agencies)","Northern Ireland","5","[c]","[c]","[c]"
"Leaver CS","2021","65+","Ministry of Defence (excl. agencies)","Overseas","10","[c]","[c]","[c]"
"Leaver CS","2021","65+","Ministry of Defence (excl. agencies)","Scotland","40","[c]","27520","21580"
"Leaver CS","2021","65+","Ministry of Defence (excl. agencies)","South East (England)","110","[c]","28110","24760"
"Leaver CS","2021","65+","Ministry of Defence (excl. agencies)","South West (England)","100","[c]","29720","26670"
"Leaver CS","2021","65+","Ministry of Defence (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Ministry of Defence (excl. agencies)","Wales","15","[c]","22230","20450"
"Leaver CS","2021","65+","Ministry of Defence (excl. agencies)","West Midlands (England)","25","[c]","30270","29930"
"Leaver CS","2021","65+","Ministry of Defence (excl. agencies)","Yorkshire and The Humber","30","[c]","27480","21910"
"Leaver CS","2021","65+","Ministry of Housing, Communities and Local Government (excl. agencies)","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Ministry of Housing, Communities and Local Government (excl. agencies)","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Ministry of Justice (excl. agencies)","London","10","[c]","[c]","[c]"
"Leaver CS","2021","65+","Ministry of Justice (excl. agencies)","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Ministry of Justice (excl. agencies)","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Ministry of Justice (excl. agencies)","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Ministry of Justice (excl. agencies)","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","National Crime Agency","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","National Crime Agency","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","National Crime Agency","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","National Crime Agency","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","National Crime Agency","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","National Records of Scotland","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Office for Standards in Education, Children's Services and Skills","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Office for Standards in Education, Children's Services and Skills","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Office for Standards in Education, Children's Services and Skills","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Office for Standards in Education, Children's Services and Skills","North West (England)","5","[c]","[c]","[c]"
"Leaver CS","2021","65+","Office for Standards in Education, Children's Services and Skills","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Office for Standards in Education, Children's Services and Skills","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Office of Qualifications and Examinations Regulation","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Office of Rail and Road","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Office of Rail and Road","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Office of the Public Guardian","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Office of the Public Guardian","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Office of the Public Guardian","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Planning Inspectorate","South West (England)","15","[c]","48550","54140"
"Leaver CS","2021","65+","Public Health England","East of England","10","[c]","[c]","[c]"
"Leaver CS","2021","65+","Public Health England","London","15","[c]","55490","38890"
"Leaver CS","2021","65+","Public Health England","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Public Health England","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Public Health England","South West (England)","5","[c]","[c]","[c]"
"Leaver CS","2021","65+","Public Health England","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Public Health England","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Queen Elizabeth II Centre","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Registers of Scotland","Scotland","5","[c]","[c]","[c]"
"Leaver CS","2021","65+","Revenue Scotland","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Royal Fleet Auxiliary","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2021","65+","Rural Payments Agency","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Rural Payments Agency","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Rural Payments Agency","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Rural Payments Agency","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Rural Payments Agency","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Rural Payments Agency","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Scottish Courts and Tribunals Service","Scotland","20","[c]","26440","20070"
"Leaver CS","2021","65+","Scottish Forestry","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Scottish Government (excl. agencies)","Scotland","25","[c]","42190","35500"
"Leaver CS","2021","65+","Scottish Prison Service","Scotland","25","[c]","35090","33650"
"Leaver CS","2021","65+","Scottish Public Pensions Agency","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Serious Fraud Office","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Submarine Delivery Agency","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Submarine Delivery Agency","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","The National Archives","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","UK Export Finance","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","UK Hydrographic Office","South West (England)","5","[c]","[c]","[c]"
"Leaver CS","2021","65+","UK Intellectual Property Office","Wales","5","[c]","[c]","[c]"
"Leaver CS","2021","65+","UK Space Agency","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","UK Supreme Court","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","United Kingdom Statistics Authority","South East (England)","35","[c]","20140","19520"
"Leaver CS","2021","65+","United Kingdom Statistics Authority","Wales","10","[c]","[c]","[c]"
"Leaver CS","2021","65+","Valuation Office Agency","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Valuation Office Agency","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Valuation Office Agency","London","5","[c]","[c]","[c]"
"Leaver CS","2021","65+","Valuation Office Agency","North East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Valuation Office Agency","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Valuation Office Agency","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Valuation Office Agency","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Valuation Office Agency","South West (England)","5","[c]","[c]","[c]"
"Leaver CS","2021","65+","Valuation Office Agency","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Valuation Office Agency","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Veterinary Medicines Directorate","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Welsh Government (excl. agencies)","Wales","20","[c]","39670","36500"
"Leaver CS","2021","65+","Wilton Park","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Crown Commercial Service","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Defence Electronics and Components Agency","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Defence Equipment and Support","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Department for Education (excl. agencies)","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Department for International Trade","London","5","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Department for Work and Pensions (excl. agencies)","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Department for Work and Pensions (excl. agencies)","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Department of Health and Social Care (excl. agencies)","London","50","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Department of Health and Social Care (excl. agencies)","Yorkshire and The Humber","30","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Government Property Agency","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Government Property Agency","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Government Property Agency","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","UK Space Agency","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","UK Space Agency","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","UK Space Agency","South West (England)","5","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","United Kingdom Statistics Authority","South East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","16-19","Cabinet Office (excl. agencies)","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","16-19","Defence Equipment and Support","South West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","16-19","Department for Work and Pensions (excl. agencies)","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","16-19","Driver and Vehicle Licensing Agency","Wales","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","16-19","HM Courts and Tribunals Service","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","16-19","HM Prison and Probation Service","North West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","16-19","HM Revenue and Customs (excl. agencies)","North East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","16-19","HM Revenue and Customs (excl. agencies)","Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","16-19","Home Office (incl. agencies)","North East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","16-19","Ministry of Justice (excl. agencies)","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Advisory, Conciliation and Arbitration Service","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Advisory, Conciliation and Arbitration Service","North East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Advisory, Conciliation and Arbitration Service","North West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Advisory, Conciliation and Arbitration Service","Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Advisory, Conciliation and Arbitration Service","South West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Advisory, Conciliation and Arbitration Service","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Animal and Plant Health Agency","North West (England)","5","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Animal and Plant Health Agency","South East (England)","5","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Animal and Plant Health Agency","South West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Animal and Plant Health Agency","Wales","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Attorney General's Office","London","5","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Cabinet Office (excl. agencies)","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Cabinet Office (excl. agencies)","London","275","[c]","35280","33630"
"Leaver Dept.","2021","20-29","Cabinet Office (excl. agencies)","North East (England)","15","[c]","21600","20800"
"Leaver Dept.","2021","20-29","Cabinet Office (excl. agencies)","North West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Cabinet Office (excl. agencies)","Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Cabinet Office (excl. agencies)","South East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Cabinet Office (excl. agencies)","Unknown","445","[c]","31890","32000"
"Leaver Dept.","2021","20-29","Cabinet Office (excl. agencies)","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Centre for Environment, Fisheries and Aquaculture Science","East of England","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Charity Commission","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Charity Commission","North West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Companies House","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Companies House","Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Companies House","Wales","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Competition and Markets Authority","London","15","[c]","32460","27150"
"Leaver Dept.","2021","20-29","Competition and Markets Authority","Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Criminal Injuries Compensation Authority","Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Crown Commercial Service","Wales","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Crown Office and Procurator Fiscal Service","Scotland","5","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Crown Prosecution Service","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Crown Prosecution Service","London","15","[c]","29370","27440"
"Leaver Dept.","2021","20-29","Crown Prosecution Service","North East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Crown Prosecution Service","North West (England)","5","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Crown Prosecution Service","South West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Crown Prosecution Service","Wales","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Crown Prosecution Service","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Defence Equipment and Support","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Defence Equipment and Support","North West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Defence Equipment and Support","South East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Defence Equipment and Support","South West (England)","130","[c]","26090","25970"
"Leaver Dept.","2021","20-29","Defence Science and Technology Laboratory","South East (England)","10","[c]","26840","28650"
"Leaver Dept.","2021","20-29","Defence Science and Technology Laboratory","South West (England)","10","[c]","26970","27570"
"Leaver Dept.","2021","20-29","Department for Business, Energy and Industrial Strategy (excl. agencies)","London","175","[c]","38200","33640"
"Leaver Dept.","2021","20-29","Department for Business, Energy and Industrial Strategy (excl. agencies)","North West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Department for Business, Energy and Industrial Strategy (excl. agencies)","Unknown","15","[c]","43070","38160"
"Leaver Dept.","2021","20-29","Department for Business, Energy and Industrial Strategy (excl. agencies)","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Department for Digital, Culture, Media and Sport","London","90","[c]","38080","32620"
"Leaver Dept.","2021","20-29","Department for Education (excl. agencies)","East of England","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Department for Education (excl. agencies)","London","60","[c]","36870","35120"
"Leaver Dept.","2021","20-29","Department for Education (excl. agencies)","North West (England)","5","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Department for Education (excl. agencies)","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Department for Education (excl. agencies)","Yorkshire and The Humber","5","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Department for Environment, Food and Rural Affairs (excl. agencies)","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Department for Environment, Food and Rural Affairs (excl. agencies)","London","155","[c]","35840","33510"
"Leaver Dept.","2021","20-29","Department for Environment, Food and Rural Affairs (excl. agencies)","North West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Department for Environment, Food and Rural Affairs (excl. agencies)","South West (England)","10","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Department for Environment, Food and Rural Affairs (excl. agencies)","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Department for Environment, Food and Rural Affairs (excl. agencies)","Yorkshire and The Humber","15","[c]","29540","29690"
"Leaver Dept.","2021","20-29","Department for International Development","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Department for International Development","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Department for International Development","Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Department for International Trade","East of England","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Department for International Trade","London","110","[c]","35340","32120"
"Leaver Dept.","2021","20-29","Department for International Trade","Overseas","10","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Department for International Trade","South East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Department for Transport (excl. agencies)","London","85","[c]","37940","34710"
"Leaver Dept.","2021","20-29","Department for Transport (excl. agencies)","South East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Department for Work and Pensions (excl. agencies)","East Midlands (England)","15","[c]","22930","21010"
"Leaver Dept.","2021","20-29","Department for Work and Pensions (excl. agencies)","East of England","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Department for Work and Pensions (excl. agencies)","London","90","[c]","35350","31080"
"Leaver Dept.","2021","20-29","Department for Work and Pensions (excl. agencies)","North East (England)","60","[c]","24170","21010"
"Leaver Dept.","2021","20-29","Department for Work and Pensions (excl. agencies)","North West (England)","45","[c]","25230","27570"
"Leaver Dept.","2021","20-29","Department for Work and Pensions (excl. agencies)","Scotland","20","[c]","24340","26890"
"Leaver Dept.","2021","20-29","Department for Work and Pensions (excl. agencies)","South East (England)","15","[c]","26190","27570"
"Leaver Dept.","2021","20-29","Department for Work and Pensions (excl. agencies)","South West (England)","25","[c]","25640","27570"
"Leaver Dept.","2021","20-29","Department for Work and Pensions (excl. agencies)","Unknown","5","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Department for Work and Pensions (excl. agencies)","Wales","25","[c]","25060","27570"
"Leaver Dept.","2021","20-29","Department for Work and Pensions (excl. agencies)","West Midlands (England)","20","[c]","25480","27570"
"Leaver Dept.","2021","20-29","Department for Work and Pensions (excl. agencies)","Yorkshire and The Humber","40","[c]","28890","27570"
"Leaver Dept.","2021","20-29","Department of Health and Social Care (excl. agencies)","London","45","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Department of Health and Social Care (excl. agencies)","Yorkshire and The Humber","5","[c]","[c]","[c]"
