"Status","Year","Age","Organisation","Region_ITL1","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2021","16-19","HM Courts and Tribunals Service","North West (England)","5","[c]","[c]","[c]"
"New entrant CS","2021","16-19","HM Courts and Tribunals Service","Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","HM Courts and Tribunals Service","South East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","HM Courts and Tribunals Service","South West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","HM Courts and Tribunals Service","Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","HM Courts and Tribunals Service","West Midlands (England)","5","[c]","[c]","[c]"
"New entrant CS","2021","16-19","HM Courts and Tribunals Service","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","HM Land Registry","East Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","HM Land Registry","North West (England)","5","[c]","[c]","[c]"
"New entrant CS","2021","16-19","HM Land Registry","South West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","HM Land Registry","Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","HM Land Registry","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","HM Prison and Probation Service","East Midlands (England)","15","[c]","21640","20600"
"New entrant CS","2021","16-19","HM Prison and Probation Service","East of England","15","[c]","24620","24750"
"New entrant CS","2021","16-19","HM Prison and Probation Service","London","5","[c]","[c]","[c]"
"New entrant CS","2021","16-19","HM Prison and Probation Service","North West (England)","5","[c]","[c]","[c]"
"New entrant CS","2021","16-19","HM Prison and Probation Service","South East (England)","20","[c]","24170","22850"
"New entrant CS","2021","16-19","HM Prison and Probation Service","South West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","HM Prison and Probation Service","Wales","5","[c]","[c]","[c]"
"New entrant CS","2021","16-19","HM Prison and Probation Service","West Midlands (England)","15","[c]","22070","22850"
"New entrant CS","2021","16-19","HM Prison and Probation Service","Yorkshire and The Humber","10","[c]","[c]","[c]"
"New entrant CS","2021","16-19","HM Revenue and Customs (excl. agencies)","East Midlands (England)","10","[c]","[c]","[c]"
"New entrant CS","2021","16-19","HM Revenue and Customs (excl. agencies)","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","HM Revenue and Customs (excl. agencies)","North East (England)","35","[c]","20460","20140"
"New entrant CS","2021","16-19","HM Revenue and Customs (excl. agencies)","North West (England)","15","[c]","20780","20140"
"New entrant CS","2021","16-19","HM Revenue and Customs (excl. agencies)","Northern Ireland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","HM Revenue and Customs (excl. agencies)","Scotland","30","[c]","20140","20140"
"New entrant CS","2021","16-19","HM Revenue and Customs (excl. agencies)","South East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","HM Revenue and Customs (excl. agencies)","South West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","HM Revenue and Customs (excl. agencies)","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2021","16-19","HM Revenue and Customs (excl. agencies)","Wales","20","[c]","20140","20140"
"New entrant CS","2021","16-19","HM Revenue and Customs (excl. agencies)","West Midlands (England)","10","[c]","[c]","[c]"
"New entrant CS","2021","16-19","HM Revenue and Customs (excl. agencies)","Yorkshire and The Humber","25","[c]","20140","20140"
"New entrant CS","2021","16-19","HM Treasury (excl. agencies)","London","20","[c]","24300","24300"
"New entrant CS","2021","16-19","Home Office (incl. agencies)","East of England","10","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Home Office (incl. agencies)","London","5","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Home Office (incl. agencies)","North West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Home Office (incl. agencies)","South East (England)","20","[c]","21430","21430"
"New entrant CS","2021","16-19","Home Office (incl. agencies)","Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Home Office (incl. agencies)","Yorkshire and The Humber","5","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Insolvency Service","North West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Insolvency Service","South East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Insolvency Service","South West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Institute for Apprenticeships and Technical Education","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Legal Aid Agency","East Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Maritime and Coastguard Agency","South East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Ministry of Defence (excl. agencies)","East Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Ministry of Defence (excl. agencies)","East of England","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Ministry of Defence (excl. agencies)","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Ministry of Defence (excl. agencies)","North West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Ministry of Defence (excl. agencies)","Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Ministry of Defence (excl. agencies)","South East (England)","10","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Ministry of Defence (excl. agencies)","South West (England)","10","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Ministry of Defence (excl. agencies)","West Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Ministry of Justice (excl. agencies)","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Ministry of Justice (excl. agencies)","North West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","National Crime Agency","East of England","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Office for Budget Responsibility","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Office of Rail and Road","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Public Health England","East of England","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Public Health England","London","10","[c]","22880","22100"
"New entrant CS","2021","16-19","Public Health England","North West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Public Health England","South West (England)","10","[c]","19780","19630"
"New entrant CS","2021","16-19","Scottish Courts and Tribunals Service","Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Scottish Government (excl. agencies)","Scotland","5","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Scottish Prison Service","Scotland","10","[c]","20180","20810"
"New entrant CS","2021","16-19","Social Security Scotland","Scotland","5","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Student Awards Agency for Scotland","Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Submarine Delivery Agency","South West (England)","15","[c]","16780","16780"
"New entrant CS","2021","16-19","The National Archives","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Transport Scotland","Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","UK Intellectual Property Office","Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","United Kingdom Statistics Authority","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","United Kingdom Statistics Authority","South East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","United Kingdom Statistics Authority","Wales","10","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Valuation Office Agency","East Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Valuation Office Agency","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Valuation Office Agency","North East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Valuation Office Agency","North West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Valuation Office Agency","Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Welsh Government (excl. agencies)","Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Advisory, Conciliation and Arbitration Service","East Midlands (England)","10","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Advisory, Conciliation and Arbitration Service","London","5","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Advisory, Conciliation and Arbitration Service","North East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Advisory, Conciliation and Arbitration Service","North West (England)","5","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Advisory, Conciliation and Arbitration Service","Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Advisory, Conciliation and Arbitration Service","South West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Advisory, Conciliation and Arbitration Service","Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Advisory, Conciliation and Arbitration Service","West Midlands (England)","10","[c]","24860","24250"
"New entrant CS","2021","20-29","Animal and Plant Health Agency","East Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Animal and Plant Health Agency","East of England","25","[c]","25580","25230"
"New entrant CS","2021","20-29","Animal and Plant Health Agency","London","15","[c]","30910","31460"
"New entrant CS","2021","20-29","Animal and Plant Health Agency","North West (England)","20","[c]","24600","24920"
"New entrant CS","2021","20-29","Animal and Plant Health Agency","Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Animal and Plant Health Agency","South East (England)","80","[c]","25620","24370"
"New entrant CS","2021","20-29","Animal and Plant Health Agency","South West (England)","30","[c]","23730","21050"
"New entrant CS","2021","20-29","Animal and Plant Health Agency","Wales","30","[c]","21290","21050"
"New entrant CS","2021","20-29","Animal and Plant Health Agency","West Midlands (England)","20","[c]","23410","24920"
"New entrant CS","2021","20-29","Animal and Plant Health Agency","Yorkshire and The Humber","25","[c]","23270","23680"
"New entrant CS","2021","20-29","Cabinet Office (excl. agencies)","East Midlands (England)","5","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Cabinet Office (excl. agencies)","East of England","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Cabinet Office (excl. agencies)","London","740","[c]","30440","28000"
"New entrant CS","2021","20-29","Cabinet Office (excl. agencies)","North East (England)","20","[c]","24950","23850"
"New entrant CS","2021","20-29","Cabinet Office (excl. agencies)","North West (England)","35","[c]","29130","28000"
"New entrant CS","2021","20-29","Cabinet Office (excl. agencies)","Scotland","15","[c]","27810","28000"
"New entrant CS","2021","20-29","Cabinet Office (excl. agencies)","South East (England)","20","[c]","25350","28000"
"New entrant CS","2021","20-29","Cabinet Office (excl. agencies)","South West (England)","20","[c]","29940","28000"
"New entrant CS","2021","20-29","Cabinet Office (excl. agencies)","Unknown","135","[c]","28540","28000"
"New entrant CS","2021","20-29","Cabinet Office (excl. agencies)","Wales","15","[c]","28000","28000"
"New entrant CS","2021","20-29","Cabinet Office (excl. agencies)","West Midlands (England)","5","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Cabinet Office (excl. agencies)","Yorkshire and The Humber","35","[c]","24470","22390"
"New entrant CS","2021","20-29","Centre for Environment, Fisheries and Aquaculture Science","East of England","5","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Centre for Environment, Fisheries and Aquaculture Science","South West (England)","5","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Charity Commission","London","5","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Charity Commission","North West (England)","15","[c]","24810","24440"
"New entrant CS","2021","20-29","Companies House","Northern Ireland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Companies House","Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Companies House","Wales","20","[c]","30400","30290"
"New entrant CS","2021","20-29","Competition and Markets Authority","London","30","[c]","38230","33120"
"New entrant CS","2021","20-29","Competition and Markets Authority","Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Criminal Injuries Compensation Authority","Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Crown Commercial Service","East of England","10","[c]","24650","22230"
"New entrant CS","2021","20-29","Crown Commercial Service","London","5","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Crown Commercial Service","North West (England)","15","[c]","32270","29890"
"New entrant CS","2021","20-29","Crown Commercial Service","Wales","5","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Crown Commercial Service","West Midlands (England)","5","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Crown Office and Procurator Fiscal Service","Scotland","85","[c]","24660","20760"
"New entrant CS","2021","20-29","Crown Prosecution Service","East Midlands (England)","25","[c]","22540","18740"
"New entrant CS","2021","20-29","Crown Prosecution Service","East of England","30","[c]","25640","21000"
"New entrant CS","2021","20-29","Crown Prosecution Service","London","100","[c]","25160","21000"
"New entrant CS","2021","20-29","Crown Prosecution Service","North East (England)","10","[c]","22890","18740"
"New entrant CS","2021","20-29","Crown Prosecution Service","North West (England)","30","[c]","24800","22710"
"New entrant CS","2021","20-29","Crown Prosecution Service","South East (England)","60","[c]","24170","21000"
"New entrant CS","2021","20-29","Crown Prosecution Service","South West (England)","15","[c]","23450","18740"
"New entrant CS","2021","20-29","Crown Prosecution Service","Wales","5","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Crown Prosecution Service","West Midlands (England)","25","[c]","24770","20250"
"New entrant CS","2021","20-29","Crown Prosecution Service","Yorkshire and The Humber","30","[c]","25560","20250"
"New entrant CS","2021","20-29","Debt Management Office","London","5","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Defence Equipment and Support","East Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Defence Equipment and Support","East of England","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Defence Equipment and Support","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Defence Equipment and Support","North West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Defence Equipment and Support","Scotland","10","[c]","20920","21500"
"New entrant CS","2021","20-29","Defence Equipment and Support","South East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Defence Equipment and Support","South West (England)","205","[c]","24760","25000"
"New entrant CS","2021","20-29","Defence Equipment and Support","West Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Defence Science and Technology Laboratory","East of England","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Defence Science and Technology Laboratory","South East (England)","30","[c]","23570","22950"
