"Status","Year","Age","Ethnicity","Responsibility_level_grouped","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2021","40-49","Asian","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Black","AA/AO","AA","5","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Black","AA/AO","AO","40","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Black","EO","EO","30","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Black","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Black","G6/G7","G7","5","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Black","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Black","SEO/HEO","HEO","10","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Black","SEO/HEO","SEO","15","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Black","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Chinese","AA/AO","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Chinese","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Chinese","EO","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Chinese","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Chinese","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Chinese","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Chinese","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Chinese","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Chinese","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Mixed","AA/AO","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Mixed","AA/AO","AO","20","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Mixed","EO","EO","10","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Mixed","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Mixed","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Mixed","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Mixed","SEO/HEO","HEO","10","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Mixed","SEO/HEO","SEO","5","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Mixed","Unknown","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Other ethnicity","AA/AO","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Other ethnicity","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Other ethnicity","EO","EO","10","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Other ethnicity","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Other ethnicity","G6/G7","G7","5","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Other ethnicity","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Other ethnicity","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Other ethnicity","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Other ethnicity","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Undeclared","AA/AO","AA","10","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Undeclared","AA/AO","AO","50","[c]","22030","21010"
"Leaver CS","2021","40-49","Undeclared","EO","EO","30","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Undeclared","G6/G7","G7","15","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Undeclared","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Undeclared","SEO/HEO","HEO","20","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Undeclared","SEO/HEO","SEO","10","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Undeclared","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Unknown","AA/AO","AA","60","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Unknown","AA/AO","AO","310","[c]","21400","21010"
"Leaver CS","2021","40-49","Unknown","EO","EO","180","[c]","27790","27570"
"Leaver CS","2021","40-49","Unknown","G6/G7","G6","40","[c]","71500","70140"
"Leaver CS","2021","40-49","Unknown","G6/G7","G7","70","[c]","55730","54820"
"Leaver CS","2021","40-49","Unknown","SCS level","SCS level","30","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Unknown","SEO/HEO","HEO","80","[c]","33600","32910"
"Leaver CS","2021","40-49","Unknown","SEO/HEO","SEO","60","[c]","40490","39660"
"Leaver CS","2021","40-49","Unknown","Unknown","Unknown","95","[c]","[c]","[c]"
"Leaver CS","2021","40-49","White","AA/AO","AA","95","[c]","19150","19050"
"Leaver CS","2021","40-49","White","AA/AO","AO","685","[c]","21400","21010"
"Leaver CS","2021","40-49","White","EO","EO","405","[c]","27620","27570"
"Leaver CS","2021","40-49","White","G6/G7","G6","75","[c]","72630","70100"
"Leaver CS","2021","40-49","White","G6/G7","G7","160","[c]","55330","54020"
"Leaver CS","2021","40-49","White","SCS level","SCS level","65","[c]","94640","89890"
"Leaver CS","2021","40-49","White","SEO/HEO","HEO","230","[c]","33450","33300"
"Leaver CS","2021","40-49","White","SEO/HEO","SEO","175","[c]","41270","40880"
"Leaver CS","2021","40-49","White","Unknown","Unknown","65","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Asian","AA/AO","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Asian","AA/AO","AO","65","[c]","21730","21010"
"Leaver CS","2021","50-59","Asian","EO","EO","35","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Asian","G6/G7","G6","5","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Asian","G6/G7","G7","15","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Asian","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Asian","SEO/HEO","HEO","25","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Asian","SEO/HEO","SEO","10","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Asian","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Black","AA/AO","AA","10","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Black","AA/AO","AO","40","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Black","EO","EO","20","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Black","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Black","G6/G7","G7","10","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Black","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Black","SEO/HEO","HEO","20","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Black","SEO/HEO","SEO","10","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Black","Unknown","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Chinese","AA/AO","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Chinese","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Chinese","EO","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Chinese","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Chinese","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Chinese","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Chinese","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Chinese","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Chinese","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Mixed","AA/AO","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Mixed","AA/AO","AO","15","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Mixed","EO","EO","15","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Mixed","G6/G7","G6","5","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Mixed","G6/G7","G7","5","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Mixed","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Mixed","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Mixed","SEO/HEO","SEO","5","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Mixed","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Other ethnicity","AA/AO","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Other ethnicity","AA/AO","AO","5","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Other ethnicity","EO","EO","5","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Other ethnicity","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Other ethnicity","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Other ethnicity","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Other ethnicity","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Other ethnicity","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Other ethnicity","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Undeclared","AA/AO","AA","15","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Undeclared","AA/AO","AO","105","[c]","23130","21270"
"Leaver CS","2021","50-59","Undeclared","EO","EO","105","[c]","28810","27570"
"Leaver CS","2021","50-59","Undeclared","G6/G7","G6","10","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Undeclared","G6/G7","G7","35","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Undeclared","SCS level","SCS level","5","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Undeclared","SEO/HEO","HEO","65","[c]","35580","34560"
"Leaver CS","2021","50-59","Undeclared","SEO/HEO","SEO","40","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Undeclared","Unknown","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Unknown","AA/AO","AA","80","[c]","19090","19080"
"Leaver CS","2021","50-59","Unknown","AA/AO","AO","315","[c]","21720","21010"
"Leaver CS","2021","50-59","Unknown","EO","EO","255","[c]","28420","27570"
"Leaver CS","2021","50-59","Unknown","G6/G7","G6","45","[c]","76410","73940"
"Leaver CS","2021","50-59","Unknown","G6/G7","G7","70","[c]","56000","55610"
"Leaver CS","2021","50-59","Unknown","SCS level","SCS level","30","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Unknown","SEO/HEO","HEO","115","[c]","33680","32960"
"Leaver CS","2021","50-59","Unknown","SEO/HEO","SEO","75","[c]","42120","40620"
"Leaver CS","2021","50-59","Unknown","Unknown","Unknown","125","[c]","39000","33970"
"Leaver CS","2021","50-59","White","AA/AO","AA","230","[c]","19000","18920"
"Leaver CS","2021","50-59","White","AA/AO","AO","1415","[c]","22050","21010"
"Leaver CS","2021","50-59","White","EO","EO","1075","[c]","27890","27570"
"Leaver CS","2021","50-59","White","G6/G7","G6","170","[c]","71920","70940"
"Leaver CS","2021","50-59","White","G6/G7","G7","360","[c]","57210","56220"
"Leaver CS","2021","50-59","White","SCS level","SCS level","110","[c]","103270","99940"
"Leaver CS","2021","50-59","White","SEO/HEO","HEO","615","[c]","34160","33620"
"Leaver CS","2021","50-59","White","SEO/HEO","SEO","465","[c]","42600","42000"
"Leaver CS","2021","50-59","White","Unknown","Unknown","100","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Asian","AA/AO","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Asian","AA/AO","AO","35","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Asian","EO","EO","40","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Asian","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Asian","G6/G7","G7","5","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Asian","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Asian","SEO/HEO","HEO","10","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Asian","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Asian","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Black","AA/AO","AA","5","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Black","AA/AO","AO","15","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Black","EO","EO","10","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Black","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Black","G6/G7","G7","5","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Black","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Black","SEO/HEO","HEO","10","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Black","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Black","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Chinese","AA/AO","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Chinese","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Chinese","EO","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Chinese","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Chinese","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Chinese","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Chinese","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Chinese","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Chinese","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Mixed","AA/AO","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Mixed","AA/AO","AO","5","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Mixed","EO","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Mixed","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Mixed","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Mixed","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Mixed","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Mixed","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Mixed","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Other ethnicity","AA/AO","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Other ethnicity","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Other ethnicity","EO","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Other ethnicity","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Other ethnicity","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Other ethnicity","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Other ethnicity","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Other ethnicity","SEO/HEO","SEO","5","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Other ethnicity","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Undeclared","AA/AO","AA","15","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Undeclared","AA/AO","AO","55","[c]","23150","21010"
"Leaver CS","2021","60-64","Undeclared","EO","EO","90","[c]","29110","27570"
"Leaver CS","2021","60-64","Undeclared","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Undeclared","G6/G7","G7","15","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Undeclared","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Undeclared","SEO/HEO","HEO","65","[c]","34290","33630"
"Leaver CS","2021","60-64","Undeclared","SEO/HEO","SEO","45","[c]","43750","43410"
"Leaver CS","2021","60-64","Undeclared","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Unknown","AA/AO","AA","45","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Unknown","AA/AO","AO","170","[c]","21780","21010"
"Leaver CS","2021","60-64","Unknown","EO","EO","105","[c]","27720","27140"
"Leaver CS","2021","60-64","Unknown","G6/G7","G6","30","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Unknown","G6/G7","G7","55","[c]","57840","57450"
"Leaver CS","2021","60-64","Unknown","SCS level","SCS level","15","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Unknown","SEO/HEO","HEO","80","[c]","34330","33620"
"Leaver CS","2021","60-64","Unknown","SEO/HEO","SEO","55","[c]","42870","43170"
"Leaver CS","2021","60-64","Unknown","Unknown","Unknown","70","[c]","43380","37790"
"Leaver CS","2021","60-64","White","AA/AO","AA","215","[c]","18790","18800"
"Leaver CS","2021","60-64","White","AA/AO","AO","1040","[c]","22060","21010"
"Leaver CS","2021","60-64","White","EO","EO","875","[c]","27740","27570"
"Leaver CS","2021","60-64","White","G6/G7","G6","140","[c]","73510","72740"
"Leaver CS","2021","60-64","White","G6/G7","G7","270","[c]","57290","56420"
"Leaver CS","2021","60-64","White","SCS level","SCS level","100","[c]","95600","93000"
"Leaver CS","2021","60-64","White","SEO/HEO","HEO","490","[c]","34630","33990"
"Leaver CS","2021","60-64","White","SEO/HEO","SEO","360","[c]","43390","42800"
"Leaver CS","2021","60-64","White","Unknown","Unknown","95","[c]","[c]","[c]"
"Leaver CS","2021","65+","Asian","AA/AO","AA","10","[c]","[c]","[c]"
"Leaver CS","2021","65+","Asian","AA/AO","AO","60","[c]","23010","23240"
"Leaver CS","2021","65+","Asian","EO","EO","35","[c]","[c]","[c]"
"Leaver CS","2021","65+","Asian","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Asian","G6/G7","G7","5","[c]","[c]","[c]"
"Leaver CS","2021","65+","Asian","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Asian","SEO/HEO","HEO","10","[c]","[c]","[c]"
"Leaver CS","2021","65+","Asian","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Asian","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Black","AA/AO","AA","10","[c]","[c]","[c]"
"Leaver CS","2021","65+","Black","AA/AO","AO","20","[c]","[c]","[c]"
"Leaver CS","2021","65+","Black","EO","EO","15","[c]","[c]","[c]"
"Leaver CS","2021","65+","Black","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Black","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Black","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Black","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Black","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Black","Unknown","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2021","65+","Chinese","AA/AO","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Chinese","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Chinese","EO","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Chinese","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Chinese","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Chinese","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Chinese","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Chinese","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Chinese","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Mixed","AA/AO","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Mixed","AA/AO","AO","10","[c]","[c]","[c]"
"Leaver CS","2021","65+","Mixed","EO","EO","5","[c]","[c]","[c]"
"Leaver CS","2021","65+","Mixed","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Mixed","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Mixed","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Mixed","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Mixed","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Mixed","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Other ethnicity","AA/AO","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Other ethnicity","AA/AO","AO","5","[c]","[c]","[c]"
"Leaver CS","2021","65+","Other ethnicity","EO","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Other ethnicity","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Other ethnicity","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Other ethnicity","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Other ethnicity","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Other ethnicity","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Other ethnicity","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Undeclared","AA/AO","AA","10","[c]","[c]","[c]"
"Leaver CS","2021","65+","Undeclared","AA/AO","AO","60","[c]","21520","21010"
"Leaver CS","2021","65+","Undeclared","EO","EO","50","[c]","28350","27570"
"Leaver CS","2021","65+","Undeclared","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Undeclared","G6/G7","G7","10","[c]","[c]","[c]"
"Leaver CS","2021","65+","Undeclared","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Undeclared","SEO/HEO","HEO","25","[c]","[c]","[c]"
"Leaver CS","2021","65+","Undeclared","SEO/HEO","SEO","15","[c]","[c]","[c]"
"Leaver CS","2021","65+","Undeclared","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Unknown","AA/AO","AA","55","[c]","19800","20070"
"Leaver CS","2021","65+","Unknown","AA/AO","AO","130","[c]","21900","21030"
"Leaver CS","2021","65+","Unknown","EO","EO","70","[c]","27380","27570"
"Leaver CS","2021","65+","Unknown","G6/G7","G6","5","[c]","[c]","[c]"
"Leaver CS","2021","65+","Unknown","G6/G7","G7","20","[c]","[c]","[c]"
"Leaver CS","2021","65+","Unknown","SCS level","SCS level","5","[c]","[c]","[c]"
"Leaver CS","2021","65+","Unknown","SEO/HEO","HEO","40","[c]","[c]","[c]"
"Leaver CS","2021","65+","Unknown","SEO/HEO","SEO","35","[c]","[c]","[c]"
"Leaver CS","2021","65+","Unknown","Unknown","Unknown","30","[c]","[c]","[c]"
"Leaver CS","2021","65+","White","AA/AO","AA","365","[c]","18480","18060"
"Leaver CS","2021","65+","White","AA/AO","AO","1020","[c]","21410","21010"
"Leaver CS","2021","65+","White","EO","EO","690","[c]","27390","27570"
"Leaver CS","2021","65+","White","G6/G7","G6","55","[c]","72420","71780"
"Leaver CS","2021","65+","White","G6/G7","G7","95","[c]","57340","57680"
"Leaver CS","2021","65+","White","SCS level","SCS level","20","[c]","[c]","[c]"
"Leaver CS","2021","65+","White","SEO/HEO","HEO","305","[c]","34300","33840"
"Leaver CS","2021","65+","White","SEO/HEO","SEO","170","[c]","43950","43350"
"Leaver CS","2021","65+","White","Unknown","Unknown","95","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Asian","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Asian","EO","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Asian","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Asian","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Asian","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Asian","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Asian","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Asian","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Black","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Black","EO","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Black","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Black","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Black","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Black","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Black","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Black","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Chinese","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Chinese","EO","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Chinese","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Chinese","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Chinese","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Chinese","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Chinese","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Chinese","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Mixed","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Mixed","EO","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Mixed","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Mixed","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Mixed","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Mixed","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Mixed","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Mixed","Unknown","Unknown","[c]","[c]","[c]","[c]"
