"Status","Year","Organisation","Profession_of_post","Region_ITL1","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2021","HM Revenue and Customs (excl. agencies)","Property","London","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Revenue and Customs (excl. agencies)","Property","London","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Revenue and Customs (excl. agencies)","Property","London","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Revenue and Customs (excl. agencies)","Property","North West (England)","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Revenue and Customs (excl. agencies)","Property","North West (England)","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Revenue and Customs (excl. agencies)","Property","Scotland","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Revenue and Customs (excl. agencies)","Property","Scotland","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Revenue and Customs (excl. agencies)","Property","South West (England)","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Revenue and Customs (excl. agencies)","Property","West Midlands (England)","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Revenue and Customs (excl. agencies)","Security","London","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Revenue and Customs (excl. agencies)","Security","North East (England)","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Revenue and Customs (excl. agencies)","Security","Scotland","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Revenue and Customs (excl. agencies)","Security","Wales","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Revenue and Customs (excl. agencies)","Security","West Midlands (England)","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Revenue and Customs (excl. agencies)","Security","West Midlands (England)","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Revenue and Customs (excl. agencies)","Social Research","London","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Revenue and Customs (excl. agencies)","Social Research","London","HEO","5","[c]","[c]","[c]"
"New entrant CS","2021","HM Revenue and Customs (excl. agencies)","Social Research","North West (England)","HEO","5","[c]","[c]","[c]"
"New entrant CS","2021","HM Revenue and Customs (excl. agencies)","Statistics","East of England","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Revenue and Customs (excl. agencies)","Statistics","London","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Revenue and Customs (excl. agencies)","Statistics","London","EO","5","[c]","[c]","[c]"
"New entrant CS","2021","HM Revenue and Customs (excl. agencies)","Statistics","London","HEO","15","[c]","36160","36160"
"New entrant CS","2021","HM Revenue and Customs (excl. agencies)","Statistics","North West (England)","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Revenue and Customs (excl. agencies)","Statistics","North West (England)","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Revenue and Customs (excl. agencies)","Statistics","North West (England)","HEO","20","[c]","31810","31810"
"New entrant CS","2021","HM Revenue and Customs (excl. agencies)","Statistics","North West (England)","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Revenue and Customs (excl. agencies)","Tax","East Midlands (England)","AO","55","[c]","20140","20140"
"New entrant CS","2021","HM Revenue and Customs (excl. agencies)","Tax","East Midlands (England)","EO","100","[c]","25560","25560"
"New entrant CS","2021","HM Revenue and Customs (excl. agencies)","Tax","East Midlands (England)","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Revenue and Customs (excl. agencies)","Tax","East Midlands (England)","HEO","40","[c]","31810","31810"
"New entrant CS","2021","HM Revenue and Customs (excl. agencies)","Tax","London","AO","25","[c]","24120","24120"
"New entrant CS","2021","HM Revenue and Customs (excl. agencies)","Tax","London","EO","25","[c]","29570","29570"
"New entrant CS","2021","HM Revenue and Customs (excl. agencies)","Tax","London","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Revenue and Customs (excl. agencies)","Tax","London","HEO","50","[c]","36160","36160"
"New entrant CS","2021","HM Revenue and Customs (excl. agencies)","Tax","London","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Revenue and Customs (excl. agencies)","Tax","North East (England)","AO","445","[c]","20140","20140"
"New entrant CS","2021","HM Revenue and Customs (excl. agencies)","Tax","North East (England)","EO","325","[c]","25560","25560"
"New entrant CS","2021","HM Revenue and Customs (excl. agencies)","Tax","North East (England)","HEO","35","[c]","31620","31810"
"New entrant CS","2021","HM Revenue and Customs (excl. agencies)","Tax","North East (England)","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Revenue and Customs (excl. agencies)","Tax","North West (England)","AO","465","[c]","20140","20140"
"New entrant CS","2021","HM Revenue and Customs (excl. agencies)","Tax","North West (England)","EO","155","[c]","25240","25560"
"New entrant CS","2021","HM Revenue and Customs (excl. agencies)","Tax","North West (England)","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Revenue and Customs (excl. agencies)","Tax","North West (England)","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Revenue and Customs (excl. agencies)","Tax","North West (England)","HEO","50","[c]","31760","31810"
"New entrant CS","2021","HM Revenue and Customs (excl. agencies)","Tax","North West (England)","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Revenue and Customs (excl. agencies)","Tax","Northern Ireland","AO","95","[c]","20140","20140"
"New entrant CS","2021","HM Revenue and Customs (excl. agencies)","Tax","Northern Ireland","EO","30","[c]","25560","25560"
"New entrant CS","2021","HM Revenue and Customs (excl. agencies)","Tax","Northern Ireland","HEO","5","[c]","[c]","[c]"
"New entrant CS","2021","HM Revenue and Customs (excl. agencies)","Tax","Scotland","AO","415","[c]","20140","20140"
"New entrant CS","2021","HM Revenue and Customs (excl. agencies)","Tax","Scotland","EO","25","[c]","25560","25560"
"New entrant CS","2021","HM Revenue and Customs (excl. agencies)","Tax","Scotland","HEO","15","[c]","31810","31810"
"New entrant CS","2021","HM Revenue and Customs (excl. agencies)","Tax","South East (England)","AO","85","[c]","20140","20140"
"New entrant CS","2021","HM Revenue and Customs (excl. agencies)","Tax","South West (England)","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Revenue and Customs (excl. agencies)","Tax","South West (England)","HEO","10","[c]","[c]","[c]"
"New entrant CS","2021","HM Revenue and Customs (excl. agencies)","Tax","Wales","AO","200","[c]","20140","20140"
"New entrant CS","2021","HM Revenue and Customs (excl. agencies)","Tax","Wales","EO","25","[c]","25560","25560"
"New entrant CS","2021","HM Revenue and Customs (excl. agencies)","Tax","Wales","HEO","20","[c]","31810","31810"
"New entrant CS","2021","HM Revenue and Customs (excl. agencies)","Tax","West Midlands (England)","AO","160","[c]","20140","20140"
"New entrant CS","2021","HM Revenue and Customs (excl. agencies)","Tax","West Midlands (England)","EO","35","[c]","25560","25560"
"New entrant CS","2021","HM Revenue and Customs (excl. agencies)","Tax","West Midlands (England)","HEO","10","[c]","[c]","[c]"
"New entrant CS","2021","HM Revenue and Customs (excl. agencies)","Tax","Yorkshire and The Humber","AO","255","[c]","20140","20140"
"New entrant CS","2021","HM Revenue and Customs (excl. agencies)","Tax","Yorkshire and The Humber","EO","55","[c]","25560","25560"
"New entrant CS","2021","HM Revenue and Customs (excl. agencies)","Tax","Yorkshire and The Humber","HEO","35","[c]","31810","31810"
"New entrant CS","2021","HM Revenue and Customs (excl. agencies)","Unknown","East Midlands (England)","AO","15","[c]","[c]","[c]"
"New entrant CS","2021","HM Revenue and Customs (excl. agencies)","Unknown","East Midlands (England)","EO","10","[c]","[c]","[c]"
"New entrant CS","2021","HM Revenue and Customs (excl. agencies)","Unknown","East Midlands (England)","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Revenue and Customs (excl. agencies)","Unknown","East Midlands (England)","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Revenue and Customs (excl. agencies)","Unknown","East of England","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Revenue and Customs (excl. agencies)","Unknown","East of England","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Revenue and Customs (excl. agencies)","Unknown","London","AO","20","[c]","24120","24120"
"New entrant CS","2021","HM Revenue and Customs (excl. agencies)","Unknown","London","EO","5","[c]","[c]","[c]"
"New entrant CS","2021","HM Revenue and Customs (excl. agencies)","Unknown","London","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Revenue and Customs (excl. agencies)","Unknown","London","G7","5","[c]","[c]","[c]"
"New entrant CS","2021","HM Revenue and Customs (excl. agencies)","Unknown","London","HEO","10","[c]","[c]","[c]"
"New entrant CS","2021","HM Revenue and Customs (excl. agencies)","Unknown","London","SCS level","10","[c]","[c]","[c]"
"New entrant CS","2021","HM Revenue and Customs (excl. agencies)","Unknown","London","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Revenue and Customs (excl. agencies)","Unknown","North East (England)","AO","70","[c]","20150","20140"
"New entrant CS","2021","HM Revenue and Customs (excl. agencies)","Unknown","North East (England)","EO","25","[c]","[c]","[c]"
"New entrant CS","2021","HM Revenue and Customs (excl. agencies)","Unknown","North East (England)","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Revenue and Customs (excl. agencies)","Unknown","North East (England)","HEO","5","[c]","[c]","[c]"
"New entrant CS","2021","HM Revenue and Customs (excl. agencies)","Unknown","North East (England)","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Revenue and Customs (excl. agencies)","Unknown","North West (England)","AO","45","[c]","20180","20140"
"New entrant CS","2021","HM Revenue and Customs (excl. agencies)","Unknown","North West (England)","EO","25","[c]","25590","25560"
"New entrant CS","2021","HM Revenue and Customs (excl. agencies)","Unknown","North West (England)","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Revenue and Customs (excl. agencies)","Unknown","North West (England)","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Revenue and Customs (excl. agencies)","Unknown","North West (England)","HEO","10","[c]","[c]","[c]"
"New entrant CS","2021","HM Revenue and Customs (excl. agencies)","Unknown","North West (England)","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Revenue and Customs (excl. agencies)","Unknown","North West (England)","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Revenue and Customs (excl. agencies)","Unknown","North West (England)","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Revenue and Customs (excl. agencies)","Unknown","Northern Ireland","AO","5","[c]","[c]","[c]"
"New entrant CS","2021","HM Revenue and Customs (excl. agencies)","Unknown","Northern Ireland","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Revenue and Customs (excl. agencies)","Unknown","Northern Ireland","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Revenue and Customs (excl. agencies)","Unknown","Scotland","AO","65","[c]","20140","20140"
"New entrant CS","2021","HM Revenue and Customs (excl. agencies)","Unknown","Scotland","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Revenue and Customs (excl. agencies)","Unknown","Scotland","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Revenue and Customs (excl. agencies)","Unknown","Scotland","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Revenue and Customs (excl. agencies)","Unknown","South East (England)","AO","5","[c]","[c]","[c]"
"New entrant CS","2021","HM Revenue and Customs (excl. agencies)","Unknown","South East (England)","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Revenue and Customs (excl. agencies)","Unknown","South West (England)","AO","20","[c]","20140","20140"
"New entrant CS","2021","HM Revenue and Customs (excl. agencies)","Unknown","South West (England)","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Revenue and Customs (excl. agencies)","Unknown","South West (England)","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Revenue and Customs (excl. agencies)","Unknown","South West (England)","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Revenue and Customs (excl. agencies)","Unknown","South West (England)","HEO","5","[c]","[c]","[c]"
"New entrant CS","2021","HM Revenue and Customs (excl. agencies)","Unknown","South West (England)","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Revenue and Customs (excl. agencies)","Unknown","Unknown","Unknown","320","[c]","[c]","[c]"
"New entrant CS","2021","HM Revenue and Customs (excl. agencies)","Unknown","Wales","AO","35","[c]","20140","20140"
"New entrant CS","2021","HM Revenue and Customs (excl. agencies)","Unknown","Wales","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Revenue and Customs (excl. agencies)","Unknown","Wales","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Revenue and Customs (excl. agencies)","Unknown","Wales","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Revenue and Customs (excl. agencies)","Unknown","West Midlands (England)","AO","10","[c]","[c]","[c]"
"New entrant CS","2021","HM Revenue and Customs (excl. agencies)","Unknown","West Midlands (England)","EO","5","[c]","[c]","[c]"
"New entrant CS","2021","HM Revenue and Customs (excl. agencies)","Unknown","West Midlands (England)","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Revenue and Customs (excl. agencies)","Unknown","West Midlands (England)","HEO","5","[c]","[c]","[c]"
"New entrant CS","2021","HM Revenue and Customs (excl. agencies)","Unknown","West Midlands (England)","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Revenue and Customs (excl. agencies)","Unknown","Yorkshire and The Humber","AO","40","[c]","20140","20140"
"New entrant CS","2021","HM Revenue and Customs (excl. agencies)","Unknown","Yorkshire and The Humber","EO","5","[c]","[c]","[c]"
"New entrant CS","2021","HM Revenue and Customs (excl. agencies)","Unknown","Yorkshire and The Humber","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Revenue and Customs (excl. agencies)","Unknown","Yorkshire and The Humber","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Treasury (excl. agencies)","Commercial","London","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Treasury (excl. agencies)","Communications","London","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Treasury (excl. agencies)","Communications","London","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Treasury (excl. agencies)","Communications","London","HEO","5","[c]","[c]","[c]"
"New entrant CS","2021","HM Treasury (excl. agencies)","Digital, Data and Technology","East of England","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Treasury (excl. agencies)","Digital, Data and Technology","East of England","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Treasury (excl. agencies)","Economics","East of England","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Treasury (excl. agencies)","Economics","London","AO","15","[c]","22500","22500"
"New entrant CS","2021","HM Treasury (excl. agencies)","Economics","London","EO","5","[c]","[c]","[c]"
"New entrant CS","2021","HM Treasury (excl. agencies)","Economics","London","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Treasury (excl. agencies)","Economics","London","HEO","25","[c]","30520","28500"
"New entrant CS","2021","HM Treasury (excl. agencies)","Finance","East of England","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Treasury (excl. agencies)","Finance","London","EO","10","[c]","[c]","[c]"
"New entrant CS","2021","HM Treasury (excl. agencies)","Finance","London","G7","5","[c]","[c]","[c]"
"New entrant CS","2021","HM Treasury (excl. agencies)","Finance","London","HEO","5","[c]","[c]","[c]"
"New entrant CS","2021","HM Treasury (excl. agencies)","Human Resources","East of England","AO","5","[c]","[c]","[c]"
"New entrant CS","2021","HM Treasury (excl. agencies)","Human Resources","East of England","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Treasury (excl. agencies)","Human Resources","London","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Treasury (excl. agencies)","Human Resources","London","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Treasury (excl. agencies)","Human Resources","London","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Treasury (excl. agencies)","Human Resources","London","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Treasury (excl. agencies)","Operational Delivery","East of England","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Treasury (excl. agencies)","Operational Delivery","London","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Treasury (excl. agencies)","Operational Delivery","London","EO","25","[c]","26860","26750"
"New entrant CS","2021","HM Treasury (excl. agencies)","Operational Delivery","London","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Treasury (excl. agencies)","Operational Delivery","London","HEO","5","[c]","[c]","[c]"
"New entrant CS","2021","HM Treasury (excl. agencies)","Operational Research","London","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Treasury (excl. agencies)","Operational Research","London","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Treasury (excl. agencies)","Policy","East of England","EO","10","[c]","[c]","[c]"
"New entrant CS","2021","HM Treasury (excl. agencies)","Policy","East of England","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Treasury (excl. agencies)","Policy","London","AO","5","[c]","[c]","[c]"
"New entrant CS","2021","HM Treasury (excl. agencies)","Policy","London","EO","20","[c]","25060","24300"
"New entrant CS","2021","HM Treasury (excl. agencies)","Policy","London","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Treasury (excl. agencies)","Policy","London","G7","25","[c]","54740","52500"
"New entrant CS","2021","HM Treasury (excl. agencies)","Policy","London","HEO","190","[c]","30900","28500"
"New entrant CS","2021","HM Treasury (excl. agencies)","Policy","London","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Treasury (excl. agencies)","Project Delivery","London","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Treasury (excl. agencies)","Statistics","London","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Treasury (excl. agencies)","Statistics","London","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Treasury (excl. agencies)","Tax","London","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Home Office (incl. agencies)","Commercial","North East (England)","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Home Office (incl. agencies)","Commercial","North West (England)","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Home Office (incl. agencies)","Communications","London","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Home Office (incl. agencies)","Communications","London","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Home Office (incl. agencies)","Communications","London","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Home Office (incl. agencies)","Communications","London","SEO","5","[c]","[c]","[c]"
"New entrant CS","2021","Home Office (incl. agencies)","Counter Fraud","Northern Ireland","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Home Office (incl. agencies)","Digital, Data and Technology","London","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Home Office (incl. agencies)","Digital, Data and Technology","London","G6","10","[c]","74360","72630"
"New entrant CS","2021","Home Office (incl. agencies)","Digital, Data and Technology","London","G7","35","[c]","59130","57430"
"New entrant CS","2021","Home Office (incl. agencies)","Digital, Data and Technology","London","HEO","20","[c]","35970","35050"
"New entrant CS","2021","Home Office (incl. agencies)","Digital, Data and Technology","London","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Home Office (incl. agencies)","Digital, Data and Technology","London","SEO","35","[c]","44590","44960"
"New entrant CS","2021","Home Office (incl. agencies)","Digital, Data and Technology","North West (England)","EO","5","[c]","[c]","[c]"
"New entrant CS","2021","Home Office (incl. agencies)","Digital, Data and Technology","North West (England)","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Home Office (incl. agencies)","Digital, Data and Technology","North West (England)","G7","10","[c]","56100","56550"
"New entrant CS","2021","Home Office (incl. agencies)","Digital, Data and Technology","North West (England)","HEO","10","[c]","[c]","[c]"
"New entrant CS","2021","Home Office (incl. agencies)","Digital, Data and Technology","North West (England)","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Home Office (incl. agencies)","Digital, Data and Technology","North West (England)","SEO","10","[c]","[c]","[c]"
"New entrant CS","2021","Home Office (incl. agencies)","Digital, Data and Technology","Wales","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Home Office (incl. agencies)","Digital, Data and Technology","Yorkshire and The Humber","G7","10","[c]","55760","56550"
"New entrant CS","2021","Home Office (incl. agencies)","Digital, Data and Technology","Yorkshire and The Humber","SEO","10","[c]","[c]","[c]"
"New entrant CS","2021","Home Office (incl. agencies)","Economics","London","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Home Office (incl. agencies)","Economics","London","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Home Office (incl. agencies)","Economics","London","HEO","25","[c]","34110","35050"
"New entrant CS","2021","Home Office (incl. agencies)","Finance","London","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Home Office (incl. agencies)","Finance","London","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Home Office (incl. agencies)","Finance","London","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Home Office (incl. agencies)","Finance","London","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Home Office (incl. agencies)","Finance","London","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Home Office (incl. agencies)","Finance","North West (England)","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Home Office (incl. agencies)","Finance","North West (England)","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Home Office (incl. agencies)","Finance","North West (England)","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Home Office (incl. agencies)","Finance","Unknown","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Home Office (incl. agencies)","Finance","Yorkshire and The Humber","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Home Office (incl. agencies)","Human Resources","London","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Home Office (incl. agencies)","Human Resources","London","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Home Office (incl. agencies)","Human Resources","London","G7","5","[c]","[c]","[c]"
"New entrant CS","2021","Home Office (incl. agencies)","Human Resources","London","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Home Office (incl. agencies)","Human Resources","London","SEO","5","[c]","[c]","[c]"
"New entrant CS","2021","Home Office (incl. agencies)","Human Resources","North West (England)","EO","5","[c]","[c]","[c]"
"New entrant CS","2021","Home Office (incl. agencies)","Human Resources","North West (England)","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Home Office (incl. agencies)","Human Resources","North West (England)","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Home Office (incl. agencies)","Human Resources","North West (England)","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Home Office (incl. agencies)","Human Resources","North West (England)","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Home Office (incl. agencies)","Human Resources","South East (England)","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Home Office (incl. agencies)","Human Resources","Wales","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Home Office (incl. agencies)","Human Resources","Wales","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Home Office (incl. agencies)","Human Resources","Yorkshire and The Humber","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Home Office (incl. agencies)","Human Resources","Yorkshire and The Humber","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Home Office (incl. agencies)","Human Resources","Yorkshire and The Humber","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Home Office (incl. agencies)","Human Resources","Yorkshire and The Humber","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Home Office (incl. agencies)","Intelligence Analysis","East Midlands (England)","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Home Office (incl. agencies)","Intelligence Analysis","London","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Home Office (incl. agencies)","Intelligence Analysis","London","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Home Office (incl. agencies)","Intelligence Analysis","London","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Home Office (incl. agencies)","Intelligence Analysis","North West (England)","EO","15","[c]","25370","24880"
"New entrant CS","2021","Home Office (incl. agencies)","Intelligence Analysis","Scotland","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Home Office (incl. agencies)","Intelligence Analysis","South East (England)","EO","10","[c]","25030","24880"
"New entrant CS","2021","Home Office (incl. agencies)","Intelligence Analysis","South East (England)","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Home Office (incl. agencies)","Intelligence Analysis","Yorkshire and The Humber","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Home Office (incl. agencies)","Intelligence Analysis","Yorkshire and The Humber","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Home Office (incl. agencies)","Knowledge and Information Management","London","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Home Office (incl. agencies)","Knowledge and Information Management","London","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Home Office (incl. agencies)","Knowledge and Information Management","London","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Home Office (incl. agencies)","Operational Delivery","East Midlands (England)","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Home Office (incl. agencies)","Operational Delivery","East Midlands (England)","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Home Office (incl. agencies)","Operational Delivery","East Midlands (England)","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Home Office (incl. agencies)","Operational Delivery","East of England","AO","65","[c]","21430","21430"
"New entrant CS","2021","Home Office (incl. agencies)","Operational Delivery","East of England","EO","30","[c]","25440","24880"
"New entrant CS","2021","Home Office (incl. agencies)","Operational Delivery","East of England","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Home Office (incl. agencies)","Operational Delivery","London","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Home Office (incl. agencies)","Operational Delivery","London","AO","40","[c]","25630","25630"
"New entrant CS","2021","Home Office (incl. agencies)","Operational Delivery","London","EO","110","[c]","28860","28650"
"New entrant CS","2021","Home Office (incl. agencies)","Operational Delivery","London","G7","5","[c]","[c]","[c]"
"New entrant CS","2021","Home Office (incl. agencies)","Operational Delivery","London","HEO","10","[c]","[c]","[c]"
"New entrant CS","2021","Home Office (incl. agencies)","Operational Delivery","London","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Home Office (incl. agencies)","Operational Delivery","London","SEO","10","[c]","[c]","[c]"
"New entrant CS","2021","Home Office (incl. agencies)","Operational Delivery","North East (England)","AO","20","[c]","21430","21430"
"New entrant CS","2021","Home Office (incl. agencies)","Operational Delivery","North East (England)","EO","30","[c]","25060","24880"
"New entrant CS","2021","Home Office (incl. agencies)","Operational Delivery","North East (England)","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Home Office (incl. agencies)","Operational Delivery","North East (England)","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Home Office (incl. agencies)","Operational Delivery","North West (England)","AA","20","[c]","17980","17990"
"New entrant CS","2021","Home Office (incl. agencies)","Operational Delivery","North West (England)","AO","90","[c]","21490","21430"
"New entrant CS","2021","Home Office (incl. agencies)","Operational Delivery","North West (England)","EO","70","[c]","25030","24880"
"New entrant CS","2021","Home Office (incl. agencies)","Operational Delivery","North West (England)","HEO","5","[c]","[c]","[c]"
