"Status","Year","Organisation","Responsibility_level_grouped","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Defence Science and Technology Laboratory","EO","LGBO","10","10","[c]","[c]"
"In post","2021","Defence Science and Technology Laboratory","EO","Undeclared","15","15","[c]","[c]"
"In post","2021","Defence Science and Technology Laboratory","EO","Unknown","45","45","22740","22780"
"In post","2021","Defence Science and Technology Laboratory","G6/G7","Heterosexual / straight","1370","1315","51170","46650"
"In post","2021","Defence Science and Technology Laboratory","G6/G7","LGBO","40","40","50310","46690"
"In post","2021","Defence Science and Technology Laboratory","G6/G7","Undeclared","175","170","50200","46650"
"In post","2021","Defence Science and Technology Laboratory","G6/G7","Unknown","385","370","51550","47000"
"In post","2021","Defence Science and Technology Laboratory","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Defence Science and Technology Laboratory","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Defence Science and Technology Laboratory","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Defence Science and Technology Laboratory","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Defence Science and Technology Laboratory","SEO/HEO","Heterosexual / straight","1445","1390","33040","31980"
"In post","2021","Defence Science and Technology Laboratory","SEO/HEO","LGBO","100","95","31390","28650"
"In post","2021","Defence Science and Technology Laboratory","SEO/HEO","Undeclared","120","115","34240","37320"
"In post","2021","Defence Science and Technology Laboratory","SEO/HEO","Unknown","370","360","34140","37320"
"In post","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","AA/AO","Heterosexual / straight","45","45","25010","24900"
"In post","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","AA/AO","LGBO","10","10","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","AA/AO","Undeclared","5","5","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","AA/AO","Unknown","15","15","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","EO","Heterosexual / straight","290","280","28140","27680"
"In post","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","EO","LGBO","35","35","27420","27680"
"In post","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","EO","Undeclared","25","25","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","EO","Unknown","60","55","28230","27680"
"In post","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","G6/G7","Heterosexual / straight","1680","1635","58770","56600"
"In post","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","G6/G7","LGBO","195","195","57820","54660"
"In post","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","G6/G7","Undeclared","255","250","59660","57620"
"In post","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","G6/G7","Unknown","200","195","57630","55220"
"In post","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","SCS level","Heterosexual / straight","260","250","83250","75560"
"In post","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","SCS level","LGBO","25","25","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","SCS level","Undeclared","25","25","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","SCS level","Unknown","20","20","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","SEO/HEO","Heterosexual / straight","1505","1485","38130","37090"
"In post","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","SEO/HEO","LGBO","195","190","37650","36740"
"In post","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","SEO/HEO","Undeclared","190","185","38540","38240"
"In post","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","SEO/HEO","Unknown","295","290","37500","37820"
"In post","2021","Department for Digital, Culture, Media and Sport","AA/AO","Heterosexual / straight","10","5","[c]","[c]"
"In post","2021","Department for Digital, Culture, Media and Sport","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Department for Digital, Culture, Media and Sport","EO","Heterosexual / straight","130","125","27360","26180"
"In post","2021","Department for Digital, Culture, Media and Sport","EO","LGBO","15","15","[c]","[c]"
"In post","2021","Department for Digital, Culture, Media and Sport","EO","Undeclared","10","10","[c]","[c]"
"In post","2021","Department for Digital, Culture, Media and Sport","EO","Unknown","25","25","[c]","[c]"
"In post","2021","Department for Digital, Culture, Media and Sport","G6/G7","Heterosexual / straight","565","550","58670","56040"
"In post","2021","Department for Digital, Culture, Media and Sport","G6/G7","LGBO","80","80","58660","58750"
"In post","2021","Department for Digital, Culture, Media and Sport","G6/G7","Undeclared","55","55","58050","56750"
"In post","2021","Department for Digital, Culture, Media and Sport","G6/G7","Unknown","105","100","58890","57730"
"In post","2021","Department for Digital, Culture, Media and Sport","SCS level","Heterosexual / straight","100","95","86740","75950"
"In post","2021","Department for Digital, Culture, Media and Sport","SCS level","LGBO","10","10","[c]","[c]"
"In post","2021","Department for Digital, Culture, Media and Sport","SCS level","Undeclared","5","5","[c]","[c]"
"In post","2021","Department for Digital, Culture, Media and Sport","SCS level","Unknown","10","10","[c]","[c]"
"In post","2021","Department for Digital, Culture, Media and Sport","SEO/HEO","Heterosexual / straight","450","445","37210","34020"
"In post","2021","Department for Digital, Culture, Media and Sport","SEO/HEO","LGBO","75","75","35420","34020"
"In post","2021","Department for Digital, Culture, Media and Sport","SEO/HEO","Undeclared","40","40","37690","34210"
"In post","2021","Department for Digital, Culture, Media and Sport","SEO/HEO","Unknown","95","95","37070","34020"
"In post","2021","Department for Education (excl. agencies)","AA/AO","Heterosexual / straight","45","40","22010","21000"
"In post","2021","Department for Education (excl. agencies)","AA/AO","LGBO","10","10","[c]","[c]"
"In post","2021","Department for Education (excl. agencies)","AA/AO","Undeclared","10","10","[c]","[c]"
"In post","2021","Department for Education (excl. agencies)","AA/AO","Unknown","10","10","[c]","[c]"
"In post","2021","Department for Education (excl. agencies)","EO","Heterosexual / straight","505","485","26790","26000"
"In post","2021","Department for Education (excl. agencies)","EO","LGBO","40","40","26400","26000"
"In post","2021","Department for Education (excl. agencies)","EO","Undeclared","45","45","27820","28500"
"In post","2021","Department for Education (excl. agencies)","EO","Unknown","145","145","27030","26000"
"In post","2021","Department for Education (excl. agencies)","G6/G7","Heterosexual / straight","1505","1445","56740","54160"
"In post","2021","Department for Education (excl. agencies)","G6/G7","LGBO","110","105","56810","54400"
"In post","2021","Department for Education (excl. agencies)","G6/G7","Undeclared","160","155","56940","54160"
"In post","2021","Department for Education (excl. agencies)","G6/G7","Unknown","355","345","57300","54400"
"In post","2021","Department for Education (excl. agencies)","SCS level","Heterosexual / straight","165","160","81820","74100"
"In post","2021","Department for Education (excl. agencies)","SCS level","LGBO","15","15","[c]","[c]"
"In post","2021","Department for Education (excl. agencies)","SCS level","Undeclared","10","10","[c]","[c]"
"In post","2021","Department for Education (excl. agencies)","SCS level","Unknown","40","40","87830","79820"
"In post","2021","Department for Education (excl. agencies)","SEO/HEO","Heterosexual / straight","1770","1705","35900","36500"
"In post","2021","Department for Education (excl. agencies)","SEO/HEO","LGBO","155","155","35610","36500"
"In post","2021","Department for Education (excl. agencies)","SEO/HEO","Undeclared","190","180","36240","36660"
"In post","2021","Department for Education (excl. agencies)","SEO/HEO","Unknown","400","385","36150","36500"
"In post","2021","Department for Education (excl. agencies)","Unknown","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","Department for Education (excl. agencies)","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Department for Education (excl. agencies)","Unknown","Unknown","5","5","[c]","[c]"
"In post","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","AA/AO","Heterosexual / straight","110","105","22620","21050"
"In post","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","AA/AO","LGBO","5","5","[c]","[c]"
"In post","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","AA/AO","Undeclared","15","10","[c]","[c]"
"In post","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","AA/AO","Unknown","40","35","22820","23230"
"In post","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","EO","Heterosexual / straight","350","340","26630","25600"
"In post","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","EO","LGBO","25","25","[c]","[c]"
"In post","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","EO","Undeclared","40","35","26680","26520"
"In post","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","EO","Unknown","95","90","27410","27960"
"In post","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","G6/G7","Heterosexual / straight","1305","1260","54550","53200"
"In post","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","G6/G7","LGBO","100","95","53870","53200"
"In post","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","G6/G7","Undeclared","130","130","53690","52460"
"In post","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","G6/G7","Unknown","315","300","55200","53870"
"In post","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","SCS level","Heterosexual / straight","150","145","84030","77290"
"In post","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","SCS level","LGBO","20","15","[c]","[c]"
"In post","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","SCS level","Undeclared","5","5","[c]","[c]"
"In post","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","SCS level","Unknown","40","35","85380","76330"
"In post","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","SEO/HEO","Heterosexual / straight","1860","1795","34980","35900"
"In post","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","SEO/HEO","LGBO","150","145","35120","35900"
"In post","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","SEO/HEO","Undeclared","190","180","34650","33960"
"In post","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","SEO/HEO","Unknown","460","440","35600","35900"
"In post","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Department for International Trade","AA/AO","Heterosexual / straight","20","20","[c]","[c]"
"In post","2021","Department for International Trade","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Department for International Trade","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Department for International Trade","AA/AO","Unknown","10","10","[c]","[c]"
"In post","2021","Department for International Trade","EO","Heterosexual / straight","140","140","27320","26510"
"In post","2021","Department for International Trade","EO","LGBO","20","20","[c]","[c]"
"In post","2021","Department for International Trade","EO","Undeclared","5","5","[c]","[c]"
"In post","2021","Department for International Trade","EO","Unknown","90","90","27370","26510"
"In post","2021","Department for International Trade","G6/G7","Heterosexual / straight","640","630","55520","52660"
"In post","2021","Department for International Trade","G6/G7","LGBO","80","80","54630","51970"
"In post","2021","Department for International Trade","G6/G7","Undeclared","55","55","54900","51970"
"In post","2021","Department for International Trade","G6/G7","Unknown","300","300","55570","53080"
"In post","2021","Department for International Trade","SCS level","Heterosexual / straight","110","105","86920","76810"
"In post","2021","Department for International Trade","SCS level","LGBO","15","15","[c]","[c]"
"In post","2021","Department for International Trade","SCS level","Undeclared","10","10","[c]","[c]"
"In post","2021","Department for International Trade","SCS level","Unknown","40","40","86220","75570"
"In post","2021","Department for International Trade","SEO/HEO","Heterosexual / straight","630","625","35310","34940"
"In post","2021","Department for International Trade","SEO/HEO","LGBO","70","70","34620","32240"
"In post","2021","Department for International Trade","SEO/HEO","Undeclared","70","70","36440","37440"
"In post","2021","Department for International Trade","SEO/HEO","Unknown","375","375","35350","34430"
"In post","2021","Department for Transport (excl. agencies)","AA/AO","Heterosexual / straight","55","45","25420","25730"
"In post","2021","Department for Transport (excl. agencies)","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport (excl. agencies)","AA/AO","Undeclared","10","10","[c]","[c]"
"In post","2021","Department for Transport (excl. agencies)","AA/AO","Unknown","85","70","30630","32740"
"In post","2021","Department for Transport (excl. agencies)","EO","Heterosexual / straight","240","235","28810","30270"
"In post","2021","Department for Transport (excl. agencies)","EO","LGBO","25","25","[c]","[c]"
"In post","2021","Department for Transport (excl. agencies)","EO","Undeclared","30","25","[c]","[c]"
