"Status","Year","Age","Function_of_post","Profession_of_post","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2021","40-49","Human Resources","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Human Resources","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Internal Audit","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Legal","Legal","55","[c]","52050","54200"
"Leaver CS","2021","40-49","Legal","Operational Delivery","15","[c]","29220","23640"
"Leaver CS","2021","40-49","Legal","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Legal","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","No function","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","No function","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","No function","Inspector of Education and Training","10","[c]","66850","75500"
"Leaver CS","2021","40-49","No function","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","No function","International Trade","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","No function","Knowledge and Information Management","10","[c]","48070","48070"
"Leaver CS","2021","40-49","No function","Medicine","10","[c]","[c]","[c]"
"Leaver CS","2021","40-49","No function","Operational Delivery","860","[c]","29630","24250"
"Leaver CS","2021","40-49","No function","Other","20","[c]","46060","37290"
"Leaver CS","2021","40-49","No function","Planning Inspectors","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","No function","Policy","75","[c]","56120","53200"
"Leaver CS","2021","40-49","No function","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","No function","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","No function","Psychology","15","[c]","[c]","[c]"
"Leaver CS","2021","40-49","No function","Science and Engineering","80","[c]","36590","36170"
"Leaver CS","2021","40-49","No function","Unknown","60","[c]","64520","50330"
"Leaver CS","2021","40-49","No function","Veterinarian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Project Delivery","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Project Delivery","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Project Delivery","Economics","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Project Delivery","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Project Delivery","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Project Delivery","Other","10","[c]","33640","23080"
"Leaver CS","2021","40-49","Project Delivery","Policy","10","[c]","59260","57520"
"Leaver CS","2021","40-49","Project Delivery","Project Delivery","45","[c]","44470","41490"
"Leaver CS","2021","40-49","Project Delivery","Science and Engineering","15","[c]","40280","41000"
"Leaver CS","2021","40-49","Project Delivery","Statistics","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Property","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Property","Operational Delivery","10","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Property","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Property","Property","30","[c]","33930","32100"
"Leaver CS","2021","40-49","Property","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Security","Security","30","[c]","28560","23150"
"Leaver CS","2021","40-49","Security","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Unknown","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Unknown","Communications","5","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Unknown","Digital, Data and Technology","10","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Unknown","Finance","5","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Unknown","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Unknown","Intelligence Analysis","10","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Unknown","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Unknown","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Unknown","Medicine","60","[c]","43630","37890"
"Leaver CS","2021","40-49","Unknown","Operational Delivery","80","[c]","29470","25590"
"Leaver CS","2021","40-49","Unknown","Operational Research","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Unknown","Other","145","[c]","30730","29930"
"Leaver CS","2021","40-49","Unknown","Planning","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Unknown","Policy","50","[c]","58800","56300"
"Leaver CS","2021","40-49","Unknown","Project Delivery","5","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Unknown","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Unknown","Science and Engineering","5","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Unknown","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Unknown","Social Research","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Unknown","Unknown","1340","[c]","29300","26890"
"Leaver CS","2021","40-49","Unknown","Veterinarian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Analysis","Economics","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Analysis","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Analysis","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Analysis","Operational Research","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Analysis","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Analysis","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Analysis","Social Research","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Analysis","Statistics","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Commercial","Commercial","35","[c]","47520","41080"
"Leaver CS","2021","50-59","Commercial","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Commercial","Knowledge and Information Management","10","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Commercial","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Commercial","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Commercial","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Commercial","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Commercial","Unknown","25","[c]","100430","96910"
"Leaver CS","2021","50-59","Communications","Communications","30","[c]","39170","35300"
"Leaver CS","2021","50-59","Communications","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Communications","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Communications","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Counter Fraud","Counter Fraud","5","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Counter Fraud","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Debt","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Digital, Data & Technology","Digital, Data and Technology","50","[c]","49330","43990"
"Leaver CS","2021","50-59","Digital, Data & Technology","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Digital, Data & Technology","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Digital, Data & Technology","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Finance","Corporate Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Finance","Finance","55","[c]","45240","40540"
"Leaver CS","2021","50-59","Finance","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Finance","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Finance","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Grants Management","Operational Delivery","15","[c]","27330","25190"
"Leaver CS","2021","50-59","Human Resources","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Human Resources","Human Resources","50","[c]","49580","44000"
"Leaver CS","2021","50-59","Human Resources","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Human Resources","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Human Resources","Unknown","10","[c]","41850","32960"
"Leaver CS","2021","50-59","Internal Audit","Internal Audit","10","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Legal","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Legal","Legal","100","[c]","57910","55610"
"Leaver CS","2021","50-59","Legal","Operational Delivery","40","[c]","31660","23520"
"Leaver CS","2021","50-59","Legal","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Legal","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","No function","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","No function","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","No function","Inspector of Education and Training","25","[c]","68360","75500"
"Leaver CS","2021","50-59","No function","Intelligence Analysis","5","[c]","[c]","[c]"
"Leaver CS","2021","50-59","No function","International Trade","5","[c]","[c]","[c]"
"Leaver CS","2021","50-59","No function","Knowledge and Information Management","10","[c]","35830","31630"
"Leaver CS","2021","50-59","No function","Medicine","20","[c]","72660","56830"
"Leaver CS","2021","50-59","No function","Operational Delivery","1300","[c]","31090","25840"
"Leaver CS","2021","50-59","No function","Operational Research","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","No function","Other","25","[c]","56580","38090"
"Leaver CS","2021","50-59","No function","Planning","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","No function","Policy","65","[c]","57310","53030"
"Leaver CS","2021","50-59","No function","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","No function","Psychology","5","[c]","[c]","[c]"
"Leaver CS","2021","50-59","No function","Science and Engineering","60","[c]","44900","40560"
"Leaver CS","2021","50-59","No function","Unknown","115","[c]","[c]","[c]"
"Leaver CS","2021","50-59","No function","Veterinarian","5","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Project Delivery","Commercial","5","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Project Delivery","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Project Delivery","Economics","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Project Delivery","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Project Delivery","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Project Delivery","Operational Delivery","10","[c]","43990","38420"
"Leaver CS","2021","50-59","Project Delivery","Other","30","[c]","36680","31780"
"Leaver CS","2021","50-59","Project Delivery","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Project Delivery","Project Delivery","80","[c]","47760","40580"
"Leaver CS","2021","50-59","Project Delivery","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Project Delivery","Science and Engineering","30","[c]","42610","41770"
"Leaver CS","2021","50-59","Project Delivery","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Property","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Property","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Property","Operational Delivery","15","[c]","27730","20880"
"Leaver CS","2021","50-59","Property","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Property","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Property","Property","95","[c]","34210","31380"
"Leaver CS","2021","50-59","Property","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Security","Security","105","[c]","33770","38120"
"Leaver CS","2021","50-59","Security","Unknown","10","[c]","36220","33140"
"Leaver CS","2021","50-59","Unknown","Commercial","5","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Unknown","Communications","5","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Unknown","Digital, Data and Technology","10","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Unknown","Finance","5","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Unknown","Human Resources","10","[c]","38640","37180"
"Leaver CS","2021","50-59","Unknown","Intelligence Analysis","10","[c]","33080","31520"
"Leaver CS","2021","50-59","Unknown","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Unknown","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Unknown","Medicine","30","[c]","51560","41720"
"Leaver CS","2021","50-59","Unknown","Operational Delivery","170","[c]","30480","27240"
"Leaver CS","2021","50-59","Unknown","Other","260","[c]","29680","27080"
"Leaver CS","2021","50-59","Unknown","Planning","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Unknown","Policy","40","[c]","49280","51340"
"Leaver CS","2021","50-59","Unknown","Project Delivery","10","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Unknown","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Unknown","Science and Engineering","25","[c]","33640","26670"
"Leaver CS","2021","50-59","Unknown","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Unknown","Social Research","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Unknown","Unknown","3260","[c]","30580","27570"
"Leaver CS","2021","60-64","Analysis","Economics","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Analysis","Science and Engineering","5","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Analysis","Statistics","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Commercial","Commercial","30","[c]","45300","39110"
"Leaver CS","2021","60-64","Commercial","Knowledge and Information Management","10","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Commercial","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Commercial","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Commercial","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Commercial","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Commercial","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Communications","Communications","15","[c]","38320","33560"
"Leaver CS","2021","60-64","Communications","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Communications","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Communications","Other","5","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Communications","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Counter Fraud","Counter Fraud","5","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Counter Fraud","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Debt","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Digital, Data & Technology","Digital, Data and Technology","45","[c]","40900","35490"
"Leaver CS","2021","60-64","Digital, Data & Technology","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Digital, Data & Technology","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Digital, Data & Technology","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Finance","Corporate Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Finance","Finance","50","[c]","44460","41500"
"Leaver CS","2021","60-64","Finance","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Finance","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Finance","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Grants Management","Operational Delivery","15","[c]","24840","24920"
"Leaver CS","2021","60-64","Grants Management","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Human Resources","Human Resources","60","[c]","40120","37640"
"Leaver CS","2021","60-64","Human Resources","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Human Resources","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Internal Audit","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Internal Audit","Internal Audit","15","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Legal","Legal","90","[c]","58920","55610"
"Leaver CS","2021","60-64","Legal","Operational Delivery","35","[c]","35170","28430"
"Leaver CS","2021","60-64","Legal","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","No function","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","No function","Economics","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","No function","Inspector of Education and Training","25","[c]","69000","74730"
"Leaver CS","2021","60-64","No function","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","No function","International Trade","5","[c]","[c]","[c]"
"Leaver CS","2021","60-64","No function","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","No function","Medicine","20","[c]","106200","110680"
"Leaver CS","2021","60-64","No function","Operational Delivery","915","[c]","30360","25870"
"Leaver CS","2021","60-64","No function","Other","10","[c]","46020","36610"
"Leaver CS","2021","60-64","No function","Planning","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","No function","Planning Inspectors","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","No function","Policy","50","[c]","57120","56100"
"Leaver CS","2021","60-64","No function","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","No function","Science and Engineering","30","[c]","40400","40030"
"Leaver CS","2021","60-64","No function","Unknown","60","[c]","[c]","[c]"
"Leaver CS","2021","60-64","No function","Veterinarian","5","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Project Delivery","Commercial","5","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Project Delivery","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Project Delivery","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Project Delivery","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Project Delivery","Medicine","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Project Delivery","Operational Delivery","10","[c]","34180","27750"
"Leaver CS","2021","60-64","Project Delivery","Other","30","[c]","34360","31590"
"Leaver CS","2021","60-64","Project Delivery","Policy","5","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Project Delivery","Project Delivery","70","[c]","45330","40680"
"Leaver CS","2021","60-64","Project Delivery","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Project Delivery","Science and Engineering","20","[c]","43640","45870"
"Leaver CS","2021","60-64","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Property","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Property","Operational Delivery","5","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Property","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Property","Property","90","[c]","34930","33250"
"Leaver CS","2021","60-64","Property","Unknown","10","[c]","30350","28340"
"Leaver CS","2021","60-64","Security","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Security","Security","85","[c]","32170","38120"
"Leaver CS","2021","60-64","Security","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Unknown","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Unknown","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Unknown","Digital, Data and Technology","15","[c]","47870","36780"
"Leaver CS","2021","60-64","Unknown","Economics","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Unknown","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Unknown","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Unknown","Intelligence Analysis","15","[c]","39180","33300"
"Leaver CS","2021","60-64","Unknown","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Unknown","Medicine","20","[c]","54090","38490"
"Leaver CS","2021","60-64","Unknown","Operational Delivery","100","[c]","33620","28350"
"Leaver CS","2021","60-64","Unknown","Operational Research","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Unknown","Other","240","[c]","30670","29200"
"Leaver CS","2021","60-64","Unknown","Policy","30","[c]","45210","38850"
"Leaver CS","2021","60-64","Unknown","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Unknown","Property","5","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Unknown","Science and Engineering","35","[c]","33350","28220"
"Leaver CS","2021","60-64","Unknown","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Unknown","Social Research","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Unknown","Unknown","2300","[c]","30770","27570"
"Leaver CS","2021","65+","Analysis","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Analysis","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Analysis","Statistics","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Commercial","Commercial","10","[c]","[c]","[c]"
"Leaver CS","2021","65+","Commercial","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Commercial","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Commercial","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Communications","Communications","5","[c]","[c]","[c]"
"Leaver CS","2021","65+","Communications","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Communications","Other","5","[c]","[c]","[c]"
"Leaver CS","2021","65+","Counter Fraud","Counter Fraud","5","[c]","[c]","[c]"
"Leaver CS","2021","65+","Digital, Data & Technology","Digital, Data and Technology","30","[c]","38180","34760"
"Leaver CS","2021","65+","Digital, Data & Technology","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Finance","Finance","25","[c]","33450","26780"
"Leaver CS","2021","65+","Finance","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Finance","Operational Research","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Finance","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Grants Management","Operational Delivery","10","[c]","27690","25210"
"Leaver CS","2021","65+","Grants Management","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Human Resources","Human Resources","20","[c]","33550","31660"
"Leaver CS","2021","65+","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Internal Audit","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Legal","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Legal","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Legal","Legal","45","[c]","53890","55610"
"Leaver CS","2021","65+","Legal","Operational Delivery","40","[c]","26050","22820"
"Leaver CS","2021","65+","Legal","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","No function","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","No function","Inspector of Education and Training","10","[c]","70520","75500"
"Leaver CS","2021","65+","No function","International Trade","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","No function","Knowledge and Information Management","5","[c]","[c]","[c]"
"Leaver CS","2021","65+","No function","Medicine","5","[c]","[c]","[c]"
"Leaver CS","2021","65+","No function","Operational Delivery","910","[c]","25760","21360"
"Leaver CS","2021","65+","No function","Operational Research","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","No function","Other","5","[c]","[c]","[c]"
"Leaver CS","2021","65+","No function","Planning","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","No function","Planning Inspectors","10","[c]","48050","50350"
"Leaver CS","2021","65+","No function","Policy","20","[c]","59700","58500"
"Leaver CS","2021","65+","No function","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","No function","Psychology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","No function","Science and Engineering","20","[c]","44140","39010"
"Leaver CS","2021","65+","No function","Unknown","55","[c]","[c]","[c]"
"Leaver CS","2021","65+","No function","Veterinarian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Project Delivery","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Project Delivery","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Project Delivery","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Project Delivery","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Project Delivery","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Project Delivery","Operational Delivery","5","[c]","[c]","[c]"
"Leaver CS","2021","65+","Project Delivery","Other","20","[c]","31240","25340"
"Leaver CS","2021","65+","Project Delivery","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Project Delivery","Project Delivery","60","[c]","37430","34160"
"Leaver CS","2021","65+","Project Delivery","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Project Delivery","Science and Engineering","20","[c]","37960","36640"
"Leaver CS","2021","65+","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Property","Operational Delivery","5","[c]","[c]","[c]"
"Leaver CS","2021","65+","Property","Other","5","[c]","[c]","[c]"
"Leaver CS","2021","65+","Property","Property","80","[c]","31760","32220"
"Leaver CS","2021","65+","Property","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2021","65+","Security","Security","65","[c]","24090","20060"
"Leaver CS","2021","65+","Security","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2021","65+","Unknown","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Unknown","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Unknown","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Unknown","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Unknown","Intelligence Analysis","10","[c]","[c]","[c]"
"Leaver CS","2021","65+","Unknown","Medicine","10","[c]","55730","66710"
"Leaver CS","2021","65+","Unknown","Operational Delivery","115","[c]","25820","24890"
"Leaver CS","2021","65+","Unknown","Operational Research","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Unknown","Other","210","[c]","26540","21580"
"Leaver CS","2021","65+","Unknown","Policy","20","[c]","46140","40580"
"Leaver CS","2021","65+","Unknown","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Unknown","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Unknown","Science and Engineering","35","[c]","28060","22500"
"Leaver CS","2021","65+","Unknown","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Unknown","Unknown","1615","[c]","26760","26120"
"Leaver CS","2021","Unknown","Finance","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","No function","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","No function","Other","5","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Unknown","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Unknown","Unknown","110","[c]","46400","49780"
