"Status","Year","Disability","Ethnicity","Function_of_post","Region_ITL1","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2021","Declared disabled","Other ethnicity","Property","North East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Other ethnicity","Property","North West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Other ethnicity","Property","Northern Ireland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Other ethnicity","Property","Overseas","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Other ethnicity","Property","Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Other ethnicity","Property","South East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Other ethnicity","Property","South West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Other ethnicity","Property","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Other ethnicity","Property","Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Other ethnicity","Property","West Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Other ethnicity","Property","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Other ethnicity","Security","East Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Other ethnicity","Security","East of England","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Other ethnicity","Security","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Other ethnicity","Security","North East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Other ethnicity","Security","North West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Other ethnicity","Security","Northern Ireland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Other ethnicity","Security","Overseas","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Other ethnicity","Security","Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Other ethnicity","Security","South East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Other ethnicity","Security","South West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Other ethnicity","Security","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Other ethnicity","Security","Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Other ethnicity","Security","West Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Other ethnicity","Security","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Other ethnicity","Unknown","East Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Other ethnicity","Unknown","East of England","5","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Other ethnicity","Unknown","London","5","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Other ethnicity","Unknown","North East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Other ethnicity","Unknown","North West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Other ethnicity","Unknown","Northern Ireland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Other ethnicity","Unknown","Overseas","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Other ethnicity","Unknown","Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Other ethnicity","Unknown","South East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Other ethnicity","Unknown","South West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Other ethnicity","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Other ethnicity","Unknown","Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Other ethnicity","Unknown","West Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Other ethnicity","Unknown","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Undeclared","Analysis","East Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Undeclared","Analysis","East of England","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Undeclared","Analysis","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Undeclared","Analysis","North East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Undeclared","Analysis","North West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Undeclared","Analysis","Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Undeclared","Analysis","South East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Undeclared","Analysis","South West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Undeclared","Analysis","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Undeclared","Analysis","Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Undeclared","Analysis","West Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Undeclared","Analysis","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Undeclared","Commercial","East Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Undeclared","Commercial","East of England","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Undeclared","Commercial","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Undeclared","Commercial","North East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Undeclared","Commercial","North West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Undeclared","Commercial","Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Undeclared","Commercial","South East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Undeclared","Commercial","South West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Undeclared","Commercial","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Undeclared","Commercial","Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Undeclared","Commercial","West Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Undeclared","Commercial","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Undeclared","Communications","East Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Undeclared","Communications","East of England","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Undeclared","Communications","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Undeclared","Communications","North East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Undeclared","Communications","North West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Undeclared","Communications","Northern Ireland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Undeclared","Communications","Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Undeclared","Communications","South East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Undeclared","Communications","South West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Undeclared","Communications","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Undeclared","Communications","Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Undeclared","Communications","West Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Undeclared","Communications","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Undeclared","Counter Fraud","East Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Undeclared","Counter Fraud","East of England","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Undeclared","Counter Fraud","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Undeclared","Counter Fraud","North East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Undeclared","Counter Fraud","North West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Undeclared","Counter Fraud","Northern Ireland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Undeclared","Counter Fraud","Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Undeclared","Counter Fraud","South East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Undeclared","Counter Fraud","South West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Undeclared","Counter Fraud","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Undeclared","Counter Fraud","Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Undeclared","Counter Fraud","West Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Undeclared","Counter Fraud","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Undeclared","Debt","East Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Undeclared","Debt","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Undeclared","Debt","North East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Undeclared","Debt","North West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Undeclared","Debt","Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Undeclared","Debt","West Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Undeclared","Debt","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Undeclared","Digital, Data & Technology","East Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Undeclared","Digital, Data & Technology","East of England","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Undeclared","Digital, Data & Technology","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Undeclared","Digital, Data & Technology","North East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Undeclared","Digital, Data & Technology","North West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Undeclared","Digital, Data & Technology","Northern Ireland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Undeclared","Digital, Data & Technology","Overseas","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Undeclared","Digital, Data & Technology","Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Undeclared","Digital, Data & Technology","South East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Undeclared","Digital, Data & Technology","South West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Undeclared","Digital, Data & Technology","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Undeclared","Digital, Data & Technology","Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Undeclared","Digital, Data & Technology","West Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Undeclared","Digital, Data & Technology","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Undeclared","Finance","East Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Undeclared","Finance","East of England","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Undeclared","Finance","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Undeclared","Finance","North East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Undeclared","Finance","North West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Undeclared","Finance","Northern Ireland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Undeclared","Finance","Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Undeclared","Finance","South East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Undeclared","Finance","South West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Undeclared","Finance","Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Undeclared","Finance","West Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Undeclared","Finance","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Undeclared","Grants Management","East Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Undeclared","Grants Management","East of England","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Undeclared","Grants Management","North East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Undeclared","Grants Management","North West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Undeclared","Grants Management","South East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Undeclared","Grants Management","South West (England)","[c]","[c]","[c]","[c]"
