"Status","Year","Function_of_post","Organisation","Parent_department","Region_london","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2021","Digital, Data & Technology","Cabinet Office (excl. agencies)","Cabinet Office","London","45","[c]","46970","52500"
"Leaver CS","2021","Digital, Data & Technology","Cabinet Office (excl. agencies)","Cabinet Office","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data & Technology","Cabinet Office (excl. agencies)","Cabinet Office","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data & Technology","Companies House","Department for Business, Energy and Industrial Strategy","Outside London","10","[c]","37340","37860"
"Leaver CS","2021","Digital, Data & Technology","Competition and Markets Authority","Competition and Markets Authority","London","10","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data & Technology","Crown Commercial Service","Other Cabinet Office Agencies","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data & Technology","Crown Commercial Service","Other Cabinet Office Agencies","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data & Technology","Crown Office and Procurator Fiscal Service","Scottish Government","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data & Technology","Crown Prosecution Service","Attorney General's Departments","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data & Technology","Crown Prosecution Service","Attorney General's Departments","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data & Technology","Debt Management Office","HM Treasury","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data & Technology","Defence Electronics and Components Agency","Ministry of Defence","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data & Technology","Defence Equipment and Support","Ministry of Defence","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data & Technology","Department for Business, Energy and Industrial Strategy (excl. agencies)","Department for Business, Energy and Industrial Strategy","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data & Technology","Department for Business, Energy and Industrial Strategy (excl. agencies)","Department for Business, Energy and Industrial Strategy","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data & Technology","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data & Technology","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","Outside London","25","[c]","46010","47680"
"Leaver CS","2021","Digital, Data & Technology","Department for International Development","Foreign, Commonwealth and Development Office","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data & Technology","Department for International Trade","Department for International Trade","London","10","[c]","42270","51970"
"Leaver CS","2021","Digital, Data & Technology","Driver and Vehicle Licensing Agency","Department for Transport","Outside London","30","[c]","36560","28700"
"Leaver CS","2021","Digital, Data & Technology","Driver and Vehicle Standards Agency","Department for Transport","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data & Technology","FCDO Services","Foreign, Commonwealth and Development Office","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data & Technology","FCDO Services","Foreign, Commonwealth and Development Office","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data & Technology","Food Standards Agency","Food Standards Agency","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data & Technology","Foreign, Commonwealth and Development Office (excl. agencies)","Foreign, Commonwealth and Development Office","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data & Technology","Foreign, Commonwealth and Development Office (excl. agencies)","Foreign, Commonwealth and Development Office","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data & Technology","Forestry and Land Scotland","Scottish Government","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data & Technology","Health and Safety Executive","Department for Work and Pensions","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data & Technology","HM Courts and Tribunals Service","Ministry of Justice","London","10","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data & Technology","HM Land Registry","HM Land Registry","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data & Technology","HM Land Registry","HM Land Registry","Outside London","25","[c]","31740","31740"
"Leaver CS","2021","Digital, Data & Technology","Insolvency Service","Department for Business, Energy and Industrial Strategy","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data & Technology","Institute for Apprenticeships and Technical Education","Department for Education","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data & Technology","Maritime and Coastguard Agency","Department for Transport","Outside London","10","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data & Technology","Medicines and Healthcare Products Regulatory Agency","Department of Health and Social Care","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data & Technology","Ministry of Defence (excl. agencies)","Ministry of Defence","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data & Technology","Ministry of Defence (excl. agencies)","Ministry of Defence","Outside London","30","[c]","31810","28910"
"Leaver CS","2021","Digital, Data & Technology","Ministry of Housing, Communities and Local Government (excl. agencies)","Ministry of Housing, Communities and Local Government","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data & Technology","Ministry of Housing, Communities and Local Government (excl. agencies)","Ministry of Housing, Communities and Local Government","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data & Technology","Ministry of Justice (excl. agencies)","Ministry of Justice","London","20","[c]","49490","52850"
"Leaver CS","2021","Digital, Data & Technology","Ministry of Justice (excl. agencies)","Ministry of Justice","Outside London","10","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data & Technology","National Crime Agency","National Crime Agency","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data & Technology","National Crime Agency","National Crime Agency","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data & Technology","National Savings and Investments","Chancellor's other departments","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data & Technology","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data & Technology","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data & Technology","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data & Technology","Office of Qualifications and Examinations Regulation","Office of Qualifications and Examinations Regulation","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data & Technology","Planning Inspectorate","Ministry of Housing, Communities and Local Government","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data & Technology","Public Health England","Department of Health and Social Care","London","15","[c]","45280","40070"
"Leaver CS","2021","Digital, Data & Technology","Queen Elizabeth II Centre","Ministry of Housing, Communities and Local Government","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data & Technology","Registers of Scotland","Scottish Government","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data & Technology","Scottish Prison Service","Scottish Government","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data & Technology","Serious Fraud Office","Attorney General's Departments","London","5","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data & Technology","Submarine Delivery Agency","Ministry of Defence","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data & Technology","The National Archives","The National Archives","London","10","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data & Technology","UK Export Finance","UK Export Finance","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data & Technology","UK Hydrographic Office","Ministry of Defence","Outside London","15","[c]","35080","35160"
"Leaver CS","2021","Digital, Data & Technology","UK Intellectual Property Office","Department for Business, Energy and Industrial Strategy","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data & Technology","United Kingdom Statistics Authority","United Kingdom Statistics Authority","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data & Technology","United Kingdom Statistics Authority","United Kingdom Statistics Authority","Outside London","30","[c]","42300","39240"
"Leaver CS","2021","Digital, Data & Technology","Vehicle Certification Agency","Department for Transport","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data & Technology","Water Services Regulation Authority","Water Services Regulation Authority","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data & Technology","Wilton Park","Foreign, Commonwealth and Development Office","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","Cabinet Office (excl. agencies)","Cabinet Office","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","Centre for Environment, Fisheries and Aquaculture Science","Department for Environment, Food and Rural Affairs","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","Companies House","Department for Business, Energy and Industrial Strategy","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","Competition and Markets Authority","Competition and Markets Authority","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","Crown Commercial Service","Other Cabinet Office Agencies","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","Crown Prosecution Service","Attorney General's Departments","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","Debt Management Office","HM Treasury","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","Defence Equipment and Support","Ministry of Defence","Outside London","15","[c]","33580","33250"
"Leaver CS","2021","Finance","Defence Science and Technology Laboratory","Ministry of Defence","Outside London","10","[c]","[c]","[c]"
"Leaver CS","2021","Finance","Department for Business, Energy and Industrial Strategy (excl. agencies)","Department for Business, Energy and Industrial Strategy","London","5","[c]","[c]","[c]"
"Leaver CS","2021","Finance","Department for Digital, Culture, Media and Sport","Department for Digital, Culture, Media and Sport","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","Outside London","10","[c]","[c]","[c]"
"Leaver CS","2021","Finance","Department for International Trade","Department for International Trade","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","Department for International Trade","Department for International Trade","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","Driver and Vehicle Licensing Agency","Department for Transport","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","Driver and Vehicle Standards Agency","Department for Transport","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","FCDO Services","Foreign, Commonwealth and Development Office","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","Food Standards Agency","Food Standards Agency","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","Foreign, Commonwealth and Development Office (excl. agencies)","Foreign, Commonwealth and Development Office","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","Forestry and Land Scotland","Scottish Government","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","Government Actuary's Department","Chancellor's other departments","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","Health and Safety Executive","Department for Work and Pensions","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","HM Courts and Tribunals Service","Ministry of Justice","London","5","[c]","[c]","[c]"
"Leaver CS","2021","Finance","HM Courts and Tribunals Service","Ministry of Justice","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2021","Finance","HM Land Registry","HM Land Registry","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","HM Treasury (excl. agencies)","HM Treasury","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","HM Treasury (excl. agencies)","HM Treasury","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","Insolvency Service","Department for Business, Energy and Industrial Strategy","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","Legal Aid Agency","Ministry of Justice","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","Maritime and Coastguard Agency","Department for Transport","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","Medicines and Healthcare Products Regulatory Agency","Department of Health and Social Care","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","Ministry of Defence (excl. agencies)","Ministry of Defence","London","5","[c]","[c]","[c]"
"Leaver CS","2021","Finance","Ministry of Defence (excl. agencies)","Ministry of Defence","Outside London","65","[c]","35300","33630"
"Leaver CS","2021","Finance","Ministry of Housing, Communities and Local Government (excl. agencies)","Ministry of Housing, Communities and Local Government","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","Ministry of Housing, Communities and Local Government (excl. agencies)","Ministry of Housing, Communities and Local Government","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","Ministry of Justice (excl. agencies)","Ministry of Justice","London","10","[c]","55420","57490"
"Leaver CS","2021","Finance","Ministry of Justice (excl. agencies)","Ministry of Justice","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2021","Finance","National Crime Agency","National Crime Agency","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","Northern Ireland Office","Northern Ireland Office","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","Office of Rail and Road","Office of Rail and Road","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","Planning Inspectorate","Ministry of Housing, Communities and Local Government","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","Public Health England","Department of Health and Social Care","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2021","Finance","Registers of Scotland","Scottish Government","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","Scottish Forestry","Scottish Government","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","Scottish Prison Service","Scottish Government","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","The National Archives","The National Archives","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","United Kingdom Statistics Authority","United Kingdom Statistics Authority","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","Valuation Office Agency","HM Revenue and Customs","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","Veterinary Medicines Directorate","Department for Environment, Food and Rural Affairs","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","Water Services Regulation Authority","Water Services Regulation Authority","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","Wilton Park","Foreign, Commonwealth and Development Office","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Grants Management","Rural Payments Agency","Department for Environment, Food and Rural Affairs","Outside London","90","[c]","24950","21050"
"Leaver CS","2021","Human Resources","Cabinet Office (excl. agencies)","Cabinet Office","London","15","[c]","54790","57120"
"Leaver CS","2021","Human Resources","Cabinet Office (excl. agencies)","Cabinet Office","Outside London","15","[c]","24960","20800"
"Leaver CS","2021","Human Resources","Cabinet Office (excl. agencies)","Cabinet Office","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Companies House","Department for Business, Energy and Industrial Strategy","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Competition and Markets Authority","Competition and Markets Authority","London","10","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Crown Commercial Service","Other Cabinet Office Agencies","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Crown Prosecution Service","Attorney General's Departments","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Crown Prosecution Service","Attorney General's Departments","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Debt Management Office","HM Treasury","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Defence Equipment and Support","Ministry of Defence","Outside London","10","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Defence Science and Technology Laboratory","Ministry of Defence","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Department for Business, Energy and Industrial Strategy (excl. agencies)","Department for Business, Energy and Industrial Strategy","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Department for Business, Energy and Industrial Strategy (excl. agencies)","Department for Business, Energy and Industrial Strategy","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Department for Digital, Culture, Media and Sport","Department for Digital, Culture, Media and Sport","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","London","5","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Department for International Trade","Department for International Trade","London","10","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Department for International Trade","Department for International Trade","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Department for Transport (excl. agencies)","Department for Transport","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Driver and Vehicle Licensing Agency","Department for Transport","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Driver and Vehicle Standards Agency","Department for Transport","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","ESTYN","ESTYN","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","FCDO Services","Foreign, Commonwealth and Development Office","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Foreign, Commonwealth and Development Office (excl. agencies)","Foreign, Commonwealth and Development Office","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Forestry and Land Scotland","Scottish Government","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Government Legal Department","Attorney General's Departments","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Health and Safety Executive","Department for Work and Pensions","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","HM Courts and Tribunals Service","Ministry of Justice","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","HM Courts and Tribunals Service","Ministry of Justice","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","HM Land Registry","HM Land Registry","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","HM Prison and Probation Service","Ministry of Justice","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","HM Prison and Probation Service","Ministry of Justice","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","HM Treasury (excl. agencies)","HM Treasury","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","HM Treasury (excl. agencies)","HM Treasury","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Insolvency Service","Department for Business, Energy and Industrial Strategy","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Maritime and Coastguard Agency","Department for Transport","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Medicines and Healthcare Products Regulatory Agency","Department of Health and Social Care","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Met Office","Department for Business, Energy and Industrial Strategy","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Ministry of Defence (excl. agencies)","Ministry of Defence","London","15","[c]","63320","48980"
"Leaver CS","2021","Human Resources","Ministry of Defence (excl. agencies)","Ministry of Defence","Outside London","65","[c]","26680","21580"
"Leaver CS","2021","Human Resources","Ministry of Defence (excl. agencies)","Ministry of Defence","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Ministry of Housing, Communities and Local Government (excl. agencies)","Ministry of Housing, Communities and Local Government","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Ministry of Housing, Communities and Local Government (excl. agencies)","Ministry of Housing, Communities and Local Government","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Ministry of Justice (excl. agencies)","Ministry of Justice","London","10","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Ministry of Justice (excl. agencies)","Ministry of Justice","Outside London","15","[c]","35330","31800"
"Leaver CS","2021","Human Resources","National Crime Agency","National Crime Agency","London","5","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","National Crime Agency","National Crime Agency","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","National Savings and Investments","Chancellor's other departments","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Northern Ireland Office","Northern Ireland Office","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","London","5","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Office of Qualifications and Examinations Regulation","Office of Qualifications and Examinations Regulation","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Office of Rail and Road","Office of Rail and Road","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Public Health England","Department of Health and Social Care","London","10","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Public Health England","Department of Health and Social Care","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Scottish Courts and Tribunals Service","Scottish Government","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Scottish Prison Service","Scottish Government","Outside London","10","[c]","34820","33650"
"Leaver CS","2021","Human Resources","Submarine Delivery Agency","Ministry of Defence","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","UK Export Finance","UK Export Finance","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","UK Hydrographic Office","Ministry of Defence","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","United Kingdom Statistics Authority","United Kingdom Statistics Authority","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","United Kingdom Statistics Authority","United Kingdom Statistics Authority","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Valuation Office Agency","HM Revenue and Customs","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Valuation Office Agency","HM Revenue and Customs","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Water Services Regulation Authority","Water Services Regulation Authority","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Wilton Park","Foreign, Commonwealth and Development Office","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Internal Audit","Government Internal Audit Agency","HM Treasury","London","5","[c]","[c]","[c]"
"Leaver CS","2021","Internal Audit","Government Internal Audit Agency","HM Treasury","Outside London","15","[c]","[c]","[c]"
"Leaver CS","2021","Internal Audit","HM Prison and Probation Service","Ministry of Justice","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Internal Audit","Maritime and Coastguard Agency","Department for Transport","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Internal Audit","Ministry of Defence (excl. agencies)","Ministry of Defence","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Internal Audit","Ministry of Defence (excl. agencies)","Ministry of Defence","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Internal Audit","Scottish Prison Service","Scottish Government","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Internal Audit","UK Export Finance","UK Export Finance","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Internal Audit","UK Hydrographic Office","Ministry of Defence","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Internal Audit","United Kingdom Statistics Authority","United Kingdom Statistics Authority","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Internal Audit","Wilton Park","Foreign, Commonwealth and Development Office","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","Attorney General's Office","Attorney General's Departments","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","Cabinet Office (excl. agencies)","Cabinet Office","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","Competition and Markets Authority","Competition and Markets Authority","London","10","[c]","69520","74810"
"Leaver CS","2021","Legal","Crown Office and Procurator Fiscal Service","Scottish Government","Outside London","20","[c]","53760","52490"
"Leaver CS","2021","Legal","Crown Prosecution Service","Attorney General's Departments","London","60","[c]","46480","51120"
"Leaver CS","2021","Legal","Crown Prosecution Service","Attorney General's Departments","Outside London","190","[c]","42950","51120"
"Leaver CS","2021","Legal","Crown Prosecution Service Inspectorate","Attorney General's Departments","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","Crown Prosecution Service Inspectorate","Attorney General's Departments","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","Defence Science and Technology Laboratory","Ministry of Defence","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","FCDO Services","Foreign, Commonwealth and Development Office","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","FCDO Services","Foreign, Commonwealth and Development Office","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2021","Legal","Government Legal Department","Attorney General's Departments","London","95","[c]","56070","52730"
"Leaver CS","2021","Legal","Government Legal Department","Attorney General's Departments","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","HM Courts and Tribunals Service","Ministry of Justice","London","20","[c]","41350","43960"
"Leaver CS","2021","Legal","HM Courts and Tribunals Service","Ministry of Justice","Outside London","65","[c]","41650","43460"
"Leaver CS","2021","Legal","HM Land Registry","HM Land Registry","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","HM Land Registry","HM Land Registry","Outside London","20","[c]","48430","48730"
"Leaver CS","2021","Legal","Legal Aid Agency","Ministry of Justice","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","Ministry of Justice (excl. agencies)","Ministry of Justice","London","20","[c]","32280","26410"
"Leaver CS","2021","Legal","National Crime Agency","National Crime Agency","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","Office of the Public Guardian","Ministry of Justice","Outside London","10","[c]","28950","24000"
"Leaver CS","2021","Legal","Scottish Courts and Tribunals Service","Scottish Government","Outside London","100","[c]","27690","22820"
