"Status","Year","Ethnicity","Parent_department","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2021","White","Office for Standards in Education","HEO","10","[c]","[c]","[c]"
"Leaver CS","2021","White","Office for Standards in Education","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Office for Standards in Education","SEO","25","[c]","[c]","[c]"
"Leaver CS","2021","White","Office of Gas and Electricity Markets","AO","5","[c]","[c]","[c]"
"Leaver CS","2021","White","Office of Gas and Electricity Markets","EO","10","[c]","[c]","[c]"
"Leaver CS","2021","White","Office of Gas and Electricity Markets","G6","5","[c]","[c]","[c]"
"Leaver CS","2021","White","Office of Gas and Electricity Markets","G7","15","[c]","[c]","[c]"
"Leaver CS","2021","White","Office of Gas and Electricity Markets","HEO","5","[c]","[c]","[c]"
"Leaver CS","2021","White","Office of Gas and Electricity Markets","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Office of Gas and Electricity Markets","SEO","10","[c]","[c]","[c]"
"Leaver CS","2021","White","Office of Qualifications and Examinations Regulation","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Office of Qualifications and Examinations Regulation","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Office of Qualifications and Examinations Regulation","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Office of Qualifications and Examinations Regulation","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Office of Qualifications and Examinations Regulation","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Office of Qualifications and Examinations Regulation","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Office of Rail and Road","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Office of Rail and Road","G7","5","[c]","[c]","[c]"
"Leaver CS","2021","White","Office of Rail and Road","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Office of Rail and Road","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Office of Rail and Road","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Other Cabinet Office Agencies","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Other Cabinet Office Agencies","EO","5","[c]","[c]","[c]"
"Leaver CS","2021","White","Other Cabinet Office Agencies","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Other Cabinet Office Agencies","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Other Cabinet Office Agencies","HEO","5","[c]","[c]","[c]"
"Leaver CS","2021","White","Other Cabinet Office Agencies","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Other Cabinet Office Agencies","SEO","5","[c]","[c]","[c]"
"Leaver CS","2021","White","Scotland Office","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Scotland Office","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Scotland Office","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Scotland Office","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Scotland Office","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Scottish Government","AA","55","[c]","21190","21150"
"Leaver CS","2021","White","Scottish Government","AO","120","[c]","23520","22220"
"Leaver CS","2021","White","Scottish Government","EO","100","[c]","30890","30160"
"Leaver CS","2021","White","Scottish Government","G6","40","[c]","72300","73940"
"Leaver CS","2021","White","Scottish Government","G7","35","[c]","57660","56800"
"Leaver CS","2021","White","Scottish Government","HEO","85","[c]","34920","35110"
"Leaver CS","2021","White","Scottish Government","SCS level","15","[c]","[c]","[c]"
"Leaver CS","2021","White","Scottish Government","SEO","70","[c]","45330","46600"
"Leaver CS","2021","White","The National Archives","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","The National Archives","AO","5","[c]","[c]","[c]"
"Leaver CS","2021","White","The National Archives","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","The National Archives","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","The National Archives","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","The National Archives","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","The National Archives","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","UK Export Finance","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","UK Export Finance","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","UK Export Finance","G7","5","[c]","[c]","[c]"
"Leaver CS","2021","White","UK Export Finance","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","UK Export Finance","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","UK Supreme Court","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","UK Supreme Court","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","UK Supreme Court","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","UK Supreme Court","SEO","10","[c]","[c]","[c]"
"Leaver CS","2021","White","United Kingdom Statistics Authority","AA","15","[c]","[c]","[c]"
"Leaver CS","2021","White","United Kingdom Statistics Authority","AO","70","[c]","19570","19170"
"Leaver CS","2021","White","United Kingdom Statistics Authority","EO","15","[c]","[c]","[c]"
"Leaver CS","2021","White","United Kingdom Statistics Authority","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","United Kingdom Statistics Authority","G7","15","[c]","[c]","[c]"
"Leaver CS","2021","White","United Kingdom Statistics Authority","HEO","20","[c]","[c]","[c]"
"Leaver CS","2021","White","United Kingdom Statistics Authority","SCS level","5","[c]","[c]","[c]"
"Leaver CS","2021","White","United Kingdom Statistics Authority","SEO","25","[c]","[c]","[c]"
"Leaver CS","2021","White","Wales Office","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Wales Office","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Wales Office","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Wales Office","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Water Services Regulation Authority","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Water Services Regulation Authority","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Water Services Regulation Authority","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Water Services Regulation Authority","HEO","5","[c]","[c]","[c]"
"Leaver CS","2021","White","Water Services Regulation Authority","SEO","5","[c]","[c]","[c]"
"Leaver CS","2021","White","Welsh Government","AO","25","[c]","[c]","[c]"
"Leaver CS","2021","White","Welsh Government","EO","20","[c]","[c]","[c]"
"Leaver CS","2021","White","Welsh Government","G6","10","[c]","[c]","[c]"
"Leaver CS","2021","White","Welsh Government","G7","15","[c]","[c]","[c]"
"Leaver CS","2021","White","Welsh Government","HEO","30","[c]","36610","37410"
"Leaver CS","2021","White","Welsh Government","SCS level","10","[c]","[c]","[c]"
"Leaver CS","2021","White","Welsh Government","SEO","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Attorney General's Departments","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Attorney General's Departments","EO","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Attorney General's Departments","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Attorney General's Departments","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Attorney General's Departments","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Attorney General's Departments","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Attorney General's Departments","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Cabinet Office","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Cabinet Office","EO","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Cabinet Office","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Cabinet Office","G7","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Cabinet Office","HEO","30","[c]","33610","33570"
"Leaver Dept.","2021","Asian","Cabinet Office","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Cabinet Office","SEO","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Chancellor's other departments","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Chancellor's other departments","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Chancellor's other departments","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Chancellor's other departments","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Charity Commission","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Charity Commission","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Charity Commission","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Charity Commission","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Charity Commission","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Competition and Markets Authority","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Competition and Markets Authority","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Competition and Markets Authority","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Competition and Markets Authority","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Competition and Markets Authority","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Competition and Markets Authority","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Competition and Markets Authority","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Department for Business, Energy and Industrial Strategy","AA","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Department for Business, Energy and Industrial Strategy","AO","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Department for Business, Energy and Industrial Strategy","EO","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Department for Business, Energy and Industrial Strategy","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Department for Business, Energy and Industrial Strategy","G7","15","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Department for Business, Energy and Industrial Strategy","HEO","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Department for Business, Energy and Industrial Strategy","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Department for Business, Energy and Industrial Strategy","SEO","15","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Department for Business, Energy and Industrial Strategy","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Department for Digital, Culture, Media and Sport","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Department for Digital, Culture, Media and Sport","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Department for Digital, Culture, Media and Sport","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Department for Digital, Culture, Media and Sport","HEO","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Department for Digital, Culture, Media and Sport","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Department for Digital, Culture, Media and Sport","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Department for Education","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Department for Education","EO","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Department for Education","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Department for Education","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Department for Education","HEO","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Department for Education","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Department for Education","SEO","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Department for Education","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Department for Environment, Food and Rural Affairs","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Department for Environment, Food and Rural Affairs","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Department for Environment, Food and Rural Affairs","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Department for Environment, Food and Rural Affairs","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Department for Environment, Food and Rural Affairs","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Department for Environment, Food and Rural Affairs","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Department for Environment, Food and Rural Affairs","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Department for International Trade","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Department for International Trade","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Department for International Trade","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Department for International Trade","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Department for International Trade","HEO","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Department for International Trade","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Department for International Trade","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Department for Transport","AA","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Department for Transport","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Department for Transport","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Department for Transport","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Department for Transport","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Department for Transport","HEO","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Department for Transport","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Department for Transport","SEO","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Department for Work and Pensions","AO","25","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Department for Work and Pensions","EO","75","[c]","28980","27570"
"Leaver Dept.","2021","Asian","Department for Work and Pensions","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Department for Work and Pensions","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Department for Work and Pensions","HEO","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Department for Work and Pensions","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Department for Work and Pensions","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Department of Health and Social Care","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Department of Health and Social Care","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Department of Health and Social Care","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Department of Health and Social Care","G7","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Department of Health and Social Care","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Department of Health and Social Care","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Department of Health and Social Care","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Department of Health and Social Care","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","ESTYN","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Food Standards Agency","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Food Standards Agency","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Food Standards Agency","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Food Standards Agency","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Food Standards Agency","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Food Standards Agency","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Foreign, Commonwealth and Development Office","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Foreign, Commonwealth and Development Office","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Foreign, Commonwealth and Development Office","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Foreign, Commonwealth and Development Office","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Foreign, Commonwealth and Development Office","HEO","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Foreign, Commonwealth and Development Office","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Foreign, Commonwealth and Development Office","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","HM Revenue and Customs","AA","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","HM Revenue and Customs","AO","85","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","HM Revenue and Customs","EO","25","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","HM Revenue and Customs","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","HM Revenue and Customs","G7","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","HM Revenue and Customs","HEO","25","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","HM Revenue and Customs","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","HM Revenue and Customs","SEO","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","HM Revenue and Customs","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","HM Treasury","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","HM Treasury","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","HM Treasury","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","HM Treasury","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","HM Treasury","HEO","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","HM Treasury","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","HM Treasury","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Home Office","AA","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Home Office","AO","20","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Home Office","EO","45","[c]","27260","27760"
"Leaver Dept.","2021","Asian","Home Office","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Home Office","G7","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Home Office","HEO","35","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Home Office","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Home Office","SEO","25","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Home Office","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Ministry of Defence","AA","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Ministry of Defence","AO","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Ministry of Defence","EO","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Ministry of Defence","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Ministry of Defence","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Ministry of Defence","HEO","15","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Ministry of Defence","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Ministry of Defence","SEO","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Ministry of Defence","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Ministry of Housing, Communities and Local Government","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Ministry of Housing, Communities and Local Government","EO","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Ministry of Housing, Communities and Local Government","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Ministry of Housing, Communities and Local Government","G7","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Ministry of Housing, Communities and Local Government","HEO","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Ministry of Housing, Communities and Local Government","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Ministry of Housing, Communities and Local Government","SEO","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Ministry of Justice","AA","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Ministry of Justice","AO","65","[c]","20210","19930"
"Leaver Dept.","2021","Asian","Ministry of Justice","EO","35","[c]","24660","24740"
"Leaver Dept.","2021","Asian","Ministry of Justice","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Ministry of Justice","G7","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Ministry of Justice","HEO","15","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Ministry of Justice","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Ministry of Justice","SEO","15","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Ministry of Justice","Unknown","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","National Crime Agency","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","National Crime Agency","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","National Crime Agency","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","National Crime Agency","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","National Crime Agency","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","National Crime Agency","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","National Crime Agency","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Northern Ireland Office","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Northern Ireland Office","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Northern Ireland Office","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Northern Ireland Office","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Northern Ireland Office","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Northern Ireland Office","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Office for Standards in Education","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Office for Standards in Education","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Office for Standards in Education","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Office for Standards in Education","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Office for Standards in Education","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Office for Standards in Education","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Office of Gas and Electricity Markets","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Office of Gas and Electricity Markets","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Office of Gas and Electricity Markets","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Office of Gas and Electricity Markets","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Office of Gas and Electricity Markets","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Office of Gas and Electricity Markets","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Office of Gas and Electricity Markets","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Office of Qualifications and Examinations Regulation","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Office of Qualifications and Examinations Regulation","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Office of Qualifications and Examinations Regulation","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Office of Rail and Road","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Office of Rail and Road","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Office of Rail and Road","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Office of Rail and Road","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Office of Rail and Road","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Other Cabinet Office Agencies","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Other Cabinet Office Agencies","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Other Cabinet Office Agencies","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Other Cabinet Office Agencies","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Other Cabinet Office Agencies","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Other Cabinet Office Agencies","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Other Cabinet Office Agencies","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Scotland Office","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Scotland Office","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Scotland Office","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Scotland Office","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Scottish Government","AA","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Scottish Government","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Scottish Government","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Scottish Government","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Scottish Government","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Scottish Government","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Scottish Government","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","The National Archives","AA","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","The National Archives","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","The National Archives","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","UK Export Finance","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","UK Export Finance","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","UK Export Finance","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","UK Export Finance","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","UK Export Finance","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","UK Export Finance","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","United Kingdom Statistics Authority","AA","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","United Kingdom Statistics Authority","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","United Kingdom Statistics Authority","EO","[c]","[c]","[c]","[c]"
