"Status","Year","Disability","Ethnicity","Function_of_post","Region_london","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2021","Declared disabled","Mixed","Unknown","Outside London","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Mixed","Unknown","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Mixed","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Other ethnicity","Analysis","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Other ethnicity","Analysis","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Other ethnicity","Analysis","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Other ethnicity","Commercial","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Other ethnicity","Commercial","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Other ethnicity","Commercial","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Other ethnicity","Commercial","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Other ethnicity","Communications","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Other ethnicity","Communications","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Other ethnicity","Communications","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Other ethnicity","Counter Fraud","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Other ethnicity","Counter Fraud","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Other ethnicity","Counter Fraud","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Other ethnicity","Debt","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Other ethnicity","Digital, Data & Technology","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Other ethnicity","Digital, Data & Technology","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Other ethnicity","Digital, Data & Technology","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Other ethnicity","Finance","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Other ethnicity","Finance","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Other ethnicity","Finance","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Other ethnicity","Grants Management","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Other ethnicity","Human Resources","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Other ethnicity","Human Resources","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Other ethnicity","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Other ethnicity","Internal Audit","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Other ethnicity","Internal Audit","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Other ethnicity","Legal","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Other ethnicity","Legal","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Other ethnicity","No function","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Other ethnicity","No function","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Other ethnicity","No function","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Other ethnicity","No function","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Other ethnicity","Project Delivery","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Other ethnicity","Project Delivery","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Other ethnicity","Project Delivery","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Other ethnicity","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Other ethnicity","Property","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Other ethnicity","Property","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Other ethnicity","Property","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Other ethnicity","Security","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Other ethnicity","Security","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Other ethnicity","Security","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Other ethnicity","Security","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Other ethnicity","Unknown","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Other ethnicity","Unknown","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Other ethnicity","Unknown","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Other ethnicity","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Undeclared","Analysis","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Undeclared","Analysis","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Undeclared","Analysis","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Undeclared","Commercial","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Undeclared","Commercial","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Undeclared","Commercial","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Undeclared","Commercial","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Undeclared","Communications","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Undeclared","Communications","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Undeclared","Communications","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Undeclared","Counter Fraud","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Undeclared","Counter Fraud","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Undeclared","Counter Fraud","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Undeclared","Debt","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Undeclared","Digital, Data & Technology","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Undeclared","Digital, Data & Technology","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Undeclared","Digital, Data & Technology","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Undeclared","Finance","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Undeclared","Finance","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Undeclared","Finance","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Undeclared","Grants Management","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Undeclared","Human Resources","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Undeclared","Human Resources","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Undeclared","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Undeclared","Internal Audit","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Undeclared","Internal Audit","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Undeclared","Legal","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Undeclared","Legal","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Undeclared","No function","London","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Undeclared","No function","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Undeclared","No function","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Undeclared","No function","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Undeclared","Project Delivery","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Undeclared","Project Delivery","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Undeclared","Project Delivery","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Undeclared","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Undeclared","Property","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Undeclared","Property","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Undeclared","Property","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Undeclared","Security","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Undeclared","Security","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Undeclared","Security","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Undeclared","Security","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Undeclared","Unknown","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Undeclared","Unknown","Outside London","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Undeclared","Unknown","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Undeclared","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Unknown","Analysis","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Unknown","Analysis","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Unknown","Analysis","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Unknown","Commercial","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Unknown","Commercial","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Unknown","Commercial","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Unknown","Commercial","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Unknown","Communications","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Unknown","Communications","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Unknown","Communications","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Unknown","Counter Fraud","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Unknown","Counter Fraud","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Unknown","Counter Fraud","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Unknown","Debt","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Unknown","Digital, Data & Technology","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Unknown","Digital, Data & Technology","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Unknown","Digital, Data & Technology","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Unknown","Finance","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Unknown","Finance","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Unknown","Finance","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Unknown","Grants Management","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Unknown","Human Resources","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Unknown","Human Resources","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Unknown","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Unknown","Internal Audit","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Unknown","Internal Audit","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Unknown","Legal","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Unknown","Legal","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Unknown","No function","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Unknown","No function","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Unknown","No function","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Unknown","No function","Unknown","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Unknown","Project Delivery","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Unknown","Project Delivery","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Unknown","Project Delivery","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Unknown","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Unknown","Property","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Unknown","Property","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Unknown","Property","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Unknown","Security","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Unknown","Security","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Unknown","Security","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Unknown","Security","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Unknown","Unknown","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Unknown","Unknown","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Unknown","Unknown","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Unknown","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","White","Analysis","London","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","White","Analysis","Outside London","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","White","Analysis","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","White","Commercial","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","White","Commercial","Outside London","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","White","Commercial","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","White","Commercial","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","White","Communications","London","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","White","Communications","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","White","Communications","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","White","Counter Fraud","London","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","White","Counter Fraud","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","White","Counter Fraud","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","White","Debt","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","White","Digital, Data & Technology","London","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","White","Digital, Data & Technology","Outside London","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","White","Digital, Data & Technology","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","White","Finance","London","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","White","Finance","Outside London","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","White","Finance","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","White","Grants Management","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","White","Human Resources","London","20","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","White","Human Resources","Outside London","25","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","White","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","White","Internal Audit","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","White","Internal Audit","Outside London","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","White","Legal","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","White","Legal","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","White","No function","London","115","[c]","43770","38600"
"Leaver Dept.","2021","Declared disabled","White","No function","Outside London","90","[c]","27320","22780"
"Leaver Dept.","2021","Declared disabled","White","No function","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","White","No function","Unknown","25","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","White","Project Delivery","London","15","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","White","Project Delivery","Outside London","30","[c]","34410","31600"
"Leaver Dept.","2021","Declared disabled","White","Project Delivery","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","White","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","White","Property","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","White","Property","Outside London","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","White","Property","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","White","Security","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","White","Security","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","White","Security","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","White","Security","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","White","Unknown","London","75","[c]","46340","40820"
"Leaver Dept.","2021","Declared disabled","White","Unknown","Outside London","245","[c]","29990","27570"
"Leaver Dept.","2021","Declared disabled","White","Unknown","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","White","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Asian","Analysis","London","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Asian","Analysis","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Asian","Analysis","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Asian","Commercial","London","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Asian","Commercial","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Asian","Commercial","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Asian","Commercial","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Asian","Communications","London","15","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Asian","Communications","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Asian","Communications","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Asian","Counter Fraud","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Asian","Counter Fraud","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Asian","Counter Fraud","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Asian","Debt","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Asian","Digital, Data & Technology","London","15","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Asian","Digital, Data & Technology","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Asian","Digital, Data & Technology","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Asian","Finance","London","15","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Asian","Finance","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Asian","Finance","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Asian","Grants Management","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Asian","Human Resources","London","15","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Asian","Human Resources","Outside London","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Asian","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Asian","Internal Audit","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Asian","Internal Audit","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Asian","Legal","London","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Asian","Legal","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Asian","No function","London","125","[c]","39710","34660"
"Leaver Dept.","2021","Declared non-disabled","Asian","No function","Outside London","80","[c]","23010","19930"
"Leaver Dept.","2021","Declared non-disabled","Asian","No function","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Asian","No function","Unknown","15","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Asian","Project Delivery","London","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Asian","Project Delivery","Outside London","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Asian","Project Delivery","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Asian","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Asian","Property","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Asian","Property","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Asian","Property","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Asian","Security","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Asian","Security","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Asian","Security","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Asian","Security","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Asian","Unknown","London","195","[c]","37160","33960"
"Leaver Dept.","2021","Declared non-disabled","Asian","Unknown","Outside London","195","[c]","26140","27570"
"Leaver Dept.","2021","Declared non-disabled","Asian","Unknown","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Asian","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Black","Analysis","London","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Black","Analysis","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Black","Analysis","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Black","Commercial","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Black","Commercial","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Black","Commercial","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Black","Commercial","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Black","Communications","London","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Black","Communications","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Black","Communications","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Black","Counter Fraud","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Black","Counter Fraud","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Black","Counter Fraud","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Black","Debt","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Black","Digital, Data & Technology","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Black","Digital, Data & Technology","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Black","Digital, Data & Technology","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Black","Finance","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Black","Finance","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Black","Finance","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Black","Grants Management","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Black","Human Resources","London","15","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Black","Human Resources","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Black","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Black","Internal Audit","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Black","Internal Audit","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Black","Legal","London","15","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Black","Legal","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Black","No function","London","85","[c]","36300","32910"
"Leaver Dept.","2021","Declared non-disabled","Black","No function","Outside London","25","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Black","No function","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Black","No function","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Black","Project Delivery","London","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Black","Project Delivery","Outside London","10","[c]","[c]","[c]"
