"Status","Year","Function_of_post","Parent_department","Region_ITL3","Sex","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2021","Communications","Ministry of Defence","Birmingham","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Ministry of Defence","Birmingham","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Ministry of Defence","Buckinghamshire CC","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Ministry of Defence","Buckinghamshire CC","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Ministry of Defence","Cambridgeshire CC","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Ministry of Defence","Cambridgeshire CC","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Ministry of Defence","Cardiff and Vale of Glamorgan","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Ministry of Defence","Cardiff and Vale of Glamorgan","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Ministry of Defence","Central Hampshire","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Ministry of Defence","Central Hampshire","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Ministry of Defence","Cornwall and Isles of Scilly","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Ministry of Defence","Cornwall and Isles of Scilly","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Ministry of Defence","Devon CC","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Ministry of Defence","Devon CC","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Ministry of Defence","Dorset CC","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Ministry of Defence","Dorset CC","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Ministry of Defence","Essex Haven Gateway","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Ministry of Defence","Essex Haven Gateway","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Ministry of Defence","Harrow and Hillingdon","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Ministry of Defence","Harrow and Hillingdon","Male","15","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Ministry of Defence","Hertfordshire","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Ministry of Defence","Hertfordshire","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Ministry of Defence","Oxfordshire","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Ministry of Defence","Oxfordshire","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Ministry of Defence","Portsmouth","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Ministry of Defence","Portsmouth","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Ministry of Defence","Suffolk","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Ministry of Defence","Suffolk","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Ministry of Defence","Telford and Wrekin","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Ministry of Defence","Telford and Wrekin","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Ministry of Defence","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Ministry of Defence","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Ministry of Defence","Westminster","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Ministry of Defence","Westminster","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Ministry of Defence","Wiltshire","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Ministry of Defence","Wiltshire","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Ministry of Defence","York","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Ministry of Defence","York","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Ministry of Housing, Communities and Local Government","Bristol, City of","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Ministry of Housing, Communities and Local Government","Bristol, City of","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Ministry of Housing, Communities and Local Government","Westminster","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Ministry of Housing, Communities and Local Government","Westminster","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Ministry of Justice","Westminster","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Ministry of Justice","Westminster","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Office for Standards in Education","Manchester","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Office for Standards in Education","Manchester","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Office for Standards in Education","Westminster","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Office for Standards in Education","Westminster","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Office of Qualifications and Examinations Regulation","Coventry","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Office of Qualifications and Examinations Regulation","Coventry","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Office of Rail and Road","Tower Hamlets","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Office of Rail and Road","Tower Hamlets","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Other Cabinet Office Agencies","Liverpool","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Other Cabinet Office Agencies","Liverpool","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Scottish Government","City of Edinburgh","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Scottish Government","City of Edinburgh","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","The National Archives","Hounslow and Richmond upon Thames","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","The National Archives","Hounslow and Richmond upon Thames","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","UK Supreme Court","Westminster","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","UK Supreme Court","Westminster","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","United Kingdom Statistics Authority","Monmouthshire and Newport","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","United Kingdom Statistics Authority","Monmouthshire and Newport","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","United Kingdom Statistics Authority","South Hampshire","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","United Kingdom Statistics Authority","South Hampshire","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Wales Office","Cardiff and Vale of Glamorgan","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Wales Office","Cardiff and Vale of Glamorgan","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Water Services Regulation Authority","Birmingham","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Water Services Regulation Authority","Birmingham","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Counter Fraud","Attorney General's Departments","Westminster","Female","10","[c]","[c]","[c]"
"Leaver CS","2021","Counter Fraud","Attorney General's Departments","Westminster","Male","5","[c]","[c]","[c]"
"Leaver CS","2021","Counter Fraud","Cabinet Office","Westminster","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Counter Fraud","Cabinet Office","Westminster","Male","5","[c]","[c]","[c]"
"Leaver CS","2021","Counter Fraud","Department for Business, Energy and Industrial Strategy","Birmingham","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Counter Fraud","Department for Business, Energy and Industrial Strategy","Birmingham","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Counter Fraud","Department for Business, Energy and Industrial Strategy","Blackpool","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Counter Fraud","Department for Business, Energy and Industrial Strategy","Blackpool","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Counter Fraud","Department for Business, Energy and Industrial Strategy","Bristol, City of","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Counter Fraud","Department for Business, Energy and Industrial Strategy","Bristol, City of","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Counter Fraud","Department for Business, Energy and Industrial Strategy","Hackney and Newham","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Counter Fraud","Department for Business, Energy and Industrial Strategy","Hackney and Newham","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Counter Fraud","Department for Business, Energy and Industrial Strategy","Hertfordshire","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Counter Fraud","Department for Business, Energy and Industrial Strategy","Hertfordshire","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Counter Fraud","Department for Business, Energy and Industrial Strategy","Manchester","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Counter Fraud","Department for Business, Energy and Industrial Strategy","Manchester","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Counter Fraud","Department for Business, Energy and Industrial Strategy","Southampton","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Counter Fraud","Department for Business, Energy and Industrial Strategy","Southampton","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Counter Fraud","Department for Transport","East Sussex CC","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Counter Fraud","Department for Transport","East Sussex CC","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Counter Fraud","Department for Transport","Leicester","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Counter Fraud","Department for Transport","Leicester","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Counter Fraud","Department for Transport","Mid Lancashire","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Counter Fraud","Department for Transport","Mid Lancashire","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Counter Fraud","Food Standards Agency","Westminster","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Counter Fraud","Food Standards Agency","Westminster","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Counter Fraud","HM Treasury","Buckinghamshire CC","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Counter Fraud","HM Treasury","Buckinghamshire CC","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Counter Fraud","HM Treasury","Falkirk","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Counter Fraud","HM Treasury","Falkirk","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Counter Fraud","HM Treasury","Greater Manchester North East","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Counter Fraud","HM Treasury","Greater Manchester North East","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Debt","Department for Work and Pensions","South and West Derbyshire","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Debt","Department for Work and Pensions","South and West Derbyshire","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Debt","HM Treasury","Camden and City of London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Debt","HM Treasury","Camden and City of London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Debt","UK Export Finance","Westminster","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Debt","UK Export Finance","Westminster","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data & Technology","Attorney General's Departments","Westminster","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data & Technology","Attorney General's Departments","Westminster","Male","5","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data & Technology","Attorney General's Departments","York","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data & Technology","Attorney General's Departments","York","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data & Technology","Cabinet Office","Camden and City of London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data & Technology","Cabinet Office","Camden and City of London","Male","5","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data & Technology","Cabinet Office","Leeds","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data & Technology","Cabinet Office","Leeds","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data & Technology","Cabinet Office","Tower Hamlets","Female","20","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data & Technology","Cabinet Office","Tower Hamlets","Male","20","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data & Technology","Cabinet Office","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data & Technology","Cabinet Office","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data & Technology","Chancellor's other departments","Durham CC","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data & Technology","Chancellor's other departments","Durham CC","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data & Technology","Competition and Markets Authority","Tower Hamlets","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data & Technology","Competition and Markets Authority","Tower Hamlets","Male","5","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data & Technology","Department for Business, Energy and Industrial Strategy","Birmingham","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data & Technology","Department for Business, Energy and Industrial Strategy","Birmingham","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data & Technology","Department for Business, Energy and Industrial Strategy","Cardiff and Vale of Glamorgan","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data & Technology","Department for Business, Energy and Industrial Strategy","Cardiff and Vale of Glamorgan","Male","10","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data & Technology","Department for Business, Energy and Industrial Strategy","Monmouthshire and Newport","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data & Technology","Department for Business, Energy and Industrial Strategy","Monmouthshire and Newport","Male","5","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data & Technology","Department for Business, Energy and Industrial Strategy","Westminster","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data & Technology","Department for Business, Energy and Industrial Strategy","Westminster","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data & Technology","Department for Education","Westminster","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data & Technology","Department for Education","Westminster","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data & Technology","Department for Environment, Food and Rural Affairs","Berkshire","Female","[c]","[c]","[c]","[c]"
