"Status","Year","Organisation","Parent_department","Profession_of_post","Region_london","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Office of Qualifications and Examinations Regulation","Office of Qualifications and Examinations Regulation","Economics","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Office of Qualifications and Examinations Regulation","Office of Qualifications and Examinations Regulation","Finance","Outside London","5","5","[c]","[c]"
"In post","2021","Office of Qualifications and Examinations Regulation","Office of Qualifications and Examinations Regulation","Human Resources","Outside London","10","10","[c]","[c]"
"In post","2021","Office of Qualifications and Examinations Regulation","Office of Qualifications and Examinations Regulation","Legal","Outside London","10","10","56880","57350"
"In post","2021","Office of Qualifications and Examinations Regulation","Office of Qualifications and Examinations Regulation","Operational Delivery","Outside London","85","80","44940","38000"
"In post","2021","Office of Qualifications and Examinations Regulation","Office of Qualifications and Examinations Regulation","Operational Research","Outside London","15","15","50350","48350"
"In post","2021","Office of Qualifications and Examinations Regulation","Office of Qualifications and Examinations Regulation","Policy","Outside London","35","35","54630","46660"
"In post","2021","Office of Qualifications and Examinations Regulation","Office of Qualifications and Examinations Regulation","Project Delivery","Outside London","30","25","40670","37230"
"In post","2021","Office of Qualifications and Examinations Regulation","Office of Qualifications and Examinations Regulation","Property","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Office of Qualifications and Examinations Regulation","Office of Qualifications and Examinations Regulation","Statistics","Outside London","5","5","[c]","[c]"
"In post","2021","Office of Rail and Road","Office of Rail and Road","Commercial","London","[c]","[c]","[c]","[c]"
"In post","2021","Office of Rail and Road","Office of Rail and Road","Communications","London","15","15","47600","33700"
"In post","2021","Office of Rail and Road","Office of Rail and Road","Communications","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Office of Rail and Road","Office of Rail and Road","Digital, Data and Technology","London","10","10","[c]","[c]"
"In post","2021","Office of Rail and Road","Office of Rail and Road","Economics","London","15","15","59370","59130"
"In post","2021","Office of Rail and Road","Office of Rail and Road","Economics","Outside London","15","15","53270","57030"
"In post","2021","Office of Rail and Road","Office of Rail and Road","Finance","London","5","5","[c]","[c]"
"In post","2021","Office of Rail and Road","Office of Rail and Road","Human Resources","London","10","10","43720","42600"
"In post","2021","Office of Rail and Road","Office of Rail and Road","Human Resources","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Office of Rail and Road","Office of Rail and Road","Knowledge and Information Management","London","[c]","[c]","[c]","[c]"
"In post","2021","Office of Rail and Road","Office of Rail and Road","Legal","London","10","10","67340","64400"
"In post","2021","Office of Rail and Road","Office of Rail and Road","Legal","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Office of Rail and Road","Office of Rail and Road","Operational Delivery","London","75","70","56260","55900"
"In post","2021","Office of Rail and Road","Office of Rail and Road","Operational Delivery","Outside London","60","60","49840","51430"
"In post","2021","Office of Rail and Road","Office of Rail and Road","Policy","London","45","45","59280","55500"
"In post","2021","Office of Rail and Road","Office of Rail and Road","Policy","Outside London","20","20","52850","53860"
"In post","2021","Office of Rail and Road","Office of Rail and Road","Property","London","[c]","[c]","[c]","[c]"
"In post","2021","Office of Rail and Road","Office of Rail and Road","Science and Engineering","London","10","10","[c]","[c]"
"In post","2021","Office of Rail and Road","Office of Rail and Road","Science and Engineering","Outside London","15","15","64290","64900"
"In post","2021","Office of Rail and Road","Office of Rail and Road","Statistics","London","15","15","48690","48700"
"In post","2021","Office of Rail and Road","Office of Rail and Road","Statistics","Outside London","5","5","[c]","[c]"
"In post","2021","Office of the Public Guardian","Ministry of Justice","Commercial","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Office of the Public Guardian","Ministry of Justice","Communications","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Office of the Public Guardian","Ministry of Justice","Digital, Data and Technology","London","[c]","[c]","[c]","[c]"
"In post","2021","Office of the Public Guardian","Ministry of Justice","Digital, Data and Technology","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Office of the Public Guardian","Ministry of Justice","Finance","Outside London","5","5","[c]","[c]"
"In post","2021","Office of the Public Guardian","Ministry of Justice","Human Resources","Outside London","5","5","[c]","[c]"
"In post","2021","Office of the Public Guardian","Ministry of Justice","Knowledge and Information Management","Outside London","10","10","[c]","[c]"
"In post","2021","Office of the Public Guardian","Ministry of Justice","Legal","Outside London","15","15","34600","31420"
"In post","2021","Office of the Public Guardian","Ministry of Justice","Operational Delivery","London","5","5","[c]","[c]"
"In post","2021","Office of the Public Guardian","Ministry of Justice","Operational Delivery","Outside London","1345","1240","21730","19930"
"In post","2021","Office of the Public Guardian","Ministry of Justice","Policy","London","[c]","[c]","[c]","[c]"
"In post","2021","Office of the Public Guardian","Ministry of Justice","Policy","Outside London","5","5","[c]","[c]"
"In post","2021","Office of the Public Guardian","Ministry of Justice","Project Delivery","Outside London","10","10","[c]","[c]"
"In post","2021","Office of the Public Guardian","Ministry of Justice","Property","Outside London","10","10","[c]","[c]"
"In post","2021","Office of the Scottish Charity Regulator","Scottish Government","Unknown","Outside London","50","45","37670","33620"
"In post","2021","Planning Inspectorate","Ministry of Housing, Communities and Local Government","Commercial","Outside London","5","5","[c]","[c]"
"In post","2021","Planning Inspectorate","Ministry of Housing, Communities and Local Government","Communications","Outside London","10","5","[c]","[c]"
"In post","2021","Planning Inspectorate","Ministry of Housing, Communities and Local Government","Digital, Data and Technology","Outside London","45","40","38400","40720"
"In post","2021","Planning Inspectorate","Ministry of Housing, Communities and Local Government","Finance","Outside London","20","20","41610","40720"
"In post","2021","Planning Inspectorate","Ministry of Housing, Communities and Local Government","Human Resources","Outside London","20","20","35220","34860"
"In post","2021","Planning Inspectorate","Ministry of Housing, Communities and Local Government","Knowledge and Information Management","Outside London","20","20","30090","27530"
"In post","2021","Planning Inspectorate","Ministry of Housing, Communities and Local Government","Legal","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Planning Inspectorate","Ministry of Housing, Communities and Local Government","Operational Delivery","Outside London","340","315","30370","26050"
"In post","2021","Planning Inspectorate","Ministry of Housing, Communities and Local Government","Operational Research","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Planning Inspectorate","Ministry of Housing, Communities and Local Government","Planning","Outside London","35","30","48780","40720"
"In post","2021","Planning Inspectorate","Ministry of Housing, Communities and Local Government","Planning Inspectors","Outside London","345","305","57920","58810"
"In post","2021","Planning Inspectorate","Ministry of Housing, Communities and Local Government","Project Delivery","Outside London","15","10","43900","40720"
"In post","2021","Planning Inspectorate","Ministry of Housing, Communities and Local Government","Statistics","Outside London","5","5","[c]","[c]"
"In post","2021","Public Health England","Department of Health and Social Care","Commercial","London","25","25","47500","43480"
"In post","2021","Public Health England","Department of Health and Social Care","Commercial","Outside London","15","15","29280","23850"
