"Status","Year","Age","Function_of_post","Profession_of_post","Region_london","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","40-49","Unknown","Science and Engineering","London","95","90","54080","46540"
"In post","2021","40-49","Unknown","Science and Engineering","Outside London","380","370","38380","36380"
"In post","2021","40-49","Unknown","Science and Engineering","Overseas","15","15","38720","27370"
"In post","2021","40-49","Unknown","Science and Engineering","Unknown","20","20","28140","27370"
"In post","2021","40-49","Unknown","Security","London","60","60","38630","35130"
"In post","2021","40-49","Unknown","Security","Outside London","30","30","30580","28490"
"In post","2021","40-49","Unknown","Social Research","London","15","15","56150","57460"
"In post","2021","40-49","Unknown","Social Research","Outside London","40","40","45950","47000"
"In post","2021","40-49","Unknown","Statistics","London","15","10","50830","52280"
"In post","2021","40-49","Unknown","Statistics","Outside London","15","15","45020","47000"
"In post","2021","40-49","Unknown","Tax","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Unknown","Unknown","London","2325","2160","36310","31060"
"In post","2021","40-49","Unknown","Unknown","Outside London","22745","20580","29860","27570"
"In post","2021","40-49","Unknown","Unknown","Overseas","95","95","55020","52400"
"In post","2021","40-49","Unknown","Unknown","Unknown","210","195","30990","27570"
"In post","2021","40-49","Unknown","Veterinarian","Outside London","5","5","[c]","[c]"
"In post","2021","50-59","Analysis","Commercial","London","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Analysis","Commercial","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Analysis","Digital, Data and Technology","London","10","10","53170","43620"
"In post","2021","50-59","Analysis","Digital, Data and Technology","Outside London","35","30","39420","37410"
"In post","2021","50-59","Analysis","Economics","London","60","55","70810","65860"
"In post","2021","50-59","Analysis","Economics","Outside London","10","10","45780","50090"
"In post","2021","50-59","Analysis","Finance","London","10","10","[c]","[c]"
"In post","2021","50-59","Analysis","Finance","Outside London","5","5","[c]","[c]"
"In post","2021","50-59","Analysis","Human Resources","London","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Analysis","Human Resources","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Analysis","Intelligence Analysis","London","35","35","58060","56740"
"In post","2021","50-59","Analysis","Intelligence Analysis","Outside London","10","10","[c]","[c]"
"In post","2021","50-59","Analysis","Knowledge and Information Management","London","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Analysis","Knowledge and Information Management","Outside London","15","15","30950","26780"
"In post","2021","50-59","Analysis","Operational Delivery","London","15","15","52450","40050"
"In post","2021","50-59","Analysis","Operational Delivery","Outside London","120","115","32260","31090"
"In post","2021","50-59","Analysis","Operational Research","London","30","30","62270","66800"
"In post","2021","50-59","Analysis","Operational Research","Outside London","70","65","43110","46090"
"In post","2021","50-59","Analysis","Other","London","30","25","74430","61290"
"In post","2021","50-59","Analysis","Other","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Analysis","Policy","London","15","15","65930","46030"
"In post","2021","50-59","Analysis","Policy","Outside London","15","15","46690","44380"
"In post","2021","50-59","Analysis","Project Delivery","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Analysis","Science and Engineering","London","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Analysis","Science and Engineering","Outside London","130","120","40030","37960"
"In post","2021","50-59","Analysis","Social Research","London","25","25","55300","58130"
"In post","2021","50-59","Analysis","Social Research","Outside London","40","35","47210","45040"
"In post","2021","50-59","Analysis","Statistics","London","110","110","54340","53360"
"In post","2021","50-59","Analysis","Statistics","Outside London","150","145","44240","39850"
"In post","2021","50-59","Analysis","Statistics","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Analysis","Tax","London","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Analysis","Tax","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Analysis","Unknown","London","10","10","53890","57270"
"In post","2021","50-59","Analysis","Unknown","Outside London","5","5","[c]","[c]"
"In post","2021","50-59","Commercial","Commercial","London","205","200","49270","46360"
"In post","2021","50-59","Commercial","Commercial","Outside London","995","970","42970","40580"
"In post","2021","50-59","Commercial","Commercial","Overseas","10","10","55580","54310"
"In post","2021","50-59","Commercial","Commercial","Unknown","5","5","[c]","[c]"
"In post","2021","50-59","Commercial","Communications","London","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Commercial","Finance","London","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Commercial","Finance","Outside London","20","15","33610","28370"
"In post","2021","50-59","Commercial","Knowledge and Information Management","London","70","65","35140","30560"
"In post","2021","50-59","Commercial","Knowledge and Information Management","Outside London","190","185","35140","33300"
"In post","2021","50-59","Commercial","Knowledge and Information Management","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Commercial","Knowledge and Information Management","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Commercial","Operational Delivery","London","65","60","60130","50530"
"In post","2021","50-59","Commercial","Operational Delivery","Outside London","45","40","30510","25990"
"In post","2021","50-59","Commercial","Other","London","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Commercial","Other","Outside London","20","20","40890","40340"
"In post","2021","50-59","Commercial","Policy","London","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Commercial","Policy","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Commercial","Project Delivery","London","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Commercial","Project Delivery","Outside London","15","15","54290","46400"
"In post","2021","50-59","Commercial","Property","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Commercial","Science and Engineering","Outside London","40","40","44600","42880"
"In post","2021","50-59","Commercial","Unknown","London","210","205","89550","72250"
"In post","2021","50-59","Commercial","Unknown","Outside London","245","240","67250","62480"
"In post","2021","50-59","Commercial","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Commercial","Veterinarian","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Communications","Commercial","London","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Communications","Communications","London","235","230","49550","43410"
"In post","2021","50-59","Communications","Communications","Outside London","405","395","37130","33570"
"In post","2021","50-59","Communications","Communications","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Communications","Corporate Finance","London","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Communications","Digital, Data and Technology","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Communications","Human Resources","London","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Communications","Knowledge and Information Management","London","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Communications","Operational Delivery","London","20","20","64640","51030"
"In post","2021","50-59","Communications","Operational Delivery","Outside London","320","300","30090","28130"
"In post","2021","50-59","Communications","Other","London","60","60","25720","23330"
"In post","2021","50-59","Communications","Other","Outside London","30","30","23980","19430"
"In post","2021","50-59","Communications","Policy","London","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Communications","Policy","Outside London","10","10","47920","44120"
"In post","2021","50-59","Communications","Project Delivery","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Communications","Property","London","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Communications","Science and Engineering","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Communications","Tax","Outside London","270","255","27830","25560"
"In post","2021","50-59","Communications","Unknown","London","30","30","62550","64500"
"In post","2021","50-59","Communications","Unknown","Outside London","30","30","30270","31810"
"In post","2021","50-59","Communications","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Counter Fraud","Counter Fraud","London","100","100","49690","43150"
"In post","2021","50-59","Counter Fraud","Counter Fraud","Outside London","130","125","39440","39170"
"In post","2021","50-59","Counter Fraud","Finance","London","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Counter Fraud","Intelligence Analysis","London","15","15","45970","39800"
"In post","2021","50-59","Counter Fraud","Intelligence Analysis","Outside London","20","20","35730","32260"
"In post","2021","50-59","Counter Fraud","Knowledge and Information Management","London","5","5","[c]","[c]"
"In post","2021","50-59","Counter Fraud","Knowledge and Information Management","Outside London","15","10","39230","35000"
"In post","2021","50-59","Counter Fraud","Legal","London","310","305","38910","36240"
"In post","2021","50-59","Counter Fraud","Legal","Outside London","715","685","31430","31810"
"In post","2021","50-59","Counter Fraud","Operational Delivery","London","200","190","34750","32520"
"In post","2021","50-59","Counter Fraud","Operational Delivery","Outside London","860","790","30720","28130"
"In post","2021","50-59","Counter Fraud","Operational Research","London","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Counter Fraud","Operational Research","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Counter Fraud","Other","London","40","35","39380","36420"
"In post","2021","50-59","Counter Fraud","Other","Outside London","90","80","36200","31810"
"In post","2021","50-59","Counter Fraud","Policy","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Counter Fraud","Tax","London","140","140","45710","39800"
"In post","2021","50-59","Counter Fraud","Tax","Outside London","520","495","39910","35000"
"In post","2021","50-59","Counter Fraud","Unknown","London","35","30","46430","36160"
"In post","2021","50-59","Counter Fraud","Unknown","Outside London","10","10","30590","31810"
"In post","2021","50-59","Debt","Finance","London","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Debt","Operational Delivery","London","230","215","28890","25630"
"In post","2021","50-59","Debt","Operational Delivery","Outside London","905","790","24240","21440"
"In post","2021","50-59","Debt","Tax","London","10","10","26710","24120"
"In post","2021","50-59","Debt","Tax","Outside London","105","100","21090","20140"
"In post","2021","50-59","Debt","Unknown","London","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Debt","Unknown","Outside London","5","5","[c]","[c]"
"In post","2021","50-59","Digital, Data & Technology","Commercial","London","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Digital, Data & Technology","Communications","London","[c]","[c]","[c]","[c]"
