"Status","Year","Function_of_post","Profession_of_post","Responsibility_level_ungrouped","Sex","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Commercial","Project Delivery","SEO","Male","25","25","[c]","[c]"
"In post","2021","Commercial","Property","EO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Property","EO","Male","10","10","[c]","[c]"
"In post","2021","Commercial","Science and Engineering","AO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Science and Engineering","AO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Science and Engineering","EO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Science and Engineering","EO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Science and Engineering","G6","Female","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Science and Engineering","G6","Male","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Science and Engineering","G7","Female","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Science and Engineering","G7","Male","15","15","[c]","[c]"
"In post","2021","Commercial","Science and Engineering","HEO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Science and Engineering","HEO","Male","30","30","[c]","[c]"
"In post","2021","Commercial","Science and Engineering","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Science and Engineering","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Science and Engineering","SEO","Female","5","5","[c]","[c]"
"In post","2021","Commercial","Science and Engineering","SEO","Male","40","40","41790","42100"
"In post","2021","Commercial","Tax","EO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Tax","EO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Tax","HEO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Tax","HEO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Tax","SEO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Tax","SEO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Unknown","AO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Unknown","AO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Unknown","EO","Female","20","15","[c]","[c]"
"In post","2021","Commercial","Unknown","EO","Male","15","15","[c]","[c]"
"In post","2021","Commercial","Unknown","G6","Female","160","155","75530","72500"
"In post","2021","Commercial","Unknown","G6","Male","160","155","78470","75000"
"In post","2021","Commercial","Unknown","G7","Female","220","215","53490","53510"
"In post","2021","Commercial","Unknown","G7","Male","250","250","54600","54700"
"In post","2021","Commercial","Unknown","HEO","Female","30","30","[c]","[c]"
"In post","2021","Commercial","Unknown","HEO","Male","20","20","[c]","[c]"
"In post","2021","Commercial","Unknown","SCS level","Female","190","185","87960","72070"
"In post","2021","Commercial","Unknown","SCS level","Male","290","285","96580","74000"
"In post","2021","Commercial","Unknown","SEO","Female","50","50","39610","40250"
"In post","2021","Commercial","Unknown","SEO","Male","35","35","39880","40580"
"In post","2021","Commercial","Unknown","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Unknown","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Veterinarian","G6","Female","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Veterinarian","G6","Male","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Commercial","EO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Commercial","EO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Commercial","HEO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Commercial","HEO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Commercial","SEO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Commercial","SEO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Communications","AA","Female","10","10","[c]","[c]"
"In post","2021","Communications","Communications","AA","Male","5","5","[c]","[c]"
"In post","2021","Communications","Communications","AO","Female","110","100","22160","21590"
"In post","2021","Communications","Communications","AO","Male","90","90","22330","21580"
"In post","2021","Communications","Communications","EO","Female","335","315","27300","26930"
"In post","2021","Communications","Communications","EO","Male","230","225","27540","27270"
"In post","2021","Communications","Communications","G6","Female","120","115","67030","66230"
"In post","2021","Communications","Communications","G6","Male","90","90","68570","68770"
"In post","2021","Communications","Communications","G7","Female","355","335","54840","54400"
"In post","2021","Communications","Communications","G7","Male","240","240","54430","53670"
"In post","2021","Communications","Communications","HEO","Female","510","490","33910","33300"
"In post","2021","Communications","Communications","HEO","Male","375","370","34560","33600"
"In post","2021","Communications","Communications","SCS level","Female","55","55","84260","79890"
"In post","2021","Communications","Communications","SCS level","Male","45","45","90490","84670"
"In post","2021","Communications","Communications","SEO","Female","510","490","41270","40580"
"In post","2021","Communications","Communications","SEO","Male","345","345","41520","41030"
"In post","2021","Communications","Corporate Finance","SEO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Corporate Finance","SEO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Digital, Data and Technology","EO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Digital, Data and Technology","EO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Digital, Data and Technology","G6","Female","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Digital, Data and Technology","G6","Male","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Digital, Data and Technology","G7","Female","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Digital, Data and Technology","G7","Male","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Digital, Data and Technology","HEO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Digital, Data and Technology","HEO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Digital, Data and Technology","SEO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Digital, Data and Technology","SEO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Economics","G7","Female","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Economics","G7","Male","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Finance","SEO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Finance","SEO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Human Resources","G7","Female","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Human Resources","G7","Male","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Human Resources","HEO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Human Resources","HEO","Male","5","5","[c]","[c]"
"In post","2021","Communications","Human Resources","SEO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Human Resources","SEO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Communications","International Trade","HEO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Communications","International Trade","HEO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Knowledge and Information Management","HEO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Knowledge and Information Management","HEO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Operational Delivery","AA","Female","10","5","[c]","[c]"
"In post","2021","Communications","Operational Delivery","AA","Male","10","5","[c]","[c]"
"In post","2021","Communications","Operational Delivery","AO","Female","135","105","20890","21050"
"In post","2021","Communications","Operational Delivery","AO","Male","80","70","20780","20660"
"In post","2021","Communications","Operational Delivery","EO","Female","275","250","26080","25560"
"In post","2021","Communications","Operational Delivery","EO","Male","315","310","25710","25560"
"In post","2021","Communications","Operational Delivery","G6","Female","10","10","[c]","[c]"
"In post","2021","Communications","Operational Delivery","G6","Male","5","5","[c]","[c]"
"In post","2021","Communications","Operational Delivery","G7","Female","30","30","52210","52580"
"In post","2021","Communications","Operational Delivery","G7","Male","20","20","[c]","[c]"
"In post","2021","Communications","Operational Delivery","HEO","Female","210","205","31590","31810"
"In post","2021","Communications","Operational Delivery","HEO","Male","255","250","31650","31810"
"In post","2021","Communications","Operational Delivery","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Operational Delivery","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Operational Delivery","SEO","Female","85","85","38300","38630"
"In post","2021","Communications","Operational Delivery","SEO","Male","80","80","38400","38630"
"In post","2021","Communications","Other","EO","Female","40","40","21710","19620"
"In post","2021","Communications","Other","EO","Male","125","120","20310","19550"
"In post","2021","Communications","Other","G6","Female","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Other","G6","Male","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Other","G7","Female","5","5","[c]","[c]"
"In post","2021","Communications","Other","G7","Male","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Other","HEO","Female","25","20","[c]","[c]"
"In post","2021","Communications","Other","HEO","Male","40","40","27850","27400"
"In post","2021","Communications","Other","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Other","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Other","SEO","Female","5","5","[c]","[c]"
"In post","2021","Communications","Other","SEO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Policy","EO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Policy","EO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Policy","G6","Female","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Policy","G6","Male","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Policy","G7","Female","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Policy","G7","Male","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Policy","HEO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Policy","HEO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Policy","SEO","Female","10","10","[c]","[c]"
"In post","2021","Communications","Policy","SEO","Male","5","5","[c]","[c]"
"In post","2021","Communications","Project Delivery","AO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Project Delivery","AO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Project Delivery","EO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Project Delivery","EO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Project Delivery","G7","Female","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Project Delivery","G7","Male","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Project Delivery","HEO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Project Delivery","HEO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Project Delivery","SEO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Project Delivery","SEO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Property","HEO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Property","HEO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Science and Engineering","EO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Science and Engineering","EO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Tax","AO","Female","30","25","20870","21420"
"In post","2021","Communications","Tax","AO","Male","15","15","[c]","[c]"
"In post","2021","Communications","Tax","EO","Female","705","665","25660","25560"
"In post","2021","Communications","Tax","EO","Male","880","865","25660","25560"
"In post","2021","Communications","Tax","G6","Female","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Tax","G6","Male","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Tax","G7","Female","5","5","[c]","[c]"
"In post","2021","Communications","Tax","G7","Male","10","10","[c]","[c]"
"In post","2021","Communications","Tax","HEO","Female","200","195","31550","31810"
"In post","2021","Communications","Tax","HEO","Male","220","220","31680","31810"
"In post","2021","Communications","Tax","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Tax","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Tax","SEO","Female","30","25","[c]","[c]"
"In post","2021","Communications","Tax","SEO","Male","40","40","37470","38630"
"In post","2021","Communications","Unknown","AO","Female","10","10","[c]","[c]"
"In post","2021","Communications","Unknown","AO","Male","5","5","[c]","[c]"
"In post","2021","Communications","Unknown","EO","Female","140","140","26020","25560"
"In post","2021","Communications","Unknown","EO","Male","145","145","25980","25560"
"In post","2021","Communications","Unknown","G6","Female","30","30","[c]","[c]"
"In post","2021","Communications","Unknown","G6","Male","15","15","[c]","[c]"
"In post","2021","Communications","Unknown","G7","Female","70","70","55970","54700"
"In post","2021","Communications","Unknown","G7","Male","35","35","55690","54700"
"In post","2021","Communications","Unknown","HEO","Female","110","105","33050","31810"
"In post","2021","Communications","Unknown","HEO","Male","85","85","32820","31810"
"In post","2021","Communications","Unknown","SCS level","Female","10","10","[c]","[c]"
"In post","2021","Communications","Unknown","SCS level","Male","15","15","[c]","[c]"
"In post","2021","Communications","Unknown","SEO","Female","75","75","41000","40600"
"In post","2021","Communications","Unknown","SEO","Male","50","50","40230","39880"
"In post","2021","Counter Fraud","Counter Fraud","AA","Female","[c]","[c]","[c]","[c]"
