"Status","Year","Function_of_post","Profession_of_post","Responsibility_level_ungrouped","Sex","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2021","Grants Management","Operational Delivery","HEO","Female","5","[c]","[c]","[c]"
"Leaver CS","2021","Grants Management","Operational Delivery","HEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Grants Management","Operational Delivery","SEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Grants Management","Operational Delivery","SEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Grants Management","Policy","AO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Grants Management","Policy","AO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Grants Management","Policy","G6","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Grants Management","Policy","G6","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Communications","SEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Communications","SEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Communications","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Communications","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Finance","G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Finance","G7","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Human Resources","AA","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Human Resources","AA","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Human Resources","AA","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Human Resources","AO","Female","40","[c]","21470","21370"
"Leaver CS","2021","Human Resources","Human Resources","AO","Male","15","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Human Resources","EO","Female","35","[c]","25350","26670"
"Leaver CS","2021","Human Resources","Human Resources","EO","Male","10","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Human Resources","G6","Female","5","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Human Resources","G6","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Human Resources","G7","Female","25","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Human Resources","G7","Male","10","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Human Resources","HEO","Female","30","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Human Resources","HEO","Male","25","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Human Resources","SCS level","Female","5","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Human Resources","SCS level","Male","5","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Human Resources","SEO","Female","35","[c]","44300","44980"
"Leaver CS","2021","Human Resources","Human Resources","SEO","Male","20","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Human Resources","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Human Resources","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Knowledge and Information Management","EO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Knowledge and Information Management","EO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Operational Delivery","AO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Operational Delivery","AO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Operational Delivery","EO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Operational Delivery","EO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Operational Delivery","G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Operational Delivery","G7","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Operational Delivery","HEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Operational Delivery","HEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Operational Delivery","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Operational Delivery","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Other","EO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Other","EO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Policy","SEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Policy","SEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Security","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Security","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Unknown","AA","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Unknown","AA","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Unknown","AO","Female","10","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Unknown","AO","Male","5","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Unknown","EO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Unknown","EO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Unknown","G6","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Unknown","G6","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Unknown","G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Unknown","G7","Male","5","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Unknown","HEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Unknown","HEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Unknown","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Unknown","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Unknown","SEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Unknown","SEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Internal Audit","Commercial","HEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Internal Audit","Commercial","HEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Internal Audit","Internal Audit","EO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Internal Audit","Internal Audit","EO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Internal Audit","Internal Audit","G6","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Internal Audit","Internal Audit","G6","Male","5","[c]","[c]","[c]"
"Leaver CS","2021","Internal Audit","Internal Audit","G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Internal Audit","Internal Audit","G7","Male","10","[c]","[c]","[c]"
"Leaver CS","2021","Internal Audit","Internal Audit","HEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Internal Audit","Internal Audit","HEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Internal Audit","Internal Audit","SEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Internal Audit","Internal Audit","SEO","Male","5","[c]","[c]","[c]"
"Leaver CS","2021","Legal","Digital, Data and Technology","AO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","Digital, Data and Technology","AO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","Human Resources","G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","Human Resources","G7","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","Knowledge and Information Management","EO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","Knowledge and Information Management","EO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","Legal","AO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","Legal","AO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","Legal","EO","Female","10","[c]","[c]","[c]"
"Leaver CS","2021","Legal","Legal","EO","Male","5","[c]","[c]","[c]"
"Leaver CS","2021","Legal","Legal","G6","Female","25","[c]","[c]","[c]"
"Leaver CS","2021","Legal","Legal","G6","Male","15","[c]","[c]","[c]"
"Leaver CS","2021","Legal","Legal","G7","Female","100","[c]","56140","55610"
"Leaver CS","2021","Legal","Legal","G7","Male","95","[c]","56000","55610"
"Leaver CS","2021","Legal","Legal","HEO","Female","20","[c]","[c]","[c]"
"Leaver CS","2021","Legal","Legal","HEO","Male","10","[c]","[c]","[c]"
"Leaver CS","2021","Legal","Legal","SCS level","Female","10","[c]","[c]","[c]"
"Leaver CS","2021","Legal","Legal","SCS level","Male","5","[c]","[c]","[c]"
"Leaver CS","2021","Legal","Legal","SEO","Female","65","[c]","43470","43460"
"Leaver CS","2021","Legal","Legal","SEO","Male","30","[c]","43790","43460"
"Leaver CS","2021","Legal","Operational Delivery","AA","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","Operational Delivery","AA","Male","20","[c]","[c]","[c]"
"Leaver CS","2021","Legal","Operational Delivery","AO","Female","85","[c]","22360","22820"
"Leaver CS","2021","Legal","Operational Delivery","AO","Male","35","[c]","22130","21950"
"Leaver CS","2021","Legal","Operational Delivery","EO","Female","35","[c]","26120","26410"
"Leaver CS","2021","Legal","Operational Delivery","EO","Male","20","[c]","[c]","[c]"
"Leaver CS","2021","Legal","Operational Delivery","G6","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","Operational Delivery","G6","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","Operational Delivery","G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","Operational Delivery","G7","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","Operational Delivery","HEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","Operational Delivery","HEO","Male","5","[c]","[c]","[c]"
"Leaver CS","2021","Legal","Operational Delivery","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","Operational Delivery","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","Operational Delivery","SEO","Female","5","[c]","[c]","[c]"
"Leaver CS","2021","Legal","Operational Delivery","SEO","Male","5","[c]","[c]","[c]"
"Leaver CS","2021","Legal","Other","AO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","Other","AO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","Other","EO","Female","10","[c]","[c]","[c]"
"Leaver CS","2021","Legal","Other","EO","Male","5","[c]","[c]","[c]"
"Leaver CS","2021","Legal","Other","G6","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","Other","G6","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","Other","G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","Other","G7","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","Other","HEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","Other","HEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","Policy","G6","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","Policy","G6","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","Policy","HEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","Policy","HEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","Policy","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","Policy","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","Unknown","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","Unknown","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Communications","AO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Communications","AO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Communications","EO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Communications","EO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Communications","G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Communications","G7","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Communications","HEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Communications","HEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Communications","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Communications","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Digital, Data and Technology","G6","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Digital, Data and Technology","G6","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Digital, Data and Technology","G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Digital, Data and Technology","G7","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Digital, Data and Technology","HEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Digital, Data and Technology","HEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Digital, Data and Technology","SEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Digital, Data and Technology","SEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Economics","EO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Economics","EO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Economics","G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Economics","G7","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Economics","HEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Economics","HEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Economics","SEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Economics","SEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Finance","EO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Finance","EO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Finance","SEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Finance","SEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Human Resources","EO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Human Resources","EO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Human Resources","G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Human Resources","G7","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Human Resources","HEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Human Resources","HEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Inspector of Education and Training","G6","Female","5","[c]","[c]","[c]"
"Leaver CS","2021","No function","Inspector of Education and Training","G6","Male","10","[c]","[c]","[c]"
"Leaver CS","2021","No function","Inspector of Education and Training","G7","Female","15","[c]","[c]","[c]"
"Leaver CS","2021","No function","Inspector of Education and Training","G7","Male","15","[c]","[c]","[c]"
"Leaver CS","2021","No function","Inspector of Education and Training","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Inspector of Education and Training","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Inspector of Education and Training","SEO","Female","25","[c]","[c]","[c]"
"Leaver CS","2021","No function","Inspector of Education and Training","SEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Intelligence Analysis","EO","Female","10","[c]","[c]","[c]"
"Leaver CS","2021","No function","Intelligence Analysis","EO","Male","5","[c]","[c]","[c]"
"Leaver CS","2021","No function","Intelligence Analysis","HEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Intelligence Analysis","HEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Internal Audit","HEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Internal Audit","HEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","International Trade","AO","Female","15","[c]","[c]","[c]"
"Leaver CS","2021","No function","International Trade","AO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","International Trade","EO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","International Trade","EO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","International Trade","G6","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","International Trade","G6","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","International Trade","G7","Female","5","[c]","[c]","[c]"
"Leaver CS","2021","No function","International Trade","G7","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","International Trade","HEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","International Trade","HEO","Male","5","[c]","[c]","[c]"
"Leaver CS","2021","No function","International Trade","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","International Trade","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","International Trade","SEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","International Trade","SEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Knowledge and Information Management","AA","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Knowledge and Information Management","AA","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Knowledge and Information Management","AO","Female","10","[c]","[c]","[c]"
"Leaver CS","2021","No function","Knowledge and Information Management","AO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Knowledge and Information Management","EO","Female","15","[c]","[c]","[c]"
"Leaver CS","2021","No function","Knowledge and Information Management","EO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Knowledge and Information Management","G6","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Knowledge and Information Management","G6","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Knowledge and Information Management","G7","Female","5","[c]","[c]","[c]"
"Leaver CS","2021","No function","Knowledge and Information Management","G7","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Knowledge and Information Management","HEO","Female","10","[c]","[c]","[c]"
"Leaver CS","2021","No function","Knowledge and Information Management","HEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Knowledge and Information Management","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Knowledge and Information Management","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Knowledge and Information Management","SEO","Female","15","[c]","[c]","[c]"
"Leaver CS","2021","No function","Knowledge and Information Management","SEO","Male","5","[c]","[c]","[c]"
"Leaver CS","2021","No function","Medicine","AO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Medicine","AO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Medicine","G6","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Medicine","G6","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Medicine","G7","Female","10","[c]","[c]","[c]"
"Leaver CS","2021","No function","Medicine","G7","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Medicine","HEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Medicine","HEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Medicine","SCS level","Female","20","[c]","[c]","[c]"
"Leaver CS","2021","No function","Medicine","SCS level","Male","20","[c]","[c]","[c]"
"Leaver CS","2021","No function","Medicine","SEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Medicine","SEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Operational Delivery","AA","Female","550","[c]","17710","17430"
"Leaver CS","2021","No function","Operational Delivery","AA","Male","470","[c]","17990","17430"
"Leaver CS","2021","No function","Operational Delivery","AO","Female","1720","[c]","20910","20710"
"Leaver CS","2021","No function","Operational Delivery","AO","Male","1940","[c]","21470","21050"
"Leaver CS","2021","No function","Operational Delivery","AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Operational Delivery","EO","Female","400","[c]","26390","26410"
"Leaver CS","2021","No function","Operational Delivery","EO","Male","500","[c]","28910","27130"
"Leaver CS","2021","No function","Operational Delivery","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Operational Delivery","G6","Female","15","[c]","[c]","[c]"
"Leaver CS","2021","No function","Operational Delivery","G6","Male","35","[c]","72540","67930"
"Leaver CS","2021","No function","Operational Delivery","G7","Female","70","[c]","53150","52610"
"Leaver CS","2021","No function","Operational Delivery","G7","Male","75","[c]","56420","55710"
"Leaver CS","2021","No function","Operational Delivery","HEO","Female","190","[c]","32130","32060"
"Leaver CS","2021","No function","Operational Delivery","HEO","Male","225","[c]","35350","33840"
"Leaver CS","2021","No function","Operational Delivery","HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Operational Delivery","SCS level","Female","15","[c]","[c]","[c]"
"Leaver CS","2021","No function","Operational Delivery","SCS level","Male","15","[c]","[c]","[c]"
"Leaver CS","2021","No function","Operational Delivery","SEO","Female","95","[c]","40360","39980"
"Leaver CS","2021","No function","Operational Delivery","SEO","Male","140","[c]","46510","44690"
"Leaver CS","2021","No function","Operational Delivery","SEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Operational Delivery","Unknown","Female","450","[c]","[c]","[c]"
"Leaver CS","2021","No function","Operational Delivery","Unknown","Male","160","[c]","[c]","[c]"
"Leaver CS","2021","No function","Operational Research","AA","Female","10","[c]","[c]","[c]"
"Leaver CS","2021","No function","Operational Research","AA","Male","5","[c]","[c]","[c]"
"Leaver CS","2021","No function","Operational Research","AO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Operational Research","AO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Operational Research","EO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Operational Research","EO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Operational Research","G6","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Operational Research","G6","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Operational Research","G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Operational Research","G7","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Operational Research","HEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Operational Research","HEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Operational Research","SEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Operational Research","SEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Other","AA","Female","10","[c]","[c]","[c]"
"Leaver CS","2021","No function","Other","AA","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Other","AO","Female","10","[c]","[c]","[c]"
"Leaver CS","2021","No function","Other","AO","Male","5","[c]","[c]","[c]"
"Leaver CS","2021","No function","Other","EO","Female","15","[c]","[c]","[c]"
"Leaver CS","2021","No function","Other","EO","Male","15","[c]","[c]","[c]"
"Leaver CS","2021","No function","Other","G6","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Other","G6","Male","5","[c]","[c]","[c]"
"Leaver CS","2021","No function","Other","G7","Female","5","[c]","[c]","[c]"
"Leaver CS","2021","No function","Other","G7","Male","10","[c]","[c]","[c]"
"Leaver CS","2021","No function","Other","HEO","Female","10","[c]","[c]","[c]"
"Leaver CS","2021","No function","Other","HEO","Male","5","[c]","[c]","[c]"
"Leaver CS","2021","No function","Other","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Other","SCS level","Male","5","[c]","[c]","[c]"
"Leaver CS","2021","No function","Other","SEO","Female","10","[c]","[c]","[c]"
"Leaver CS","2021","No function","Other","SEO","Male","15","[c]","[c]","[c]"
"Leaver CS","2021","No function","Planning","EO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Planning","EO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Planning","G6","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Planning","G6","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Planning","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Planning","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Planning","SEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Planning","SEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Planning Inspectors","AA","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Planning Inspectors","AA","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Planning Inspectors","AO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Planning Inspectors","AO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Planning Inspectors","EO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Planning Inspectors","EO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Planning Inspectors","G6","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Planning Inspectors","G6","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Planning Inspectors","G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Planning Inspectors","G7","Male","5","[c]","[c]","[c]"
"Leaver CS","2021","No function","Planning Inspectors","HEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Planning Inspectors","HEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Planning Inspectors","SEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Planning Inspectors","SEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Planning Inspectors","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Planning Inspectors","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Policy","AA","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Policy","AA","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Policy","AO","Female","25","[c]","[c]","[c]"
"Leaver CS","2021","No function","Policy","AO","Male","20","[c]","[c]","[c]"
"Leaver CS","2021","No function","Policy","EO","Female","50","[c]","23020","25110"
"Leaver CS","2021","No function","Policy","EO","Male","35","[c]","[c]","[c]"
"Leaver CS","2021","No function","Policy","G6","Female","20","[c]","[c]","[c]"
"Leaver CS","2021","No function","Policy","G6","Male","25","[c]","[c]","[c]"
"Leaver CS","2021","No function","Policy","G7","Female","50","[c]","53770","53600"
"Leaver CS","2021","No function","Policy","G7","Male","70","[c]","55480","54390"
"Leaver CS","2021","No function","Policy","HEO","Female","50","[c]","33310","32830"
"Leaver CS","2021","No function","Policy","HEO","Male","60","[c]","32960","33140"
"Leaver CS","2021","No function","Policy","SCS level","Female","15","[c]","[c]","[c]"
"Leaver CS","2021","No function","Policy","SCS level","Male","25","[c]","[c]","[c]"
"Leaver CS","2021","No function","Policy","SEO","Female","25","[c]","[c]","[c]"
"Leaver CS","2021","No function","Policy","SEO","Male","35","[c]","39750","39690"
