"Status","Year","Age","Organisation","Parent_department","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2021","30-39","Food Standards Scotland","Scottish Government","20","[c]","32090","30650"
"New entrant CS","2021","30-39","Forestry and Land Scotland","Scottish Government","30","[c]","27570","25140"
"New entrant CS","2021","30-39","Government Actuary's Department","Chancellor's other departments","10","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Government Internal Audit Agency","HM Treasury","10","[c]","47480","45380"
"New entrant CS","2021","30-39","Government Legal Department","Attorney General's Departments","65","[c]","46390","50500"
"New entrant CS","2021","30-39","Government Property Agency","Other Cabinet Office Agencies","10","[c]","43730","41830"
"New entrant CS","2021","30-39","Health and Safety Executive","Department for Work and Pensions","40","[c]","35390","31660"
"New entrant CS","2021","30-39","HM Courts and Tribunals Service","Ministry of Justice","395","[c]","23380","19930"
"New entrant CS","2021","30-39","HM Land Registry","HM Land Registry","185","[c]","28360","22350"
"New entrant CS","2021","30-39","HM Prison and Probation Service","Ministry of Justice","1435","[c]","24180","22920"
"New entrant CS","2021","30-39","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","1195","[c]","25420","20140"
"New entrant CS","2021","30-39","HM Treasury (excl. agencies)","HM Treasury","75","[c]","39430","34320"
"New entrant CS","2021","30-39","Home Office (incl. agencies)","Home Office","490","[c]","33200","25990"
"New entrant CS","2021","30-39","Insolvency Service","Department for Business, Energy and Industrial Strategy","40","[c]","25770","20880"
"New entrant CS","2021","30-39","Institute for Apprenticeships and Technical Education","Department for Education","10","[c]","37740","36570"
"New entrant CS","2021","30-39","Legal Aid Agency","Ministry of Justice","20","[c]","23010","19410"
"New entrant CS","2021","30-39","Maritime and Coastguard Agency","Department for Transport","60","[c]","34820","31040"
"New entrant CS","2021","30-39","Medicines and Healthcare Products Regulatory Agency","Department of Health and Social Care","55","[c]","42270","40450"
"New entrant CS","2021","30-39","Met Office","Department for Business, Energy and Industrial Strategy","30","[c]","32660","32060"
"New entrant CS","2021","30-39","Ministry of Defence (excl. agencies)","Ministry of Defence","650","[c]","30870","26350"
"New entrant CS","2021","30-39","Ministry of Housing, Communities and Local Government (excl. agencies)","Ministry of Housing, Communities and Local Government","90","[c]","39820","36340"
"New entrant CS","2021","30-39","Ministry of Justice (excl. agencies)","Ministry of Justice","215","[c]","42410","39530"
"New entrant CS","2021","30-39","National Crime Agency","National Crime Agency","280","[c]","34980","34140"
"New entrant CS","2021","30-39","National Infrastructure Commission","HM Treasury","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","National Records of Scotland","Scottish Government","10","[c]","36250","34600"
"New entrant CS","2021","30-39","National Savings and Investments","Chancellor's other departments","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Northern Ireland Office","Northern Ireland Office","10","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Office for Budget Responsibility","HM Treasury","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education","55","[c]","48700","46360"
"New entrant CS","2021","30-39","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","70","[c]","36480","33400"
"New entrant CS","2021","30-39","Office of Qualifications and Examinations Regulation","Office of Qualifications and Examinations Regulation","20","[c]","33240","31000"
"New entrant CS","2021","30-39","Office of Rail and Road","Office of Rail and Road","10","[c]","47390","50810"
"New entrant CS","2021","30-39","Office of the Public Guardian","Ministry of Justice","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Planning Inspectorate","Ministry of Housing, Communities and Local Government","35","[c]","30760","26050"
"New entrant CS","2021","30-39","Public Health England","Department of Health and Social Care","455","[c]","36630","33180"
"New entrant CS","2021","30-39","Registers of Scotland","Scottish Government","5","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Revenue Scotland","Scottish Government","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Rural Payments Agency","Department for Environment, Food and Rural Affairs","15","[c]","26110","21050"
"New entrant CS","2021","30-39","Scotland Office (incl. Office of the Advocate General for Scotland)","Scotland Office","5","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Scottish Courts and Tribunals Service","Scottish Government","10","[c]","23560","20850"
"New entrant CS","2021","30-39","Scottish Forestry","Scottish Government","15","[c]","28180","28120"
"New entrant CS","2021","30-39","Scottish Government (excl. agencies)","Scottish Government","265","[c]","38080","38540"
"New entrant CS","2021","30-39","Scottish Housing Regulator","Scottish Government","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Scottish Prison Service","Scottish Government","95","[c]","22000","20810"
"New entrant CS","2021","30-39","Scottish Public Pensions Agency","Scottish Government","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Serious Fraud Office","Attorney General's Departments","10","[c]","41030","37650"
"New entrant CS","2021","30-39","Social Security Scotland","Scottish Government","100","[c]","26810","26160"
"New entrant CS","2021","30-39","Standards and Testing Agency","Department for Education","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Student Awards Agency for Scotland","Scottish Government","5","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Submarine Delivery Agency","Ministry of Defence","45","[c]","35290","38000"
"New entrant CS","2021","30-39","Teaching Regulation Agency","Department for Education","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","The National Archives","The National Archives","20","[c]","31530","30930"
"New entrant CS","2021","30-39","Transport Scotland","Scottish Government","5","[c]","[c]","[c]"
"New entrant CS","2021","30-39","UK Export Finance","UK Export Finance","30","[c]","48450","48180"
"New entrant CS","2021","30-39","UK Hydrographic Office","Ministry of Defence","15","[c]","29860","29290"
"New entrant CS","2021","30-39","UK Intellectual Property Office","Department for Business, Energy and Industrial Strategy","60","[c]","28810","23320"
"New entrant CS","2021","30-39","UK Space Agency","Department for Business, Energy and Industrial Strategy","10","[c]","[c]","[c]"
"New entrant CS","2021","30-39","UK Supreme Court","UK Supreme Court","5","[c]","[c]","[c]"
"New entrant CS","2021","30-39","United Kingdom Statistics Authority","United Kingdom Statistics Authority","290","[c]","33780","32540"
"New entrant CS","2021","30-39","Valuation Office Agency","HM Revenue and Customs","50","[c]","25810","20880"
"New entrant CS","2021","30-39","Vehicle Certification Agency","Department for Transport","10","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Veterinary Medicines Directorate","Department for Environment, Food and Rural Affairs","5","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Wales Office","Wales Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Water Services Regulation Authority","Water Services Regulation Authority","10","[c]","58480","56940"
"New entrant CS","2021","30-39","Welsh Government (excl. agencies)","Welsh Government","55","[c]","28160","25030"
"New entrant CS","2021","30-39","Welsh Revenue Authority","Welsh Government","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Wilton Park","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Accountant in Bankruptcy","Scottish Government","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Advisory, Conciliation and Arbitration Service","Department for Business, Energy and Industrial Strategy","40","[c]","27560","24250"
"New entrant CS","2021","40-49","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","60","[c]","25670","24370"
"New entrant CS","2021","40-49","Cabinet Office (excl. agencies)","Cabinet Office","200","[c]","61470","60250"
"New entrant CS","2021","40-49","Centre for Environment, Fisheries and Aquaculture Science","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Charity Commission","Charity Commission","15","[c]","47620","51070"
"New entrant CS","2021","40-49","Companies House","Department for Business, Energy and Industrial Strategy","15","[c]","38780","41070"
"New entrant CS","2021","40-49","Competition and Markets Authority","Competition and Markets Authority","10","[c]","56140","53920"
"New entrant CS","2021","40-49","Criminal Injuries Compensation Authority","Ministry of Justice","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Crown Commercial Service","Other Cabinet Office Agencies","35","[c]","39270","38000"
"New entrant CS","2021","40-49","Crown Office and Procurator Fiscal Service","Scottish Government","15","[c]","29290","25410"
"New entrant CS","2021","40-49","Crown Prosecution Service","Attorney General's Departments","120","[c]","44860","48080"
"New entrant CS","2021","40-49","Defence Equipment and Support","Ministry of Defence","145","[c]","37540","35000"
"New entrant CS","2021","40-49","Defence Science and Technology Laboratory","Ministry of Defence","40","[c]","39240","38660"
"New entrant CS","2021","40-49","Department for Business, Energy and Industrial Strategy (excl. agencies)","Department for Business, Energy and Industrial Strategy","55","[c]","46020","41550"
"New entrant CS","2021","40-49","Department for Digital, Culture, Media and Sport","Department for Digital, Culture, Media and Sport","35","[c]","45630","51730"
"New entrant CS","2021","40-49","Department for Education (excl. agencies)","Department for Education","90","[c]","42650","36500"
"New entrant CS","2021","40-49","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","150","[c]","45200","39000"
"New entrant CS","2021","40-49","Department for International Trade","Department for International Trade","40","[c]","49690","40000"
"New entrant CS","2021","40-49","Department for Transport (excl. agencies)","Department for Transport","50","[c]","49220","43000"
"New entrant CS","2021","40-49","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","3220","[c]","27480","27570"
"New entrant CS","2021","40-49","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","165","[c]","51890","49530"
"New entrant CS","2021","40-49","Disclosure Scotland","Scottish Government","5","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Driver and Vehicle Licensing Agency","Department for Transport","60","[c]","28810","21590"
"New entrant CS","2021","40-49","Driver and Vehicle Standards Agency","Department for Transport","60","[c]","32770","30580"
"New entrant CS","2021","40-49","Education and Skills Funding Agency","Department for Education","25","[c]","42710","38390"
"New entrant CS","2021","40-49","Education Scotland","Scottish Government","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Food Standards Agency","Food Standards Agency","20","[c]","39680","37910"
"New entrant CS","2021","40-49","Food Standards Scotland","Scottish Government","10","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Forestry and Land Scotland","Scottish Government","15","[c]","32750","28120"
"New entrant CS","2021","40-49","Government Actuary's Department","Chancellor's other departments","5","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Government Internal Audit Agency","HM Treasury","15","[c]","48010","43080"
"New entrant CS","2021","40-49","Government Legal Department","Attorney General's Departments","40","[c]","50290","50500"
"New entrant CS","2021","40-49","Government Property Agency","Other Cabinet Office Agencies","15","[c]","50490","50850"
"New entrant CS","2021","40-49","Health and Safety Executive","Department for Work and Pensions","30","[c]","43730","39330"
"New entrant CS","2021","40-49","HM Courts and Tribunals Service","Ministry of Justice","265","[c]","23610","21170"
"New entrant CS","2021","40-49","HM Land Registry","HM Land Registry","125","[c]","28870","22350"
"New entrant CS","2021","40-49","HM Prison and Probation Service","Ministry of Justice","775","[c]","24570","22850"
"New entrant CS","2021","40-49","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","750","[c]","27410","22570"
"New entrant CS","2021","40-49","HM Treasury (excl. agencies)","HM Treasury","20","[c]","38590","31410"
"New entrant CS","2021","40-49","Home Office (incl. agencies)","Home Office","340","[c]","36380","28650"
"New entrant CS","2021","40-49","Insolvency Service","Department for Business, Energy and Industrial Strategy","35","[c]","29500","25850"
"New entrant CS","2021","40-49","Institute for Apprenticeships and Technical Education","Department for Education","10","[c]","43460","40430"
"New entrant CS","2021","40-49","Legal Aid Agency","Ministry of Justice","10","[c]","26620","19930"
"New entrant CS","2021","40-49","Maritime and Coastguard Agency","Department for Transport","35","[c]","37150","35130"
"New entrant CS","2021","40-49","Medicines and Healthcare Products Regulatory Agency","Department of Health and Social Care","30","[c]","47670","45440"
"New entrant CS","2021","40-49","Met Office","Department for Business, Energy and Industrial Strategy","25","[c]","43830","39670"
"New entrant CS","2021","40-49","Ministry of Defence (excl. agencies)","Ministry of Defence","625","[c]","32480","26830"
"New entrant CS","2021","40-49","Ministry of Housing, Communities and Local Government (excl. agencies)","Ministry of Housing, Communities and Local Government","55","[c]","50620","48200"
"New entrant CS","2021","40-49","Ministry of Justice (excl. agencies)","Ministry of Justice","130","[c]","45980","42980"
"New entrant CS","2021","40-49","National Crime Agency","National Crime Agency","165","[c]","37200","36410"
"New entrant CS","2021","40-49","National Infrastructure Commission","HM Treasury","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","National Records of Scotland","Scottish Government","10","[c]","[c]","[c]"
"New entrant CS","2021","40-49","National Savings and Investments","Chancellor's other departments","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Northern Ireland Office","Northern Ireland Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education","50","[c]","59220","67500"
"New entrant CS","2021","40-49","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","55","[c]","44560","40000"
"New entrant CS","2021","40-49","Office of Qualifications and Examinations Regulation","Office of Qualifications and Examinations Regulation","5","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Office of Rail and Road","Office of Rail and Road","5","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Office of the Public Guardian","Ministry of Justice","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Office of the Scottish Charity Regulator","Scottish Government","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Planning Inspectorate","Ministry of Housing, Communities and Local Government","15","[c]","36690","40720"
"New entrant CS","2021","40-49","Public Health England","Department of Health and Social Care","380","[c]","40150","36330"
"New entrant CS","2021","40-49","Registers of Scotland","Scottish Government","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Revenue Scotland","Scottish Government","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Rural Payments Agency","Department for Environment, Food and Rural Affairs","15","[c]","22990","21050"
"New entrant CS","2021","40-49","Scotland Office (incl. Office of the Advocate General for Scotland)","Scotland Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Scottish Courts and Tribunals Service","Scottish Government","20","[c]","26480","20850"
"New entrant CS","2021","40-49","Scottish Forestry","Scottish Government","5","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Scottish Government (excl. agencies)","Scottish Government","160","[c]","42740","42190"
"New entrant CS","2021","40-49","Scottish Prison Service","Scottish Government","30","[c]","22640","20810"
"New entrant CS","2021","40-49","Scottish Public Pensions Agency","Scottish Government","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Serious Fraud Office","Attorney General's Departments","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Social Security Scotland","Scottish Government","95","[c]","27520","20060"
"New entrant CS","2021","40-49","Standards and Testing Agency","Department for Education","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Student Awards Agency for Scotland","Scottish Government","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Submarine Delivery Agency","Ministry of Defence","40","[c]","47100","45000"
"New entrant CS","2021","40-49","Teaching Regulation Agency","Department for Education","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","The National Archives","The National Archives","15","[c]","40730","39000"
"New entrant CS","2021","40-49","Transport Scotland","Scottish Government","5","[c]","[c]","[c]"
"New entrant CS","2021","40-49","UK Export Finance","UK Export Finance","20","[c]","44910","43000"
"New entrant CS","2021","40-49","UK Hydrographic Office","Ministry of Defence","10","[c]","42560","35340"
"New entrant CS","2021","40-49","UK Intellectual Property Office","Department for Business, Energy and Industrial Strategy","30","[c]","32450","30170"
"New entrant CS","2021","40-49","UK Space Agency","Department for Business, Energy and Industrial Strategy","5","[c]","[c]","[c]"
"New entrant CS","2021","40-49","UK Supreme Court","UK Supreme Court","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","United Kingdom Statistics Authority","United Kingdom Statistics Authority","135","[c]","37600","36030"
"New entrant CS","2021","40-49","Valuation Office Agency","HM Revenue and Customs","25","[c]","25340","20880"
"New entrant CS","2021","40-49","Vehicle Certification Agency","Department for Transport","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Veterinary Medicines Directorate","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Water Services Regulation Authority","Water Services Regulation Authority","15","[c]","58350","59000"
"New entrant CS","2021","40-49","Welsh Government (excl. agencies)","Welsh Government","25","[c]","36320","37410"
"New entrant CS","2021","40-49","Welsh Revenue Authority","Welsh Government","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Wilton Park","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Advisory, Conciliation and Arbitration Service","Department for Business, Energy and Industrial Strategy","20","[c]","25990","24250"
"New entrant CS","2021","50-59","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","45","[c]","24680","21050"
"New entrant CS","2021","50-59","Cabinet Office (excl. agencies)","Cabinet Office","140","[c]","66030","66000"
"New entrant CS","2021","50-59","Centre for Environment, Fisheries and Aquaculture Science","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Charity Commission","Charity Commission","10","[c]","35770","26800"
"New entrant CS","2021","50-59","Companies House","Department for Business, Energy and Industrial Strategy","5","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Competition and Markets Authority","Competition and Markets Authority","5","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Criminal Injuries Compensation Authority","Ministry of Justice","5","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Crown Commercial Service","Other Cabinet Office Agencies","20","[c]","37880","35700"
"New entrant CS","2021","50-59","Crown Office and Procurator Fiscal Service","Scottish Government","15","[c]","23760","20760"
"New entrant CS","2021","50-59","Crown Prosecution Service","Attorney General's Departments","65","[c]","45570","48080"
"New entrant CS","2021","50-59","Debt Management Office","HM Treasury","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Defence Equipment and Support","Ministry of Defence","120","[c]","40420","40000"
"New entrant CS","2021","50-59","Defence Science and Technology Laboratory","Ministry of Defence","20","[c]","42040","46080"
"New entrant CS","2021","50-59","Department for Business, Energy and Industrial Strategy (excl. agencies)","Department for Business, Energy and Industrial Strategy","30","[c]","57700","43380"
"New entrant CS","2021","50-59","Department for Digital, Culture, Media and Sport","Department for Digital, Culture, Media and Sport","15","[c]","48660","51730"
"New entrant CS","2021","50-59","Department for Education (excl. agencies)","Department for Education","45","[c]","41300","36500"
"New entrant CS","2021","50-59","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","120","[c]","44400","38750"
"New entrant CS","2021","50-59","Department for International Trade","Department for International Trade","15","[c]","43810","38540"
"New entrant CS","2021","50-59","Department for Transport (excl. agencies)","Department for Transport","30","[c]","50230","43780"
"New entrant CS","2021","50-59","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","2835","[c]","26750","27570"
"New entrant CS","2021","50-59","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","130","[c]","48880","42480"
"New entrant CS","2021","50-59","Disclosure Scotland","Scottish Government","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Driver and Vehicle Licensing Agency","Department for Transport","35","[c]","26470","21590"
"New entrant CS","2021","50-59","Driver and Vehicle Standards Agency","Department for Transport","70","[c]","27430","26350"
"New entrant CS","2021","50-59","Education and Skills Funding Agency","Department for Education","5","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Education Scotland","Scottish Government","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","ESTYN","ESTYN","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Food Standards Agency","Food Standards Agency","20","[c]","34860","32350"
"New entrant CS","2021","50-59","Food Standards Scotland","Scottish Government","10","[c]","31870","30650"
"New entrant CS","2021","50-59","Forestry and Land Scotland","Scottish Government","15","[c]","30750","28120"
"New entrant CS","2021","50-59","Government Actuary's Department","Chancellor's other departments","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Government Internal Audit Agency","HM Treasury","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Government Legal Department","Attorney General's Departments","25","[c]","55400","53000"
"New entrant CS","2021","50-59","Government Property Agency","Other Cabinet Office Agencies","5","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Health and Safety Executive","Department for Work and Pensions","15","[c]","30530","26370"
"New entrant CS","2021","50-59","HM Courts and Tribunals Service","Ministry of Justice","325","[c]","21310","19450"
"New entrant CS","2021","50-59","HM Land Registry","HM Land Registry","80","[c]","25930","22350"
"New entrant CS","2021","50-59","HM Prison and Probation Service","Ministry of Justice","585","[c]","24090","21980"
"New entrant CS","2021","50-59","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","555","[c]","27150","20140"
"New entrant CS","2021","50-59","HM Treasury (excl. agencies)","HM Treasury","15","[c]","34630","29340"
"New entrant CS","2021","50-59","Home Office (incl. agencies)","Home Office","275","[c]","34760","27240"
"New entrant CS","2021","50-59","Insolvency Service","Department for Business, Energy and Industrial Strategy","20","[c]","25320","22220"
"New entrant CS","2021","50-59","Institute for Apprenticeships and Technical Education","Department for Education","10","[c]","41680","40430"
"New entrant CS","2021","50-59","Legal Aid Agency","Ministry of Justice","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Maritime and Coastguard Agency","Department for Transport","35","[c]","34560","30730"
"New entrant CS","2021","50-59","Medicines and Healthcare Products Regulatory Agency","Department of Health and Social Care","20","[c]","53790","51230"
"New entrant CS","2021","50-59","Met Office","Department for Business, Energy and Industrial Strategy","15","[c]","45790","47400"
"New entrant CS","2021","50-59","Ministry of Defence (excl. agencies)","Ministry of Defence","685","[c]","30190","26350"
"New entrant CS","2021","50-59","Ministry of Housing, Communities and Local Government (excl. agencies)","Ministry of Housing, Communities and Local Government","25","[c]","52910","48200"
"New entrant CS","2021","50-59","Ministry of Justice (excl. agencies)","Ministry of Justice","75","[c]","42680","36800"
"New entrant CS","2021","50-59","National Crime Agency","National Crime Agency","190","[c]","38400","36580"
"New entrant CS","2021","50-59","National Infrastructure Commission","HM Treasury","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","National Records of Scotland","Scottish Government","5","[c]","[c]","[c]"
"New entrant CS","2021","50-59","National Savings and Investments","Chancellor's other departments","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Northern Ireland Office","Northern Ireland Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education","25","[c]","61440","70500"
"New entrant CS","2021","50-59","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","25","[c]","45050","32320"
"New entrant CS","2021","50-59","Office of Qualifications and Examinations Regulation","Office of Qualifications and Examinations Regulation","5","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Office of Rail and Road","Office of Rail and Road","5","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Office of the Public Guardian","Ministry of Justice","10","[c]","25270","21170"
"New entrant CS","2021","50-59","Planning Inspectorate","Ministry of Housing, Communities and Local Government","15","[c]","39300","40720"
"New entrant CS","2021","50-59","Public Health England","Department of Health and Social Care","290","[c]","41660","36690"
"New entrant CS","2021","50-59","Registers of Scotland","Scottish Government","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Revenue Scotland","Scottish Government","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Rural Payments Agency","Department for Environment, Food and Rural Affairs","10","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Scotland Office (incl. Office of the Advocate General for Scotland)","Scotland Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Scottish Courts and Tribunals Service","Scottish Government","15","[c]","22790","20070"
"New entrant CS","2021","50-59","Scottish Forestry","Scottish Government","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Scottish Government (excl. agencies)","Scottish Government","100","[c]","46270","38540"
"New entrant CS","2021","50-59","Scottish Prison Service","Scottish Government","25","[c]","24100","20810"
"New entrant CS","2021","50-59","Scottish Public Pensions Agency","Scottish Government","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Serious Fraud Office","Attorney General's Departments","5","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Social Security Scotland","Scottish Government","75","[c]","27170","21150"
"New entrant CS","2021","50-59","Standards and Testing Agency","Department for Education","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Student Awards Agency for Scotland","Scottish Government","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Submarine Delivery Agency","Ministry of Defence","25","[c]","45150","41500"
"New entrant CS","2021","50-59","Teaching Regulation Agency","Department for Education","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","The National Archives","The National Archives","5","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Transport Scotland","Scottish Government","5","[c]","[c]","[c]"
"New entrant CS","2021","50-59","UK Export Finance","UK Export Finance","15","[c]","55240","50530"
"New entrant CS","2021","50-59","UK Hydrographic Office","Ministry of Defence","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","UK Intellectual Property Office","Department for Business, Energy and Industrial Strategy","15","[c]","37230","34640"
"New entrant CS","2021","50-59","UK Space Agency","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","UK Supreme Court","UK Supreme Court","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","United Kingdom Statistics Authority","United Kingdom Statistics Authority","100","[c]","34840","29540"
"New entrant CS","2021","50-59","Valuation Office Agency","HM Revenue and Customs","30","[c]","26570","20880"
"New entrant CS","2021","50-59","Vehicle Certification Agency","Department for Transport","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Veterinary Medicines Directorate","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Wales Office","Wales Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Water Services Regulation Authority","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Welsh Government (excl. agencies)","Welsh Government","15","[c]","35940","39310"
"New entrant CS","2021","50-59","Welsh Revenue Authority","Welsh Government","[c]","[c]","[c]","[c]"
"New entrant CS","2021","60-64","Advisory, Conciliation and Arbitration Service","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"New entrant CS","2021","60-64","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","15","[c]","24190","22430"
"New entrant CS","2021","60-64","Cabinet Office (excl. agencies)","Cabinet Office","15","[c]","55750","57980"
"New entrant CS","2021","60-64","Companies House","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"New entrant CS","2021","60-64","Criminal Injuries Compensation Authority","Ministry of Justice","[c]","[c]","[c]","[c]"
"New entrant CS","2021","60-64","Crown Commercial Service","Other Cabinet Office Agencies","[c]","[c]","[c]","[c]"
"New entrant CS","2021","60-64","Crown Prosecution Service","Attorney General's Departments","10","[c]","[c]","[c]"
"New entrant CS","2021","60-64","Debt Management Office","HM Treasury","[c]","[c]","[c]","[c]"
"New entrant CS","2021","60-64","Defence Equipment and Support","Ministry of Defence","15","[c]","34460","37400"
"New entrant CS","2021","60-64","Defence Science and Technology Laboratory","Ministry of Defence","5","[c]","[c]","[c]"
"New entrant CS","2021","60-64","Department for Business, Energy and Industrial Strategy (excl. agencies)","Department for Business, Energy and Industrial Strategy","5","[c]","[c]","[c]"
"New entrant CS","2021","60-64","Department for Digital, Culture, Media and Sport","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"New entrant CS","2021","60-64","Department for Education (excl. agencies)","Department for Education","10","[c]","[c]","[c]"
"New entrant CS","2021","60-64","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","20","[c]","37080","33390"
