"Status","Year","Function_of_post","Organisation","Sex","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Finance","HM Revenue and Customs (excl. agencies)","Male","LGBO","25","25","[c]","[c]"
"In post","2021","Finance","HM Revenue and Customs (excl. agencies)","Male","Undeclared","75","75","34000","31810"
"In post","2021","Finance","HM Revenue and Customs (excl. agencies)","Male","Unknown","325","305","30490","21680"
"In post","2021","Finance","HM Revenue and Customs (excl. agencies)","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Finance","HM Revenue and Customs (excl. agencies)","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Finance","HM Treasury (excl. agencies)","Female","Heterosexual / straight","35","35","50800","52520"
"In post","2021","Finance","HM Treasury (excl. agencies)","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Finance","HM Treasury (excl. agencies)","Female","Undeclared","10","10","[c]","[c]"
"In post","2021","Finance","HM Treasury (excl. agencies)","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Finance","HM Treasury (excl. agencies)","Male","Heterosexual / straight","40","40","50000","53340"
"In post","2021","Finance","HM Treasury (excl. agencies)","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Finance","HM Treasury (excl. agencies)","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Finance","HM Treasury (excl. agencies)","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Finance","HM Treasury (excl. agencies)","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Finance","HM Treasury (excl. agencies)","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Insolvency Service","Female","Heterosexual / straight","15","15","[c]","[c]"
"In post","2021","Finance","Insolvency Service","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Insolvency Service","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Insolvency Service","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Insolvency Service","Male","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","Finance","Insolvency Service","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Insolvency Service","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Insolvency Service","Male","Unknown","10","10","[c]","[c]"
"In post","2021","Finance","Insolvency Service","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Insolvency Service","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Institute for Apprenticeships and Technical Education","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Institute for Apprenticeships and Technical Education","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Institute for Apprenticeships and Technical Education","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Institute for Apprenticeships and Technical Education","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Institute for Apprenticeships and Technical Education","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Institute for Apprenticeships and Technical Education","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Institute for Apprenticeships and Technical Education","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Institute for Apprenticeships and Technical Education","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Institute for Apprenticeships and Technical Education","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Institute for Apprenticeships and Technical Education","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Legal Aid Agency","Female","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","Finance","Legal Aid Agency","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Legal Aid Agency","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Legal Aid Agency","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Legal Aid Agency","Male","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","Finance","Legal Aid Agency","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Legal Aid Agency","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Legal Aid Agency","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Legal Aid Agency","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Legal Aid Agency","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Maritime and Coastguard Agency","Female","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","Finance","Maritime and Coastguard Agency","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Maritime and Coastguard Agency","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Maritime and Coastguard Agency","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Maritime and Coastguard Agency","Male","Heterosexual / straight","15","15","[c]","[c]"
"In post","2021","Finance","Maritime and Coastguard Agency","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Maritime and Coastguard Agency","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Maritime and Coastguard Agency","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Maritime and Coastguard Agency","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Maritime and Coastguard Agency","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Medicines and Healthcare Products Regulatory Agency","Female","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","Finance","Medicines and Healthcare Products Regulatory Agency","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Medicines and Healthcare Products Regulatory Agency","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Medicines and Healthcare Products Regulatory Agency","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Medicines and Healthcare Products Regulatory Agency","Male","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","Finance","Medicines and Healthcare Products Regulatory Agency","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Medicines and Healthcare Products Regulatory Agency","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Medicines and Healthcare Products Regulatory Agency","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Medicines and Healthcare Products Regulatory Agency","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Medicines and Healthcare Products Regulatory Agency","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Met Office","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Met Office","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Met Office","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Met Office","Female","Unknown","15","10","[c]","[c]"
"In post","2021","Finance","Met Office","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Met Office","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Met Office","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Met Office","Male","Unknown","15","15","[c]","[c]"
"In post","2021","Finance","Met Office","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Met Office","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Ministry of Defence (excl. agencies)","Female","Heterosexual / straight","770","730","35430","33000"
"In post","2021","Finance","Ministry of Defence (excl. agencies)","Female","LGBO","15","15","[c]","[c]"
"In post","2021","Finance","Ministry of Defence (excl. agencies)","Female","Undeclared","120","110","37540","33300"
"In post","2021","Finance","Ministry of Defence (excl. agencies)","Female","Unknown","55","55","36030","27800"
"In post","2021","Finance","Ministry of Defence (excl. agencies)","Male","Heterosexual / straight","490","485","41880","37640"
"In post","2021","Finance","Ministry of Defence (excl. agencies)","Male","LGBO","10","10","[c]","[c]"
"In post","2021","Finance","Ministry of Defence (excl. agencies)","Male","Undeclared","90","90","40430","37050"
"In post","2021","Finance","Ministry of Defence (excl. agencies)","Male","Unknown","45","45","37460","33300"
"In post","2021","Finance","Ministry of Defence (excl. agencies)","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Ministry of Defence (excl. agencies)","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Ministry of Housing, Communities and Local Government (excl. agencies)","Female","Heterosexual / straight","55","50","51850","53130"
"In post","2021","Finance","Ministry of Housing, Communities and Local Government (excl. agencies)","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Ministry of Housing, Communities and Local Government (excl. agencies)","Female","Undeclared","5","5","[c]","[c]"
"In post","2021","Finance","Ministry of Housing, Communities and Local Government (excl. agencies)","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Ministry of Housing, Communities and Local Government (excl. agencies)","Male","Heterosexual / straight","40","35","55490","53130"
"In post","2021","Finance","Ministry of Housing, Communities and Local Government (excl. agencies)","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Ministry of Housing, Communities and Local Government (excl. agencies)","Male","Undeclared","5","5","[c]","[c]"
"In post","2021","Finance","Ministry of Housing, Communities and Local Government (excl. agencies)","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Ministry of Housing, Communities and Local Government (excl. agencies)","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Ministry of Housing, Communities and Local Government (excl. agencies)","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Ministry of Justice (excl. agencies)","Female","Heterosexual / straight","225","215","41530","37910"
"In post","2021","Finance","Ministry of Justice (excl. agencies)","Female","LGBO","5","5","[c]","[c]"
"In post","2021","Finance","Ministry of Justice (excl. agencies)","Female","Undeclared","20","20","[c]","[c]"
"In post","2021","Finance","Ministry of Justice (excl. agencies)","Female","Unknown","25","25","[c]","[c]"
"In post","2021","Finance","Ministry of Justice (excl. agencies)","Male","Heterosexual / straight","175","170","47560","45910"
"In post","2021","Finance","Ministry of Justice (excl. agencies)","Male","LGBO","10","10","[c]","[c]"
"In post","2021","Finance","Ministry of Justice (excl. agencies)","Male","Undeclared","20","20","[c]","[c]"
"In post","2021","Finance","Ministry of Justice (excl. agencies)","Male","Unknown","20","20","[c]","[c]"
"In post","2021","Finance","Ministry of Justice (excl. agencies)","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Ministry of Justice (excl. agencies)","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Finance","National Crime Agency","Female","Heterosexual / straight","20","20","[c]","[c]"
"In post","2021","Finance","National Crime Agency","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Finance","National Crime Agency","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Finance","National Crime Agency","Female","Unknown","10","5","[c]","[c]"
"In post","2021","Finance","National Crime Agency","Male","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","Finance","National Crime Agency","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Finance","National Crime Agency","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Finance","National Crime Agency","Male","Unknown","5","5","[c]","[c]"
"In post","2021","Finance","National Crime Agency","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Finance","National Crime Agency","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Finance","National Savings and Investments","Female","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","Finance","National Savings and Investments","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Finance","National Savings and Investments","Female","Undeclared","5","5","[c]","[c]"
"In post","2021","Finance","National Savings and Investments","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Finance","National Savings and Investments","Male","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","Finance","National Savings and Investments","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Finance","National Savings and Investments","Male","Undeclared","5","5","[c]","[c]"
"In post","2021","Finance","National Savings and Investments","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Finance","National Savings and Investments","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Finance","National Savings and Investments","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Northern Ireland Office","Female","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","Finance","Northern Ireland Office","Female","LGBO","[c]","[c]","[c]","[c]"
