"Status","Year","Age","Profession_of_post","Region_london","Responsibility_level_grouped","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2021","30-39","Legal","London","SEO/HEO","35","[c]","37360","36800"
"New entrant CS","2021","30-39","Legal","Outside London","EO","20","[c]","26120","25560"
"New entrant CS","2021","30-39","Legal","Outside London","G6/G7","75","[c]","52180","50870"
"New entrant CS","2021","30-39","Legal","Outside London","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Legal","Outside London","SEO/HEO","80","[c]","34220","38000"
"New entrant CS","2021","30-39","Legal","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Medicine","London","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Medicine","London","G6/G7","5","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Medicine","London","SCS level","5","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Medicine","London","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Medicine","Outside London","AA/AO","15","[c]","21290","21240"
"New entrant CS","2021","30-39","Medicine","Outside London","EO","20","[c]","29170","30620"
"New entrant CS","2021","30-39","Medicine","Outside London","G6/G7","30","[c]","71890","74110"
"New entrant CS","2021","30-39","Medicine","Outside London","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Medicine","Outside London","SEO/HEO","35","[c]","35190","33780"
"New entrant CS","2021","30-39","Medicine","Overseas","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Operational Delivery","London","AA/AO","265","[c]","25420","25450"
"New entrant CS","2021","30-39","Operational Delivery","London","EO","145","[c]","29010","28200"
"New entrant CS","2021","30-39","Operational Delivery","London","G6/G7","65","[c]","57200","54260"
"New entrant CS","2021","30-39","Operational Delivery","London","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Operational Delivery","London","SEO/HEO","245","[c]","37450","36800"
"New entrant CS","2021","30-39","Operational Delivery","London","Unknown","50","[c]","26930","26810"
"New entrant CS","2021","30-39","Operational Delivery","Outside London","AA/AO","1755","[c]","21850","21300"
"New entrant CS","2021","30-39","Operational Delivery","Outside London","EO","550","[c]","26050","24880"
"New entrant CS","2021","30-39","Operational Delivery","Outside London","G6/G7","50","[c]","52490","50790"
"New entrant CS","2021","30-39","Operational Delivery","Outside London","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Operational Delivery","Outside London","SEO/HEO","340","[c]","34160","32420"
"New entrant CS","2021","30-39","Operational Delivery","Outside London","Unknown","285","[c]","22640","22920"
"New entrant CS","2021","30-39","Operational Delivery","Overseas","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Operational Delivery","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Operational Delivery","Unknown","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Operational Delivery","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Operational Delivery","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Operational Delivery","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Operational Research","London","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Operational Research","London","SEO/HEO","10","[c]","37890","37040"
"New entrant CS","2021","30-39","Operational Research","Outside London","SEO/HEO","5","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Other","London","AA/AO","10","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Other","London","EO","25","[c]","28250","28650"
"New entrant CS","2021","30-39","Other","London","G6/G7","30","[c]","59400","57430"
"New entrant CS","2021","30-39","Other","London","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Other","London","SEO/HEO","50","[c]","36930","35180"
"New entrant CS","2021","30-39","Other","Outside London","AA/AO","115","[c]","20560","20920"
"New entrant CS","2021","30-39","Other","Outside London","EO","65","[c]","24400","24880"
"New entrant CS","2021","30-39","Other","Outside London","G6/G7","10","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Other","Outside London","SEO/HEO","50","[c]","32680","33000"
"New entrant CS","2021","30-39","Other","Outside London","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Other","Overseas","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Other","Overseas","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Planning","London","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Planning","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Planning Inspectors","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Policy","London","AA/AO","5","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Policy","London","EO","30","[c]","26990","27680"
"New entrant CS","2021","30-39","Policy","London","G6/G7","180","[c]","56980","54050"
"New entrant CS","2021","30-39","Policy","London","SCS level","10","[c]","80560","78970"
"New entrant CS","2021","30-39","Policy","London","SEO/HEO","275","[c]","36150","34710"
"New entrant CS","2021","30-39","Policy","Outside London","AA/AO","5","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Policy","Outside London","EO","25","[c]","24810","24920"
"New entrant CS","2021","30-39","Policy","Outside London","G6/G7","45","[c]","53470","49530"
"New entrant CS","2021","30-39","Policy","Outside London","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Policy","Outside London","SEO/HEO","150","[c]","33680","34500"
"New entrant CS","2021","30-39","Policy","Unknown","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Project Delivery","London","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Project Delivery","London","EO","5","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Project Delivery","London","G6/G7","35","[c]","60140","57430"
"New entrant CS","2021","30-39","Project Delivery","London","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Project Delivery","London","SEO/HEO","55","[c]","38740","39280"
"New entrant CS","2021","30-39","Project Delivery","Outside London","AA/AO","10","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Project Delivery","Outside London","EO","50","[c]","25310","26350"
"New entrant CS","2021","30-39","Project Delivery","Outside London","G6/G7","35","[c]","54420","52830"
"New entrant CS","2021","30-39","Project Delivery","Outside London","SEO/HEO","150","[c]","35590","36030"
"New entrant CS","2021","30-39","Project Delivery","Outside London","Unknown","15","[c]","36600","39350"
"New entrant CS","2021","30-39","Property","London","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Property","London","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Property","London","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Property","Outside London","AA/AO","10","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Property","Outside London","EO","20","[c]","25560","25560"
"New entrant CS","2021","30-39","Property","Outside London","G6/G7","15","[c]","53180","52290"
"New entrant CS","2021","30-39","Property","Outside London","SEO/HEO","45","[c]","33940","32280"
"New entrant CS","2021","30-39","Psychology","London","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Psychology","London","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Psychology","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Psychology","Outside London","EO","10","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Psychology","Outside London","SEO/HEO","10","[c]","29260","27700"
"New entrant CS","2021","30-39","Science and Engineering","London","AA/AO","5","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Science and Engineering","London","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Science and Engineering","London","G6/G7","15","[c]","57550","54040"
"New entrant CS","2021","30-39","Science and Engineering","London","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Science and Engineering","London","SEO/HEO","35","[c]","38090","38890"
"New entrant CS","2021","30-39","Science and Engineering","Outside London","AA/AO","20","[c]","21190","21050"
"New entrant CS","2021","30-39","Science and Engineering","Outside London","EO","35","[c]","26570","26740"
"New entrant CS","2021","30-39","Science and Engineering","Outside London","G6/G7","5","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Science and Engineering","Outside London","SEO/HEO","130","[c]","35140","33780"
"New entrant CS","2021","30-39","Science and Engineering","Outside London","Unknown","10","[c]","39200","40000"
"New entrant CS","2021","30-39","Science and Engineering","Overseas","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Science and Engineering","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Security","London","AA/AO","15","[c]","28470","26100"
"New entrant CS","2021","30-39","Security","London","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Security","London","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Security","London","SEO/HEO","10","[c]","36810","34710"
"New entrant CS","2021","30-39","Security","Outside London","AA/AO","120","[c]","25300","23540"
"New entrant CS","2021","30-39","Security","Outside London","EO","10","[c]","30720","24620"
"New entrant CS","2021","30-39","Security","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Security","Outside London","SEO/HEO","20","[c]","31210","28650"
"New entrant CS","2021","30-39","Social Research","London","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Social Research","London","SEO/HEO","15","[c]","38330","38920"
"New entrant CS","2021","30-39","Social Research","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Social Research","Outside London","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Social Research","Outside London","SEO/HEO","30","[c]","34000","36030"
"New entrant CS","2021","30-39","Statistics","London","EO","10","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Statistics","London","G6/G7","5","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Statistics","London","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Statistics","London","SEO/HEO","25","[c]","35990","35050"
"New entrant CS","2021","30-39","Statistics","Outside London","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Statistics","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Statistics","Outside London","SEO/HEO","35","[c]","34390","33980"
"New entrant CS","2021","30-39","Tax","London","AA/AO","5","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Tax","London","EO","5","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Tax","London","SEO/HEO","10","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Tax","Outside London","AA/AO","485","[c]","20140","20140"
"New entrant CS","2021","30-39","Tax","Outside London","EO","205","[c]","25480","25560"
"New entrant CS","2021","30-39","Tax","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Tax","Outside London","SEO/HEO","75","[c]","31900","31810"
"New entrant CS","2021","30-39","Unknown","London","AA/AO","110","[c]","25010","25110"
"New entrant CS","2021","30-39","Unknown","London","EO","745","[c]","30890","31060"
"New entrant CS","2021","30-39","Unknown","London","G6/G7","115","[c]","58870","54700"
"New entrant CS","2021","30-39","Unknown","London","SCS level","45","[c]","73760","70000"
"New entrant CS","2021","30-39","Unknown","London","SEO/HEO","110","[c]","36890","36650"
"New entrant CS","2021","30-39","Unknown","London","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Unknown","Outside London","AA/AO","1140","[c]","21210","21010"
"New entrant CS","2021","30-39","Unknown","Outside London","EO","2150","[c]","27740","27570"
"New entrant CS","2021","30-39","Unknown","Outside London","G6/G7","140","[c]","55090","52480"
"New entrant CS","2021","30-39","Unknown","Outside London","SCS level","15","[c]","75790","68130"
"New entrant CS","2021","30-39","Unknown","Outside London","SEO/HEO","325","[c]","35190","34090"
"New entrant CS","2021","30-39","Unknown","Outside London","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Unknown","Unknown","AA/AO","20","[c]","21010","21010"
"New entrant CS","2021","30-39","Unknown","Unknown","EO","50","[c]","27660","27570"
"New entrant CS","2021","30-39","Unknown","Unknown","G6/G7","15","[c]","55860","55000"
"New entrant CS","2021","30-39","Unknown","Unknown","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Unknown","Unknown","SEO/HEO","30","[c]","33600","33000"
"New entrant CS","2021","30-39","Unknown","Unknown","Unknown","60","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Veterinarian","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Veterinarian","Outside London","SEO/HEO","10","[c]","35860","35900"
"New entrant CS","2021","40-49","Commercial","London","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Commercial","London","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Commercial","London","G6/G7","10","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Commercial","London","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Commercial","London","SEO/HEO","10","[c]","41230","40650"
"New entrant CS","2021","40-49","Commercial","London","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Commercial","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Commercial","Outside London","EO","10","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Commercial","Outside London","G6/G7","15","[c]","53570","52500"
"New entrant CS","2021","40-49","Commercial","Outside London","SEO/HEO","40","[c]","37630","37710"
"New entrant CS","2021","40-49","Commercial","Outside London","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Commercial","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Communications","London","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Communications","London","EO","5","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Communications","London","G6/G7","20","[c]","62100","61310"
"New entrant CS","2021","40-49","Communications","London","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Communications","London","SEO/HEO","15","[c]","38980","39110"
"New entrant CS","2021","40-49","Communications","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Communications","Outside London","EO","5","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Communications","Outside London","G6/G7","5","[c]","[c]","[c]"
