"Status","Year","Organisation","Parent_department","Region_london","Responsibility_level_grouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Driver and Vehicle Standards Agency","Department for Transport","Outside London","AA/AO","1090","1020","24370","22540"
"In post","2021","Driver and Vehicle Standards Agency","Department for Transport","Outside London","EO","2315","2155","27930","26780"
"In post","2021","Driver and Vehicle Standards Agency","Department for Transport","Outside London","G6/G7","115","115","54900","52300"
"In post","2021","Driver and Vehicle Standards Agency","Department for Transport","Outside London","SCS level","10","10","[c]","[c]"
"In post","2021","Driver and Vehicle Standards Agency","Department for Transport","Outside London","SEO/HEO","895","870","35640","33350"
"In post","2021","Education and Skills Funding Agency","Department for Education","London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Education and Skills Funding Agency","Department for Education","London","EO","20","20","29310","29500"
"In post","2021","Education and Skills Funding Agency","Department for Education","London","G6/G7","140","135","59320","55240"
"In post","2021","Education and Skills Funding Agency","Department for Education","London","SCS level","20","20","83500","74100"
"In post","2021","Education and Skills Funding Agency","Department for Education","London","SEO/HEO","130","125","38890","40230"
"In post","2021","Education and Skills Funding Agency","Department for Education","Outside London","AA/AO","25","20","20950","21000"
"In post","2021","Education and Skills Funding Agency","Department for Education","Outside London","EO","155","150","25580","26000"
"In post","2021","Education and Skills Funding Agency","Department for Education","Outside London","G6/G7","450","440","54150","50630"
"In post","2021","Education and Skills Funding Agency","Department for Education","Outside London","SCS level","30","30","88070","79170"
"In post","2021","Education and Skills Funding Agency","Department for Education","Outside London","SEO/HEO","845","820","34210","36500"
"In post","2021","Education and Skills Funding Agency","Department for Education","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Education Scotland","Scottish Government","Outside London","AA/AO","40","40","22070","22230"
"In post","2021","Education Scotland","Scottish Government","Outside London","EO","10","10","28480","29190"
"In post","2021","Education Scotland","Scottish Government","Outside London","G6/G7","195","185","68400","71160"
"In post","2021","Education Scotland","Scottish Government","Outside London","SCS level","5","5","[c]","[c]"
"In post","2021","Education Scotland","Scottish Government","Outside London","SEO/HEO","65","60","41670","42190"
"In post","2021","ESTYN","ESTYN","Outside London","AA/AO","10","10","23500","23830"
"In post","2021","ESTYN","ESTYN","Outside London","EO","25","20","28240","28850"
"In post","2021","ESTYN","ESTYN","Outside London","G6/G7","70","60","73880","74730"
"In post","2021","ESTYN","ESTYN","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","ESTYN","ESTYN","Outside London","SEO/HEO","10","10","[c]","[c]"
"In post","2021","FCDO Services","Foreign, Commonwealth and Development Office","London","AA/AO","30","30","30380","29170"
"In post","2021","FCDO Services","Foreign, Commonwealth and Development Office","London","EO","20","20","32800","32560"
"In post","2021","FCDO Services","Foreign, Commonwealth and Development Office","London","G6/G7","55","50","65570","62360"
"In post","2021","FCDO Services","Foreign, Commonwealth and Development Office","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","FCDO Services","Foreign, Commonwealth and Development Office","London","SEO/HEO","55","55","42820","44260"
"In post","2021","FCDO Services","Foreign, Commonwealth and Development Office","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","FCDO Services","Foreign, Commonwealth and Development Office","Outside London","AA/AO","100","100","23180","22850"
"In post","2021","FCDO Services","Foreign, Commonwealth and Development Office","Outside London","EO","165","165","27970","26920"
"In post","2021","FCDO Services","Foreign, Commonwealth and Development Office","Outside London","G6/G7","145","130","61500","57760"
"In post","2021","FCDO Services","Foreign, Commonwealth and Development Office","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","FCDO Services","Foreign, Commonwealth and Development Office","Outside London","SEO/HEO","310","300","40300","40810"
"In post","2021","FCDO Services","Foreign, Commonwealth and Development Office","Outside London","Unknown","45","45","21930","21600"
"In post","2021","FCDO Services","Foreign, Commonwealth and Development Office","Overseas","EO","25","25","27130","26950"
"In post","2021","FCDO Services","Foreign, Commonwealth and Development Office","Overseas","G6/G7","20","20","59550","56350"
"In post","2021","FCDO Services","Foreign, Commonwealth and Development Office","Overseas","SEO/HEO","85","85","39310","40330"
"In post","2021","Food Standards Agency","Food Standards Agency","London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Food Standards Agency","Food Standards Agency","London","EO","45","45","28780","29090"
"In post","2021","Food Standards Agency","Food Standards Agency","London","G6/G7","120","120","57820","56130"
"In post","2021","Food Standards Agency","Food Standards Agency","London","SCS level","10","10","86000","77650"
"In post","2021","Food Standards Agency","Food Standards Agency","London","SEO/HEO","285","280","36990","37350"
"In post","2021","Food Standards Agency","Food Standards Agency","Outside London","AA/AO","5","5","[c]","[c]"
"In post","2021","Food Standards Agency","Food Standards Agency","Outside London","EO","390","370","27100","26750"
"In post","2021","Food Standards Agency","Food Standards Agency","Outside London","G6/G7","100","95","54600","52070"
"In post","2021","Food Standards Agency","Food Standards Agency","Outside London","SCS level","10","10","88080","84480"
"In post","2021","Food Standards Agency","Food Standards Agency","Outside London","SEO/HEO","335","330","35170","37350"
"In post","2021","Food Standards Scotland","Scottish Government","Outside London","AA/AO","15","15","23380","24130"
"In post","2021","Food Standards Scotland","Scottish Government","Outside London","EO","80","80","28600","29190"
"In post","2021","Food Standards Scotland","Scottish Government","Outside London","G6/G7","20","20","55560","48930"
"In post","2021","Food Standards Scotland","Scottish Government","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Food Standards Scotland","Scottish Government","Outside London","SEO/HEO","130","125","36470","34640"
"In post","2021","Foreign, Commonwealth and Development Office (excl. agencies)","Foreign, Commonwealth and Development Office","London","AA/AO","240","230","27590","28000"
"In post","2021","Foreign, Commonwealth and Development Office (excl. agencies)","Foreign, Commonwealth and Development Office","London","EO","480","470","31550","30630"
"In post","2021","Foreign, Commonwealth and Development Office (excl. agencies)","Foreign, Commonwealth and Development Office","London","G6/G7","1625","1575","60570","59430"
"In post","2021","Foreign, Commonwealth and Development Office (excl. agencies)","Foreign, Commonwealth and Development Office","London","SCS level","290","280","87240","78200"
"In post","2021","Foreign, Commonwealth and Development Office (excl. agencies)","Foreign, Commonwealth and Development Office","London","SEO/HEO","1455","1430","38980","38600"
"In post","2021","Foreign, Commonwealth and Development Office (excl. agencies)","Foreign, Commonwealth and Development Office","Outside London","AA/AO","180","175","23790","24750"
"In post","2021","Foreign, Commonwealth and Development Office (excl. agencies)","Foreign, Commonwealth and Development Office","Outside London","EO","205","195","26530","26120"
"In post","2021","Foreign, Commonwealth and Development Office (excl. agencies)","Foreign, Commonwealth and Development Office","Outside London","G6/G7","335","325","54770","53800"
"In post","2021","Foreign, Commonwealth and Development Office (excl. agencies)","Foreign, Commonwealth and Development Office","Outside London","SCS level","15","15","79720","77650"
"In post","2021","Foreign, Commonwealth and Development Office (excl. agencies)","Foreign, Commonwealth and Development Office","Outside London","SEO/HEO","505","490","36520","33930"
"In post","2021","Foreign, Commonwealth and Development Office (excl. agencies)","Foreign, Commonwealth and Development Office","Overseas","AA/AO","20","20","23040","23000"
"In post","2021","Foreign, Commonwealth and Development Office (excl. agencies)","Foreign, Commonwealth and Development Office","Overseas","EO","45","45","27790","28150"
"In post","2021","Foreign, Commonwealth and Development Office (excl. agencies)","Foreign, Commonwealth and Development Office","Overseas","G6/G7","1075","1075","59030","57010"
"In post","2021","Foreign, Commonwealth and Development Office (excl. agencies)","Foreign, Commonwealth and Development Office","Overseas","SCS level","245","245","85230","76510"
"In post","2021","Foreign, Commonwealth and Development Office (excl. agencies)","Foreign, Commonwealth and Development Office","Overseas","SEO/HEO","755","755","35520","34350"
