"Status","Year","Age","Organisation","Parent_department","Sex","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2021","50-59","UK Hydrographic Office","Ministry of Defence","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","UK Hydrographic Office","Ministry of Defence","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","UK Intellectual Property Office","Department for Business, Energy and Industrial Strategy","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","UK Intellectual Property Office","Department for Business, Energy and Industrial Strategy","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","UK Supreme Court","UK Supreme Court","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","UK Supreme Court","UK Supreme Court","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","United Kingdom Statistics Authority","United Kingdom Statistics Authority","Female","25","[c]","[c]","[c]"
"Leaver CS","2021","50-59","United Kingdom Statistics Authority","United Kingdom Statistics Authority","Male","20","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Valuation Office Agency","HM Revenue and Customs","Female","35","[c]","29820","26500"
"Leaver CS","2021","50-59","Valuation Office Agency","HM Revenue and Customs","Male","30","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Vehicle Certification Agency","Department for Transport","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Vehicle Certification Agency","Department for Transport","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Veterinary Medicines Directorate","Department for Environment, Food and Rural Affairs","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Veterinary Medicines Directorate","Department for Environment, Food and Rural Affairs","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Water Services Regulation Authority","Water Services Regulation Authority","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Water Services Regulation Authority","Water Services Regulation Authority","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Welsh Government (excl. agencies)","Welsh Government","Female","15","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Welsh Government (excl. agencies)","Welsh Government","Male","10","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Wilton Park","Foreign, Commonwealth and Development Office","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Wilton Park","Foreign, Commonwealth and Development Office","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Accountant in Bankruptcy","Scottish Government","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Accountant in Bankruptcy","Scottish Government","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Advisory, Conciliation and Arbitration Service","Department for Business, Energy and Industrial Strategy","Female","5","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Advisory, Conciliation and Arbitration Service","Department for Business, Energy and Industrial Strategy","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","Female","10","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","Male","10","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Attorney General's Office","Attorney General's Departments","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Attorney General's Office","Attorney General's Departments","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Cabinet Office (excl. agencies)","Cabinet Office","Female","5","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Cabinet Office (excl. agencies)","Cabinet Office","Male","20","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Centre for Environment, Fisheries and Aquaculture Science","Department for Environment, Food and Rural Affairs","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Centre for Environment, Fisheries and Aquaculture Science","Department for Environment, Food and Rural Affairs","Male","5","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Charity Commission","Charity Commission","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Charity Commission","Charity Commission","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Companies House","Department for Business, Energy and Industrial Strategy","Female","5","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Companies House","Department for Business, Energy and Industrial Strategy","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Competition and Markets Authority","Competition and Markets Authority","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Competition and Markets Authority","Competition and Markets Authority","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Criminal Injuries Compensation Authority","Ministry of Justice","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Criminal Injuries Compensation Authority","Ministry of Justice","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Crown Commercial Service","Other Cabinet Office Agencies","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Crown Commercial Service","Other Cabinet Office Agencies","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Crown Office and Procurator Fiscal Service","Scottish Government","Female","10","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Crown Office and Procurator Fiscal Service","Scottish Government","Male","5","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Crown Prosecution Service","Attorney General's Departments","Female","30","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Crown Prosecution Service","Attorney General's Departments","Male","25","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Crown Prosecution Service Inspectorate","Attorney General's Departments","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Crown Prosecution Service Inspectorate","Attorney General's Departments","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Defence Electronics and Components Agency","Ministry of Defence","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Defence Electronics and Components Agency","Ministry of Defence","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Defence Equipment and Support","Ministry of Defence","Female","25","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Defence Equipment and Support","Ministry of Defence","Male","65","[c]","43780","38650"
"Leaver CS","2021","60-64","Defence Science and Technology Laboratory","Ministry of Defence","Female","10","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Defence Science and Technology Laboratory","Ministry of Defence","Male","10","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Department for Business, Energy and Industrial Strategy (excl. agencies)","Department for Business, Energy and Industrial Strategy","Female","10","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Department for Business, Energy and Industrial Strategy (excl. agencies)","Department for Business, Energy and Industrial Strategy","Male","10","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Department for Digital, Culture, Media and Sport","Department for Digital, Culture, Media and Sport","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Department for Digital, Culture, Media and Sport","Department for Digital, Culture, Media and Sport","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Department for Education (excl. agencies)","Department for Education","Female","15","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Department for Education (excl. agencies)","Department for Education","Male","10","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Department for Education (excl. agencies)","Department for Education","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","Female","15","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","Male","20","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Department for International Development","Foreign, Commonwealth and Development Office","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Department for International Development","Foreign, Commonwealth and Development Office","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Department for International Trade","Department for International Trade","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Department for International Trade","Department for International Trade","Male","10","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Department for Transport (excl. agencies)","Department for Transport","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Department for Transport (excl. agencies)","Department for Transport","Male","10","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Female","595","[c]","26900","26890"
"Leaver CS","2021","60-64","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Male","265","[c]","29230","27570"
"Leaver CS","2021","60-64","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","Female","5","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Disclosure Scotland","Scottish Government","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Disclosure Scotland","Scottish Government","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Driver and Vehicle Licensing Agency","Department for Transport","Female","30","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Driver and Vehicle Licensing Agency","Department for Transport","Male","15","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Driver and Vehicle Standards Agency","Department for Transport","Female","10","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Driver and Vehicle Standards Agency","Department for Transport","Male","35","[c]","32700","29330"
"Leaver CS","2021","60-64","Education and Skills Funding Agency","Department for Education","Female","5","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Education and Skills Funding Agency","Department for Education","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Education Scotland","Scottish Government","Female","10","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Education Scotland","Scottish Government","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","ESTYN","ESTYN","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","ESTYN","ESTYN","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","FCDO Services","Foreign, Commonwealth and Development Office","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","FCDO Services","Foreign, Commonwealth and Development Office","Male","10","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Food Standards Agency","Food Standards Agency","Female","5","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Food Standards Agency","Food Standards Agency","Male","5","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Food Standards Scotland","Scottish Government","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Food Standards Scotland","Scottish Government","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Foreign and Commonwealth Office (excl. agencies)","Foreign, Commonwealth and Development Office","Female","5","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Foreign and Commonwealth Office (excl. agencies)","Foreign, Commonwealth and Development Office","Male","5","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Foreign, Commonwealth and Development Office (excl. agencies)","Foreign, Commonwealth and Development Office","Female","5","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Foreign, Commonwealth and Development Office (excl. agencies)","Foreign, Commonwealth and Development Office","Male","15","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Forestry and Land Scotland","Scottish Government","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Forestry and Land Scotland","Scottish Government","Male","10","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Government Internal Audit Agency","HM Treasury","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Government Internal Audit Agency","HM Treasury","Male","5","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Government Legal Department","Attorney General's Departments","Female","10","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Government Legal Department","Attorney General's Departments","Male","5","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Health and Safety Executive","Department for Work and Pensions","Female","20","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Health and Safety Executive","Department for Work and Pensions","Male","20","[c]","[c]","[c]"
"Leaver CS","2021","60-64","HM Courts and Tribunals Service","Ministry of Justice","Female","145","[c]","24400","20100"
"Leaver CS","2021","60-64","HM Courts and Tribunals Service","Ministry of Justice","Male","80","[c]","25280","20100"
"Leaver CS","2021","60-64","HM Land Registry","HM Land Registry","Female","35","[c]","32650","27130"
"Leaver CS","2021","60-64","HM Land Registry","HM Land Registry","Male","25","[c]","[c]","[c]"
"Leaver CS","2021","60-64","HM Prison and Probation Service","Ministry of Justice","Female","165","[c]","[c]","[c]"
"Leaver CS","2021","60-64","HM Prison and Probation Service","Ministry of Justice","Male","250","[c]","[c]","[c]"
"Leaver CS","2021","60-64","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","Female","675","[c]","[c]","[c]"
"Leaver CS","2021","60-64","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","Male","485","[c]","[c]","[c]"
"Leaver CS","2021","60-64","HM Treasury (excl. agencies)","HM Treasury","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","HM Treasury (excl. agencies)","HM Treasury","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Home Office (incl. agencies)","Home Office","Female","75","[c]","28930","27240"
"Leaver CS","2021","60-64","Home Office (incl. agencies)","Home Office","Male","90","[c]","33490","30310"
"Leaver CS","2021","60-64","Insolvency Service","Department for Business, Energy and Industrial Strategy","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Insolvency Service","Department for Business, Energy and Industrial Strategy","Male","5","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Legal Aid Agency","Ministry of Justice","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Legal Aid Agency","Ministry of Justice","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Maritime and Coastguard Agency","Department for Transport","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Maritime and Coastguard Agency","Department for Transport","Male","15","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Medicines and Healthcare Products Regulatory Agency","Department of Health and Social Care","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Medicines and Healthcare Products Regulatory Agency","Department of Health and Social Care","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Medicines and Healthcare Products Regulatory Agency","Department of Health and Social Care","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Met Office","Department for Business, Energy and Industrial Strategy","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Met Office","Department for Business, Energy and Industrial Strategy","Male","15","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Ministry of Defence (excl. agencies)","Ministry of Defence","Female","180","[c]","29230","25970"
"Leaver CS","2021","60-64","Ministry of Defence (excl. agencies)","Ministry of Defence","Male","365","[c]","34160","32740"
"Leaver CS","2021","60-64","Ministry of Housing, Communities and Local Government (excl. agencies)","Ministry of Housing, Communities and Local Government","Female","5","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Ministry of Housing, Communities and Local Government (excl. agencies)","Ministry of Housing, Communities and Local Government","Male","10","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Ministry of Justice (excl. agencies)","Ministry of Justice","Female","10","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Ministry of Justice (excl. agencies)","Ministry of Justice","Male","20","[c]","[c]","[c]"
"Leaver CS","2021","60-64","National Crime Agency","National Crime Agency","Female","5","[c]","[c]","[c]"
"Leaver CS","2021","60-64","National Crime Agency","National Crime Agency","Male","25","[c]","[c]","[c]"
"Leaver CS","2021","60-64","National Records of Scotland","Scottish Government","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","National Records of Scotland","Scottish Government","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education","Female","25","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education","Male","5","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Office of Qualifications and Examinations Regulation","Office of Qualifications and Examinations Regulation","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Office of Qualifications and Examinations Regulation","Office of Qualifications and Examinations Regulation","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Office of Rail and Road","Office of Rail and Road","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Office of Rail and Road","Office of Rail and Road","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Office of the Public Guardian","Ministry of Justice","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Office of the Public Guardian","Ministry of Justice","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Office of the Scottish Charity Regulator","Scottish Government","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Office of the Scottish Charity Regulator","Scottish Government","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Planning Inspectorate","Ministry of Housing, Communities and Local Government","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Planning Inspectorate","Ministry of Housing, Communities and Local Government","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Public Health England","Department of Health and Social Care","Female","50","[c]","56860","44500"
"Leaver CS","2021","60-64","Public Health England","Department of Health and Social Care","Male","25","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Registers of Scotland","Scottish Government","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Registers of Scotland","Scottish Government","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Revenue Scotland","Scottish Government","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Revenue Scotland","Scottish Government","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Royal Fleet Auxiliary","Ministry of Defence","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Royal Fleet Auxiliary","Ministry of Defence","Male","35","[c]","42950","37300"
"Leaver CS","2021","60-64","Rural Payments Agency","Department for Environment, Food and Rural Affairs","Female","10","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Rural Payments Agency","Department for Environment, Food and Rural Affairs","Male","10","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Scotland Office (incl. Office of the Advocate General for Scotland)","Scotland Office","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Scotland Office (incl. Office of the Advocate General for Scotland)","Scotland Office","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Scottish Courts and Tribunals Service","Scottish Government","Female","10","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Scottish Courts and Tribunals Service","Scottish Government","Male","10","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Scottish Forestry","Scottish Government","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Scottish Forestry","Scottish Government","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Scottish Government (excl. agencies)","Scottish Government","Female","30","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Scottish Government (excl. agencies)","Scottish Government","Male","40","[c]","50250","46600"
"Leaver CS","2021","60-64","Scottish Housing Regulator","Scottish Government","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Scottish Housing Regulator","Scottish Government","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Scottish Prison Service","Scottish Government","Female","5","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Scottish Prison Service","Scottish Government","Male","35","[c]","39790","33650"
"Leaver CS","2021","60-64","Scottish Public Pensions Agency","Scottish Government","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Scottish Public Pensions Agency","Scottish Government","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Serious Fraud Office","Attorney General's Departments","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Serious Fraud Office","Attorney General's Departments","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Social Security Scotland","Scottish Government","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Social Security Scotland","Scottish Government","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Student Awards Agency for Scotland","Scottish Government","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Student Awards Agency for Scotland","Scottish Government","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Submarine Delivery Agency","Ministry of Defence","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Submarine Delivery Agency","Ministry of Defence","Male","5","[c]","[c]","[c]"
"Leaver CS","2021","60-64","The National Archives","The National Archives","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","The National Archives","The National Archives","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Transport Scotland","Scottish Government","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Transport Scotland","Scottish Government","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","UK Export Finance","UK Export Finance","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","UK Export Finance","UK Export Finance","Male","5","[c]","[c]","[c]"
"Leaver CS","2021","60-64","UK Hydrographic Office","Ministry of Defence","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","UK Hydrographic Office","Ministry of Defence","Male","15","[c]","[c]","[c]"
"Leaver CS","2021","60-64","UK Intellectual Property Office","Department for Business, Energy and Industrial Strategy","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","UK Intellectual Property Office","Department for Business, Energy and Industrial Strategy","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","UK Supreme Court","UK Supreme Court","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","UK Supreme Court","UK Supreme Court","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","United Kingdom Statistics Authority","United Kingdom Statistics Authority","Female","10","[c]","[c]","[c]"
"Leaver CS","2021","60-64","United Kingdom Statistics Authority","United Kingdom Statistics Authority","Male","20","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Valuation Office Agency","HM Revenue and Customs","Female","15","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Valuation Office Agency","HM Revenue and Customs","Male","30","[c]","35840","33250"
"Leaver CS","2021","60-64","Vehicle Certification Agency","Department for Transport","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Vehicle Certification Agency","Department for Transport","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Veterinary Medicines Directorate","Department for Environment, Food and Rural Affairs","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Veterinary Medicines Directorate","Department for Environment, Food and Rural Affairs","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Water Services Regulation Authority","Water Services Regulation Authority","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Water Services Regulation Authority","Water Services Regulation Authority","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Welsh Government (excl. agencies)","Welsh Government","Female","20","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Welsh Government (excl. agencies)","Welsh Government","Male","20","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Wilton Park","Foreign, Commonwealth and Development Office","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Wilton Park","Foreign, Commonwealth and Development Office","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Accountant in Bankruptcy","Scottish Government","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Accountant in Bankruptcy","Scottish Government","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Advisory, Conciliation and Arbitration Service","Department for Business, Energy and Industrial Strategy","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Advisory, Conciliation and Arbitration Service","Department for Business, Energy and Industrial Strategy","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","Female","5","[c]","[c]","[c]"
"Leaver CS","2021","65+","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","Male","10","[c]","[c]","[c]"
"Leaver CS","2021","65+","Cabinet Office (excl. agencies)","Cabinet Office","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Cabinet Office (excl. agencies)","Cabinet Office","Male","5","[c]","[c]","[c]"
"Leaver CS","2021","65+","Centre for Environment, Fisheries and Aquaculture Science","Department for Environment, Food and Rural Affairs","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Centre for Environment, Fisheries and Aquaculture Science","Department for Environment, Food and Rural Affairs","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Charity Commission","Charity Commission","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Charity Commission","Charity Commission","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Companies House","Department for Business, Energy and Industrial Strategy","Female","5","[c]","[c]","[c]"
"Leaver CS","2021","65+","Companies House","Department for Business, Energy and Industrial Strategy","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Competition and Markets Authority","Competition and Markets Authority","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Competition and Markets Authority","Competition and Markets Authority","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Criminal Injuries Compensation Authority","Ministry of Justice","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Criminal Injuries Compensation Authority","Ministry of Justice","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Crown Commercial Service","Other Cabinet Office Agencies","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Crown Commercial Service","Other Cabinet Office Agencies","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Crown Office and Procurator Fiscal Service","Scottish Government","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Crown Office and Procurator Fiscal Service","Scottish Government","Male","10","[c]","[c]","[c]"
"Leaver CS","2021","65+","Crown Prosecution Service","Attorney General's Departments","Female","15","[c]","[c]","[c]"
"Leaver CS","2021","65+","Crown Prosecution Service","Attorney General's Departments","Male","20","[c]","[c]","[c]"
"Leaver CS","2021","65+","Defence Electronics and Components Agency","Ministry of Defence","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Defence Electronics and Components Agency","Ministry of Defence","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Defence Equipment and Support","Ministry of Defence","Female","15","[c]","[c]","[c]"
"Leaver CS","2021","65+","Defence Equipment and Support","Ministry of Defence","Male","45","[c]","32820","32820"
"Leaver CS","2021","65+","Defence Science and Technology Laboratory","Ministry of Defence","Female","5","[c]","[c]","[c]"
"Leaver CS","2021","65+","Defence Science and Technology Laboratory","Ministry of Defence","Male","15","[c]","[c]","[c]"
"Leaver CS","2021","65+","Department for Business, Energy and Industrial Strategy (excl. agencies)","Department for Business, Energy and Industrial Strategy","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Department for Business, Energy and Industrial Strategy (excl. agencies)","Department for Business, Energy and Industrial Strategy","Male","5","[c]","[c]","[c]"
