"Status","Year","Ethnicity","Organisation","Profession_of_post","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2021","Other ethnicity","Centre for Environment, Fisheries and Aquaculture Science","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Charity Commission","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Charity Commission","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Charity Commission","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Charity Commission","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Companies House","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Companies House","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Companies House","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Companies House","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Companies House","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Companies House","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Companies House","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Companies House","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Companies House","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Competition and Markets Authority","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Competition and Markets Authority","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Competition and Markets Authority","Corporate Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Competition and Markets Authority","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Competition and Markets Authority","Economics","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Competition and Markets Authority","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Competition and Markets Authority","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Competition and Markets Authority","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Competition and Markets Authority","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Competition and Markets Authority","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Competition and Markets Authority","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Competition and Markets Authority","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Criminal Injuries Compensation Authority","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Crown Commercial Service","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Crown Commercial Service","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Crown Commercial Service","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Crown Commercial Service","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Crown Commercial Service","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Crown Commercial Service","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Crown Commercial Service","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Crown Office and Procurator Fiscal Service","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Crown Office and Procurator Fiscal Service","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Crown Office and Procurator Fiscal Service","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Crown Office and Procurator Fiscal Service","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Crown Prosecution Service","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Crown Prosecution Service","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Crown Prosecution Service","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Crown Prosecution Service","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Crown Prosecution Service","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Crown Prosecution Service","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Crown Prosecution Service","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Crown Prosecution Service Inspectorate","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Crown Prosecution Service Inspectorate","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Debt Management Office","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Debt Management Office","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Debt Management Office","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Debt Management Office","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Debt Management Office","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Defence Electronics and Components Agency","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Defence Electronics and Components Agency","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Defence Electronics and Components Agency","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Defence Electronics and Components Agency","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Defence Equipment and Support","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Defence Equipment and Support","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Defence Equipment and Support","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Defence Equipment and Support","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Defence Equipment and Support","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Defence Equipment and Support","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Defence Equipment and Support","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Defence Equipment and Support","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Defence Equipment and Support","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Defence Equipment and Support","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Defence Equipment and Support","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Defence Equipment and Support","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Defence Science and Technology Laboratory","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Defence Science and Technology Laboratory","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Defence Science and Technology Laboratory","Corporate Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Defence Science and Technology Laboratory","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Defence Science and Technology Laboratory","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Defence Science and Technology Laboratory","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Defence Science and Technology Laboratory","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Defence Science and Technology Laboratory","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Defence Science and Technology Laboratory","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Defence Science and Technology Laboratory","Operational Research","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Defence Science and Technology Laboratory","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Defence Science and Technology Laboratory","Psychology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Defence Science and Technology Laboratory","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Defence Science and Technology Laboratory","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Department for Business, Energy and Industrial Strategy (excl. agencies)","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Department for Business, Energy and Industrial Strategy (excl. agencies)","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Department for Business, Energy and Industrial Strategy (excl. agencies)","Economics","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Department for Business, Energy and Industrial Strategy (excl. agencies)","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Department for Business, Energy and Industrial Strategy (excl. agencies)","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Department for Business, Energy and Industrial Strategy (excl. agencies)","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Department for Business, Energy and Industrial Strategy (excl. agencies)","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Department for Business, Energy and Industrial Strategy (excl. agencies)","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Department for Business, Energy and Industrial Strategy (excl. agencies)","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Department for Business, Energy and Industrial Strategy (excl. agencies)","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Department for Business, Energy and Industrial Strategy (excl. agencies)","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Department for Business, Energy and Industrial Strategy (excl. agencies)","Statistics","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Department for Digital, Culture, Media and Sport","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Department for Digital, Culture, Media and Sport","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Department for Digital, Culture, Media and Sport","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Department for Digital, Culture, Media and Sport","Operational Research","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Department for Digital, Culture, Media and Sport","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Department for Digital, Culture, Media and Sport","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Department for Digital, Culture, Media and Sport","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Department for Digital, Culture, Media and Sport","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Department for Education (excl. agencies)","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Department for Education (excl. agencies)","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Department for Education (excl. agencies)","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Department for Education (excl. agencies)","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Department for Education (excl. agencies)","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Department for Education (excl. agencies)","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Department for Education (excl. agencies)","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Department for Education (excl. agencies)","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Department for Education (excl. agencies)","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Department for Education (excl. agencies)","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Department for Education (excl. agencies)","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Department for Environment, Food and Rural Affairs (excl. agencies)","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Department for Environment, Food and Rural Affairs (excl. agencies)","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Department for Environment, Food and Rural Affairs (excl. agencies)","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Department for Environment, Food and Rural Affairs (excl. agencies)","Economics","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Department for Environment, Food and Rural Affairs (excl. agencies)","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Department for Environment, Food and Rural Affairs (excl. agencies)","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Department for Environment, Food and Rural Affairs (excl. agencies)","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Department for Environment, Food and Rural Affairs (excl. agencies)","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Department for Environment, Food and Rural Affairs (excl. agencies)","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Department for Environment, Food and Rural Affairs (excl. agencies)","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Department for Environment, Food and Rural Affairs (excl. agencies)","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Department for Environment, Food and Rural Affairs (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Department for International Development","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Department for International Development","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Department for International Development","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Department for International Development","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Department for International Development","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Department for International Development","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Department for International Development","Statistics","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Department for International Trade","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Department for International Trade","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Department for International Trade","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Department for International Trade","Economics","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Department for International Trade","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Department for International Trade","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Department for International Trade","International Trade","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Department for International Trade","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Department for International Trade","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Department for International Trade","Planning","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Department for International Trade","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Department for International Trade","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Department for International Trade","Statistics","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Department for Transport (excl. agencies)","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Department for Transport (excl. agencies)","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Department for Transport (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Department for Work and Pensions (excl. agencies)","Unknown","20","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Department of Health and Social Care (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Disclosure Scotland","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Driver and Vehicle Licensing Agency","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Driver and Vehicle Licensing Agency","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Driver and Vehicle Licensing Agency","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Driver and Vehicle Licensing Agency","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Driver and Vehicle Licensing Agency","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Driver and Vehicle Licensing Agency","Medicine","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Driver and Vehicle Licensing Agency","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Driver and Vehicle Licensing Agency","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Driver and Vehicle Licensing Agency","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Driver and Vehicle Licensing Agency","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Driver and Vehicle Licensing Agency","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Driver and Vehicle Licensing Agency","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Driver and Vehicle Standards Agency","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Driver and Vehicle Standards Agency","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Driver and Vehicle Standards Agency","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Driver and Vehicle Standards Agency","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Driver and Vehicle Standards Agency","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Driver and Vehicle Standards Agency","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Driver and Vehicle Standards Agency","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Driver and Vehicle Standards Agency","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Driver and Vehicle Standards Agency","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Driver and Vehicle Standards Agency","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Education and Skills Funding Agency","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Education and Skills Funding Agency","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Education and Skills Funding Agency","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Education and Skills Funding Agency","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Education and Skills Funding Agency","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Education and Skills Funding Agency","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Education and Skills Funding Agency","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Education Scotland","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","ESTYN","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","ESTYN","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","FCDO Services","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","FCDO Services","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","FCDO Services","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","FCDO Services","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","FCDO Services","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","FCDO Services","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","FCDO Services","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","FCDO Services","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","FCDO Services","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","FCDO Services","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Food Standards Agency","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Food Standards Agency","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Food Standards Agency","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Food Standards Agency","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Food Standards Agency","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Food Standards Agency","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Food Standards Agency","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Food Standards Agency","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Food Standards Agency","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Food Standards Agency","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Food Standards Agency","Veterinarian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Food Standards Scotland","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Foreign and Commonwealth Office (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Foreign, Commonwealth and Development Office (excl. agencies)","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Foreign, Commonwealth and Development Office (excl. agencies)","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Foreign, Commonwealth and Development Office (excl. agencies)","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Foreign, Commonwealth and Development Office (excl. agencies)","Economics","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Foreign, Commonwealth and Development Office (excl. agencies)","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Foreign, Commonwealth and Development Office (excl. agencies)","Medicine","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Foreign, Commonwealth and Development Office (excl. agencies)","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Foreign, Commonwealth and Development Office (excl. agencies)","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Foreign, Commonwealth and Development Office (excl. agencies)","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Foreign, Commonwealth and Development Office (excl. agencies)","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Foreign, Commonwealth and Development Office (excl. agencies)","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Foreign, Commonwealth and Development Office (excl. agencies)","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Foreign, Commonwealth and Development Office (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Forestry and Land Scotland","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Government Actuary's Department","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Government Actuary's Department","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Government Actuary's Department","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Government Internal Audit Agency","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Government Internal Audit Agency","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Government Internal Audit Agency","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Government Internal Audit Agency","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Government Internal Audit Agency","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Government Internal Audit Agency","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Government Legal Department","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Government Legal Department","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Government Legal Department","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Government Legal Department","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Government Legal Department","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Government Property Agency","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Health and Safety Executive","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Health and Safety Executive","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Health and Safety Executive","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Health and Safety Executive","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Health and Safety Executive","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Health and Safety Executive","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Health and Safety Executive","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","HM Courts and Tribunals Service","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","HM Courts and Tribunals Service","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","HM Courts and Tribunals Service","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","HM Courts and Tribunals Service","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","HM Courts and Tribunals Service","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","HM Courts and Tribunals Service","Operational Delivery","10","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","HM Courts and Tribunals Service","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","HM Courts and Tribunals Service","Property","[c]","[c]","[c]","[c]"
