"Status","Year","Ethnicity","Parent_department","Responsibility_level_ungrouped","Sex","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2021","Chinese","Charity Commission","AO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Charity Commission","AO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Charity Commission","AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Charity Commission","EO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Charity Commission","EO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Charity Commission","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Charity Commission","G6","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Charity Commission","G6","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Charity Commission","G6","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Charity Commission","G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Charity Commission","G7","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Charity Commission","G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Charity Commission","HEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Charity Commission","HEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Charity Commission","HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Charity Commission","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Charity Commission","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Charity Commission","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Charity Commission","SEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Charity Commission","SEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Charity Commission","SEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Competition and Markets Authority","AO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Competition and Markets Authority","AO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Competition and Markets Authority","AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Competition and Markets Authority","EO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Competition and Markets Authority","EO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Competition and Markets Authority","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Competition and Markets Authority","G6","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Competition and Markets Authority","G6","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Competition and Markets Authority","G6","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Competition and Markets Authority","G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Competition and Markets Authority","G7","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Competition and Markets Authority","G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Competition and Markets Authority","HEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Competition and Markets Authority","HEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Competition and Markets Authority","HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Competition and Markets Authority","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Competition and Markets Authority","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Competition and Markets Authority","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Competition and Markets Authority","SEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Competition and Markets Authority","SEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Competition and Markets Authority","SEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Department for Business, Energy and Industrial Strategy","AA","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Department for Business, Energy and Industrial Strategy","AA","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Department for Business, Energy and Industrial Strategy","AA","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Department for Business, Energy and Industrial Strategy","AO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Department for Business, Energy and Industrial Strategy","AO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Department for Business, Energy and Industrial Strategy","AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Department for Business, Energy and Industrial Strategy","EO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Department for Business, Energy and Industrial Strategy","EO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Department for Business, Energy and Industrial Strategy","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Department for Business, Energy and Industrial Strategy","G6","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Department for Business, Energy and Industrial Strategy","G6","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Department for Business, Energy and Industrial Strategy","G6","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Department for Business, Energy and Industrial Strategy","G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Department for Business, Energy and Industrial Strategy","G7","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Department for Business, Energy and Industrial Strategy","G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Department for Business, Energy and Industrial Strategy","HEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Department for Business, Energy and Industrial Strategy","HEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Department for Business, Energy and Industrial Strategy","HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Department for Business, Energy and Industrial Strategy","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Department for Business, Energy and Industrial Strategy","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Department for Business, Energy and Industrial Strategy","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Department for Business, Energy and Industrial Strategy","SEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Department for Business, Energy and Industrial Strategy","SEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Department for Business, Energy and Industrial Strategy","SEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Department for Business, Energy and Industrial Strategy","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Department for Business, Energy and Industrial Strategy","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Department for Business, Energy and Industrial Strategy","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Department for Digital, Culture, Media and Sport","AA","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Department for Digital, Culture, Media and Sport","AA","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Department for Digital, Culture, Media and Sport","AA","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Department for Digital, Culture, Media and Sport","EO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Department for Digital, Culture, Media and Sport","EO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Department for Digital, Culture, Media and Sport","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Department for Digital, Culture, Media and Sport","G6","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Department for Digital, Culture, Media and Sport","G6","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Department for Digital, Culture, Media and Sport","G6","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Department for Digital, Culture, Media and Sport","G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Department for Digital, Culture, Media and Sport","G7","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Department for Digital, Culture, Media and Sport","G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Department for Digital, Culture, Media and Sport","HEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Department for Digital, Culture, Media and Sport","HEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Department for Digital, Culture, Media and Sport","HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Department for Digital, Culture, Media and Sport","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Department for Digital, Culture, Media and Sport","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Department for Digital, Culture, Media and Sport","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Department for Education","AO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Department for Education","AO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Department for Education","AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Department for Education","EO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Department for Education","EO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Department for Education","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Department for Education","G6","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Department for Education","G6","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Department for Education","G6","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Department for Education","G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Department for Education","G7","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Department for Education","G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Department for Education","HEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Department for Education","HEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Department for Education","HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Department for Education","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Department for Education","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Department for Education","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Department for Education","SEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Department for Education","SEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Department for Education","SEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Department for Environment, Food and Rural Affairs","AA","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Department for Environment, Food and Rural Affairs","AA","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Department for Environment, Food and Rural Affairs","AA","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Department for Environment, Food and Rural Affairs","AO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Department for Environment, Food and Rural Affairs","AO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Department for Environment, Food and Rural Affairs","AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Department for Environment, Food and Rural Affairs","EO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Department for Environment, Food and Rural Affairs","EO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Department for Environment, Food and Rural Affairs","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Department for Environment, Food and Rural Affairs","G6","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Department for Environment, Food and Rural Affairs","G6","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Department for Environment, Food and Rural Affairs","G6","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Department for Environment, Food and Rural Affairs","G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Department for Environment, Food and Rural Affairs","G7","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Department for Environment, Food and Rural Affairs","G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Department for Environment, Food and Rural Affairs","HEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Department for Environment, Food and Rural Affairs","HEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Department for Environment, Food and Rural Affairs","HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Department for Environment, Food and Rural Affairs","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Department for Environment, Food and Rural Affairs","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Department for Environment, Food and Rural Affairs","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Department for Environment, Food and Rural Affairs","SEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Department for Environment, Food and Rural Affairs","SEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Department for Environment, Food and Rural Affairs","SEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Department for International Trade","AO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Department for International Trade","AO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Department for International Trade","AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Department for International Trade","EO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Department for International Trade","EO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Department for International Trade","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Department for International Trade","G6","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Department for International Trade","G6","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Department for International Trade","G6","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Department for International Trade","G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Department for International Trade","G7","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Department for International Trade","G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Department for International Trade","HEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Department for International Trade","HEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Department for International Trade","HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Department for International Trade","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Department for International Trade","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Department for International Trade","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Department for International Trade","SEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Department for International Trade","SEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Department for International Trade","SEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Department for Transport","AA","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Department for Transport","AA","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Department for Transport","AA","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Department for Transport","AO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Department for Transport","AO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Department for Transport","AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Department for Transport","EO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Department for Transport","EO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Department for Transport","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Department for Transport","G6","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Department for Transport","G6","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Department for Transport","G6","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Department for Transport","G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Department for Transport","G7","Male","[c]","[c]","[c]","[c]"
