"Status","Year","Disability","Organisation","Profession_of_post","Responsibility_level_grouped","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2021","Declared disabled","HM Treasury (excl. agencies)","Human Resources","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","HM Treasury (excl. agencies)","Human Resources","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","HM Treasury (excl. agencies)","Human Resources","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","HM Treasury (excl. agencies)","Operational Delivery","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","HM Treasury (excl. agencies)","Operational Delivery","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","HM Treasury (excl. agencies)","Operational Delivery","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","HM Treasury (excl. agencies)","Operational Delivery","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","HM Treasury (excl. agencies)","Operational Research","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","HM Treasury (excl. agencies)","Operational Research","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","HM Treasury (excl. agencies)","Policy","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","HM Treasury (excl. agencies)","Policy","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","HM Treasury (excl. agencies)","Policy","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","HM Treasury (excl. agencies)","Policy","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","HM Treasury (excl. agencies)","Policy","SEO/HEO","20","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","HM Treasury (excl. agencies)","Project Delivery","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","HM Treasury (excl. agencies)","Statistics","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","HM Treasury (excl. agencies)","Statistics","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","HM Treasury (excl. agencies)","Tax","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Home Office (incl. agencies)","Commercial","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Home Office (incl. agencies)","Communications","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Home Office (incl. agencies)","Communications","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Home Office (incl. agencies)","Communications","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Home Office (incl. agencies)","Counter Fraud","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Home Office (incl. agencies)","Digital, Data and Technology","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Home Office (incl. agencies)","Digital, Data and Technology","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Home Office (incl. agencies)","Digital, Data and Technology","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Home Office (incl. agencies)","Digital, Data and Technology","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Home Office (incl. agencies)","Economics","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Home Office (incl. agencies)","Economics","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Home Office (incl. agencies)","Economics","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Home Office (incl. agencies)","Finance","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Home Office (incl. agencies)","Finance","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Home Office (incl. agencies)","Finance","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Home Office (incl. agencies)","Finance","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Home Office (incl. agencies)","Finance","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Home Office (incl. agencies)","Human Resources","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Home Office (incl. agencies)","Human Resources","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Home Office (incl. agencies)","Human Resources","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Home Office (incl. agencies)","Human Resources","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Home Office (incl. agencies)","Intelligence Analysis","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Home Office (incl. agencies)","Intelligence Analysis","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Home Office (incl. agencies)","Intelligence Analysis","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Home Office (incl. agencies)","Knowledge and Information Management","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Home Office (incl. agencies)","Knowledge and Information Management","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Home Office (incl. agencies)","Operational Delivery","AA/AO","10","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Home Office (incl. agencies)","Operational Delivery","EO","10","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Home Office (incl. agencies)","Operational Delivery","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Home Office (incl. agencies)","Operational Delivery","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Home Office (incl. agencies)","Operational Delivery","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Home Office (incl. agencies)","Operational Research","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Home Office (incl. agencies)","Operational Research","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Home Office (incl. agencies)","Operational Research","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Home Office (incl. agencies)","Operational Research","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Home Office (incl. agencies)","Operational Research","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Home Office (incl. agencies)","Other","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Home Office (incl. agencies)","Other","EO","10","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Home Office (incl. agencies)","Other","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Home Office (incl. agencies)","Other","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Home Office (incl. agencies)","Policy","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Home Office (incl. agencies)","Policy","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Home Office (incl. agencies)","Policy","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Home Office (incl. agencies)","Policy","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Home Office (incl. agencies)","Policy","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Home Office (incl. agencies)","Policy","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Home Office (incl. agencies)","Project Delivery","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Home Office (incl. agencies)","Project Delivery","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Home Office (incl. agencies)","Project Delivery","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Home Office (incl. agencies)","Project Delivery","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Home Office (incl. agencies)","Science and Engineering","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Home Office (incl. agencies)","Science and Engineering","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Home Office (incl. agencies)","Science and Engineering","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Home Office (incl. agencies)","Security","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Home Office (incl. agencies)","Security","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Home Office (incl. agencies)","Security","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Home Office (incl. agencies)","Security","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Home Office (incl. agencies)","Social Research","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Home Office (incl. agencies)","Social Research","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Home Office (incl. agencies)","Social Research","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Home Office (incl. agencies)","Social Research","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Home Office (incl. agencies)","Statistics","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Home Office (incl. agencies)","Statistics","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Home Office (incl. agencies)","Statistics","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Home Office (incl. agencies)","Statistics","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Home Office (incl. agencies)","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Home Office (incl. agencies)","Unknown","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Home Office (incl. agencies)","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Home Office (incl. agencies)","Unknown","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Home Office (incl. agencies)","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Insolvency Service","Commercial","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Insolvency Service","Communications","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Insolvency Service","Counter Fraud","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Insolvency Service","Counter Fraud","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Insolvency Service","Digital, Data and Technology","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Insolvency Service","Digital, Data and Technology","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Insolvency Service","Digital, Data and Technology","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Insolvency Service","Digital, Data and Technology","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Insolvency Service","Finance","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Insolvency Service","Human Resources","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Insolvency Service","Intelligence Analysis","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Insolvency Service","Legal","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Insolvency Service","Operational Delivery","AA/AO","5","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Insolvency Service","Operational Delivery","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Insolvency Service","Operational Delivery","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Insolvency Service","Policy","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Insolvency Service","Project Delivery","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Insolvency Service","Project Delivery","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Insolvency Service","Statistics","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Institute for Apprenticeships and Technical Education","Commercial","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Institute for Apprenticeships and Technical Education","Digital, Data and Technology","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Institute for Apprenticeships and Technical Education","Digital, Data and Technology","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Institute for Apprenticeships and Technical Education","Finance","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Institute for Apprenticeships and Technical Education","Human Resources","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Institute for Apprenticeships and Technical Education","Human Resources","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Institute for Apprenticeships and Technical Education","Human Resources","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Institute for Apprenticeships and Technical Education","Legal","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Institute for Apprenticeships and Technical Education","Legal","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Institute for Apprenticeships and Technical Education","Operational Delivery","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Institute for Apprenticeships and Technical Education","Operational Delivery","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Institute for Apprenticeships and Technical Education","Operational Delivery","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Institute for Apprenticeships and Technical Education","Operational Delivery","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Institute for Apprenticeships and Technical Education","Project Delivery","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Legal Aid Agency","Digital, Data and Technology","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Legal Aid Agency","Digital, Data and Technology","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Legal Aid Agency","Operational Delivery","AA/AO","5","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Legal Aid Agency","Operational Delivery","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Legal Aid Agency","Operational Delivery","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Maritime and Coastguard Agency","Communications","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Maritime and Coastguard Agency","Digital, Data and Technology","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Maritime and Coastguard Agency","Digital, Data and Technology","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Maritime and Coastguard Agency","Digital, Data and Technology","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Maritime and Coastguard Agency","Finance","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Maritime and Coastguard Agency","Finance","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Maritime and Coastguard Agency","Human Resources","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Maritime and Coastguard Agency","Human Resources","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Maritime and Coastguard Agency","Human Resources","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Maritime and Coastguard Agency","Intelligence Analysis","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Maritime and Coastguard Agency","Knowledge and Information Management","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Maritime and Coastguard Agency","Medicine","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Maritime and Coastguard Agency","Operational Delivery","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Maritime and Coastguard Agency","Operational Delivery","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Maritime and Coastguard Agency","Operational Delivery","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Maritime and Coastguard Agency","Operational Delivery","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Maritime and Coastguard Agency","Policy","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Maritime and Coastguard Agency","Policy","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Maritime and Coastguard Agency","Policy","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Maritime and Coastguard Agency","Policy","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Maritime and Coastguard Agency","Property","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Maritime and Coastguard Agency","Property","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Medicines and Healthcare Products Regulatory Agency","Communications","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Medicines and Healthcare Products Regulatory Agency","Communications","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Medicines and Healthcare Products Regulatory Agency","Communications","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Medicines and Healthcare Products Regulatory Agency","Communications","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Medicines and Healthcare Products Regulatory Agency","Digital, Data and Technology","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Medicines and Healthcare Products Regulatory Agency","Digital, Data and Technology","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Medicines and Healthcare Products Regulatory Agency","Digital, Data and Technology","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Medicines and Healthcare Products Regulatory Agency","Digital, Data and Technology","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Medicines and Healthcare Products Regulatory Agency","Finance","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Medicines and Healthcare Products Regulatory Agency","Finance","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Medicines and Healthcare Products Regulatory Agency","Human Resources","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Medicines and Healthcare Products Regulatory Agency","Human Resources","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Medicines and Healthcare Products Regulatory Agency","Human Resources","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Medicines and Healthcare Products Regulatory Agency","Knowledge and Information Management","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Medicines and Healthcare Products Regulatory Agency","Medicine","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Medicines and Healthcare Products Regulatory Agency","Medicine","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Medicines and Healthcare Products Regulatory Agency","Operational Delivery","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Medicines and Healthcare Products Regulatory Agency","Operational Delivery","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Medicines and Healthcare Products Regulatory Agency","Operational Delivery","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Medicines and Healthcare Products Regulatory Agency","Other","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Medicines and Healthcare Products Regulatory Agency","Other","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Medicines and Healthcare Products Regulatory Agency","Other","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Medicines and Healthcare Products Regulatory Agency","Other","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Medicines and Healthcare Products Regulatory Agency","Policy","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Medicines and Healthcare Products Regulatory Agency","Policy","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Medicines and Healthcare Products Regulatory Agency","Policy","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Medicines and Healthcare Products Regulatory Agency","Property","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Medicines and Healthcare Products Regulatory Agency","Science and Engineering","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Medicines and Healthcare Products Regulatory Agency","Science and Engineering","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Medicines and Healthcare Products Regulatory Agency","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Medicines and Healthcare Products Regulatory Agency","Unknown","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Medicines and Healthcare Products Regulatory Agency","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Medicines and Healthcare Products Regulatory Agency","Unknown","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Medicines and Healthcare Products Regulatory Agency","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Met Office","Commercial","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Met Office","Commercial","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Met Office","Commercial","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Met Office","Communications","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Met Office","Communications","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Met Office","Communications","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Met Office","Digital, Data and Technology","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Met Office","Digital, Data and Technology","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Met Office","Digital, Data and Technology","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Met Office","Digital, Data and Technology","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Met Office","Human Resources","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Met Office","Human Resources","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Met Office","Human Resources","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Met Office","Human Resources","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Met Office","Operational Delivery","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Met Office","Operational Delivery","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Met Office","Operational Delivery","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Met Office","Other","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Met Office","Project Delivery","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Met Office","Project Delivery","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Met Office","Project Delivery","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Met Office","Project Delivery","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Met Office","Science and Engineering","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Met Office","Science and Engineering","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Met Office","Science and Engineering","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Met Office","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Met Office","Unknown","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Met Office","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Ministry of Defence (excl. agencies)","Commercial","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Ministry of Defence (excl. agencies)","Commercial","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Ministry of Defence (excl. agencies)","Commercial","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Ministry of Defence (excl. agencies)","Commercial","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Ministry of Defence (excl. agencies)","Communications","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Ministry of Defence (excl. agencies)","Communications","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Ministry of Defence (excl. agencies)","Communications","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Ministry of Defence (excl. agencies)","Communications","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Ministry of Defence (excl. agencies)","Digital, Data and Technology","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Ministry of Defence (excl. agencies)","Digital, Data and Technology","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Ministry of Defence (excl. agencies)","Digital, Data and Technology","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Ministry of Defence (excl. agencies)","Digital, Data and Technology","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Ministry of Defence (excl. agencies)","Economics","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Ministry of Defence (excl. agencies)","Economics","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Ministry of Defence (excl. agencies)","Economics","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Ministry of Defence (excl. agencies)","Finance","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Ministry of Defence (excl. agencies)","Finance","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Ministry of Defence (excl. agencies)","Finance","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Ministry of Defence (excl. agencies)","Finance","SCS level","[c]","[c]","[c]","[c]"
