"Status","Year","Ethnicity","Parent_department","Profession_of_post","Region_london","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Asian","Department for International Trade","Statistics","London","5","5","[c]","[c]"
"In post","2021","Asian","Department for International Trade","Statistics","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for Transport","Commercial","London","10","10","[c]","[c]"
"In post","2021","Asian","Department for Transport","Commercial","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for Transport","Communications","London","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for Transport","Communications","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for Transport","Corporate Finance","London","5","5","[c]","[c]"
"In post","2021","Asian","Department for Transport","Corporate Finance","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for Transport","Counter Fraud","London","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for Transport","Counter Fraud","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for Transport","Digital, Data and Technology","London","15","15","[c]","[c]"
"In post","2021","Asian","Department for Transport","Digital, Data and Technology","Outside London","15","15","[c]","[c]"
"In post","2021","Asian","Department for Transport","Economics","London","15","15","[c]","[c]"
"In post","2021","Asian","Department for Transport","Economics","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for Transport","Finance","London","35","35","51980","54760"
"In post","2021","Asian","Department for Transport","Finance","Outside London","10","10","[c]","[c]"
"In post","2021","Asian","Department for Transport","Human Resources","London","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for Transport","Human Resources","Outside London","5","5","[c]","[c]"
"In post","2021","Asian","Department for Transport","Intelligence Analysis","London","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for Transport","Intelligence Analysis","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for Transport","Internal Audit","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for Transport","International Trade","London","5","5","[c]","[c]"
"In post","2021","Asian","Department for Transport","Knowledge and Information Management","London","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for Transport","Knowledge and Information Management","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for Transport","Legal","London","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for Transport","Legal","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for Transport","Medicine","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for Transport","Operational Delivery","London","30","30","31640","30700"
"In post","2021","Asian","Department for Transport","Operational Delivery","Outside London","140","130","33200","26700"
"In post","2021","Asian","Department for Transport","Operational Delivery","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for Transport","Operational Research","London","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for Transport","Operational Research","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for Transport","Other","London","30","30","37400","30720"
"In post","2021","Asian","Department for Transport","Other","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for Transport","Policy","London","60","60","45990","42890"
"In post","2021","Asian","Department for Transport","Policy","Outside London","15","15","[c]","[c]"
"In post","2021","Asian","Department for Transport","Project Delivery","London","35","35","41760","39830"
"In post","2021","Asian","Department for Transport","Project Delivery","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for Transport","Property","London","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for Transport","Property","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for Transport","Science and Engineering","London","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for Transport","Science and Engineering","Outside London","5","5","[c]","[c]"
"In post","2021","Asian","Department for Transport","Science and Engineering","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for Transport","Security","London","20","20","[c]","[c]"
"In post","2021","Asian","Department for Transport","Security","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for Transport","Social Research","London","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for Transport","Social Research","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for Transport","Statistics","London","5","5","[c]","[c]"
"In post","2021","Asian","Department for Transport","Statistics","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for Transport","Unknown","London","15","15","[c]","[c]"
"In post","2021","Asian","Department for Transport","Unknown","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for Work and Pensions","Commercial","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for Work and Pensions","Communications","London","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for Work and Pensions","Communications","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for Work and Pensions","Digital, Data and Technology","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for Work and Pensions","Economics","London","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for Work and Pensions","Economics","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for Work and Pensions","Finance","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for Work and Pensions","Human Resources","London","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for Work and Pensions","Human Resources","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for Work and Pensions","Knowledge and Information Management","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for Work and Pensions","Legal","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for Work and Pensions","Operational Delivery","London","10","10","[c]","[c]"
"In post","2021","Asian","Department for Work and Pensions","Operational Delivery","Outside London","35","30","57300","53430"
"In post","2021","Asian","Department for Work and Pensions","Policy","London","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for Work and Pensions","Policy","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for Work and Pensions","Project Delivery","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for Work and Pensions","Property","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for Work and Pensions","Science and Engineering","Outside London","5","5","[c]","[c]"
"In post","2021","Asian","Department for Work and Pensions","Security","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for Work and Pensions","Statistics","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for Work and Pensions","Unknown","London","2445","2215","31080","31060"
"In post","2021","Asian","Department for Work and Pensions","Unknown","Outside London","4765","4280","26050","27570"
"In post","2021","Asian","Department for Work and Pensions","Unknown","Unknown","135","120","27810","27570"
"In post","2021","Asian","Department of Health and Social Care","Commercial","London","5","5","[c]","[c]"
"In post","2021","Asian","Department of Health and Social Care","Commercial","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department of Health and Social Care","Communications","London","15","15","[c]","[c]"
"In post","2021","Asian","Department of Health and Social Care","Communications","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department of Health and Social Care","Corporate Finance","London","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department of Health and Social Care","Digital, Data and Technology","London","50","50","44180","41010"
"In post","2021","Asian","Department of Health and Social Care","Digital, Data and Technology","Outside London","5","5","[c]","[c]"
"In post","2021","Asian","Department of Health and Social Care","Economics","London","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department of Health and Social Care","Economics","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department of Health and Social Care","Finance","London","35","35","41440","40070"
"In post","2021","Asian","Department of Health and Social Care","Finance","Outside London","25","25","[c]","[c]"
"In post","2021","Asian","Department of Health and Social Care","Human Resources","London","25","25","[c]","[c]"
"In post","2021","Asian","Department of Health and Social Care","Human Resources","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department of Health and Social Care","Intelligence Analysis","London","5","5","[c]","[c]"
"In post","2021","Asian","Department of Health and Social Care","Intelligence Analysis","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department of Health and Social Care","Knowledge and Information Management","London","20","20","[c]","[c]"
"In post","2021","Asian","Department of Health and Social Care","Knowledge and Information Management","Outside London","20","20","[c]","[c]"
"In post","2021","Asian","Department of Health and Social Care","Legal","London","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department of Health and Social Care","Legal","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department of Health and Social Care","Medicine","London","70","65","76020","74980"
"In post","2021","Asian","Department of Health and Social Care","Medicine","Outside London","45","40","106400","103400"
"In post","2021","Asian","Department of Health and Social Care","Operational Delivery","London","235","215","37290","32360"
"In post","2021","Asian","Department of Health and Social Care","Operational Delivery","Outside London","120","110","28910","23690"
"In post","2021","Asian","Department of Health and Social Care","Operational Research","London","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department of Health and Social Care","Operational Research","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department of Health and Social Care","Other","London","55","50","41550","33100"
