"Status","Year","Age","Ethnicity","Organisation","Region_london","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","16-19","Mixed","Department for Business, Energy and Industrial Strategy (excl. agencies)","London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Mixed","Department for Education (excl. agencies)","London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Mixed","Department for Education (excl. agencies)","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Mixed","Department for Environment, Food and Rural Affairs (excl. agencies)","London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Mixed","Department for Environment, Food and Rural Affairs (excl. agencies)","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Mixed","Department for International Trade","London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Mixed","Department for Transport (excl. agencies)","London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Mixed","Department for Transport (excl. agencies)","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Mixed","Department for Work and Pensions (excl. agencies)","London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Mixed","Department for Work and Pensions (excl. agencies)","Outside London","5","5","[c]","[c]"
"In post","2021","16-19","Mixed","Department for Work and Pensions (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Mixed","Department of Health and Social Care (excl. agencies)","London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Mixed","Department of Health and Social Care (excl. agencies)","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Mixed","Disclosure Scotland","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Mixed","Driver and Vehicle Licensing Agency","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Mixed","Driver and Vehicle Standards Agency","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Mixed","Education and Skills Funding Agency","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Mixed","FCDO Services","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Mixed","Foreign, Commonwealth and Development Office (excl. agencies)","London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Mixed","Foreign, Commonwealth and Development Office (excl. agencies)","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Mixed","Forestry and Land Scotland","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Mixed","Government Actuary's Department","London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Mixed","Health and Safety Executive","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Mixed","HM Courts and Tribunals Service","London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Mixed","HM Courts and Tribunals Service","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Mixed","HM Land Registry","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Mixed","HM Prison and Probation Service","London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Mixed","HM Prison and Probation Service","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Mixed","HM Revenue and Customs (excl. agencies)","London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Mixed","HM Revenue and Customs (excl. agencies)","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Mixed","HM Treasury (excl. agencies)","London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Mixed","Home Office (incl. agencies)","London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Mixed","Home Office (incl. agencies)","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Mixed","Insolvency Service","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Mixed","Institute for Apprenticeships and Technical Education","London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Mixed","Legal Aid Agency","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Mixed","Maritime and Coastguard Agency","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Mixed","Medicines and Healthcare Products Regulatory Agency","London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Mixed","Met Office","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Mixed","Ministry of Defence (excl. agencies)","London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Mixed","Ministry of Defence (excl. agencies)","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Mixed","Ministry of Justice (excl. agencies)","London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Mixed","Ministry of Justice (excl. agencies)","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Mixed","National Crime Agency","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Mixed","National Records of Scotland","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Mixed","Office for Budget Responsibility","London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Mixed","Office for Standards in Education, Children's Services and Skills","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Mixed","Office of Rail and Road","London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Mixed","Office of the Public Guardian","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Mixed","Public Health England","London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Mixed","Public Health England","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Mixed","Registers of Scotland","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Mixed","Royal Fleet Auxiliary","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Mixed","Rural Payments Agency","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Mixed","Scotland Office (incl. Office of the Advocate General for Scotland)","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Mixed","Scottish Courts and Tribunals Service","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Mixed","Scottish Government (excl. agencies)","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Mixed","Scottish Prison Service","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Mixed","Social Security Scotland","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Mixed","Student Awards Agency for Scotland","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Mixed","Submarine Delivery Agency","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Mixed","The National Archives","London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Mixed","Transport Scotland","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Mixed","UK Hydrographic Office","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Mixed","UK Intellectual Property Office","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Mixed","United Kingdom Statistics Authority","London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Mixed","United Kingdom Statistics Authority","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Mixed","Valuation Office Agency","London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Mixed","Valuation Office Agency","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Mixed","Vehicle Certification Agency","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Mixed","Welsh Government (excl. agencies)","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Other ethnicity","Accountant in Bankruptcy","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Other ethnicity","Advisory, Conciliation and Arbitration Service","London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Other ethnicity","Advisory, Conciliation and Arbitration Service","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Other ethnicity","Animal and Plant Health Agency","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Other ethnicity","Cabinet Office (excl. agencies)","London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Other ethnicity","Cabinet Office (excl. agencies)","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Other ethnicity","Cabinet Office (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Other ethnicity","Companies House","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Other ethnicity","Crown Commercial Service","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Other ethnicity","Crown Office and Procurator Fiscal Service","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Other ethnicity","Crown Prosecution Service","London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Other ethnicity","Crown Prosecution Service","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Other ethnicity","Crown Prosecution Service Inspectorate","London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Other ethnicity","Defence Electronics and Components Agency","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Other ethnicity","Defence Equipment and Support","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Other ethnicity","Defence Science and Technology Laboratory","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Other ethnicity","Department for Business, Energy and Industrial Strategy (excl. agencies)","London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Other ethnicity","Department for Education (excl. agencies)","London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Other ethnicity","Department for Education (excl. agencies)","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Other ethnicity","Department for Environment, Food and Rural Affairs (excl. agencies)","London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Other ethnicity","Department for Environment, Food and Rural Affairs (excl. agencies)","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Other ethnicity","Department for International Trade","London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Other ethnicity","Department for Transport (excl. agencies)","London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Other ethnicity","Department for Transport (excl. agencies)","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Other ethnicity","Department for Work and Pensions (excl. agencies)","London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Other ethnicity","Department for Work and Pensions (excl. agencies)","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Other ethnicity","Department for Work and Pensions (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Other ethnicity","Department of Health and Social Care (excl. agencies)","London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Other ethnicity","Department of Health and Social Care (excl. agencies)","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Other ethnicity","Disclosure Scotland","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Other ethnicity","Driver and Vehicle Licensing Agency","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Other ethnicity","Driver and Vehicle Standards Agency","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Other ethnicity","Education and Skills Funding Agency","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Other ethnicity","FCDO Services","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Other ethnicity","Foreign, Commonwealth and Development Office (excl. agencies)","London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Other ethnicity","Foreign, Commonwealth and Development Office (excl. agencies)","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Other ethnicity","Forestry and Land Scotland","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Other ethnicity","Government Actuary's Department","London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Other ethnicity","Health and Safety Executive","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Other ethnicity","HM Courts and Tribunals Service","London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Other ethnicity","HM Courts and Tribunals Service","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Other ethnicity","HM Land Registry","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Other ethnicity","HM Prison and Probation Service","London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Other ethnicity","HM Prison and Probation Service","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Other ethnicity","HM Revenue and Customs (excl. agencies)","London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Other ethnicity","HM Revenue and Customs (excl. agencies)","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Other ethnicity","HM Treasury (excl. agencies)","London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Other ethnicity","Home Office (incl. agencies)","London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Other ethnicity","Home Office (incl. agencies)","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Other ethnicity","Insolvency Service","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Other ethnicity","Institute for Apprenticeships and Technical Education","London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Other ethnicity","Legal Aid Agency","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Other ethnicity","Maritime and Coastguard Agency","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Other ethnicity","Medicines and Healthcare Products Regulatory Agency","London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Other ethnicity","Met Office","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Other ethnicity","Ministry of Defence (excl. agencies)","London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Other ethnicity","Ministry of Defence (excl. agencies)","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Other ethnicity","Ministry of Justice (excl. agencies)","London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Other ethnicity","Ministry of Justice (excl. agencies)","Outside London","[c]","[c]","[c]","[c]"
