"Status","Year","Parent_department","Region_london","Responsibility_level_ungrouped","Sex","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Ministry of Justice","London","SCS level","Female","125","115","87210","81800"
"In post","2021","Ministry of Justice","London","SCS level","Male","100","100","91170","83180"
"In post","2021","Ministry of Justice","London","SEO","Female","1090","1050","43060","41170"
"In post","2021","Ministry of Justice","London","SEO","Male","765","755","44720","42550"
"In post","2021","Ministry of Justice","London","Unknown","Female","1185","1135","33540","32090"
"In post","2021","Ministry of Justice","London","Unknown","Male","400","390","34380","34100"
"In post","2021","Ministry of Justice","Outside London","AA","Female","3605","3230","19700","20600"
"In post","2021","Ministry of Justice","Outside London","AA","Male","3245","3045","20470","20600"
"In post","2021","Ministry of Justice","Outside London","AO","Female","13635","12125","23190","21710"
"In post","2021","Ministry of Justice","Outside London","AO","Male","14620","14045","26870","26630"
"In post","2021","Ministry of Justice","Outside London","EO","Female","4020","3765","26150","25620"
"In post","2021","Ministry of Justice","Outside London","EO","Male","4380","4215","29830","31610"
"In post","2021","Ministry of Justice","Outside London","G6","Female","100","100","81680","84390"
"In post","2021","Ministry of Justice","Outside London","G6","Male","120","120","84830","84390"
"In post","2021","Ministry of Justice","Outside London","G7","Female","620","600","56760","55820"
"In post","2021","Ministry of Justice","Outside London","G7","Male","500","495","59010","58980"
"In post","2021","Ministry of Justice","Outside London","HEO","Female","2700","2580","31290","31180"
"In post","2021","Ministry of Justice","Outside London","HEO","Male","2405","2280","34830","36710"
"In post","2021","Ministry of Justice","Outside London","SCS level","Female","50","50","91100","86320"
"In post","2021","Ministry of Justice","Outside London","SCS level","Male","55","55","94630","1e+05"
"In post","2021","Ministry of Justice","Outside London","SEO","Female","2055","1925","43270","43160"
"In post","2021","Ministry of Justice","Outside London","SEO","Male","1590","1540","46860","46870"
"In post","2021","Ministry of Justice","Outside London","Unknown","Female","8190","7425","29170","28200"
"In post","2021","Ministry of Justice","Outside London","Unknown","Male","2375","2275","30330","30210"
"In post","2021","Ministry of Justice","Unknown","AA","Female","[c]","[c]","[c]","[c]"
"In post","2021","Ministry of Justice","Unknown","AA","Male","[c]","[c]","[c]","[c]"
"In post","2021","Ministry of Justice","Unknown","AO","Female","5","5","[c]","[c]"
"In post","2021","Ministry of Justice","Unknown","AO","Male","5","5","[c]","[c]"
"In post","2021","Ministry of Justice","Unknown","EO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Ministry of Justice","Unknown","EO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Ministry of Justice","Unknown","G7","Female","[c]","[c]","[c]","[c]"
"In post","2021","Ministry of Justice","Unknown","G7","Male","[c]","[c]","[c]","[c]"
"In post","2021","Ministry of Justice","Unknown","SEO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Ministry of Justice","Unknown","SEO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Ministry of Justice","Unknown","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2021","Ministry of Justice","Unknown","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2021","National Crime Agency","London","AO","Female","55","50","25760","24220"
"In post","2021","National Crime Agency","London","AO","Male","45","45","26230","24220"
"In post","2021","National Crime Agency","London","EO","Female","320","310","34840","36050"
"In post","2021","National Crime Agency","London","EO","Male","300","300","35860","36200"
"In post","2021","National Crime Agency","London","G6","Female","20","20","[c]","[c]"
"In post","2021","National Crime Agency","London","G6","Male","40","40","75010","74010"
"In post","2021","National Crime Agency","London","G7","Female","45","45","60300","59160"
"In post","2021","National Crime Agency","London","G7","Male","85","85","62500","64410"
"In post","2021","National Crime Agency","London","HEO","Female","205","195","42610","42310"
"In post","2021","National Crime Agency","London","HEO","Male","265","260","43920","43630"
"In post","2021","National Crime Agency","London","SCS level","Female","10","10","[c]","[c]"
"In post","2021","National Crime Agency","London","SCS level","Male","15","15","[c]","[c]"
"In post","2021","National Crime Agency","London","SEO","Female","100","95","49570","48900"
"In post","2021","National Crime Agency","London","SEO","Male","150","150","50320","48900"
"In post","2021","National Crime Agency","Outside London","AO","Female","145","130","22700","20800"
"In post","2021","National Crime Agency","Outside London","AO","Male","80","80","22790","20800"
"In post","2021","National Crime Agency","Outside London","EO","Female","925","890","31980","32770"
"In post","2021","National Crime Agency","Outside London","EO","Male","910","900","33690","34140"
"In post","2021","National Crime Agency","Outside London","G6","Female","5","5","[c]","[c]"
"In post","2021","National Crime Agency","Outside London","G6","Male","20","20","[c]","[c]"
"In post","2021","National Crime Agency","Outside London","G7","Female","45","45","57760","55740"
"In post","2021","National Crime Agency","Outside London","G7","Male","80","80","59590","60990"
"In post","2021","National Crime Agency","Outside London","HEO","Female","395","375","39930","40210"
"In post","2021","National Crime Agency","Outside London","HEO","Male","625","620","41470","40240"
"In post","2021","National Crime Agency","Outside London","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2021","National Crime Agency","Outside London","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2021","National Crime Agency","Outside London","SEO","Female","125","120","46240","45480"
"In post","2021","National Crime Agency","Outside London","SEO","Male","240","240","47380","45490"
"In post","2021","National Crime Agency","Overseas","EO","Female","[c]","[c]","[c]","[c]"
"In post","2021","National Crime Agency","Overseas","EO","Male","[c]","[c]","[c]","[c]"
"In post","2021","National Crime Agency","Overseas","G6","Female","[c]","[c]","[c]","[c]"
"In post","2021","National Crime Agency","Overseas","G6","Male","[c]","[c]","[c]","[c]"
"In post","2021","National Crime Agency","Overseas","G7","Female","[c]","[c]","[c]","[c]"
"In post","2021","National Crime Agency","Overseas","G7","Male","10","10","[c]","[c]"
"In post","2021","National Crime Agency","Overseas","HEO","Female","[c]","[c]","[c]","[c]"
"In post","2021","National Crime Agency","Overseas","HEO","Male","20","20","[c]","[c]"
"In post","2021","National Crime Agency","Overseas","SEO","Female","10","10","[c]","[c]"
"In post","2021","National Crime Agency","Overseas","SEO","Male","75","75","66410","64330"
"In post","2021","National Crime Agency","Unknown","AO","Female","[c]","[c]","[c]","[c]"
"In post","2021","National Crime Agency","Unknown","AO","Male","[c]","[c]","[c]","[c]"
"In post","2021","National Crime Agency","Unknown","EO","Female","10","10","[c]","[c]"
"In post","2021","National Crime Agency","Unknown","EO","Male","[c]","[c]","[c]","[c]"
"In post","2021","National Crime Agency","Unknown","G7","Female","[c]","[c]","[c]","[c]"
"In post","2021","National Crime Agency","Unknown","G7","Male","5","5","[c]","[c]"
"In post","2021","National Crime Agency","Unknown","HEO","Female","20","15","[c]","[c]"
"In post","2021","National Crime Agency","Unknown","HEO","Male","40","40","43520","43670"
"In post","2021","National Crime Agency","Unknown","SEO","Female","5","5","[c]","[c]"
"In post","2021","National Crime Agency","Unknown","SEO","Male","20","20","[c]","[c]"
"In post","2021","Northern Ireland Office","London","AO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Northern Ireland Office","London","AO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Northern Ireland Office","London","EO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Northern Ireland Office","London","EO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Northern Ireland Office","London","G7","Female","15","15","[c]","[c]"
"In post","2021","Northern Ireland Office","London","G7","Male","15","15","[c]","[c]"
"In post","2021","Northern Ireland Office","London","HEO","Female","5","5","[c]","[c]"
"In post","2021","Northern Ireland Office","London","HEO","Male","5","5","[c]","[c]"
"In post","2021","Northern Ireland Office","London","SCS level","Female","5","5","[c]","[c]"
"In post","2021","Northern Ireland Office","London","SCS level","Male","5","5","[c]","[c]"
"In post","2021","Northern Ireland Office","London","SEO","Female","10","10","[c]","[c]"
"In post","2021","Northern Ireland Office","London","SEO","Male","10","10","[c]","[c]"
"In post","2021","Northern Ireland Office","Outside London","AO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Northern Ireland Office","Outside London","AO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Northern Ireland Office","Outside London","EO","Female","10","10","[c]","[c]"
"In post","2021","Northern Ireland Office","Outside London","EO","Male","5","5","[c]","[c]"
"In post","2021","Northern Ireland Office","Outside London","G7","Female","10","10","[c]","[c]"
"In post","2021","Northern Ireland Office","Outside London","G7","Male","10","10","[c]","[c]"
"In post","2021","Northern Ireland Office","Outside London","HEO","Female","10","10","[c]","[c]"
"In post","2021","Northern Ireland Office","Outside London","HEO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Northern Ireland Office","Outside London","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2021","Northern Ireland Office","Outside London","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2021","Northern Ireland Office","Outside London","SEO","Female","15","15","[c]","[c]"
"In post","2021","Northern Ireland Office","Outside London","SEO","Male","10","10","[c]","[c]"
"In post","2021","Office for Standards in Education","London","AO","Female","10","5","[c]","[c]"
"In post","2021","Office for Standards in Education","London","AO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Office for Standards in Education","London","EO","Female","15","15","[c]","[c]"
"In post","2021","Office for Standards in Education","London","EO","Male","15","15","[c]","[c]"
"In post","2021","Office for Standards in Education","London","G6","Female","25","25","[c]","[c]"
"In post","2021","Office for Standards in Education","London","G6","Male","15","15","[c]","[c]"
"In post","2021","Office for Standards in Education","London","G7","Female","95","90","69410","70500"
"In post","2021","Office for Standards in Education","London","G7","Male","45","45","71820","75500"
"In post","2021","Office for Standards in Education","London","HEO","Female","35","35","34820","35010"
"In post","2021","Office for Standards in Education","London","HEO","Male","20","20","[c]","[c]"
"In post","2021","Office for Standards in Education","London","SCS level","Female","5","5","[c]","[c]"
"In post","2021","Office for Standards in Education","London","SCS level","Male","10","10","[c]","[c]"
"In post","2021","Office for Standards in Education","London","SEO","Female","115","110","48780","51360"
"In post","2021","Office for Standards in Education","London","SEO","Male","35","35","45870","42850"
"In post","2021","Office for Standards in Education","Outside London","AO","Female","155","135","21180","21160"
