"Status","Year","Age","Function_of_post","Organisation","Region_ITL1","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2021","40-49","Communications","Driver and Vehicle Standards Agency","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Communications","Food Standards Agency","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Communications","Foreign, Commonwealth and Development Office (excl. agencies)","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Communications","HM Land Registry","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Communications","Insolvency Service","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Communications","Ministry of Defence (excl. agencies)","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Communications","Ministry of Defence (excl. agencies)","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Communications","Ministry of Housing, Communities and Local Government (excl. agencies)","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Communications","Office for Standards in Education, Children's Services and Skills","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Communications","Office of Qualifications and Examinations Regulation","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Communications","Public Health England","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Communications","Public Health England","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Communications","The National Archives","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Communications","Wilton Park","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Counter Fraud","Serious Fraud Office","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Debt","Debt Management Office","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Digital, Data & Technology","Cabinet Office (excl. agencies)","London","5","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Digital, Data & Technology","Competition and Markets Authority","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Digital, Data & Technology","Crown Commercial Service","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Digital, Data & Technology","Crown Commercial Service","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Digital, Data & Technology","Crown Office and Procurator Fiscal Service","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Digital, Data & Technology","Debt Management Office","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Digital, Data & Technology","Department for Environment, Food and Rural Affairs (excl. agencies)","North East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Digital, Data & Technology","Department for Environment, Food and Rural Affairs (excl. agencies)","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Digital, Data & Technology","Department for Environment, Food and Rural Affairs (excl. agencies)","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Digital, Data & Technology","Department for Environment, Food and Rural Affairs (excl. agencies)","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Digital, Data & Technology","Department for Environment, Food and Rural Affairs (excl. agencies)","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Digital, Data & Technology","Department for Environment, Food and Rural Affairs (excl. agencies)","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Digital, Data & Technology","Department for International Development","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Digital, Data & Technology","Department for International Trade","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Digital, Data & Technology","Driver and Vehicle Licensing Agency","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Digital, Data & Technology","Driver and Vehicle Standards Agency","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Digital, Data & Technology","Foreign, Commonwealth and Development Office (excl. agencies)","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Digital, Data & Technology","Health and Safety Executive","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Digital, Data & Technology","Health and Safety Executive","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Digital, Data & Technology","HM Courts and Tribunals Service","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Digital, Data & Technology","HM Land Registry","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Digital, Data & Technology","HM Land Registry","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Digital, Data & Technology","Insolvency Service","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Digital, Data & Technology","Maritime and Coastguard Agency","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Digital, Data & Technology","Medicines and Healthcare Products Regulatory Agency","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Digital, Data & Technology","Ministry of Defence (excl. agencies)","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Digital, Data & Technology","Ministry of Defence (excl. agencies)","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Digital, Data & Technology","Ministry of Justice (excl. agencies)","London","5","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Digital, Data & Technology","Ministry of Justice (excl. agencies)","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Digital, Data & Technology","Ministry of Justice (excl. agencies)","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Digital, Data & Technology","Ministry of Justice (excl. agencies)","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Digital, Data & Technology","National Crime Agency","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Digital, Data & Technology","National Crime Agency","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Digital, Data & Technology","Office for Standards in Education, Children's Services and Skills","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Digital, Data & Technology","Office of Gas and Electricity Markets","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Digital, Data & Technology","Planning Inspectorate","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Digital, Data & Technology","Public Health England","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Digital, Data & Technology","Serious Fraud Office","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Digital, Data & Technology","The National Archives","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Digital, Data & Technology","UK Hydrographic Office","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Digital, Data & Technology","UK Intellectual Property Office","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Digital, Data & Technology","United Kingdom Statistics Authority","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Digital, Data & Technology","United Kingdom Statistics Authority","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Digital, Data & Technology","United Kingdom Statistics Authority","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Finance","Defence Equipment and Support","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Finance","Defence Science and Technology Laboratory","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Finance","Department for International Trade","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Finance","Department for International Trade","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Finance","Driver and Vehicle Licensing Agency","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Finance","Forestry and Land Scotland","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Finance","Government Actuary's Department","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Finance","HM Courts and Tribunals Service","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Finance","HM Land Registry","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Finance","HM Treasury (excl. agencies)","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Finance","Legal Aid Agency","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Finance","Maritime and Coastguard Agency","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Finance","Ministry of Defence (excl. agencies)","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Finance","Ministry of Defence (excl. agencies)","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Finance","Ministry of Housing, Communities and Local Government (excl. agencies)","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Finance","Ministry of Justice (excl. agencies)","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Finance","Ministry of Justice (excl. agencies)","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Finance","Northern Ireland Office","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Finance","Office of Gas and Electricity Markets","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Finance","Office of Gas and Electricity Markets","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Finance","United Kingdom Statistics Authority","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Finance","Valuation Office Agency","North East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Finance","Water Services Regulation Authority","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Grants Management","Rural Payments Agency","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Grants Management","Rural Payments Agency","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Grants Management","Rural Payments Agency","North West (England)","5","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Grants Management","Rural Payments Agency","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Human Resources","Cabinet Office (excl. agencies)","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Human Resources","Cabinet Office (excl. agencies)","North East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Human Resources","Cabinet Office (excl. agencies)","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Human Resources","Cabinet Office (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Human Resources","Companies House","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Human Resources","Competition and Markets Authority","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Human Resources","Crown Commercial Service","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Human Resources","Crown Prosecution Service","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Human Resources","Debt Management Office","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Human Resources","Defence Equipment and Support","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Human Resources","Defence Science and Technology Laboratory","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Human Resources","Department for Environment, Food and Rural Affairs (excl. agencies)","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Human Resources","Department for Environment, Food and Rural Affairs (excl. agencies)","North East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Human Resources","Department for Environment, Food and Rural Affairs (excl. agencies)","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Human Resources","Department for Environment, Food and Rural Affairs (excl. agencies)","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Human Resources","Department for International Trade","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Human Resources","Driver and Vehicle Standards Agency","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Human Resources","FCDO Services","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Human Resources","Forestry and Land Scotland","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Human Resources","Health and Safety Executive","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Human Resources","HM Courts and Tribunals Service","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Human Resources","HM Land Registry","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Human Resources","HM Land Registry","North East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Human Resources","HM Prison and Probation Service","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Human Resources","Insolvency Service","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Human Resources","Met Office","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Human Resources","Ministry of Defence (excl. agencies)","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Human Resources","Ministry of Defence (excl. agencies)","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Human Resources","Ministry of Defence (excl. agencies)","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Human Resources","Ministry of Defence (excl. agencies)","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Human Resources","Ministry of Defence (excl. agencies)","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Human Resources","Ministry of Justice (excl. agencies)","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Human Resources","Ministry of Justice (excl. agencies)","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Human Resources","Office of Gas and Electricity Markets","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Human Resources","Office of Gas and Electricity Markets","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Human Resources","Office of Rail and Road","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Human Resources","Public Health England","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Human Resources","Public Health England","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Human Resources","Scottish Courts and Tribunals Service","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Human Resources","Scottish Prison Service","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Human Resources","United Kingdom Statistics Authority","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Human Resources","Valuation Office Agency","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Human Resources","Water Services Regulation Authority","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Human Resources","Wilton Park","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Internal Audit","Government Internal Audit Agency","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Internal Audit","Government Internal Audit Agency","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Internal Audit","Government Internal Audit Agency","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Legal","Competition and Markets Authority","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Legal","Crown Office and Procurator Fiscal Service","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Legal","Crown Prosecution Service","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Legal","Crown Prosecution Service","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Legal","Crown Prosecution Service","London","5","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Legal","Crown Prosecution Service","North East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Legal","Crown Prosecution Service","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Legal","Crown Prosecution Service","South East (England)","5","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Legal","Crown Prosecution Service","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Legal","Crown Prosecution Service","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Legal","Government Legal Department","London","10","[c]","60810","61780"
"Leaver CS","2021","40-49","Legal","Government Legal Department","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Legal","HM Courts and Tribunals Service","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Legal","HM Courts and Tribunals Service","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Legal","HM Courts and Tribunals Service","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Legal","HM Courts and Tribunals Service","North East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Legal","HM Courts and Tribunals Service","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Legal","HM Courts and Tribunals Service","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Legal","HM Courts and Tribunals Service","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Legal","HM Courts and Tribunals Service","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Legal","HM Courts and Tribunals Service","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Legal","HM Courts and Tribunals Service","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Legal","HM Land Registry","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Legal","HM Land Registry","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Legal","HM Land Registry","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Legal","Ministry of Justice (excl. agencies)","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Legal","Office of the Public Guardian","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Legal","Scottish Courts and Tribunals Service","Scotland","5","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Legal","Water Services Regulation Authority","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Legal","Welsh Revenue Authority","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","No function","Advisory, Conciliation and Arbitration Service","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","No function","Advisory, Conciliation and Arbitration Service","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","No function","Advisory, Conciliation and Arbitration Service","North East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","No function","Advisory, Conciliation and Arbitration Service","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","No function","Advisory, Conciliation and Arbitration Service","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","No function","Advisory, Conciliation and Arbitration Service","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","No function","Advisory, Conciliation and Arbitration Service","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","No function","Animal and Plant Health Agency","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","No function","Animal and Plant Health Agency","North East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","No function","Animal and Plant Health Agency","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","No function","Animal and Plant Health Agency","South East (England)","5","[c]","[c]","[c]"
"Leaver CS","2021","40-49","No function","Animal and Plant Health Agency","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","No function","Animal and Plant Health Agency","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","No function","Animal and Plant Health Agency","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","No function","Animal and Plant Health Agency","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","No function","Cabinet Office (excl. agencies)","London","10","[c]","[c]","[c]"
"Leaver CS","2021","40-49","No function","Charity Commission","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","No function","Companies House","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","No function","Criminal Injuries Compensation Authority","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","No function","Crown Commercial Service","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","No function","Crown Office and Procurator Fiscal Service","Scotland","5","[c]","[c]","[c]"
"Leaver CS","2021","40-49","No function","Defence Science and Technology Laboratory","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","No function","Defence Science and Technology Laboratory","South West (England)","10","[c]","[c]","[c]"
"Leaver CS","2021","40-49","No function","Department for Business, Energy and Industrial Strategy (excl. agencies)","London","20","[c]","60980","63420"
"Leaver CS","2021","40-49","No function","Department for Business, Energy and Industrial Strategy (excl. agencies)","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","No function","Department for Digital, Culture, Media and Sport","London","10","[c]","[c]","[c]"
"Leaver CS","2021","40-49","No function","Department for Environment, Food and Rural Affairs (excl. agencies)","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","No function","Department for Environment, Food and Rural Affairs (excl. agencies)","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","No function","Department for Environment, Food and Rural Affairs (excl. agencies)","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","No function","Department for Environment, Food and Rural Affairs (excl. agencies)","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","No function","Department for International Trade","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","No function","Department for International Trade","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","No function","Driver and Vehicle Licensing Agency","Wales","25","[c]","21000","21590"
"Leaver CS","2021","40-49","No function","Driver and Vehicle Standards Agency","East Midlands (England)","5","[c]","[c]","[c]"
"Leaver CS","2021","40-49","No function","Driver and Vehicle Standards Agency","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","No function","Driver and Vehicle Standards Agency","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","No function","Driver and Vehicle Standards Agency","North East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","No function","Driver and Vehicle Standards Agency","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","No function","Driver and Vehicle Standards Agency","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","No function","Driver and Vehicle Standards Agency","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","No function","Driver and Vehicle Standards Agency","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","No function","Driver and Vehicle Standards Agency","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","No function","Driver and Vehicle Standards Agency","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","No function","Driver and Vehicle Standards Agency","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","No function","Food Standards Agency","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","No function","Government Internal Audit Agency","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","No function","Government Internal Audit Agency","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","No function","Health and Safety Executive","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","No function","Health and Safety Executive","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","No function","Health and Safety Executive","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","No function","Health and Safety Executive","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","No function","Health and Safety Executive","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","No function","Health and Safety Executive","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","No function","HM Courts and Tribunals Service","East Midlands (England)","5","[c]","[c]","[c]"
"Leaver CS","2021","40-49","No function","HM Courts and Tribunals Service","East of England","5","[c]","[c]","[c]"
"Leaver CS","2021","40-49","No function","HM Courts and Tribunals Service","London","30","[c]","23660","22680"
"Leaver CS","2021","40-49","No function","HM Courts and Tribunals Service","North East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","No function","HM Courts and Tribunals Service","North West (England)","10","[c]","22110","20260"
"Leaver CS","2021","40-49","No function","HM Courts and Tribunals Service","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","No function","HM Courts and Tribunals Service","South East (England)","10","[c]","[c]","[c]"
"Leaver CS","2021","40-49","No function","HM Courts and Tribunals Service","South West (England)","10","[c]","[c]","[c]"
"Leaver CS","2021","40-49","No function","HM Courts and Tribunals Service","Wales","10","[c]","[c]","[c]"
"Leaver CS","2021","40-49","No function","HM Courts and Tribunals Service","West Midlands (England)","15","[c]","21860","20040"
"Leaver CS","2021","40-49","No function","HM Courts and Tribunals Service","Yorkshire and The Humber","10","[c]","19710","19570"
"Leaver CS","2021","40-49","No function","HM Land Registry","East Midlands (England)","5","[c]","[c]","[c]"
"Leaver CS","2021","40-49","No function","HM Land Registry","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","No function","HM Land Registry","North East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","No function","HM Land Registry","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","No function","HM Land Registry","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","No function","HM Land Registry","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","No function","HM Land Registry","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","No function","HM Land Registry","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","No function","HM Prison and Probation Service","East Midlands (England)","60","[c]","[c]","[c]"
"Leaver CS","2021","40-49","No function","HM Prison and Probation Service","East of England","70","[c]","[c]","[c]"
"Leaver CS","2021","40-49","No function","HM Prison and Probation Service","London","55","[c]","[c]","[c]"
"Leaver CS","2021","40-49","No function","HM Prison and Probation Service","North East (England)","30","[c]","[c]","[c]"
"Leaver CS","2021","40-49","No function","HM Prison and Probation Service","North West (England)","55","[c]","[c]","[c]"
"Leaver CS","2021","40-49","No function","HM Prison and Probation Service","South East (England)","110","[c]","[c]","[c]"
"Leaver CS","2021","40-49","No function","HM Prison and Probation Service","South West (England)","35","[c]","[c]","[c]"
"Leaver CS","2021","40-49","No function","HM Prison and Probation Service","Wales","25","[c]","[c]","[c]"
"Leaver CS","2021","40-49","No function","HM Prison and Probation Service","West Midlands (England)","40","[c]","[c]","[c]"
"Leaver CS","2021","40-49","No function","HM Prison and Probation Service","Yorkshire and The Humber","55","[c]","[c]","[c]"
"Leaver CS","2021","40-49","No function","HM Treasury (excl. agencies)","London","5","[c]","[c]","[c]"
"Leaver CS","2021","40-49","No function","Insolvency Service","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","No function","Insolvency Service","London","[c]","[c]","[c]","[c]"
