"Status","Year","Function_of_post","Parent_department","Responsibility_level_grouped","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2021","Project Delivery","Ministry of Defence","SEO/HEO","330","[c]","36320","36180"
"Leaver CS","2021","Project Delivery","Ministry of Defence","Unknown","40","[c]","42060","39860"
"Leaver CS","2021","Project Delivery","Ministry of Housing, Communities and Local Government","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Ministry of Housing, Communities and Local Government","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Ministry of Housing, Communities and Local Government","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Ministry of Justice","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Ministry of Justice","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Ministry of Justice","G6/G7","5","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Ministry of Justice","SEO/HEO","15","[c]","32410","30990"
"Leaver CS","2021","Project Delivery","National Crime Agency","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","National Crime Agency","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Office for Standards in Education","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Office of Gas and Electricity Markets","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Office of Gas and Electricity Markets","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Scottish Government","AA/AO","10","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Scottish Government","EO","5","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Scottish Government","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Scottish Government","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","UK Export Finance","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","United Kingdom Statistics Authority","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","United Kingdom Statistics Authority","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","United Kingdom Statistics Authority","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Water Services Regulation Authority","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","Cabinet Office","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","Cabinet Office","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","Cabinet Office","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","Chancellor's other departments","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","Competition and Markets Authority","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","Competition and Markets Authority","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","Department for Business, Energy and Industrial Strategy","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","Department for Business, Energy and Industrial Strategy","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","Department for Digital, Culture, Media and Sport","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","Department for Environment, Food and Rural Affairs","AA/AO","10","[c]","[c]","[c]"
"Leaver CS","2021","Property","Department for Environment, Food and Rural Affairs","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","Department for Environment, Food and Rural Affairs","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","Department for Environment, Food and Rural Affairs","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","Department for Environment, Food and Rural Affairs","SEO/HEO","10","[c]","[c]","[c]"
"Leaver CS","2021","Property","Department for Transport","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","Department for Transport","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","Department of Health and Social Care","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","Foreign, Commonwealth and Development Office","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","Foreign, Commonwealth and Development Office","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","Foreign, Commonwealth and Development Office","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","Foreign, Commonwealth and Development Office","SEO/HEO","10","[c]","[c]","[c]"
"Leaver CS","2021","Property","Foreign, Commonwealth and Development Office","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","HM Land Registry","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","HM Revenue and Customs","AA/AO","65","[c]","20570","20880"
"Leaver CS","2021","Property","HM Revenue and Customs","EO","115","[c]","25840","25500"
"Leaver CS","2021","Property","HM Revenue and Customs","G6/G7","10","[c]","57830","57130"
"Leaver CS","2021","Property","HM Revenue and Customs","SEO/HEO","65","[c]","40570","42700"
"Leaver CS","2021","Property","Ministry of Defence","AA/AO","55","[c]","18240","18260"
"Leaver CS","2021","Property","Ministry of Defence","EO","20","[c]","26510","26800"
"Leaver CS","2021","Property","Ministry of Defence","G6/G7","10","[c]","[c]","[c]"
"Leaver CS","2021","Property","Ministry of Defence","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","Ministry of Defence","SEO/HEO","60","[c]","36760","36100"
"Leaver CS","2021","Property","Ministry of Defence","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","Ministry of Justice","AA/AO","5","[c]","[c]","[c]"
"Leaver CS","2021","Property","Ministry of Justice","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","Ministry of Justice","G6/G7","10","[c]","55910","58130"
"Leaver CS","2021","Property","Ministry of Justice","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","Ministry of Justice","SEO/HEO","5","[c]","[c]","[c]"
"Leaver CS","2021","Property","Northern Ireland Office","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","Office for Standards in Education","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","Office of Gas and Electricity Markets","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","Office of Rail and Road","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","Scottish Government","AA/AO","40","[c]","24940","26530"
"Leaver CS","2021","Property","Scottish Government","EO","15","[c]","31550","30160"
"Leaver CS","2021","Property","Scottish Government","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","Scottish Government","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","United Kingdom Statistics Authority","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","Cabinet Office","AA/AO","20","[c]","20090","20370"
"Leaver CS","2021","Security","Cabinet Office","EO","5","[c]","[c]","[c]"
"Leaver CS","2021","Security","Cabinet Office","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","Cabinet Office","SEO/HEO","20","[c]","33470","33300"
"Leaver CS","2021","Security","Chancellor's other departments","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","Competition and Markets Authority","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","Department for Business, Energy and Industrial Strategy","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","Department for International Trade","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","Department for Transport","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","Foreign, Commonwealth and Development Office","AA/AO","5","[c]","[c]","[c]"
"Leaver CS","2021","Security","Foreign, Commonwealth and Development Office","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","Foreign, Commonwealth and Development Office","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","Foreign, Commonwealth and Development Office","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","Ministry of Defence","AA/AO","290","[c]","27890","23540"
"Leaver CS","2021","Security","Ministry of Defence","EO","35","[c]","33020","29960"
"Leaver CS","2021","Security","Ministry of Defence","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","Ministry of Defence","SEO/HEO","20","[c]","43820","40580"
"Leaver CS","2021","Security","Ministry of Justice","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","Ministry of Justice","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","Ministry of Justice","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","Ministry of Justice","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","National Crime Agency","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","United Kingdom Statistics Authority","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Attorney General's Departments","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Attorney General's Departments","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Attorney General's Departments","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Cabinet Office","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Charity Commission","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Charity Commission","EO","5","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Charity Commission","G6/G7","5","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Charity Commission","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Charity Commission","SEO/HEO","15","[c]","34880","32290"
"Leaver CS","2021","Unknown","Department for Business, Energy and Industrial Strategy","AA/AO","20","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Department for Business, Energy and Industrial Strategy","EO","15","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Department for Business, Energy and Industrial Strategy","G6/G7","25","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Department for Business, Energy and Industrial Strategy","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Department for Business, Energy and Industrial Strategy","SEO/HEO","30","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Department for Business, Energy and Industrial Strategy","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Department for Education","AA/AO","20","[c]","21690","21000"
"Leaver CS","2021","Unknown","Department for Education","EO","65","[c]","25990","26000"
"Leaver CS","2021","Unknown","Department for Education","G6/G7","110","[c]","57330","54400"
"Leaver CS","2021","Unknown","Department for Education","SCS level","20","[c]","82970","80630"
"Leaver CS","2021","Unknown","Department for Education","SEO/HEO","140","[c]","36920","36780"
"Leaver CS","2021","Unknown","Department for Environment, Food and Rural Affairs","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Department for Environment, Food and Rural Affairs","G6/G7","5","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Department for Environment, Food and Rural Affairs","SEO/HEO","5","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Department for Transport","AA/AO","5","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Department for Transport","EO","15","[c]","25990","26780"
"Leaver CS","2021","Unknown","Department for Transport","G6/G7","30","[c]","65420","62160"
"Leaver CS","2021","Unknown","Department for Transport","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Department for Transport","SEO/HEO","50","[c]","32720","34700"
"Leaver CS","2021","Unknown","Department for Work and Pensions","AA/AO","2060","[c]","21210","21010"
"Leaver CS","2021","Unknown","Department for Work and Pensions","EO","1860","[c]","28070","27570"
"Leaver CS","2021","Unknown","Department for Work and Pensions","G6/G7","120","[c]","58140","57230"
"Leaver CS","2021","Unknown","Department for Work and Pensions","SCS level","15","[c]","89650","85500"
"Leaver CS","2021","Unknown","Department for Work and Pensions","SEO/HEO","335","[c]","35330","34290"
"Leaver CS","2021","Unknown","Department of Health and Social Care","AA/AO","15","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Department of Health and Social Care","EO","60","[c]","27050","27020"
"Leaver CS","2021","Unknown","Department of Health and Social Care","G6/G7","70","[c]","61950","64010"
"Leaver CS","2021","Unknown","Department of Health and Social Care","SCS level","30","[c]","84470","83640"
"Leaver CS","2021","Unknown","Department of Health and Social Care","SEO/HEO","80","[c]","37950","40010"
"Leaver CS","2021","Unknown","Department of Health and Social Care","Unknown","20","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Food Standards Agency","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Food Standards Agency","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Food Standards Agency","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Food Standards Agency","SEO/HEO","10","[c]","39060","37910"
"Leaver CS","2021","Unknown","Foreign, Commonwealth and Development Office","AA/AO","25","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Foreign, Commonwealth and Development Office","EO","20","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Foreign, Commonwealth and Development Office","G6/G7","25","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Foreign, Commonwealth and Development Office","SCS level","15","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Foreign, Commonwealth and Development Office","SEO/HEO","30","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","HM Revenue and Customs","AA/AO","2445","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","HM Revenue and Customs","EO","1175","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","HM Revenue and Customs","G6/G7","335","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","HM Revenue and Customs","SCS level","30","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","HM Revenue and Customs","SEO/HEO","1110","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","HM Revenue and Customs","Unknown","340","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Home Office","AA/AO","450","[c]","21470","21430"
"Leaver CS","2021","Unknown","Home Office","EO","490","[c]","26940","27240"
"Leaver CS","2021","Unknown","Home Office","G6/G7","100","[c]","61820","59600"
"Leaver CS","2021","Unknown","Home Office","SCS level","20","[c]","96100","82920"
"Leaver CS","2021","Unknown","Home Office","SEO/HEO","270","[c]","37330","36620"
"Leaver CS","2021","Unknown","Home Office","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Ministry of Defence","AA/AO","540","[c]","20790","20920"
"Leaver CS","2021","Unknown","Ministry of Defence","EO","365","[c]","29100","29200"
"Leaver CS","2021","Unknown","Ministry of Defence","G6/G7","70","[c]","71650","72590"
"Leaver CS","2021","Unknown","Ministry of Defence","SCS level","5","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Ministry of Defence","SEO/HEO","335","[c]","37060","36960"
"Leaver CS","2021","Unknown","Ministry of Defence","Unknown","170","[c]","35090","32700"
"Leaver CS","2021","Unknown","Ministry of Housing, Communities and Local Government","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Ministry of Housing, Communities and Local Government","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Ministry of Housing, Communities and Local Government","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Other Cabinet Office Agencies","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Other Cabinet Office Agencies","G6/G7","10","[c]","56220","54850"
"Leaver CS","2021","Unknown","Other Cabinet Office Agencies","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Scotland Office","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Scotland Office","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Scotland Office","G6/G7","[c]","[c]","[c]","[c]"
