"Status","Year","Ethnicity","Parent_department","Region_london","Responsibility_level_grouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Asian","Northern Ireland Office","London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Northern Ireland Office","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Northern Ireland Office","London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Northern Ireland Office","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Northern Ireland Office","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Northern Ireland Office","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Northern Ireland Office","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Northern Ireland Office","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Office for Standards in Education","London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Office for Standards in Education","London","EO","10","10","[c]","[c]"
"In post","2021","Asian","Office for Standards in Education","London","G6/G7","10","10","[c]","[c]"
"In post","2021","Asian","Office for Standards in Education","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Office for Standards in Education","London","SEO/HEO","25","25","[c]","[c]"
"In post","2021","Asian","Office for Standards in Education","Outside London","AA/AO","15","15","[c]","[c]"
"In post","2021","Asian","Office for Standards in Education","Outside London","EO","5","5","[c]","[c]"
"In post","2021","Asian","Office for Standards in Education","Outside London","G6/G7","5","5","[c]","[c]"
"In post","2021","Asian","Office for Standards in Education","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Office for Standards in Education","Outside London","SEO/HEO","25","25","[c]","[c]"
"In post","2021","Asian","Office of Gas and Electricity Markets","London","AA/AO","5","5","[c]","[c]"
"In post","2021","Asian","Office of Gas and Electricity Markets","London","EO","15","15","[c]","[c]"
"In post","2021","Asian","Office of Gas and Electricity Markets","London","G6/G7","35","35","61040","58380"
"In post","2021","Asian","Office of Gas and Electricity Markets","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Office of Gas and Electricity Markets","London","SEO/HEO","30","30","38150","37930"
"In post","2021","Asian","Office of Gas and Electricity Markets","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Office of Gas and Electricity Markets","Outside London","EO","5","5","[c]","[c]"
"In post","2021","Asian","Office of Gas and Electricity Markets","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Office of Gas and Electricity Markets","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Office of Gas and Electricity Markets","Outside London","SEO/HEO","5","5","[c]","[c]"
"In post","2021","Asian","Office of Qualifications and Examinations Regulation","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Office of Qualifications and Examinations Regulation","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Office of Qualifications and Examinations Regulation","Outside London","G6/G7","5","5","[c]","[c]"
"In post","2021","Asian","Office of Qualifications and Examinations Regulation","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Office of Qualifications and Examinations Regulation","Outside London","SEO/HEO","15","15","[c]","[c]"
"In post","2021","Asian","Office of Rail and Road","London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Office of Rail and Road","London","EO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Office of Rail and Road","London","G6/G7","10","5","[c]","[c]"
"In post","2021","Asian","Office of Rail and Road","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Office of Rail and Road","London","SEO/HEO","5","5","[c]","[c]"
"In post","2021","Asian","Office of Rail and Road","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Office of Rail and Road","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Office of Rail and Road","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Office of Rail and Road","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Office of Rail and Road","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Other Cabinet Office Agencies","London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Other Cabinet Office Agencies","London","EO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Other Cabinet Office Agencies","London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Other Cabinet Office Agencies","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Other Cabinet Office Agencies","London","SEO/HEO","5","5","[c]","[c]"
"In post","2021","Asian","Other Cabinet Office Agencies","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Other Cabinet Office Agencies","Outside London","EO","5","5","[c]","[c]"
"In post","2021","Asian","Other Cabinet Office Agencies","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Other Cabinet Office Agencies","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Other Cabinet Office Agencies","Outside London","SEO/HEO","10","10","[c]","[c]"
"In post","2021","Asian","Other Cabinet Office Agencies","Unknown","EO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Other Cabinet Office Agencies","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Other Cabinet Office Agencies","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Scotland Office","London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Scotland Office","London","EO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Scotland Office","London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Scotland Office","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Scotland Office","London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Scotland Office","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Scotland Office","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Scotland Office","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Scotland Office","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Scotland Office","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Scottish Government","London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Scottish Government","London","EO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Scottish Government","London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Scottish Government","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Scottish Government","London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Scottish Government","Outside London","AA/AO","45","40","22490","22230"
"In post","2021","Asian","Scottish Government","Outside London","EO","30","30","[c]","[c]"
"In post","2021","Asian","Scottish Government","Outside London","G6/G7","25","25","[c]","[c]"
"In post","2021","Asian","Scottish Government","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Scottish Government","Outside London","SEO/HEO","80","80","39420","38540"
"In post","2021","Asian","Scottish Government","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Scottish Government","Overseas","EO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Scottish Government","Overseas","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Scottish Government","Overseas","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Scottish Government","Overseas","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","The National Archives","London","AA/AO","15","10","[c]","[c]"
"In post","2021","Asian","The National Archives","London","EO","5","5","[c]","[c]"
"In post","2021","Asian","The National Archives","London","G6/G7","5","5","[c]","[c]"
"In post","2021","Asian","The National Archives","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Asian","The National Archives","London","SEO/HEO","20","20","[c]","[c]"
"In post","2021","Asian","UK Export Finance","London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","UK Export Finance","London","EO","15","15","[c]","[c]"
"In post","2021","Asian","UK Export Finance","London","G6/G7","15","15","[c]","[c]"
"In post","2021","Asian","UK Export Finance","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Asian","UK Export Finance","London","SEO/HEO","30","30","42020","41480"
"In post","2021","Asian","UK Supreme Court","London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","UK Supreme Court","London","EO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","UK Supreme Court","London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Asian","UK Supreme Court","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Asian","UK Supreme Court","London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","United Kingdom Statistics Authority","London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","United Kingdom Statistics Authority","London","EO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","United Kingdom Statistics Authority","London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Asian","United Kingdom Statistics Authority","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Asian","United Kingdom Statistics Authority","London","SEO/HEO","15","15","[c]","[c]"
"In post","2021","Asian","United Kingdom Statistics Authority","Outside London","AA/AO","40","30","21580","22130"
"In post","2021","Asian","United Kingdom Statistics Authority","Outside London","EO","20","15","[c]","[c]"
"In post","2021","Asian","United Kingdom Statistics Authority","Outside London","G6/G7","10","10","[c]","[c]"
"In post","2021","Asian","United Kingdom Statistics Authority","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Asian","United Kingdom Statistics Authority","Outside London","SEO/HEO","35","35","32940","31340"
"In post","2021","Asian","Wales Office","London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Wales Office","London","EO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Wales Office","London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Wales Office","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Wales Office","London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Wales Office","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Wales Office","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Wales Office","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Wales Office","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Wales Office","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Water Services Regulation Authority","London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Water Services Regulation Authority","London","EO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Water Services Regulation Authority","London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Water Services Regulation Authority","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Water Services Regulation Authority","London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Water Services Regulation Authority","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Water Services Regulation Authority","Outside London","EO","10","10","[c]","[c]"
"In post","2021","Asian","Water Services Regulation Authority","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Water Services Regulation Authority","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Water Services Regulation Authority","Outside London","SEO/HEO","10","10","[c]","[c]"
"In post","2021","Asian","Welsh Government","London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Welsh Government","London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Welsh Government","Outside London","AA/AO","10","10","[c]","[c]"
"In post","2021","Asian","Welsh Government","Outside London","EO","10","10","[c]","[c]"
"In post","2021","Asian","Welsh Government","Outside London","G6/G7","10","10","[c]","[c]"
"In post","2021","Asian","Welsh Government","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Welsh Government","Outside London","SEO/HEO","20","20","[c]","[c]"
"In post","2021","Asian","Welsh Government","Overseas","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Welsh Government","Overseas","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Welsh Government","Overseas","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Black","Attorney General's Departments","London","AA/AO","85","80","23540","23520"
"In post","2021","Black","Attorney General's Departments","London","EO","120","115","28520","27760"
