"Status","Year","Ethnicity","Profession_of_post","Responsibility_level_grouped","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","White","Science and Engineering","AA/AO","AA","150","145","18420","18760"
"In post","2021","White","Science and Engineering","AA/AO","AO","935","900","22180","22110"
"In post","2021","White","Science and Engineering","EO","EO","1515","1470","25940","26370"
"In post","2021","White","Science and Engineering","G6/G7","G6","485","450","69390","67220"
"In post","2021","White","Science and Engineering","G6/G7","G7","1985","1895","52260","52000"
"In post","2021","White","Science and Engineering","SCS level","SCS level","110","100","94770","91550"
"In post","2021","White","Science and Engineering","SEO/HEO","HEO","2325","2245","32460","32330"
"In post","2021","White","Science and Engineering","SEO/HEO","SEO","2655","2520","41060","40580"
"In post","2021","White","Science and Engineering","Unknown","Unknown","635","625","39860","37890"
"In post","2021","White","Security","AA/AO","AA","1975","1925","20010","19560"
"In post","2021","White","Security","AA/AO","AO","2175","2130","32600","39070"
"In post","2021","White","Security","EO","EO","850","835","33190","29080"
"In post","2021","White","Security","G6/G7","G6","60","60","71620","68990"
"In post","2021","White","Security","G6/G7","G7","175","175","56750","55030"
"In post","2021","White","Security","SCS level","SCS level","25","25","[c]","[c]"
"In post","2021","White","Security","SEO/HEO","HEO","600","590","37300","34770"
"In post","2021","White","Security","SEO/HEO","SEO","400","390","46050","42940"
"In post","2021","White","Security","Unknown","Unknown","65","60","37890","37170"
"In post","2021","White","Social Research","AA/AO","AA","[c]","[c]","[c]","[c]"
"In post","2021","White","Social Research","AA/AO","AO","5","5","[c]","[c]"
"In post","2021","White","Social Research","EO","EO","25","25","[c]","[c]"
"In post","2021","White","Social Research","G6/G7","G6","40","40","66290","66740"
"In post","2021","White","Social Research","G6/G7","G7","225","215","54440","54180"
"In post","2021","White","Social Research","SCS level","SCS level","10","10","[c]","[c]"
"In post","2021","White","Social Research","SEO/HEO","HEO","235","225","31950","31700"
"In post","2021","White","Social Research","SEO/HEO","SEO","375","355","41560","40480"
"In post","2021","White","Statistics","AA/AO","AA","[c]","[c]","[c]","[c]"
"In post","2021","White","Statistics","AA/AO","AO","20","20","[c]","[c]"
"In post","2021","White","Statistics","EO","EO","165","155","27570","27850"
"In post","2021","White","Statistics","G6/G7","G6","110","105","65710","65490"
"In post","2021","White","Statistics","G6/G7","G7","400","380","54870","54650"
"In post","2021","White","Statistics","SCS level","SCS level","50","50","81550","77960"
"In post","2021","White","Statistics","SEO/HEO","HEO","355","345","33140","32540"
"In post","2021","White","Statistics","SEO/HEO","SEO","355","345","40570","39900"
"In post","2021","White","Tax","AA/AO","AO","1195","1115","20320","20140"
"In post","2021","White","Tax","EO","EO","2120","1935","26480","25560"
"In post","2021","White","Tax","G6/G7","G6","510","480","66500","64670"
"In post","2021","White","Tax","G6/G7","G7","1515","1450","53510","52580"
"In post","2021","White","Tax","SCS level","SCS level","75","70","82300","78420"
"In post","2021","White","Tax","SEO/HEO","HEO","3230","3030","32670","31810"
"In post","2021","White","Tax","SEO/HEO","SEO","1325","1250","39130","38630"
"In post","2021","White","Unknown","AA/AO","AA","1090","1000","21150","21150"
"In post","2021","White","Unknown","AA/AO","AO","23950","20670","21200","21010"
"In post","2021","White","Unknown","EO","EO","37790","34025","27820","27570"
"In post","2021","White","Unknown","G6/G7","G6","2130","2060","68730","68210"
"In post","2021","White","Unknown","G6/G7","G7","4580","4410","55030","54700"
"In post","2021","White","Unknown","SCS level","SCS level","910","895","92540","83230"
"In post","2021","White","Unknown","SEO/HEO","HEO","9660","9155","33530","33170"
"In post","2021","White","Unknown","SEO/HEO","SEO","5200","4970","40660","39690"
"In post","2021","White","Unknown","Unknown","Unknown","170","165","[c]","[c]"
"In post","2021","White","Veterinarian","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2021","White","Veterinarian","EO","EO","[c]","[c]","[c]","[c]"
"In post","2021","White","Veterinarian","G6/G7","G6","20","20","[c]","[c]"
"In post","2021","White","Veterinarian","G6/G7","G7","95","90","54250","53820"
"In post","2021","White","Veterinarian","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","White","Veterinarian","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"In post","2021","White","Veterinarian","SEO/HEO","SEO","220","210","41100","37910"
"Leaver CS","2021","Asian","Commercial","AA/AO","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Commercial","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Commercial","EO","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Commercial","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Commercial","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Commercial","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Commercial","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Commercial","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Commercial","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Communications","AA/AO","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Communications","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Communications","EO","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Communications","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Communications","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Communications","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Communications","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Communications","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Communications","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Corporate Finance","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Corporate Finance","EO","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Corporate Finance","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Corporate Finance","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Corporate Finance","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Corporate Finance","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Counter Fraud","EO","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Counter Fraud","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Counter Fraud","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Counter Fraud","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Counter Fraud","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Counter Fraud","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Digital, Data and Technology","AA/AO","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Digital, Data and Technology","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Digital, Data and Technology","EO","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Digital, Data and Technology","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Digital, Data and Technology","G6/G7","G7","5","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Digital, Data and Technology","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Digital, Data and Technology","SEO/HEO","HEO","5","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Digital, Data and Technology","SEO/HEO","SEO","10","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Digital, Data and Technology","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Economics","AA/AO","AO","5","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Economics","EO","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Economics","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Economics","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Economics","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Economics","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Economics","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Finance","AA/AO","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Finance","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Finance","EO","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Finance","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Finance","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Finance","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Finance","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Finance","SEO/HEO","SEO","5","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Human Resources","AA/AO","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Human Resources","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Human Resources","EO","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Human Resources","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Human Resources","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Human Resources","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Human Resources","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Human Resources","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Human Resources","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Inspector of Education and Training","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Inspector of Education and Training","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Inspector of Education and Training","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Inspector of Education and Training","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Intelligence Analysis","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Intelligence Analysis","EO","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Intelligence Analysis","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Intelligence Analysis","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Intelligence Analysis","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Intelligence Analysis","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Intelligence Analysis","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Internal Audit","EO","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Internal Audit","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Internal Audit","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Internal Audit","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Internal Audit","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","International Trade","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","International Trade","EO","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","International Trade","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","International Trade","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","International Trade","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","International Trade","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","International Trade","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Knowledge and Information Management","AA/AO","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Knowledge and Information Management","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Knowledge and Information Management","EO","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Knowledge and Information Management","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Knowledge and Information Management","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Knowledge and Information Management","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Knowledge and Information Management","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Knowledge and Information Management","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Knowledge and Information Management","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Legal","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Legal","EO","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Legal","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Legal","G6/G7","G7","15","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Legal","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Legal","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Legal","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Medicine","AA/AO","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Medicine","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Medicine","EO","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Medicine","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Medicine","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Medicine","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Medicine","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Medicine","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Operational Delivery","AA/AO","AA","15","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Operational Delivery","AA/AO","AO","140","[c]","21480","21280"
"Leaver CS","2021","Asian","Operational Delivery","EO","EO","55","[c]","27200","27400"
