"Status","Year","Function_of_post","Organisation","Parent_department","Responsibility_level_grouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Communications","Scotland Office (incl. Office of the Advocate General for Scotland)","Scotland Office","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Scotland Office (incl. Office of the Advocate General for Scotland)","Scotland Office","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Scottish Courts and Tribunals Service","Scottish Government","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Scottish Courts and Tribunals Service","Scottish Government","SEO/HEO","5","5","[c]","[c]"
"In post","2021","Communications","Scottish Prison Service","Scottish Government","EO","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Scottish Prison Service","Scottish Government","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Serious Fraud Office","Attorney General's Departments","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Serious Fraud Office","Attorney General's Departments","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Communications","The National Archives","The National Archives","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Communications","The National Archives","The National Archives","EO","[c]","[c]","[c]","[c]"
"In post","2021","Communications","The National Archives","The National Archives","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Communications","The National Archives","The National Archives","SEO/HEO","10","10","[c]","[c]"
"In post","2021","Communications","UK Export Finance","UK Export Finance","EO","[c]","[c]","[c]","[c]"
"In post","2021","Communications","UK Export Finance","UK Export Finance","G6/G7","10","10","[c]","[c]"
"In post","2021","Communications","UK Export Finance","UK Export Finance","SCS level","5","5","[c]","[c]"
"In post","2021","Communications","UK Export Finance","UK Export Finance","SEO/HEO","20","20","40260","41000"
"In post","2021","Communications","UK Hydrographic Office","Ministry of Defence","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Communications","UK Hydrographic Office","Ministry of Defence","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Communications","UK Hydrographic Office","Ministry of Defence","SEO/HEO","10","10","37540","34000"
"In post","2021","Communications","UK Intellectual Property Office","Department for Business, Energy and Industrial Strategy","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Communications","UK Intellectual Property Office","Department for Business, Energy and Industrial Strategy","EO","10","10","[c]","[c]"
"In post","2021","Communications","UK Intellectual Property Office","Department for Business, Energy and Industrial Strategy","G6/G7","5","5","[c]","[c]"
"In post","2021","Communications","UK Intellectual Property Office","Department for Business, Energy and Industrial Strategy","SEO/HEO","10","10","33080","30480"
"In post","2021","Communications","UK Space Agency","Department for Business, Energy and Industrial Strategy","EO","[c]","[c]","[c]","[c]"
"In post","2021","Communications","UK Space Agency","Department for Business, Energy and Industrial Strategy","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Communications","UK Space Agency","Department for Business, Energy and Industrial Strategy","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Communications","UK Space Agency","Department for Business, Energy and Industrial Strategy","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Communications","UK Supreme Court","UK Supreme Court","EO","[c]","[c]","[c]","[c]"
"In post","2021","Communications","UK Supreme Court","UK Supreme Court","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Communications","United Kingdom Statistics Authority","United Kingdom Statistics Authority","EO","10","10","23710","23050"
"In post","2021","Communications","United Kingdom Statistics Authority","United Kingdom Statistics Authority","G6/G7","15","15","55360","52620"
"In post","2021","Communications","United Kingdom Statistics Authority","United Kingdom Statistics Authority","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Communications","United Kingdom Statistics Authority","United Kingdom Statistics Authority","SEO/HEO","55","55","33220","32540"
"In post","2021","Communications","Valuation Office Agency","HM Revenue and Customs","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Valuation Office Agency","HM Revenue and Customs","EO","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Valuation Office Agency","HM Revenue and Customs","G6/G7","5","5","[c]","[c]"
"In post","2021","Communications","Valuation Office Agency","HM Revenue and Customs","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Valuation Office Agency","HM Revenue and Customs","SEO/HEO","10","10","37800","37900"
"In post","2021","Communications","Vehicle Certification Agency","Department for Transport","EO","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Vehicle Certification Agency","Department for Transport","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Vehicle Certification Agency","Department for Transport","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Wales Office","Wales Office","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Wales Office","Wales Office","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Wales Office","Wales Office","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Water Services Regulation Authority","Water Services Regulation Authority","EO","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Water Services Regulation Authority","Water Services Regulation Authority","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Water Services Regulation Authority","Water Services Regulation Authority","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Water Services Regulation Authority","Water Services Regulation Authority","SEO/HEO","10","10","47890","49620"
"In post","2021","Communications","Welsh Revenue Authority","Welsh Government","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Welsh Revenue Authority","Welsh Government","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Wilton Park","Foreign, Commonwealth and Development Office","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Cabinet Office (excl. agencies)","Cabinet Office","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Cabinet Office (excl. agencies)","Cabinet Office","EO","15","15","26910","27500"
"In post","2021","Counter Fraud","Cabinet Office (excl. agencies)","Cabinet Office","G6/G7","45","40","58540","56660"
"In post","2021","Counter Fraud","Cabinet Office (excl. agencies)","Cabinet Office","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Cabinet Office (excl. agencies)","Cabinet Office","SEO/HEO","30","30","34980","34550"
"In post","2021","Counter Fraud","Charity Commission","Charity Commission","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Department for Digital, Culture, Media and Sport","Department for Digital, Culture, Media and Sport","EO","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Department for Digital, Culture, Media and Sport","Department for Digital, Culture, Media and Sport","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Department for Digital, Culture, Media and Sport","Department for Digital, Culture, Media and Sport","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Department for Transport (excl. agencies)","Department for Transport","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Department for Transport (excl. agencies)","Department for Transport","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Driver and Vehicle Licensing Agency","Department for Transport","EO","5","5","[c]","[c]"
"In post","2021","Counter Fraud","Driver and Vehicle Licensing Agency","Department for Transport","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Driver and Vehicle Licensing Agency","Department for Transport","SEO/HEO","5","5","[c]","[c]"
"In post","2021","Counter Fraud","Driver and Vehicle Standards Agency","Department for Transport","AA/AO","5","5","[c]","[c]"
"In post","2021","Counter Fraud","Driver and Vehicle Standards Agency","Department for Transport","EO","35","30","27560","26780"
"In post","2021","Counter Fraud","Driver and Vehicle Standards Agency","Department for Transport","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Driver and Vehicle Standards Agency","Department for Transport","SEO/HEO","10","10","35490","34360"
"In post","2021","Counter Fraud","Food Standards Agency","Food Standards Agency","EO","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Food Standards Agency","Food Standards Agency","G6/G7","10","10","[c]","[c]"
"In post","2021","Counter Fraud","Food Standards Agency","Food Standards Agency","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Food Standards Agency","Food Standards Agency","SEO/HEO","45","45","35380","34510"
"In post","2021","Counter Fraud","Government Internal Audit Agency","HM Treasury","G6/G7","5","5","[c]","[c]"
"In post","2021","Counter Fraud","Government Internal Audit Agency","HM Treasury","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Government Internal Audit Agency","HM Treasury","SEO/HEO","30","25","36350","34890"
"In post","2021","Counter Fraud","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","AA/AO","835","730","21470","21440"
"In post","2021","Counter Fraud","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","EO","3315","3115","26980","25560"
"In post","2021","Counter Fraud","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","G6/G7","945","900","56880","52770"
"In post","2021","Counter Fraud","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","SCS level","30","30","81270","78760"
"In post","2021","Counter Fraud","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","SEO/HEO","3710","3525","34890","32480"
"In post","2021","Counter Fraud","Insolvency Service","Department for Business, Energy and Industrial Strategy","AA/AO","5","5","[c]","[c]"
"In post","2021","Counter Fraud","Insolvency Service","Department for Business, Energy and Industrial Strategy","EO","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Insolvency Service","Department for Business, Energy and Industrial Strategy","G6/G7","15","15","56330","57670"
"In post","2021","Counter Fraud","Insolvency Service","Department for Business, Energy and Industrial Strategy","SEO/HEO","240","230","38750","39170"
"In post","2021","Counter Fraud","Met Office","Department for Business, Energy and Industrial Strategy","G6/G7","[c]","[c]","[c]","[c]"
