"Status","Year","Parent_department","Responsibility_level_grouped","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2021","Department for Work and Pensions","SCS level","SCS level","15","[c]","83120","80060"
"Leaver Dept.","2021","Department for Work and Pensions","SEO/HEO","HEO","185","[c]","33110","31990"
"Leaver Dept.","2021","Department for Work and Pensions","SEO/HEO","SEO","105","[c]","38360","37290"
"Leaver Dept.","2021","Department of Health and Social Care","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department of Health and Social Care","EO","EO","30","[c]","[c]","[c]"
"Leaver Dept.","2021","Department of Health and Social Care","G6/G7","G6","20","[c]","[c]","[c]"
"Leaver Dept.","2021","Department of Health and Social Care","G6/G7","G7","65","[c]","54190","53730"
"Leaver Dept.","2021","Department of Health and Social Care","SCS level","SCS level","20","[c]","[c]","[c]"
"Leaver Dept.","2021","Department of Health and Social Care","SEO/HEO","HEO","55","[c]","[c]","[c]"
"Leaver Dept.","2021","Department of Health and Social Care","SEO/HEO","SEO","40","[c]","40380","40810"
"Leaver Dept.","2021","Department of Health and Social Care","Unknown","Unknown","5","[c]","[c]","[c]"
"Leaver Dept.","2021","ESTYN","EO","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Food Standards Agency","EO","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Food Standards Agency","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Food Standards Agency","G6/G7","G7","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Food Standards Agency","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Food Standards Agency","SEO/HEO","HEO","15","[c]","32420","32830"
"Leaver Dept.","2021","Food Standards Agency","SEO/HEO","SEO","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Foreign, Commonwealth and Development Office","AA/AO","AO","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Foreign, Commonwealth and Development Office","EO","EO","35","[c]","[c]","[c]"
"Leaver Dept.","2021","Foreign, Commonwealth and Development Office","G6/G7","G6","35","[c]","67010","66710"
"Leaver Dept.","2021","Foreign, Commonwealth and Development Office","G6/G7","G7","85","[c]","52970","53000"
"Leaver Dept.","2021","Foreign, Commonwealth and Development Office","SCS level","SCS level","20","[c]","77910","76280"
"Leaver Dept.","2021","Foreign, Commonwealth and Development Office","SEO/HEO","HEO","120","[c]","35680","34770"
"Leaver Dept.","2021","Foreign, Commonwealth and Development Office","SEO/HEO","SEO","40","[c]","41670","42200"
"Leaver Dept.","2021","HM Revenue and Customs","AA/AO","AA","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Revenue and Customs","AA/AO","AO","720","[c]","20840","21100"
"Leaver Dept.","2021","HM Revenue and Customs","EO","EO","335","[c]","25870","25860"
"Leaver Dept.","2021","HM Revenue and Customs","G6/G7","G6","55","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Revenue and Customs","G6/G7","G7","120","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Revenue and Customs","SCS level","SCS level","30","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Revenue and Customs","SEO/HEO","HEO","240","[c]","32840","32240"
"Leaver Dept.","2021","HM Revenue and Customs","SEO/HEO","SEO","115","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Revenue and Customs","Unknown","Unknown","80","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Treasury","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Treasury","EO","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Treasury","G6/G7","G6","15","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Treasury","G6/G7","G7","35","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Treasury","SCS level","SCS level","15","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Treasury","SEO/HEO","HEO","75","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Treasury","SEO/HEO","SEO","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Home Office","AA/AO","AA","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Home Office","AA/AO","AO","150","[c]","21850","21010"
"Leaver Dept.","2021","Home Office","EO","EO","350","[c]","26290","25160"
"Leaver Dept.","2021","Home Office","G6/G7","G6","50","[c]","67800","68720"
"Leaver Dept.","2021","Home Office","G6/G7","G7","120","[c]","56580","56300"
"Leaver Dept.","2021","Home Office","SCS level","SCS level","25","[c]","89400","79900"
"Leaver Dept.","2021","Home Office","SEO/HEO","HEO","235","[c]","33460","33960"
"Leaver Dept.","2021","Home Office","SEO/HEO","SEO","140","[c]","41470","41650"
"Leaver Dept.","2021","Home Office","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Defence","AA/AO","AA","10","[c]","19440","19560"
"Leaver Dept.","2021","Ministry of Defence","AA/AO","AO","65","[c]","21850","20920"
"Leaver Dept.","2021","Ministry of Defence","EO","EO","160","[c]","25000","25970"
"Leaver Dept.","2021","Ministry of Defence","G6/G7","G6","40","[c]","66930","67220"
"Leaver Dept.","2021","Ministry of Defence","G6/G7","G7","115","[c]","52930","54420"
"Leaver Dept.","2021","Ministry of Defence","SCS level","SCS level","15","[c]","95360","83380"
"Leaver Dept.","2021","Ministry of Defence","SEO/HEO","HEO","245","[c]","30630","31950"
"Leaver Dept.","2021","Ministry of Defence","SEO/HEO","SEO","195","[c]","40770","40990"
"Leaver Dept.","2021","Ministry of Defence","Unknown","Unknown","15","[c]","45950","44210"
"Leaver Dept.","2021","Ministry of Housing, Communities and Local Government","AA/AO","AO","10","[c]","21650","22620"
"Leaver Dept.","2021","Ministry of Housing, Communities and Local Government","EO","EO","60","[c]","27190","27310"
"Leaver Dept.","2021","Ministry of Housing, Communities and Local Government","G6/G7","G6","35","[c]","63720","63420"
"Leaver Dept.","2021","Ministry of Housing, Communities and Local Government","G6/G7","G7","85","[c]","51860","51580"
"Leaver Dept.","2021","Ministry of Housing, Communities and Local Government","SCS level","SCS level","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Housing, Communities and Local Government","SEO/HEO","HEO","120","[c]","32810","32970"
"Leaver Dept.","2021","Ministry of Housing, Communities and Local Government","SEO/HEO","SEO","50","[c]","40150","39600"
"Leaver Dept.","2021","Ministry of Justice","AA/AO","AA","45","[c]","17820","16840"
"Leaver Dept.","2021","Ministry of Justice","AA/AO","AO","415","[c]","20300","19930"
"Leaver Dept.","2021","Ministry of Justice","EO","EO","240","[c]","24220","22720"
"Leaver Dept.","2021","Ministry of Justice","G6/G7","G6","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Justice","G6/G7","G7","115","[c]","58030","58130"
"Leaver Dept.","2021","Ministry of Justice","SCS level","SCS level","25","[c]","94320","88220"
"Leaver Dept.","2021","Ministry of Justice","SEO/HEO","HEO","200","[c]","30530","30850"
"Leaver Dept.","2021","Ministry of Justice","SEO/HEO","SEO","185","[c]","39900","37920"
"Leaver Dept.","2021","Ministry of Justice","Unknown","Unknown","80","[c]","[c]","[c]"
"Leaver Dept.","2021","National Crime Agency","AA/AO","AO","10","[c]","[c]","[c]"
"Leaver Dept.","2021","National Crime Agency","EO","EO","15","[c]","33060","33100"
"Leaver Dept.","2021","National Crime Agency","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","National Crime Agency","G6/G7","G7","10","[c]","[c]","[c]"
"Leaver Dept.","2021","National Crime Agency","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","National Crime Agency","SEO/HEO","HEO","15","[c]","39890","39720"
"Leaver Dept.","2021","National Crime Agency","SEO/HEO","SEO","10","[c]","49430","48900"
"Leaver Dept.","2021","Northern Ireland Office","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Northern Ireland Office","EO","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Northern Ireland Office","G6/G7","G7","15","[c]","56360","52850"
"Leaver Dept.","2021","Northern Ireland Office","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Northern Ireland Office","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Northern Ireland Office","SEO/HEO","SEO","10","[c]","37980","36810"
"Leaver Dept.","2021","Office for Standards in Education","AA/AO","AO","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Office for Standards in Education","EO","EO","10","[c]","26600","25880"
"Leaver Dept.","2021","Office for Standards in Education","G6/G7","G6","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Office for Standards in Education","G6/G7","G7","10","[c]","61830","62810"
"Leaver Dept.","2021","Office for Standards in Education","SEO/HEO","HEO","15","[c]","32750","32010"
"Leaver Dept.","2021","Office for Standards in Education","SEO/HEO","SEO","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Office of Gas and Electricity Markets","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Office of Gas and Electricity Markets","EO","EO","15","[c]","25730","25750"
"Leaver Dept.","2021","Office of Gas and Electricity Markets","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Office of Gas and Electricity Markets","G6/G7","G7","20","[c]","54860","52520"
"Leaver Dept.","2021","Office of Gas and Electricity Markets","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Office of Gas and Electricity Markets","SEO/HEO","HEO","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Office of Gas and Electricity Markets","SEO/HEO","SEO","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Office of Qualifications and Examinations Regulation","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Office of Qualifications and Examinations Regulation","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Office of Qualifications and Examinations Regulation","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Office of Rail and Road","EO","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Office of Rail and Road","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Office of Rail and Road","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Office of Rail and Road","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Office of Rail and Road","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other Cabinet Office Agencies","EO","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other Cabinet Office Agencies","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other Cabinet Office Agencies","G6/G7","G7","10","[c]","49380","50930"
"Leaver Dept.","2021","Other Cabinet Office Agencies","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other Cabinet Office Agencies","SEO/HEO","HEO","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Other Cabinet Office Agencies","SEO/HEO","SEO","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Other Cabinet Office Agencies","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scotland Office","EO","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scotland Office","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scotland Office","SEO/HEO","HEO","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Scotland Office","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scottish Government","AA/AO","AA","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Scottish Government","AA/AO","AO","20","[c]","23150","22820"
"Leaver Dept.","2021","Scottish Government","EO","EO","15","[c]","27940","29190"
"Leaver Dept.","2021","Scottish Government","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scottish Government","G6/G7","G7","10","[c]","58140","58700"
"Leaver Dept.","2021","Scottish Government","SEO/HEO","HEO","20","[c]","34590","34650"
"Leaver Dept.","2021","Scottish Government","SEO/HEO","SEO","10","[c]","[c]","[c]"
"Leaver Dept.","2021","The National Archives","AA/AO","AA","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","The National Archives","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","The National Archives","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","UK Export Finance","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","UK Export Finance","EO","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","UK Export Finance","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","UK Export Finance","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","UK Export Finance","SEO/HEO","HEO","5","[c]","[c]","[c]"
"Leaver Dept.","2021","UK Export Finance","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","United Kingdom Statistics Authority","AA/AO","AA","5","[c]","[c]","[c]"
"Leaver Dept.","2021","United Kingdom Statistics Authority","AA/AO","AO","20","[c]","19550","19130"
"Leaver Dept.","2021","United Kingdom Statistics Authority","EO","EO","10","[c]","[c]","[c]"
"Leaver Dept.","2021","United Kingdom Statistics Authority","G6/G7","G6","10","[c]","63170","63740"
"Leaver Dept.","2021","United Kingdom Statistics Authority","G6/G7","G7","25","[c]","51850","50090"
"Leaver Dept.","2021","United Kingdom Statistics Authority","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","United Kingdom Statistics Authority","SEO/HEO","HEO","60","[c]","30900","30130"
"Leaver Dept.","2021","United Kingdom Statistics Authority","SEO/HEO","SEO","25","[c]","36860","36420"
"Leaver Dept.","2021","Wales Office","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Wales Office","EO","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Wales Office","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Wales Office","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Wales Office","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Wales Office","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Wales Office","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Water Services Regulation Authority","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Welsh Government","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Welsh Government","EO","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Welsh Government","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Welsh Government","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Welsh Government","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Welsh Government","SEO/HEO","HEO","10","[c]","36480","37410"
"Leaver Dept.","2021","Welsh Government","SEO/HEO","SEO","5","[c]","[c]","[c]"
"New entrant CS","2021","Attorney General's Departments","AA/AO","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Attorney General's Departments","AA/AO","AO","320","[c]","20470","20120"
"New entrant CS","2021","Attorney General's Departments","EO","EO","185","[c]","27170","26970"
"New entrant CS","2021","Attorney General's Departments","G6/G7","G6","20","[c]","69870","69910"
"New entrant CS","2021","Attorney General's Departments","G6/G7","G7","305","[c]","51550","50520"
"New entrant CS","2021","Attorney General's Departments","SCS level","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Attorney General's Departments","SEO/HEO","HEO","160","[c]","39600","40000"
"New entrant CS","2021","Attorney General's Departments","SEO/HEO","SEO","15","[c]","39260","39750"
"New entrant CS","2021","Cabinet Office","AA/AO","AO","165","[c]","21600","20800"
"New entrant CS","2021","Cabinet Office","EO","EO","255","[c]","26830","27500"
"New entrant CS","2021","Cabinet Office","G6/G7","G6","80","[c]","78950","80850"
"New entrant CS","2021","Cabinet Office","G6/G7","G7","175","[c]","55070","54700"
"New entrant CS","2021","Cabinet Office","SCS level","SCS level","185","[c]","84080","72000"
"New entrant CS","2021","Cabinet Office","SEO/HEO","HEO","775","[c]","29780","28000"
"New entrant CS","2021","Cabinet Office","SEO/HEO","SEO","100","[c]","40190","40600"
"New entrant CS","2021","Chancellor's other departments","AA/AO","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chancellor's other departments","AA/AO","AO","10","[c]","22740","21980"
"New entrant CS","2021","Chancellor's other departments","EO","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chancellor's other departments","G6/G7","G6","10","[c]","[c]","[c]"
"New entrant CS","2021","Chancellor's other departments","G6/G7","G7","5","[c]","[c]","[c]"
"New entrant CS","2021","Chancellor's other departments","SCS level","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chancellor's other departments","SEO/HEO","HEO","10","[c]","35850","35300"
"New entrant CS","2021","Chancellor's other departments","SEO/HEO","SEO","10","[c]","[c]","[c]"
"New entrant CS","2021","Charity Commission","AA/AO","AO","5","[c]","[c]","[c]"
"New entrant CS","2021","Charity Commission","EO","EO","20","[c]","24440","24440"
"New entrant CS","2021","Charity Commission","G6/G7","G6","5","[c]","[c]","[c]"
"New entrant CS","2021","Charity Commission","G6/G7","G7","5","[c]","[c]","[c]"
"New entrant CS","2021","Charity Commission","SCS level","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Charity Commission","SEO/HEO","HEO","10","[c]","29160","29160"
"New entrant CS","2021","Charity Commission","SEO/HEO","SEO","10","[c]","[c]","[c]"
"New entrant CS","2021","Competition and Markets Authority","AA/AO","AO","10","[c]","[c]","[c]"
"New entrant CS","2021","Competition and Markets Authority","EO","EO","10","[c]","[c]","[c]"
"New entrant CS","2021","Competition and Markets Authority","G6/G7","G6","10","[c]","74020","72590"
"New entrant CS","2021","Competition and Markets Authority","G6/G7","G7","30","[c]","55760","55000"
"New entrant CS","2021","Competition and Markets Authority","SCS level","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Competition and Markets Authority","SEO/HEO","HEO","10","[c]","34230","33610"
"New entrant CS","2021","Competition and Markets Authority","SEO/HEO","SEO","5","[c]","[c]","[c]"
"New entrant CS","2021","Department for Business, Energy and Industrial Strategy","AA/AO","AA","5","[c]","[c]","[c]"
"New entrant CS","2021","Department for Business, Energy and Industrial Strategy","AA/AO","AO","240","[c]","21480","20880"
"New entrant CS","2021","Department for Business, Energy and Industrial Strategy","EO","EO","410","[c]","25790","24250"
"New entrant CS","2021","Department for Business, Energy and Industrial Strategy","G6/G7","G6","30","[c]","70730","68320"
"New entrant CS","2021","Department for Business, Energy and Industrial Strategy","G6/G7","G7","120","[c]","53680","53380"
"New entrant CS","2021","Department for Business, Energy and Industrial Strategy","SCS level","SCS level","10","[c]","100590","90000"
"New entrant CS","2021","Department for Business, Energy and Industrial Strategy","SEO/HEO","HEO","470","[c]","33270","33570"
"New entrant CS","2021","Department for Business, Energy and Industrial Strategy","SEO/HEO","SEO","205","[c]","40840","40050"
"New entrant CS","2021","Department for Digital, Culture, Media and Sport","AA/AO","AA","5","[c]","[c]","[c]"
"New entrant CS","2021","Department for Digital, Culture, Media and Sport","EO","EO","75","[c]","27180","26180"
"New entrant CS","2021","Department for Digital, Culture, Media and Sport","G6/G7","G6","10","[c]","63440","60600"
"New entrant CS","2021","Department for Digital, Culture, Media and Sport","G6/G7","G7","75","[c]","54840","51730"
"New entrant CS","2021","Department for Digital, Culture, Media and Sport","SCS level","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Digital, Culture, Media and Sport","SEO/HEO","HEO","225","[c]","35970","34020"
"New entrant CS","2021","Department for Education","AA/AO","AO","15","[c]","21740","21000"
"New entrant CS","2021","Department for Education","EO","EO","245","[c]","26010","25000"
"New entrant CS","2021","Department for Education","G6/G7","G6","35","[c]","64640","64180"
"New entrant CS","2021","Department for Education","G6/G7","G7","115","[c]","51610","49910"
"New entrant CS","2021","Department for Education","SCS level","SCS level","5","[c]","[c]","[c]"
"New entrant CS","2021","Department for Education","SEO/HEO","HEO","180","[c]","31200","29360"
"New entrant CS","2021","Department for Education","SEO/HEO","SEO","175","[c]","37970","36500"
"New entrant CS","2021","Department for Education","Unknown","Unknown","10","[c]","[c]","[c]"
"New entrant CS","2021","Department for Environment, Food and Rural Affairs","AA/AO","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Environment, Food and Rural Affairs","AA/AO","AO","325","[c]","21890","21050"
"New entrant CS","2021","Department for Environment, Food and Rural Affairs","EO","EO","380","[c]","25070","24920"
"New entrant CS","2021","Department for Environment, Food and Rural Affairs","G6/G7","G6","40","[c]","63440","63450"
"New entrant CS","2021","Department for Environment, Food and Rural Affairs","G6/G7","G7","180","[c]","51550","52290"
"New entrant CS","2021","Department for Environment, Food and Rural Affairs","SCS level","SCS level","25","[c]","89110","81050"
"New entrant CS","2021","Department for Environment, Food and Rural Affairs","SEO/HEO","HEO","420","[c]","31200","32560"
"New entrant CS","2021","Department for Environment, Food and Rural Affairs","SEO/HEO","SEO","240","[c]","37450","36500"
"New entrant CS","2021","Department for International Trade","AA/AO","AO","50","[c]","19050","18200"
"New entrant CS","2021","Department for International Trade","EO","EO","75","[c]","25790","26250"
"New entrant CS","2021","Department for International Trade","G6/G7","G6","10","[c]","63670","62020"
"New entrant CS","2021","Department for International Trade","G6/G7","G7","40","[c]","53210","51970"
"New entrant CS","2021","Department for International Trade","SCS level","SCS level","10","[c]","[c]","[c]"
"New entrant CS","2021","Department for International Trade","SEO/HEO","HEO","155","[c]","31620","31800"
"New entrant CS","2021","Department for International Trade","SEO/HEO","SEO","60","[c]","39510","38260"
"New entrant CS","2021","Department for Transport","AA/AO","AA","150","[c]","18500","18060"
"New entrant CS","2021","Department for Transport","AA/AO","AO","340","[c]","23010","21590"
"New entrant CS","2021","Department for Transport","EO","EO","300","[c]","26970","26130"
"New entrant CS","2021","Department for Transport","G6/G7","G6","30","[c]","70730","66040"
"New entrant CS","2021","Department for Transport","G6/G7","G7","100","[c]","55050","54110"
"New entrant CS","2021","Department for Transport","SCS level","SCS level","5","[c]","[c]","[c]"
"New entrant CS","2021","Department for Transport","SEO/HEO","HEO","325","[c]","32570","34710"
"New entrant CS","2021","Department for Transport","SEO/HEO","SEO","155","[c]","42120","42470"
"New entrant CS","2021","Department for Work and Pensions","AA/AO","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Work and Pensions","AA/AO","AO","5565","[c]","21600","21010"
"New entrant CS","2021","Department for Work and Pensions","EO","EO","10960","[c]","28570","27570"
"New entrant CS","2021","Department for Work and Pensions","G6/G7","G6","35","[c]","69510","70580"
"New entrant CS","2021","Department for Work and Pensions","G6/G7","G7","140","[c]","55010","55000"
"New entrant CS","2021","Department for Work and Pensions","SCS level","SCS level","10","[c]","105970","105000"
"New entrant CS","2021","Department for Work and Pensions","SEO/HEO","HEO","290","[c]","33220","31990"
"New entrant CS","2021","Department for Work and Pensions","SEO/HEO","SEO","170","[c]","40200","39000"
"New entrant CS","2021","Department of Health and Social Care","AA/AO","AA","55","[c]","19590","18850"
"New entrant CS","2021","Department of Health and Social Care","AA/AO","AO","395","[c]","20740","19630"
"New entrant CS","2021","Department of Health and Social Care","EO","EO","600","[c]","25820","26880"
"New entrant CS","2021","Department of Health and Social Care","G6/G7","G6","150","[c]","66580","66230"
"New entrant CS","2021","Department of Health and Social Care","G6/G7","G7","370","[c]","52630","53100"
"New entrant CS","2021","Department of Health and Social Care","SCS level","SCS level","130","[c]","95110","88900"
"New entrant CS","2021","Department of Health and Social Care","SEO/HEO","HEO","995","[c]","31700","32330"
"New entrant CS","2021","Department of Health and Social Care","SEO/HEO","SEO","620","[c]","39420","40070"
"New entrant CS","2021","ESTYN","AA/AO","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","ESTYN","G6/G7","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Food Standards Agency","AA/AO","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Food Standards Agency","EO","EO","15","[c]","24700","23370"
"New entrant CS","2021","Food Standards Agency","G6/G7","G7","5","[c]","[c]","[c]"
"New entrant CS","2021","Food Standards Agency","SCS level","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Food Standards Agency","SEO/HEO","HEO","35","[c]","31530","31350"
"New entrant CS","2021","Food Standards Agency","SEO/HEO","SEO","35","[c]","38840","37910"
"New entrant CS","2021","Foreign, Commonwealth and Development Office","AA/AO","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Foreign, Commonwealth and Development Office","G6/G7","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Land Registry","AA/AO","AA","10","[c]","21990","21040"
"New entrant CS","2021","HM Land Registry","AA/AO","AO","545","[c]","22530","22350"
"New entrant CS","2021","HM Land Registry","EO","EO","50","[c]","27820","27130"
"New entrant CS","2021","HM Land Registry","G6/G7","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Land Registry","G6/G7","G7","25","[c]","57450","57000"
"New entrant CS","2021","HM Land Registry","SCS level","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Land Registry","SEO/HEO","HEO","30","[c]","36760","37870"
"New entrant CS","2021","HM Land Registry","SEO/HEO","SEO","35","[c]","41590","38550"
"New entrant CS","2021","HM Revenue and Customs","AA/AO","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Revenue and Customs","AA/AO","AO","3045","[c]","20290","20140"
"New entrant CS","2021","HM Revenue and Customs","EO","EO","1115","[c]","25680","25560"
"New entrant CS","2021","HM Revenue and Customs","G6/G7","G6","45","[c]","66640","64670"
"New entrant CS","2021","HM Revenue and Customs","G6/G7","G7","85","[c]","54030","52580"
"New entrant CS","2021","HM Revenue and Customs","SCS level","SCS level","20","[c]","96780","88500"
"New entrant CS","2021","HM Revenue and Customs","SEO/HEO","HEO","620","[c]","32590","31810"
"New entrant CS","2021","HM Revenue and Customs","SEO/HEO","SEO","140","[c]","39350","38630"
"New entrant CS","2021","HM Revenue and Customs","Unknown","Unknown","325","[c]","[c]","[c]"
"New entrant CS","2021","HM Treasury","AA/AO","AO","45","[c]","22480","22500"
"New entrant CS","2021","HM Treasury","EO","EO","85","[c]","25400","24300"
"New entrant CS","2021","HM Treasury","G6/G7","G6","5","[c]","[c]","[c]"
"New entrant CS","2021","HM Treasury","G6/G7","G7","55","[c]","54860","53070"
"New entrant CS","2021","HM Treasury","SCS level","SCS level","5","[c]","[c]","[c]"
"New entrant CS","2021","HM Treasury","SEO/HEO","HEO","260","[c]","31670","32320"
"New entrant CS","2021","HM Treasury","SEO/HEO","SEO","15","[c]","42960","42000"
"New entrant CS","2021","Home Office","AA/AO","AA","65","[c]","20430","22210"
"New entrant CS","2021","Home Office","AA/AO","AO","535","[c]","21930","21430"
"New entrant CS","2021","Home Office","EO","EO","865","[c]","26630","24880"
"New entrant CS","2021","Home Office","G6/G7","G6","40","[c]","70220","68700"
"New entrant CS","2021","Home Office","G6/G7","G7","185","[c]","57480","57430"
"New entrant CS","2021","Home Office","SCS level","SCS level","20","[c]","101330","92990"
"New entrant CS","2021","Home Office","SEO/HEO","HEO","260","[c]","34310","35050"
"New entrant CS","2021","Home Office","SEO/HEO","SEO","195","[c]","42010","41950"
"New entrant CS","2021","Home Office","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Defence","AA/AO","AA","500","[c]","19190","19560"
