"Status","Year","Function_of_post","Parent_department","Responsibility_level_grouped","Sex","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2021","Human Resources","Department for Work and Pensions","G6/G7","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Department for Work and Pensions","G6/G7","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Department for Work and Pensions","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Department for Work and Pensions","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Department of Health and Social Care","AA/AO","Female","10","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Department of Health and Social Care","AA/AO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Department of Health and Social Care","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Department of Health and Social Care","EO","Female","25","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Department of Health and Social Care","EO","Male","10","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Department of Health and Social Care","G6/G7","Female","10","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Department of Health and Social Care","G6/G7","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Department of Health and Social Care","SEO/HEO","Female","25","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Department of Health and Social Care","SEO/HEO","Male","5","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Food Standards Agency","G6/G7","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Food Standards Agency","G6/G7","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Food Standards Agency","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Food Standards Agency","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","HM Land Registry","EO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","HM Land Registry","EO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","HM Land Registry","G6/G7","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","HM Land Registry","G6/G7","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","HM Land Registry","SCS level","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","HM Land Registry","SCS level","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","HM Revenue and Customs","EO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","HM Revenue and Customs","EO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","HM Revenue and Customs","G6/G7","Female","15","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","HM Revenue and Customs","G6/G7","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","HM Revenue and Customs","SCS level","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","HM Revenue and Customs","SCS level","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","HM Revenue and Customs","SEO/HEO","Female","20","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","HM Revenue and Customs","SEO/HEO","Male","5","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","HM Treasury","AA/AO","Female","5","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","HM Treasury","AA/AO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","HM Treasury","EO","Female","5","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","HM Treasury","EO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","HM Treasury","G6/G7","Female","5","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","HM Treasury","G6/G7","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","HM Treasury","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","HM Treasury","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Ministry of Defence","AA/AO","Female","60","[c]","20600","20920"
"New entrant CS","2021","Human Resources","Ministry of Defence","AA/AO","Male","20","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Ministry of Defence","EO","Female","25","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Ministry of Defence","EO","Male","10","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Ministry of Defence","G6/G7","Female","10","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Ministry of Defence","G6/G7","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Ministry of Defence","SCS level","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Ministry of Defence","SCS level","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Ministry of Defence","SEO/HEO","Female","25","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Ministry of Defence","SEO/HEO","Male","5","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Ministry of Defence","Unknown","Female","20","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Ministry of Defence","Unknown","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Ministry of Housing, Communities and Local Government","AA/AO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Ministry of Housing, Communities and Local Government","AA/AO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Ministry of Housing, Communities and Local Government","EO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Ministry of Housing, Communities and Local Government","EO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Ministry of Housing, Communities and Local Government","G6/G7","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Ministry of Housing, Communities and Local Government","G6/G7","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Ministry of Housing, Communities and Local Government","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Ministry of Housing, Communities and Local Government","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Ministry of Justice","AA/AO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Ministry of Justice","AA/AO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Ministry of Justice","EO","Female","10","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Ministry of Justice","EO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Ministry of Justice","G6/G7","Female","5","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Ministry of Justice","G6/G7","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Ministry of Justice","SEO/HEO","Female","20","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Ministry of Justice","SEO/HEO","Male","15","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","National Crime Agency","AA/AO","Female","10","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","National Crime Agency","AA/AO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","National Crime Agency","EO","Female","5","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","National Crime Agency","EO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","National Crime Agency","G6/G7","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","National Crime Agency","G6/G7","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","National Crime Agency","SEO/HEO","Female","10","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","National Crime Agency","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Office for Standards in Education","AA/AO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Office for Standards in Education","AA/AO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Office for Standards in Education","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Office for Standards in Education","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Office of Gas and Electricity Markets","AA/AO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Office of Gas and Electricity Markets","AA/AO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Office of Gas and Electricity Markets","EO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Office of Gas and Electricity Markets","EO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Office of Gas and Electricity Markets","G6/G7","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Office of Gas and Electricity Markets","G6/G7","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Office of Gas and Electricity Markets","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Office of Gas and Electricity Markets","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Office of Rail and Road","AA/AO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Office of Rail and Road","AA/AO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Office of Rail and Road","EO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Office of Rail and Road","EO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Office of Rail and Road","G6/G7","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Office of Rail and Road","G6/G7","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Other Cabinet Office Agencies","EO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Other Cabinet Office Agencies","EO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Other Cabinet Office Agencies","G6/G7","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Other Cabinet Office Agencies","G6/G7","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Other Cabinet Office Agencies","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Other Cabinet Office Agencies","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Scottish Government","AA/AO","Female","15","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Scottish Government","AA/AO","Male","15","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Scottish Government","EO","Female","5","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Scottish Government","EO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Scottish Government","G6/G7","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Scottish Government","G6/G7","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Scottish Government","SEO/HEO","Female","5","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Scottish Government","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","The National Archives","EO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","The National Archives","EO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","The National Archives","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","The National Archives","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","UK Export Finance","AA/AO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","UK Export Finance","AA/AO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","UK Export Finance","EO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","UK Export Finance","EO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","UK Export Finance","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","UK Export Finance","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","United Kingdom Statistics Authority","AA/AO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","United Kingdom Statistics Authority","AA/AO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","United Kingdom Statistics Authority","EO","Female","5","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","United Kingdom Statistics Authority","EO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","United Kingdom Statistics Authority","G6/G7","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","United Kingdom Statistics Authority","G6/G7","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","United Kingdom Statistics Authority","SCS level","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","United Kingdom Statistics Authority","SCS level","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","United Kingdom Statistics Authority","SEO/HEO","Female","15","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","United Kingdom Statistics Authority","SEO/HEO","Male","10","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Wales Office","EO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Wales Office","EO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Water Services Regulation Authority","EO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Water Services Regulation Authority","EO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Water Services Regulation Authority","G6/G7","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Water Services Regulation Authority","G6/G7","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Water Services Regulation Authority","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Water Services Regulation Authority","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Welsh Government","G6/G7","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Welsh Government","G6/G7","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Internal Audit","Food Standards Agency","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Internal Audit","Food Standards Agency","SEO/HEO","Male","[c]","[c]","[c]","[c]"
