"Status","Year","Age","Organisation","Parent_department","Profession_of_post","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2021","30-39","Crown Prosecution Service","Attorney General's Departments","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Crown Prosecution Service","Attorney General's Departments","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Crown Prosecution Service","Attorney General's Departments","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Crown Prosecution Service","Attorney General's Departments","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Crown Prosecution Service","Attorney General's Departments","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Crown Prosecution Service","Attorney General's Departments","Legal","120","[c]","45690","48080"
"New entrant CS","2021","30-39","Crown Prosecution Service","Attorney General's Departments","Operational Delivery","50","[c]","21570","20190"
"New entrant CS","2021","30-39","Crown Prosecution Service","Attorney General's Departments","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Debt Management Office","HM Treasury","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Defence Equipment and Support","Ministry of Defence","Commercial","15","[c]","38090","40500"
"New entrant CS","2021","30-39","Defence Equipment and Support","Ministry of Defence","Digital, Data and Technology","20","[c]","44970","50000"
"New entrant CS","2021","30-39","Defence Equipment and Support","Ministry of Defence","Finance","10","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Defence Equipment and Support","Ministry of Defence","Human Resources","10","[c]","37450","36000"
"New entrant CS","2021","30-39","Defence Equipment and Support","Ministry of Defence","Knowledge and Information Management","10","[c]","30710","30000"
"New entrant CS","2021","30-39","Defence Equipment and Support","Ministry of Defence","Other","30","[c]","28470","25000"
"New entrant CS","2021","30-39","Defence Equipment and Support","Ministry of Defence","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Defence Equipment and Support","Ministry of Defence","Project Delivery","40","[c]","34940","32000"
"New entrant CS","2021","30-39","Defence Equipment and Support","Ministry of Defence","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Defence Equipment and Support","Ministry of Defence","Science and Engineering","30","[c]","33810","30500"
"New entrant CS","2021","30-39","Defence Science and Technology Laboratory","Ministry of Defence","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Defence Science and Technology Laboratory","Ministry of Defence","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Defence Science and Technology Laboratory","Ministry of Defence","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Defence Science and Technology Laboratory","Ministry of Defence","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Defence Science and Technology Laboratory","Ministry of Defence","Human Resources","5","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Defence Science and Technology Laboratory","Ministry of Defence","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Defence Science and Technology Laboratory","Ministry of Defence","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Defence Science and Technology Laboratory","Ministry of Defence","Science and Engineering","30","[c]","34640","37320"
"New entrant CS","2021","30-39","Defence Science and Technology Laboratory","Ministry of Defence","Security","5","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Department for Business, Energy and Industrial Strategy (excl. agencies)","Department for Business, Energy and Industrial Strategy","Communications","5","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Department for Business, Energy and Industrial Strategy (excl. agencies)","Department for Business, Energy and Industrial Strategy","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Department for Business, Energy and Industrial Strategy (excl. agencies)","Department for Business, Energy and Industrial Strategy","Economics","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Department for Business, Energy and Industrial Strategy (excl. agencies)","Department for Business, Energy and Industrial Strategy","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Department for Business, Energy and Industrial Strategy (excl. agencies)","Department for Business, Energy and Industrial Strategy","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Department for Business, Energy and Industrial Strategy (excl. agencies)","Department for Business, Energy and Industrial Strategy","Operational Delivery","20","[c]","40220","35510"
"New entrant CS","2021","30-39","Department for Business, Energy and Industrial Strategy (excl. agencies)","Department for Business, Energy and Industrial Strategy","Operational Research","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Department for Business, Energy and Industrial Strategy (excl. agencies)","Department for Business, Energy and Industrial Strategy","Policy","95","[c]","44030","40050"
"New entrant CS","2021","30-39","Department for Business, Energy and Industrial Strategy (excl. agencies)","Department for Business, Energy and Industrial Strategy","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Department for Business, Energy and Industrial Strategy (excl. agencies)","Department for Business, Energy and Industrial Strategy","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Department for Business, Energy and Industrial Strategy (excl. agencies)","Department for Business, Energy and Industrial Strategy","Statistics","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Department for Digital, Culture, Media and Sport","Department for Digital, Culture, Media and Sport","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Department for Digital, Culture, Media and Sport","Department for Digital, Culture, Media and Sport","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Department for Digital, Culture, Media and Sport","Department for Digital, Culture, Media and Sport","Economics","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Department for Digital, Culture, Media and Sport","Department for Digital, Culture, Media and Sport","Finance","10","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Department for Digital, Culture, Media and Sport","Department for Digital, Culture, Media and Sport","Human Resources","5","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Department for Digital, Culture, Media and Sport","Department for Digital, Culture, Media and Sport","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Department for Digital, Culture, Media and Sport","Department for Digital, Culture, Media and Sport","Operational Research","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Department for Digital, Culture, Media and Sport","Department for Digital, Culture, Media and Sport","Policy","60","[c]","42530","34020"
"New entrant CS","2021","30-39","Department for Digital, Culture, Media and Sport","Department for Digital, Culture, Media and Sport","Project Delivery","20","[c]","44360","47860"
"New entrant CS","2021","30-39","Department for Education (excl. agencies)","Department for Education","Commercial","5","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Department for Education (excl. agencies)","Department for Education","Communications","10","[c]","38860","45250"
"New entrant CS","2021","30-39","Department for Education (excl. agencies)","Department for Education","Digital, Data and Technology","25","[c]","43430","36500"
"New entrant CS","2021","30-39","Department for Education (excl. agencies)","Department for Education","Finance","15","[c]","33960","28500"
"New entrant CS","2021","30-39","Department for Education (excl. agencies)","Department for Education","Human Resources","10","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Department for Education (excl. agencies)","Department for Education","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Department for Education (excl. agencies)","Department for Education","Operational Delivery","10","[c]","35860","29360"
"New entrant CS","2021","30-39","Department for Education (excl. agencies)","Department for Education","Policy","70","[c]","40640","36500"
"New entrant CS","2021","30-39","Department for Education (excl. agencies)","Department for Education","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Department for Education (excl. agencies)","Department for Education","Property","10","[c]","44710","49860"
"New entrant CS","2021","30-39","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","Communications","5","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","Digital, Data and Technology","40","[c]","38580","36630"
"New entrant CS","2021","30-39","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","Economics","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","Finance","15","[c]","35500","36480"
"New entrant CS","2021","30-39","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","Human Resources","10","[c]","36600","34230"
"New entrant CS","2021","30-39","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","Operational Delivery","5","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","Policy","150","[c]","39510","35900"
"New entrant CS","2021","30-39","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","Project Delivery","15","[c]","41230","35900"
"New entrant CS","2021","30-39","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","Property","15","[c]","32120","27050"
"New entrant CS","2021","30-39","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","Science and Engineering","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","Statistics","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Department for International Trade","Department for International Trade","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Department for International Trade","Department for International Trade","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Department for International Trade","Department for International Trade","Digital, Data and Technology","20","[c]","48410","44000"
"New entrant CS","2021","30-39","Department for International Trade","Department for International Trade","Economics","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Department for International Trade","Department for International Trade","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Department for International Trade","Department for International Trade","Human Resources","5","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Department for International Trade","Department for International Trade","International Trade","25","[c]","39080","33830"
"New entrant CS","2021","30-39","Department for International Trade","Department for International Trade","Legal","[c]","[c]","[c]","[c]"
