"Status","Year","Parent_department","Profession_of_post","Responsibility_level_grouped","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Scottish Government","Finance","AA/AO","Undeclared","5","5","[c]","[c]"
"In post","2021","Scottish Government","Finance","AA/AO","Unknown","30","30","23280","24450"
"In post","2021","Scottish Government","Finance","EO","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","Scottish Government","Finance","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Scottish Government","Finance","EO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Scottish Government","Finance","EO","Unknown","5","5","[c]","[c]"
"In post","2021","Scottish Government","Finance","G6/G7","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","Scottish Government","Finance","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Scottish Government","Finance","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Scottish Government","Finance","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Scottish Government","Finance","SEO/HEO","Heterosexual / straight","25","20","[c]","[c]"
"In post","2021","Scottish Government","Finance","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Scottish Government","Finance","SEO/HEO","Undeclared","10","10","[c]","[c]"
"In post","2021","Scottish Government","Finance","SEO/HEO","Unknown","10","10","[c]","[c]"
"In post","2021","Scottish Government","Human Resources","AA/AO","Heterosexual / straight","30","25","[c]","[c]"
"In post","2021","Scottish Government","Human Resources","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Scottish Government","Human Resources","AA/AO","Undeclared","5","5","[c]","[c]"
"In post","2021","Scottish Government","Human Resources","AA/AO","Unknown","20","15","[c]","[c]"
"In post","2021","Scottish Government","Human Resources","EO","Heterosexual / straight","35","35","30440","30080"
"In post","2021","Scottish Government","Human Resources","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Scottish Government","Human Resources","EO","Undeclared","5","5","[c]","[c]"
"In post","2021","Scottish Government","Human Resources","EO","Unknown","5","5","[c]","[c]"
"In post","2021","Scottish Government","Human Resources","G6/G7","Heterosexual / straight","25","25","[c]","[c]"
"In post","2021","Scottish Government","Human Resources","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Scottish Government","Human Resources","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Scottish Government","Human Resources","SEO/HEO","Heterosexual / straight","55","50","38910","39230"
"In post","2021","Scottish Government","Human Resources","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Scottish Government","Human Resources","SEO/HEO","Undeclared","10","10","[c]","[c]"
"In post","2021","Scottish Government","Human Resources","SEO/HEO","Unknown","10","10","[c]","[c]"
"In post","2021","Scottish Government","Internal Audit","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Scottish Government","Internal Audit","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Scottish Government","Internal Audit","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Scottish Government","Internal Audit","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Scottish Government","Internal Audit","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Scottish Government","Internal Audit","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Scottish Government","Internal Audit","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Scottish Government","Internal Audit","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Scottish Government","Internal Audit","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Scottish Government","Knowledge and Information Management","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Scottish Government","Knowledge and Information Management","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Scottish Government","Knowledge and Information Management","EO","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","Scottish Government","Knowledge and Information Management","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Scottish Government","Knowledge and Information Management","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Scottish Government","Knowledge and Information Management","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Scottish Government","Knowledge and Information Management","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Scottish Government","Knowledge and Information Management","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Scottish Government","Knowledge and Information Management","SEO/HEO","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","Scottish Government","Knowledge and Information Management","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Scottish Government","Knowledge and Information Management","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Scottish Government","Legal","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Scottish Government","Legal","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Scottish Government","Legal","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Scottish Government","Legal","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Scottish Government","Legal","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Scottish Government","Legal","EO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Scottish Government","Legal","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Scottish Government","Legal","G6/G7","Heterosexual / straight","135","125","67160","68470"
"In post","2021","Scottish Government","Legal","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Scottish Government","Legal","G6/G7","Undeclared","20","15","[c]","[c]"
"In post","2021","Scottish Government","Legal","G6/G7","Unknown","20","20","[c]","[c]"
"In post","2021","Scottish Government","Legal","SCS level","Heterosexual / straight","15","15","[c]","[c]"
"In post","2021","Scottish Government","Legal","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Scottish Government","Legal","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Scottish Government","Legal","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Scottish Government","Legal","SEO/HEO","Heterosexual / straight","335","315","47010","46080"
"In post","2021","Scottish Government","Legal","SEO/HEO","LGBO","20","20","[c]","[c]"
"In post","2021","Scottish Government","Legal","SEO/HEO","Undeclared","55","50","46080","45190"
"In post","2021","Scottish Government","Legal","SEO/HEO","Unknown","35","30","53220","52490"
"In post","2021","Scottish Government","Operational Delivery","AA/AO","Heterosexual / straight","1035","950","22870","22220"
"In post","2021","Scottish Government","Operational Delivery","AA/AO","LGBO","60","60","23150","22820"
"In post","2021","Scottish Government","Operational Delivery","AA/AO","Undeclared","920","805","21810","22820"
"In post","2021","Scottish Government","Operational Delivery","AA/AO","Unknown","930","890","23460","24130"
"In post","2021","Scottish Government","Operational Delivery","EO","Heterosexual / straight","1100","1045","31090","33650"
"In post","2021","Scottish Government","Operational Delivery","EO","LGBO","70","70","30970","33650"
"In post","2021","Scottish Government","Operational Delivery","EO","Undeclared","470","435","29000","29350"
"In post","2021","Scottish Government","Operational Delivery","EO","Unknown","1325","1240","32370","33650"
"In post","2021","Scottish Government","Operational Delivery","G6/G7","Heterosexual / straight","50","50","63170","61720"
"In post","2021","Scottish Government","Operational Delivery","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Scottish Government","Operational Delivery","G6/G7","Undeclared","40","35","58330","55420"
"In post","2021","Scottish Government","Operational Delivery","G6/G7","Unknown","25","25","[c]","[c]"
"In post","2021","Scottish Government","Operational Delivery","SCS level","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","Scottish Government","Operational Delivery","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Scottish Government","Operational Delivery","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Scottish Government","Operational Delivery","SEO/HEO","Heterosexual / straight","630","585","37150","36780"
"In post","2021","Scottish Government","Operational Delivery","SEO/HEO","LGBO","20","20","[c]","[c]"
"In post","2021","Scottish Government","Operational Delivery","SEO/HEO","Undeclared","235","225","36880","35230"
"In post","2021","Scottish Government","Operational Delivery","SEO/HEO","Unknown","290","265","39310","39500"
"In post","2021","Scottish Government","Operational Delivery","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Scottish Government","Operational Delivery","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Scottish Government","Operational Delivery","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Scottish Government","Operational Research","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Scottish Government","Operational Research","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Scottish Government","Operational Research","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Scottish Government","Operational Research","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Scottish Government","Other","AA/AO","Heterosexual / straight","90","80","24540","25870"
"In post","2021","Scottish Government","Other","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Scottish Government","Other","AA/AO","Undeclared","5","5","[c]","[c]"
"In post","2021","Scottish Government","Other","AA/AO","Unknown","260","245","23580","20810"
"In post","2021","Scottish Government","Other","EO","Heterosexual / straight","50","50","33530","33650"
"In post","2021","Scottish Government","Other","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Scottish Government","Other","EO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Scottish Government","Other","EO","Unknown","60","60","32430","33650"
"In post","2021","Scottish Government","Other","G6/G7","Heterosexual / straight","15","15","[c]","[c]"
"In post","2021","Scottish Government","Other","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Scottish Government","Other","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Scottish Government","Other","G6/G7","Unknown","20","15","[c]","[c]"
"In post","2021","Scottish Government","Other","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Scottish Government","Other","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Scottish Government","Other","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Scottish Government","Other","SEO/HEO","Heterosexual / straight","60","55","40860","39500"
"In post","2021","Scottish Government","Other","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Scottish Government","Other","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Scottish Government","Other","SEO/HEO","Unknown","90","70","42380","43290"
"In post","2021","Scottish Government","Policy","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Scottish Government","Policy","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Scottish Government","Policy","EO","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","Scottish Government","Policy","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Scottish Government","Policy","G6/G7","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","Scottish Government","Policy","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Scottish Government","Policy","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Scottish Government","Policy","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Scottish Government","Policy","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Scottish Government","Policy","SEO/HEO","Heterosexual / straight","15","10","[c]","[c]"
"In post","2021","Scottish Government","Policy","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Scottish Government","Policy","SEO/HEO","Undeclared","10","10","[c]","[c]"
"In post","2021","Scottish Government","Policy","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Scottish Government","Project Delivery","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Scottish Government","Project Delivery","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Scottish Government","Project Delivery","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Scottish Government","Project Delivery","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Scottish Government","Project Delivery","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Scottish Government","Project Delivery","SEO/HEO","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","Scottish Government","Project Delivery","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Scottish Government","Project Delivery","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Scottish Government","Project Delivery","SEO/HEO","Unknown","5","5","[c]","[c]"
"In post","2021","Scottish Government","Property","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Scottish Government","Property","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Scottish Government","Property","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Scottish Government","Property","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Scottish Government","Property","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Scottish Government","Property","EO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Scottish Government","Property","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Scottish Government","Property","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Scottish Government","Property","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Scottish Government","Property","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Scottish Government","Property","SEO/HEO","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","Scottish Government","Property","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Scottish Government","Property","SEO/HEO","Undeclared","5","5","[c]","[c]"
"In post","2021","Scottish Government","Property","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Scottish Government","Psychology","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Scottish Government","Psychology","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Scottish Government","Psychology","AA/AO","Unknown","10","10","[c]","[c]"
"In post","2021","Scottish Government","Psychology","EO","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","Scottish Government","Psychology","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Scottish Government","Psychology","EO","Unknown","20","20","[c]","[c]"
"In post","2021","Scottish Government","Psychology","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Scottish Government","Psychology","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Scottish Government","Psychology","G6/G7","Unknown","10","10","[c]","[c]"
"In post","2021","Scottish Government","Psychology","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Scottish Government","Psychology","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Scottish Government","Psychology","SEO/HEO","Unknown","15","15","[c]","[c]"
"In post","2021","Scottish Government","Security","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Scottish Government","Security","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Scottish Government","Security","SEO/HEO","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","Scottish Government","Security","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Scottish Government","Security","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Scottish Government","Security","SEO/HEO","Unknown","5","5","[c]","[c]"
"In post","2021","Scottish Government","Statistics","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Scottish Government","Statistics","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Scottish Government","Statistics","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Scottish Government","Statistics","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Scottish Government","Statistics","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Scottish Government","Statistics","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Scottish Government","Statistics","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Scottish Government","Statistics","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Scottish Government","Statistics","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Scottish Government","Statistics","SEO/HEO","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","Scottish Government","Statistics","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Scottish Government","Statistics","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Scottish Government","Statistics","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Scottish Government","Unknown","AA/AO","Heterosexual / straight","1130","1065","22890","22230"
"In post","2021","Scottish Government","Unknown","AA/AO","LGBO","110","110","22270","22230"
"In post","2021","Scottish Government","Unknown","AA/AO","Undeclared","60","60","23040","22230"
"In post","2021","Scottish Government","Unknown","AA/AO","Unknown","1295","1220","23560","22920"
"In post","2021","Scottish Government","Unknown","EO","Heterosexual / straight","1340","1290","28350","28170"
"In post","2021","Scottish Government","Unknown","EO","LGBO","85","85","27670","27150"
"In post","2021","Scottish Government","Unknown","EO","Undeclared","75","75","28180","28170"
"In post","2021","Scottish Government","Unknown","EO","Unknown","710","675","29240","29190"
"In post","2021","Scottish Government","Unknown","G6/G7","Heterosexual / straight","1905","1835","62500","61010"
"In post","2021","Scottish Government","Unknown","G6/G7","LGBO","115","115","61900","61010"
"In post","2021","Scottish Government","Unknown","G6/G7","Undeclared","135","130","62390","61010"
"In post","2021","Scottish Government","Unknown","G6/G7","Unknown","650","615","62720","61010"
"In post","2021","Scottish Government","Unknown","SCS level","Heterosexual / straight","135","130","89370","83230"
"In post","2021","Scottish Government","Unknown","SCS level","LGBO","10","10","[c]","[c]"
"In post","2021","Scottish Government","Unknown","SCS level","Undeclared","5","5","[c]","[c]"
"In post","2021","Scottish Government","Unknown","SCS level","Unknown","70","70","90930","83230"
"In post","2021","Scottish Government","Unknown","SEO/HEO","Heterosexual / straight","3135","3015","38980","38540"
"In post","2021","Scottish Government","Unknown","SEO/HEO","LGBO","260","255","36490","35110"
"In post","2021","Scottish Government","Unknown","SEO/HEO","Undeclared","185","180","38470","38540"
"In post","2021","Scottish Government","Unknown","SEO/HEO","Unknown","1350","1280","39090","38450"
"In post","2021","The National Archives","Commercial","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","The National Archives","Commercial","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","The National Archives","Commercial","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","The National Archives","Commercial","AA/AO","Unknown","10","10","[c]","[c]"
"In post","2021","The National Archives","Commercial","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","The National Archives","Commercial","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","The National Archives","Commercial","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","The National Archives","Commercial","G6/G7","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","The National Archives","Commercial","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","The National Archives","Commercial","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","The National Archives","Commercial","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","The National Archives","Commercial","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","The National Archives","Commercial","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","The National Archives","Commercial","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","The National Archives","Commercial","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","The National Archives","Communications","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","The National Archives","Communications","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","The National Archives","Communications","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","The National Archives","Communications","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","The National Archives","Communications","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","The National Archives","Communications","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","The National Archives","Communications","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","The National Archives","Communications","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","The National Archives","Communications","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","The National Archives","Communications","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","The National Archives","Communications","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","The National Archives","Communications","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","The National Archives","Communications","SEO/HEO","Unknown","5","5","[c]","[c]"
"In post","2021","The National Archives","Digital, Data and Technology","AA/AO","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","The National Archives","Digital, Data and Technology","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","The National Archives","Digital, Data and Technology","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","The National Archives","Digital, Data and Technology","EO","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","The National Archives","Digital, Data and Technology","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","The National Archives","Digital, Data and Technology","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","The National Archives","Digital, Data and Technology","G6/G7","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","The National Archives","Digital, Data and Technology","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","The National Archives","Digital, Data and Technology","G6/G7","Unknown","10","10","[c]","[c]"
"In post","2021","The National Archives","Digital, Data and Technology","SEO/HEO","Heterosexual / straight","35","30","40420","36740"
"In post","2021","The National Archives","Digital, Data and Technology","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","The National Archives","Digital, Data and Technology","SEO/HEO","Undeclared","5","5","[c]","[c]"
"In post","2021","The National Archives","Digital, Data and Technology","SEO/HEO","Unknown","25","25","[c]","[c]"
"In post","2021","The National Archives","Finance","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","The National Archives","Finance","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","The National Archives","Finance","EO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","The National Archives","Finance","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","The National Archives","Finance","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","The National Archives","Finance","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","The National Archives","Finance","SEO/HEO","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","The National Archives","Finance","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","The National Archives","Finance","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","The National Archives","Human Resources","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","The National Archives","Human Resources","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","The National Archives","Human Resources","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","The National Archives","Human Resources","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","The National Archives","Human Resources","EO","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","The National Archives","Human Resources","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","The National Archives","Human Resources","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","The National Archives","Human Resources","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","The National Archives","Human Resources","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","The National Archives","Human Resources","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","The National Archives","Human Resources","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","The National Archives","Human Resources","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","The National Archives","Human Resources","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","The National Archives","Knowledge and Information Management","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","The National Archives","Knowledge and Information Management","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","The National Archives","Knowledge and Information Management","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","The National Archives","Knowledge and Information Management","EO","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","The National Archives","Knowledge and Information Management","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","The National Archives","Knowledge and Information Management","EO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","The National Archives","Knowledge and Information Management","EO","Unknown","10","10","[c]","[c]"
"In post","2021","The National Archives","Knowledge and Information Management","G6/G7","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","The National Archives","Knowledge and Information Management","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","The National Archives","Knowledge and Information Management","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","The National Archives","Knowledge and Information Management","G6/G7","Unknown","5","5","[c]","[c]"
"In post","2021","The National Archives","Knowledge and Information Management","SEO/HEO","Heterosexual / straight","15","15","[c]","[c]"
"In post","2021","The National Archives","Knowledge and Information Management","SEO/HEO","LGBO","5","5","[c]","[c]"
"In post","2021","The National Archives","Knowledge and Information Management","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","The National Archives","Knowledge and Information Management","SEO/HEO","Unknown","20","20","[c]","[c]"
"In post","2021","The National Archives","Operational Delivery","AA/AO","Heterosexual / straight","15","10","[c]","[c]"
"In post","2021","The National Archives","Operational Delivery","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","The National Archives","Operational Delivery","AA/AO","Undeclared","5","5","[c]","[c]"
"In post","2021","The National Archives","Operational Delivery","AA/AO","Unknown","35","30","21350","21100"
"In post","2021","The National Archives","Operational Delivery","EO","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","The National Archives","Operational Delivery","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","The National Archives","Operational Delivery","EO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","The National Archives","Operational Delivery","EO","Unknown","15","15","[c]","[c]"
"In post","2021","The National Archives","Operational Delivery","G6/G7","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","The National Archives","Operational Delivery","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","The National Archives","Operational Delivery","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","The National Archives","Operational Delivery","G6/G7","Unknown","5","5","[c]","[c]"
"In post","2021","The National Archives","Operational Delivery","SEO/HEO","Heterosexual / straight","30","30","32410","33730"
"In post","2021","The National Archives","Operational Delivery","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","The National Archives","Operational Delivery","SEO/HEO","Undeclared","10","10","[c]","[c]"
"In post","2021","The National Archives","Operational Delivery","SEO/HEO","Unknown","25","25","[c]","[c]"
"In post","2021","The National Archives","Other","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
