"Status","Year","Function_of_post","Organisation","Profession_of_post","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2021","Project Delivery","HM Revenue and Customs (excl. agencies)","Project Delivery","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","HM Revenue and Customs (excl. agencies)","Project Delivery","Unknown","35","[c]","38340","31810"
"New entrant CS","2021","Project Delivery","HM Revenue and Customs (excl. agencies)","Tax","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","HM Revenue and Customs (excl. agencies)","Tax","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","HM Revenue and Customs (excl. agencies)","Tax","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","HM Revenue and Customs (excl. agencies)","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","HM Revenue and Customs (excl. agencies)","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","HM Revenue and Customs (excl. agencies)","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","HM Treasury (excl. agencies)","Project Delivery","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","HM Treasury (excl. agencies)","Project Delivery","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","HM Treasury (excl. agencies)","Project Delivery","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","Insolvency Service","Project Delivery","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","Insolvency Service","Project Delivery","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","Institute for Apprenticeships and Technical Education","Project Delivery","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","Institute for Apprenticeships and Technical Education","Project Delivery","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","Met Office","Operational Delivery","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","Met Office","Operational Delivery","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","Met Office","Operational Delivery","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","Met Office","Project Delivery","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","Met Office","Project Delivery","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","Met Office","Project Delivery","Unknown","20","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","Ministry of Defence (excl. agencies)","Project Delivery","Heterosexual / straight","275","[c]","35310","33000"
"New entrant CS","2021","Project Delivery","Ministry of Defence (excl. agencies)","Project Delivery","LGBO","25","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","Ministry of Defence (excl. agencies)","Project Delivery","Undeclared","15","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","Ministry of Defence (excl. agencies)","Project Delivery","Unknown","50","[c]","32010","33000"
"New entrant CS","2021","Project Delivery","Ministry of Housing, Communities and Local Government (excl. agencies)","Finance","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","Ministry of Housing, Communities and Local Government (excl. agencies)","Finance","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","Ministry of Housing, Communities and Local Government (excl. agencies)","Project Delivery","Heterosexual / straight","25","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","Ministry of Housing, Communities and Local Government (excl. agencies)","Project Delivery","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","Ministry of Housing, Communities and Local Government (excl. agencies)","Project Delivery","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","Ministry of Housing, Communities and Local Government (excl. agencies)","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","Ministry of Justice (excl. agencies)","Commercial","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","Ministry of Justice (excl. agencies)","Commercial","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","Ministry of Justice (excl. agencies)","Operational Delivery","Heterosexual / straight","45","[c]","36720","35290"
"New entrant CS","2021","Project Delivery","Ministry of Justice (excl. agencies)","Operational Delivery","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","Ministry of Justice (excl. agencies)","Operational Delivery","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","Ministry of Justice (excl. agencies)","Operational Delivery","Unknown","20","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","Ministry of Justice (excl. agencies)","Policy","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","Ministry of Justice (excl. agencies)","Policy","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","Ministry of Justice (excl. agencies)","Project Delivery","Heterosexual / straight","10","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","Ministry of Justice (excl. agencies)","Project Delivery","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","Ministry of Justice (excl. agencies)","Project Delivery","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","Ministry of Justice (excl. agencies)","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","National Crime Agency","Project Delivery","Heterosexual / straight","20","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","National Crime Agency","Project Delivery","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","National Crime Agency","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","National Savings and Investments","Project Delivery","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","National Savings and Investments","Project Delivery","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","Office for Standards in Education, Children's Services and Skills","Project Delivery","Heterosexual / straight","5","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","Office for Standards in Education, Children's Services and Skills","Project Delivery","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","Office of Gas and Electricity Markets","Policy","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","Office of Gas and Electricity Markets","Policy","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","Office of Gas and Electricity Markets","Project Delivery","Heterosexual / straight","5","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","Office of Gas and Electricity Markets","Project Delivery","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","Planning Inspectorate","Project Delivery","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","Planning Inspectorate","Project Delivery","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","Planning Inspectorate","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","Rural Payments Agency","Project Delivery","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","Rural Payments Agency","Project Delivery","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","Rural Payments Agency","Project Delivery","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","Scotland Office (incl. Office of the Advocate General for Scotland)","Project Delivery","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","Scotland Office (incl. Office of the Advocate General for Scotland)","Project Delivery","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","Scotland Office (incl. Office of the Advocate General for Scotland)","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","Scottish Forestry","Unknown","Heterosexual / straight","5","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","Scottish Forestry","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","Scottish Forestry","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","Scottish Forestry","Unknown","Unknown","10","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","Submarine Delivery Agency","Finance","Heterosexual / straight","10","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","Submarine Delivery Agency","Finance","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","Submarine Delivery Agency","Project Delivery","Heterosexual / straight","40","[c]","41020","40250"
"New entrant CS","2021","Project Delivery","Submarine Delivery Agency","Project Delivery","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","Submarine Delivery Agency","Project Delivery","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","Submarine Delivery Agency","Project Delivery","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","Submarine Delivery Agency","Science and Engineering","Heterosexual / straight","50","[c]","36320","33000"
"New entrant CS","2021","Project Delivery","Submarine Delivery Agency","Science and Engineering","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","Submarine Delivery Agency","Science and Engineering","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","Submarine Delivery Agency","Science and Engineering","Unknown","25","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","UK Export Finance","Project Delivery","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","UK Export Finance","Project Delivery","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","UK Intellectual Property Office","Project Delivery","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","UK Intellectual Property Office","Project Delivery","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","UK Intellectual Property Office","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","UK Space Agency","Operational Delivery","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","UK Space Agency","Operational Delivery","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","UK Space Agency","Policy","Heterosexual / straight","10","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","UK Space Agency","Policy","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","UK Space Agency","Policy","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","UK Space Agency","Project Delivery","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","UK Space Agency","Project Delivery","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","UK Space Agency","Project Delivery","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","UK Space Agency","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","United Kingdom Statistics Authority","Project Delivery","Heterosexual / straight","40","[c]","35510","36030"
"New entrant CS","2021","Project Delivery","United Kingdom Statistics Authority","Project Delivery","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","United Kingdom Statistics Authority","Project Delivery","Unknown","15","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","Valuation Office Agency","Project Delivery","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","Valuation Office Agency","Project Delivery","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","Valuation Office Agency","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","Wilton Park","Operational Delivery","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","Wilton Park","Operational Delivery","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","Wilton Park","Operational Delivery","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","Cabinet Office (excl. agencies)","Unknown","Heterosexual / straight","10","[c]","[c]","[c]"
"New entrant CS","2021","Property","Cabinet Office (excl. agencies)","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","Cabinet Office (excl. agencies)","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","Competition and Markets Authority","Property","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","Competition and Markets Authority","Property","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","Defence Equipment and Support","Commercial","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","Defence Equipment and Support","Commercial","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","Defence Equipment and Support","Commercial","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","Defence Equipment and Support","Digital, Data and Technology","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","Defence Equipment and Support","Digital, Data and Technology","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","Defence Equipment and Support","Digital, Data and Technology","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","Defence Equipment and Support","Knowledge and Information Management","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","Defence Equipment and Support","Knowledge and Information Management","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","Defence Equipment and Support","Knowledge and Information Management","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","Defence Equipment and Support","Other","Heterosexual / straight","5","[c]","[c]","[c]"
"New entrant CS","2021","Property","Defence Equipment and Support","Other","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","Defence Equipment and Support","Project Delivery","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","Defence Equipment and Support","Project Delivery","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","Defence Equipment and Support","Property","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","Defence Equipment and Support","Property","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","Defence Equipment and Support","Security","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","Defence Equipment and Support","Security","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","Defence Science and Technology Laboratory","Property","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","Defence Science and Technology Laboratory","Property","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","Department for Education (excl. agencies)","Property","Heterosexual / straight","20","[c]","[c]","[c]"
"New entrant CS","2021","Property","Department for Education (excl. agencies)","Property","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","Department for Education (excl. agencies)","Property","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","Department for Environment, Food and Rural Affairs (excl. agencies)","Property","Heterosexual / straight","35","[c]","40590","32560"
"New entrant CS","2021","Property","Department for Environment, Food and Rural Affairs (excl. agencies)","Property","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","Department for Environment, Food and Rural Affairs (excl. agencies)","Property","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","Department for Environment, Food and Rural Affairs (excl. agencies)","Property","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2021","Property","Department for Transport (excl. agencies)","Property","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","Department for Transport (excl. agencies)","Property","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","Department of Health and Social Care (excl. agencies)","Property","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","Department of Health and Social Care (excl. agencies)","Property","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","Department of Health and Social Care (excl. agencies)","Property","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","Driver and Vehicle Licensing Agency","Property","Heterosexual / straight","5","[c]","[c]","[c]"
"New entrant CS","2021","Property","Driver and Vehicle Licensing Agency","Property","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","Driver and Vehicle Standards Agency","Property","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","Driver and Vehicle Standards Agency","Property","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","Driver and Vehicle Standards Agency","Property","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","Forestry and Land Scotland","Unknown","Heterosexual / straight","5","[c]","[c]","[c]"
"New entrant CS","2021","Property","Forestry and Land Scotland","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","Forestry and Land Scotland","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","Forestry and Land Scotland","Unknown","Unknown","45","[c]","26350","25140"
"New entrant CS","2021","Property","Government Property Agency","Commercial","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","Government Property Agency","Commercial","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","Government Property Agency","Operational Delivery","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","Government Property Agency","Operational Delivery","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","Government Property Agency","Operational Delivery","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","Government Property Agency","Other","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","Government Property Agency","Other","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","Government Property Agency","Project Delivery","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","Government Property Agency","Project Delivery","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","Government Property Agency","Project Delivery","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","Government Property Agency","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","Health and Safety Executive","Property","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","Health and Safety Executive","Property","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","HM Courts and Tribunals Service","Operational Delivery","Heterosexual / straight","5","[c]","[c]","[c]"
"New entrant CS","2021","Property","HM Courts and Tribunals Service","Operational Delivery","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","HM Courts and Tribunals Service","Operational Delivery","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","HM Courts and Tribunals Service","Property","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","HM Courts and Tribunals Service","Property","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","HM Courts and Tribunals Service","Property","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","HM Land Registry","Property","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","HM Land Registry","Property","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","HM Revenue and Customs (excl. agencies)","Property","Heterosexual / straight","5","[c]","[c]","[c]"
"New entrant CS","2021","Property","HM Revenue and Customs (excl. agencies)","Property","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","HM Revenue and Customs (excl. agencies)","Property","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2021","Property","HM Treasury (excl. agencies)","Operational Delivery","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","HM Treasury (excl. agencies)","Operational Delivery","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","Maritime and Coastguard Agency","Property","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","Maritime and Coastguard Agency","Property","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","Maritime and Coastguard Agency","Property","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","Medicines and Healthcare Products Regulatory Agency","Property","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","Medicines and Healthcare Products Regulatory Agency","Property","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","Ministry of Defence (excl. agencies)","Planning","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","Ministry of Defence (excl. agencies)","Planning","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","Ministry of Defence (excl. agencies)","Planning","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","Ministry of Defence (excl. agencies)","Property","Heterosexual / straight","165","[c]","31250","33000"
"New entrant CS","2021","Property","Ministry of Defence (excl. agencies)","Property","LGBO","5","[c]","[c]","[c]"
"New entrant CS","2021","Property","Ministry of Defence (excl. agencies)","Property","Undeclared","5","[c]","[c]","[c]"
"New entrant CS","2021","Property","Ministry of Defence (excl. agencies)","Property","Unknown","20","[c]","[c]","[c]"
"New entrant CS","2021","Property","Ministry of Justice (excl. agencies)","Operational Delivery","Heterosexual / straight","15","[c]","[c]","[c]"
"New entrant CS","2021","Property","Ministry of Justice (excl. agencies)","Operational Delivery","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","Ministry of Justice (excl. agencies)","Operational Delivery","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","Ministry of Justice (excl. agencies)","Operational Delivery","Unknown","10","[c]","[c]","[c]"
"New entrant CS","2021","Property","Ministry of Justice (excl. agencies)","Project Delivery","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","Ministry of Justice (excl. agencies)","Project Delivery","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","Ministry of Justice (excl. agencies)","Property","Heterosexual / straight","5","[c]","[c]","[c]"
"New entrant CS","2021","Property","Ministry of Justice (excl. agencies)","Property","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","Ministry of Justice (excl. agencies)","Property","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2021","Property","National Crime Agency","Property","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","National Crime Agency","Property","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","Office for Standards in Education, Children's Services and Skills","Property","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","Office for Standards in Education, Children's Services and Skills","Property","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","Office of Gas and Electricity Markets","Property","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","Office of Gas and Electricity Markets","Property","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","Public Health England","Property","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","Public Health England","Property","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","Scottish Forestry","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","Scottish Forestry","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","Scottish Forestry","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","Scottish Forestry","Unknown","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2021","Property","Scottish Prison Service","Other","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","Scottish Prison Service","Other","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","Scottish Prison Service","Other","Unknown","25","[c]","[c]","[c]"
"New entrant CS","2021","Property","UK Supreme Court","Operational Delivery","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","UK Supreme Court","Operational Delivery","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","United Kingdom Statistics Authority","Property","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","United Kingdom Statistics Authority","Property","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","Valuation Office Agency","Operational Delivery","Heterosexual / straight","65","[c]","21000","20880"
"New entrant CS","2021","Property","Valuation Office Agency","Operational Delivery","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","Valuation Office Agency","Operational Delivery","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","Valuation Office Agency","Operational Delivery","Unknown","60","[c]","21220","20880"
"New entrant CS","2021","Property","Valuation Office Agency","Property","Heterosexual / straight","60","[c]","29700","30000"
"New entrant CS","2021","Property","Valuation Office Agency","Property","LGBO","5","[c]","[c]","[c]"
"New entrant CS","2021","Property","Valuation Office Agency","Property","Undeclared","5","[c]","[c]","[c]"
"New entrant CS","2021","Property","Valuation Office Agency","Property","Unknown","55","[c]","29810","27880"
"New entrant CS","2021","Property","Vehicle Certification Agency","Property","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","Vehicle Certification Agency","Property","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Security","Cabinet Office (excl. agencies)","Unknown","Heterosexual / straight","45","[c]","30470","23850"
"New entrant CS","2021","Security","Cabinet Office (excl. agencies)","Unknown","LGBO","10","[c]","[c]","[c]"
"New entrant CS","2021","Security","Cabinet Office (excl. agencies)","Unknown","Undeclared","5","[c]","[c]","[c]"
"New entrant CS","2021","Security","Cabinet Office (excl. agencies)","Unknown","Unknown","65","[c]","24070","20800"
"New entrant CS","2021","Security","Defence Science and Technology Laboratory","Security","Heterosexual / straight","15","[c]","[c]","[c]"
"New entrant CS","2021","Security","Defence Science and Technology Laboratory","Security","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Security","Defence Science and Technology Laboratory","Security","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Security","Department for Business, Energy and Industrial Strategy (excl. agencies)","Security","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Security","Department for Business, Energy and Industrial Strategy (excl. agencies)","Security","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Security","Department for Business, Energy and Industrial Strategy (excl. agencies)","Security","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Security","Department for Business, Energy and Industrial Strategy (excl. agencies)","Security","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Security","Department for Education (excl. agencies)","Security","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Security","Department for Education (excl. agencies)","Security","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Security","Department for Education (excl. agencies)","Security","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Security","Department for International Trade","Security","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Security","Department for International Trade","Security","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Security","Driver and Vehicle Licensing Agency","Security","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Security","Driver and Vehicle Licensing Agency","Security","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Security","Driver and Vehicle Licensing Agency","Security","Unknown","5","[c]","[c]","[c]"
